,idind,b2,b2a,b2b,b2c_yr,b2c_mo,b3b,b4,b5,b6,b7,b9a,b9,wave,b10,b11,b12,b3,b3a,b8,b13,b7_93,b12_93,hhid,line,commid,t1,t2,t3,t4,t5
104501,521203003002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203003.0,2.0,521203.0,52.0,1.0,2.0,3.0,3.0
104549,521203006002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203006.0,2.0,521203.0,52.0,1.0,2.0,3.0,6.0
104568,521203007001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203007.0,1.0,521203.0,52.0,1.0,2.0,3.0,7.0
104576,521203007002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203007.0,2.0,521203.0,52.0,1.0,2.0,3.0,7.0
104589,521203008001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203008.0,1.0,521203.0,52.0,1.0,2.0,3.0,8.0
104598,521203008002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203008.0,2.0,521203.0,52.0,1.0,2.0,3.0,8.0
104608,521203008004.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203008.0,4.0,521203.0,52.0,1.0,2.0,3.0,8.0
104616,521203008041.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203008.0,41.0,521203.0,52.0,1.0,2.0,3.0,8.0
104624,521203009001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203009.0,1.0,521203.0,52.0,1.0,2.0,3.0,9.0
104641,521203009005.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,1.0,,2009.0,,,,,,,,,,521203009.0,5.0,521203.0,52.0,1.0,2.0,3.0,9.0
104673,521203010005.0,1.0,,0.0,,,1.0,6.0,3.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,521203010.0,5.0,521203.0,52.0,1.0,2.0,3.0,10.0
104677,521203010041.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,1.0,,2009.0,,,,,,,,,,521203010.0,41.0,521203.0,52.0,1.0,2.0,3.0,10.0
104695,521203011002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,521203011.0,2.0,521203.0,52.0,1.0,2.0,3.0,11.0
104713,521203011041.0,1.0,,0.0,,,0.0,6.0,3.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,521203011.0,41.0,521203.0,52.0,1.0,2.0,3.0,11.0
104726,521203012002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,521203012.0,2.0,521203.0,52.0,1.0,2.0,3.0,12.0
104734,521203012003.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,1.0,,2009.0,,,,,,,,,,521203012.0,3.0,521203.0,52.0,1.0,2.0,3.0,12.0
104744,521203012004.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,521203012.0,4.0,521203.0,52.0,1.0,2.0,3.0,12.0
104763,521203014001.0,0.0,3.0,,,,,,,,,,,2009.0,,,,,,,,,,521203014.0,1.0,521203.0,52.0,1.0,2.0,3.0,14.0
104771,521203014002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,521203014.0,2.0,521203.0,52.0,1.0,2.0,3.0,14.0
104778,521203014121.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203014.0,121.0,521203.0,52.0,1.0,2.0,3.0,14.0
104787,521203015001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,521203015.0,1.0,521203.0,52.0,1.0,2.0,3.0,15.0
104806,521203015004.0,0.0,5.0,,1998.0,12.0,,,,,,,,2009.0,,,,,,,,,,521203015.0,4.0,521203.0,52.0,1.0,2.0,3.0,15.0
104845,521203018001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203018.0,1.0,521203.0,52.0,1.0,2.0,3.0,18.0
104854,521203018002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203018.0,2.0,521203.0,52.0,1.0,2.0,3.0,18.0
104870,521203019001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203019.0,1.0,521203.0,52.0,1.0,2.0,3.0,19.0
104880,521203019002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203019.0,2.0,521203.0,52.0,1.0,2.0,3.0,19.0
104891,521203019004.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203019.0,4.0,521203.0,52.0,1.0,2.0,3.0,19.0
104898,521203019041.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,1.0,,2009.0,,,,,,,,,,521203019.0,41.0,521203.0,52.0,1.0,2.0,3.0,19.0
104908,521203020001.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,521203020.0,1.0,521203.0,52.0,1.0,2.0,3.0,20.0
104918,521203020002.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,521203020.0,2.0,521203.0,52.0,1.0,2.0,3.0,20.0
104930,521203042001.0,0.0,5.0,,1996.0,10.0,,,,,,,,2009.0,,,,,,,,,,521203042.0,1.0,521203.0,52.0,1.0,2.0,3.0,42.0
104936,521203042002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,521203042.0,2.0,521203.0,52.0,1.0,2.0,3.0,42.0
104945,521203042005.0,1.0,,0.0,,,0.0,10.0,2.0,7.0,9.0,0.0,,2009.0,,,,,,,,,,521203042.0,5.0,521203.0,52.0,1.0,2.0,3.0,42.0
104949,521203042081.0,1.0,,0.0,,,0.0,11.0,2.0,7.0,9.0,0.0,,2009.0,,,,,,,,,,521203042.0,81.0,521203.0,52.0,1.0,2.0,3.0,42.0
104959,521203081001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203081.0,1.0,521203.0,52.0,1.0,2.0,3.0,81.0
104963,521203081002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,1.0,,2009.0,,,,,,,,,,521203081.0,2.0,521203.0,52.0,1.0,2.0,3.0,81.0
104970,521203082001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203082.0,1.0,521203.0,52.0,1.0,2.0,3.0,82.0
104974,521203101001.0,1.0,,0.0,,,0.0,1.0,2.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,521203101.0,1.0,521203.0,52.0,1.0,2.0,3.0,101.0
104978,521203101002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203101.0,2.0,521203.0,52.0,1.0,2.0,3.0,101.0
104985,521203121001.0,1.0,,0.0,,,0.0,10.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,521203121.0,1.0,521203.0,52.0,1.0,2.0,3.0,121.0
104986,521203121002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,521203121.0,2.0,521203.0,52.0,1.0,2.0,3.0,121.0
104987,521203122001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,1.0,,2009.0,,,,,,,,,,521203122.0,1.0,521203.0,52.0,1.0,2.0,3.0,122.0
104990,521203122002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521203122.0,2.0,521203.0,52.0,1.0,2.0,3.0,122.0
105030,521204002001.0,1.0,,0.0,,,0.0,2.0,3.0,2.0,1.0,0.0,,2009.0,,,,,,,,,,521204002.0,1.0,521204.0,52.0,1.0,2.0,4.0,2.0
105039,521204002002.0,1.0,,0.0,,,0.0,7.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,521204002.0,2.0,521204.0,52.0,1.0,2.0,4.0,2.0
105048,521204003001.0,1.0,,0.0,,,0.0,13.0,1.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,521204003.0,1.0,521204.0,52.0,1.0,2.0,4.0,3.0
105056,521204003002.0,1.0,,0.0,,,0.0,13.0,1.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,521204003.0,2.0,521204.0,52.0,1.0,2.0,4.0,3.0
105068,521204004001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204004.0,1.0,521204.0,52.0,1.0,2.0,4.0,4.0
105077,521204004002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204004.0,2.0,521204.0,52.0,1.0,2.0,4.0,4.0
105092,521204005002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204005.0,2.0,521204.0,52.0,1.0,2.0,4.0,5.0
105100,521204005003.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204005.0,3.0,521204.0,52.0,1.0,2.0,4.0,5.0
105114,521204006001.0,1.0,,0.0,,,0.0,6.0,5.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,521204006.0,1.0,521204.0,52.0,1.0,2.0,4.0,6.0
105122,521204006002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204006.0,2.0,521204.0,52.0,1.0,2.0,4.0,6.0
105127,521204006004.0,1.0,,0.0,,,1.0,11.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,521204006.0,4.0,521204.0,52.0,1.0,2.0,4.0,6.0
105135,521204007001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204007.0,1.0,521204.0,52.0,1.0,2.0,4.0,7.0
105144,521204007002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204007.0,2.0,521204.0,52.0,1.0,2.0,4.0,7.0
105166,521204008001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204008.0,1.0,521204.0,52.0,1.0,2.0,4.0,8.0
105176,521204008002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204008.0,2.0,521204.0,52.0,1.0,2.0,4.0,8.0
105183,521204008005.0,1.0,,0.0,,,0.0,5.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,521204008.0,5.0,521204.0,52.0,1.0,2.0,4.0,8.0
105195,521204009001.0,1.0,,0.0,,,0.0,1.0,2.0,7.0,9.0,0.0,,2009.0,,,,,,,,,,521204009.0,1.0,521204.0,52.0,1.0,2.0,4.0,9.0
105204,521204009002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204009.0,2.0,521204.0,52.0,1.0,2.0,4.0,9.0
105218,521204010001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,521204010.0,1.0,521204.0,52.0,1.0,2.0,4.0,10.0
105227,521204010002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,521204010.0,2.0,521204.0,52.0,1.0,2.0,4.0,10.0
105240,521204010004.0,1.0,,0.0,,,1.0,7.0,3.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,521204010.0,4.0,521204.0,52.0,1.0,2.0,4.0,10.0
105249,521204010041.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204010.0,41.0,521204.0,52.0,1.0,2.0,4.0,10.0
105260,521204011001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204011.0,1.0,521204.0,52.0,1.0,2.0,4.0,11.0
105271,521204011021.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204011.0,21.0,521204.0,52.0,1.0,2.0,4.0,11.0
105282,521204011042.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,521204011.0,42.0,521204.0,52.0,1.0,2.0,4.0,11.0
105292,521204012001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,521204012.0,1.0,521204.0,52.0,1.0,2.0,4.0,12.0
105301,521204012002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,521204012.0,2.0,521204.0,52.0,1.0,2.0,4.0,12.0
105310,521204012005.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,521204012.0,5.0,521204.0,52.0,1.0,2.0,4.0,12.0
105313,521204012101.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,1.0,0.0,,2009.0,,,,,,,,,,521204012.0,101.0,521204.0,52.0,1.0,2.0,4.0,12.0
105334,521204013005.0,1.0,,0.0,,,1.0,6.0,1.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,521204013.0,5.0,521204.0,52.0,1.0,2.0,4.0,13.0
105345,521204014001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204014.0,1.0,521204.0,52.0,1.0,2.0,4.0,14.0
105355,521204014002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204014.0,2.0,521204.0,52.0,1.0,2.0,4.0,14.0
105370,521204014006.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204014.0,6.0,521204.0,52.0,1.0,2.0,4.0,14.0
105373,521204014021.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,521204014.0,21.0,521204.0,52.0,1.0,2.0,4.0,14.0
105381,521204015001.0,1.0,,0.0,,,1.0,7.0,3.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,521204015.0,1.0,521204.0,52.0,1.0,2.0,4.0,15.0
105389,521204015002.0,1.0,,0.0,,,1.0,7.0,3.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,521204015.0,2.0,521204.0,52.0,1.0,2.0,4.0,15.0
105414,521204017001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204017.0,1.0,521204.0,52.0,1.0,2.0,4.0,17.0
105429,521204017003.0,1.0,,0.0,,,0.0,11.0,4.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,521204017.0,3.0,521204.0,52.0,1.0,2.0,4.0,17.0
105473,521204020001.0,1.0,,0.0,,,0.0,7.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,521204020.0,1.0,521204.0,52.0,1.0,2.0,4.0,20.0
105481,521204020002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204020.0,2.0,521204.0,52.0,1.0,2.0,4.0,20.0
105491,521204081001.0,1.0,,0.0,,,0.0,6.0,1.0,7.0,1.0,1.0,,2009.0,,,,,,,,,,521204081.0,1.0,521204.0,52.0,1.0,2.0,4.0,81.0
105496,521204081002.0,1.0,,0.0,,,0.0,6.0,1.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,521204081.0,2.0,521204.0,52.0,1.0,2.0,4.0,81.0
105501,521204102001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,521204102.0,1.0,521204.0,52.0,1.0,2.0,4.0,102.0
105503,521204102002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,521204102.0,2.0,521204.0,52.0,1.0,2.0,4.0,102.0
105504,521204121001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204121.0,1.0,521204.0,52.0,1.0,2.0,4.0,121.0
105507,521204121002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,521204121.0,2.0,521204.0,52.0,1.0,2.0,4.0,121.0
105511,521204122001.0,1.0,,0.0,,,0.0,1.0,2.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,521204122.0,1.0,521204.0,52.0,1.0,2.0,4.0,122.0
105513,521204122002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,521204122.0,2.0,521204.0,52.0,1.0,2.0,4.0,122.0
105539,522101001001.0,0.0,5.0,,1993.0,6.0,,,,,,,,2009.0,,,,,,,,,,522101001.0,1.0,522101.0,52.0,2.0,1.0,1.0,1.0
105548,522101001002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522101001.0,2.0,522101.0,52.0,2.0,1.0,1.0,1.0
105570,522101002001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522101002.0,1.0,522101.0,52.0,2.0,1.0,1.0,2.0
105578,522101002002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522101002.0,2.0,522101.0,52.0,2.0,1.0,1.0,2.0
105607,522101003001.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522101003.0,1.0,522101.0,52.0,2.0,1.0,1.0,3.0
105643,522101005002.0,0.0,5.0,,1993.0,8.0,,,,,,,,2009.0,,,,,,,,,,522101005.0,2.0,522101.0,52.0,2.0,1.0,1.0,5.0
105661,522101007002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522101007.0,2.0,522101.0,52.0,2.0,1.0,1.0,7.0
105693,522101010001.0,0.0,5.0,,2008.0,9.0,,,,,,,,2009.0,,,,,,,,,,522101010.0,1.0,522101.0,52.0,2.0,1.0,1.0,10.0
105706,522101010031.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522101010.0,31.0,522101.0,52.0,2.0,1.0,1.0,10.0
105714,522101011001.0,1.0,,0.0,,,0.0,3.0,3.0,1.0,2.0,0.0,,2009.0,,,,,,,,,,522101011.0,1.0,522101.0,52.0,2.0,1.0,1.0,11.0
105727,522101012001.0,0.0,5.0,,2002.0,7.0,,,,,,,,2009.0,,,,,,,,,,522101012.0,1.0,522101.0,52.0,2.0,1.0,1.0,12.0
105737,522101012002.0,0.0,5.0,,2001.0,6.0,,,,,,,,2009.0,,,,,,,,,,522101012.0,2.0,522101.0,52.0,2.0,1.0,1.0,12.0
105774,522101014002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522101014.0,2.0,522101.0,52.0,2.0,1.0,1.0,14.0
105791,522101015003.0,1.0,,0.0,,,0.0,8.0,8.0,1.0,3.0,0.0,,2009.0,,,,,,,,,,522101015.0,3.0,522101.0,52.0,2.0,1.0,1.0,15.0
105797,522101015041.0,1.0,,0.0,,,1.0,11.0,4.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,522101015.0,41.0,522101.0,52.0,2.0,1.0,1.0,15.0
105816,522101018001.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522101018.0,1.0,522101.0,52.0,2.0,1.0,1.0,18.0
105824,522101018002.0,0.0,5.0,,1994.0,9.0,,,,,,,,2009.0,,,,,,,,,,522101018.0,2.0,522101.0,52.0,2.0,1.0,1.0,18.0
105891,522101044001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522101044.0,1.0,522101.0,52.0,2.0,1.0,1.0,44.0
105896,522101061001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522101061.0,1.0,522101.0,52.0,2.0,1.0,1.0,61.0
105904,522101061004.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522101061.0,4.0,522101.0,52.0,2.0,1.0,1.0,61.0
105911,522101081001.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522101081.0,1.0,522101.0,52.0,2.0,1.0,1.0,81.0
105916,522101081002.0,1.0,,0.0,,,0.0,11.0,1.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,522101081.0,2.0,522101.0,52.0,2.0,1.0,1.0,81.0
105922,522101082001.0,1.0,,0.0,,,0.0,11.0,1.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,522101082.0,1.0,522101.0,52.0,2.0,1.0,1.0,82.0
105928,522101101001.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,522101101.0,1.0,522101.0,52.0,2.0,1.0,1.0,101.0
105932,522101101002.0,1.0,,0.0,,,0.0,11.0,4.0,7.0,9.0,0.0,,2009.0,,,,,,,,,,522101101.0,2.0,522101.0,52.0,2.0,1.0,1.0,101.0
105937,522101102001.0,0.0,5.0,,2005.0,8.0,,,,,,,,2009.0,,,,,,,,,,522101102.0,1.0,522101.0,52.0,2.0,1.0,1.0,102.0
105941,522101102002.0,0.0,5.0,,1997.0,12.0,,,,,,,,2009.0,,,,,,,,,,522101102.0,2.0,522101.0,52.0,2.0,1.0,1.0,102.0
105945,522101103001.0,1.0,,0.0,,,0.0,11.0,2.0,9.0,1.0,0.0,,2009.0,,,,,,,,,,522101103.0,1.0,522101.0,52.0,2.0,1.0,1.0,103.0
105949,522101103002.0,1.0,,0.0,,,0.0,11.0,2.0,9.0,1.0,0.0,,2009.0,,,,,,,,,,522101103.0,2.0,522101.0,52.0,2.0,1.0,1.0,103.0
105955,522101104002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522101104.0,2.0,522101.0,52.0,2.0,1.0,1.0,104.0
105959,522101121002.0,1.0,,0.0,,,0.0,2.0,3.0,2.0,2.0,0.0,,2009.0,,,,,,,,,,522101121.0,2.0,522101.0,52.0,2.0,1.0,1.0,121.0
105991,522102001002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,1.0,,2009.0,,,,,,,,,,522102001.0,2.0,522102.0,52.0,2.0,1.0,2.0,1.0
105999,522102001031.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102001.0,31.0,522102.0,52.0,2.0,1.0,2.0,1.0
106010,522102002001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102002.0,1.0,522102.0,52.0,2.0,1.0,2.0,2.0
106020,522102002002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102002.0,2.0,522102.0,52.0,2.0,1.0,2.0,2.0
106032,522102003001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102003.0,1.0,522102.0,52.0,2.0,1.0,2.0,3.0
106042,522102003002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522102003.0,2.0,522102.0,52.0,2.0,1.0,2.0,3.0
106064,522102004002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,1.0,,2009.0,,,,,,,,,,522102004.0,2.0,522102.0,52.0,2.0,1.0,2.0,4.0
106071,522102004031.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,1.0,,2009.0,,,,,,,,,,522102004.0,31.0,522102.0,52.0,2.0,1.0,2.0,4.0
106079,522102005001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102005.0,1.0,522102.0,52.0,2.0,1.0,2.0,5.0
106098,522102006001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102006.0,1.0,522102.0,52.0,2.0,1.0,2.0,6.0
106112,522102007001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102007.0,1.0,522102.0,52.0,2.0,1.0,2.0,7.0
106122,522102007002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102007.0,2.0,522102.0,52.0,2.0,1.0,2.0,7.0
106152,522102008001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102008.0,1.0,522102.0,52.0,2.0,1.0,2.0,8.0
106186,522102009001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102009.0,1.0,522102.0,52.0,2.0,1.0,2.0,9.0
106196,522102009002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102009.0,2.0,522102.0,52.0,2.0,1.0,2.0,9.0
106226,522102010002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102010.0,2.0,522102.0,52.0,2.0,1.0,2.0,10.0
106240,522102011001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102011.0,1.0,522102.0,52.0,2.0,1.0,2.0,11.0
106272,522102012001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102012.0,1.0,522102.0,52.0,2.0,1.0,2.0,12.0
106280,522102012002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522102012.0,2.0,522102.0,52.0,2.0,1.0,2.0,12.0
106305,522102013002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102013.0,2.0,522102.0,52.0,2.0,1.0,2.0,13.0
106326,522102014001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102014.0,1.0,522102.0,52.0,2.0,1.0,2.0,14.0
106365,522102015001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102015.0,1.0,522102.0,52.0,2.0,1.0,2.0,15.0
106375,522102015002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102015.0,2.0,522102.0,52.0,2.0,1.0,2.0,15.0
106398,522102016001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102016.0,1.0,522102.0,52.0,2.0,1.0,2.0,16.0
106408,522102016002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102016.0,2.0,522102.0,52.0,2.0,1.0,2.0,16.0
106424,522102017001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102017.0,1.0,522102.0,52.0,2.0,1.0,2.0,17.0
106434,522102017002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,522102017.0,2.0,522102.0,52.0,2.0,1.0,2.0,17.0
106450,522102018001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102018.0,1.0,522102.0,52.0,2.0,1.0,2.0,18.0
106460,522102018002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102018.0,2.0,522102.0,52.0,2.0,1.0,2.0,18.0
106476,522102018031.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102018.0,31.0,522102.0,52.0,2.0,1.0,2.0,18.0
106486,522102019001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,522102019.0,1.0,522102.0,52.0,2.0,1.0,2.0,19.0
106496,522102019002.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102019.0,2.0,522102.0,52.0,2.0,1.0,2.0,19.0
106523,522102020001.0,1.0,,0.0,,,0.0,5.0,2.0,6.0,9.0,0.0,,2009.0,,,,,,,,,,522102020.0,1.0,522102.0,52.0,2.0,1.0,2.0,20.0
