,idind,b2,b2a,b2b,b2c_yr,b2c_mo,b3b,b4,b5,b6,b7,b9a,b9,wave,b10,b11,b12,b3,b3a,b8,b13,b7_93,b12_93,hhid,line,commid,t1,t2,t3,t4,t5
2201,211101003002.0,0.0,5.0,,2001.0,3.0,,,,,,,,2009.0,,,,,,,,,,211101003.0,2.0,211101.0,21.0,1.0,1.0,1.0,3.0
2247,211101008002.0,0.0,5.0,,1996.0,12.0,,,,,,,,2009.0,,,,,,,,,,211101008.0,2.0,211101.0,21.0,1.0,1.0,1.0,8.0
2264,211101008005.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211101008.0,5.0,211101.0,21.0,1.0,1.0,1.0,8.0
2271,211101008021.0,1.0,,0.0,,,0.0,7.0,5.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211101008.0,21.0,211101.0,21.0,1.0,1.0,1.0,8.0
2283,211101010001.0,0.0,4.0,,,,,,,,,,,2009.0,,,,,,,,,,211101010.0,1.0,211101.0,21.0,1.0,1.0,1.0,10.0
2295,211101010003.0,1.0,,0.0,,,0.0,4.0,3.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211101010.0,3.0,211101.0,21.0,1.0,1.0,1.0,10.0
2309,211101012001.0,0.0,5.0,,2000.0,12.0,,,,,,,,2009.0,,,,,,,,,,211101012.0,1.0,211101.0,21.0,1.0,1.0,1.0,12.0
2318,211101012002.0,0.0,5.0,,2003.0,1.0,,,,,,,,2009.0,,,,,,,,,,211101012.0,2.0,211101.0,21.0,1.0,1.0,1.0,12.0
2330,211101013002.0,0.0,5.0,,1997.0,10.0,,,,,,,,2009.0,,,,,,,,,,211101013.0,2.0,211101.0,21.0,1.0,1.0,1.0,13.0
2358,211101015001.0,1.0,,1.0,2002.0,3.0,0.0,1.0,4.0,5.0,3.0,0.0,,2009.0,,,,,,,,,,211101015.0,1.0,211101.0,21.0,1.0,1.0,1.0,15.0
2367,211101015002.0,0.0,9.0,,,,,,,,,,,2009.0,,,,,,,,,,211101015.0,2.0,211101.0,21.0,1.0,1.0,1.0,15.0
2390,211101017001.0,1.0,,1.0,2002.0,8.0,0.0,1.0,1.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211101017.0,1.0,211101.0,21.0,1.0,1.0,1.0,17.0
2399,211101017002.0,0.0,5.0,,1997.0,12.0,,,,,,,,2009.0,,,,,,,,,,211101017.0,2.0,211101.0,21.0,1.0,1.0,1.0,17.0
2408,211101017004.0,1.0,,0.0,,,0.0,3.0,3.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211101017.0,4.0,211101.0,21.0,1.0,1.0,1.0,17.0
2444,211101062001.0,0.0,5.0,,2006.0,7.0,,,,,,,,2009.0,,,,,,,,,,211101062.0,1.0,211101.0,21.0,1.0,1.0,1.0,62.0
2448,211101062002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211101062.0,2.0,211101.0,21.0,1.0,1.0,1.0,62.0
2453,211101062003.0,1.0,,0.0,,,0.0,2.0,3.0,3.0,2.0,0.0,,2009.0,,,,,,,,,,211101062.0,3.0,211101.0,21.0,1.0,1.0,1.0,62.0
2462,211101064001.0,0.0,5.0,,2008.0,1.0,,,,,,,,2009.0,,,,,,,,,,211101064.0,1.0,211101.0,21.0,1.0,1.0,1.0,64.0
2467,211101064002.0,0.0,5.0,,2002.0,6.0,,,,,,,,2009.0,,,,,,,,,,211101064.0,2.0,211101.0,21.0,1.0,1.0,1.0,64.0
2485,211101066002.0,1.0,,0.0,,,0.0,7.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211101066.0,2.0,211101.0,21.0,1.0,1.0,1.0,66.0
2491,211101067001.0,0.0,5.0,,2001.0,1.0,,,,,,,,2009.0,,,,,,,,,,211101067.0,1.0,211101.0,21.0,1.0,1.0,1.0,67.0
2496,211101067002.0,0.0,5.0,,2006.0,1.0,,,,,,,,2009.0,,,,,,,,,,211101067.0,2.0,211101.0,21.0,1.0,1.0,1.0,67.0
2501,211101068001.0,0.0,5.0,,2002.0,1.0,,,,,,,,2009.0,,,,,,,,,,211101068.0,1.0,211101.0,21.0,1.0,1.0,1.0,68.0
2507,211101068002.0,0.0,5.0,,2001.0,5.0,,,,,,,,2009.0,,,,,,,,,,211101068.0,2.0,211101.0,21.0,1.0,1.0,1.0,68.0
2513,211101069001.0,0.0,5.0,,2002.0,1.0,,,,,,,,2009.0,,,,,,,,,,211101069.0,1.0,211101.0,21.0,1.0,1.0,1.0,69.0
2518,211101069002.0,1.0,,1.0,1996.0,8.0,0.0,7.0,4.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211101069.0,2.0,211101.0,21.0,1.0,1.0,1.0,69.0
2523,211101069003.0,1.0,,0.0,,,0.0,11.0,4.0,8.0,2.0,0.0,,2009.0,,,,,,,,,,211101069.0,3.0,211101.0,21.0,1.0,1.0,1.0,69.0
2527,211101070001.0,0.0,5.0,,1989.0,10.0,,,,,,,,2009.0,,,,,,,,,,211101070.0,1.0,211101.0,21.0,1.0,1.0,1.0,70.0
2533,211101070002.0,0.0,5.0,,1985.0,9.0,,,,,,,,2009.0,,,,,,,,,,211101070.0,2.0,211101.0,21.0,1.0,1.0,1.0,70.0
2538,211101071001.0,0.0,5.0,,2003.0,12.0,,,,,,,,2009.0,,,,,,,,,,211101071.0,1.0,211101.0,21.0,1.0,1.0,1.0,71.0
2544,211101071002.0,1.0,,1.0,1995.0,10.0,0.0,3.0,5.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211101071.0,2.0,211101.0,21.0,1.0,1.0,1.0,71.0
2549,211101081001.0,1.0,,1.0,2007.0,12.0,1.0,1.0,3.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211101081.0,1.0,211101.0,21.0,1.0,1.0,1.0,81.0
2554,211101081002.0,0.0,5.0,,2002.0,5.0,,,,,,,,2009.0,,,,,,,,,,211101081.0,2.0,211101.0,21.0,1.0,1.0,1.0,81.0
2559,211101082001.0,0.0,9.0,,,,,,,,,,,2009.0,,,,,,,,,,211101082.0,1.0,211101.0,21.0,1.0,1.0,1.0,82.0
2563,211101082002.0,0.0,9.0,,,,,,,,,,,2009.0,,,,,,,,,,211101082.0,2.0,211101.0,21.0,1.0,1.0,1.0,82.0
2567,211101083001.0,0.0,5.0,,1999.0,8.0,,,,,,,,2009.0,,,,,,,,,,211101083.0,1.0,211101.0,21.0,1.0,1.0,1.0,83.0
2572,211101083002.0,0.0,5.0,,2002.0,2.0,,,,,,,,2009.0,,,,,,,,,,211101083.0,2.0,211101.0,21.0,1.0,1.0,1.0,83.0
2576,211101121001.0,0.0,5.0,,1998.0,1.0,,,,,,,,2009.0,,,,,,,,,,211101121.0,1.0,211101.0,21.0,1.0,1.0,1.0,121.0
2577,211101121002.0,0.0,5.0,,1995.0,7.0,,,,,,,,2009.0,,,,,,,,,,211101121.0,2.0,211101.0,21.0,1.0,1.0,1.0,121.0
2578,211101122001.0,1.0,,1.0,1998.0,8.0,0.0,7.0,4.0,7.0,9.0,0.0,,2009.0,,,,,,,,,,211101122.0,1.0,211101.0,21.0,1.0,1.0,1.0,122.0
2581,211101122002.0,0.0,5.0,,1995.0,8.0,,,,,,,,2009.0,,,,,,,,,,211101122.0,2.0,211101.0,21.0,1.0,1.0,1.0,122.0
2595,211102001001.0,0.0,5.0,,2004.0,4.0,,,,,,,,2009.0,,,,,,,,,,211102001.0,1.0,211102.0,21.0,1.0,1.0,2.0,1.0
2599,211102001002.0,0.0,5.0,,1995.0,7.0,,,,,,,,2009.0,,,,,,,,,,211102001.0,2.0,211102.0,21.0,1.0,1.0,2.0,1.0
2626,211102003001.0,0.0,5.0,,1999.0,9.0,,,,,,,,2009.0,,,,,,,,,,211102003.0,1.0,211102.0,21.0,1.0,1.0,2.0,3.0
2631,211102003002.0,0.0,5.0,,1994.0,10.0,,,,,,,,2009.0,,,,,,,,,,211102003.0,2.0,211102.0,21.0,1.0,1.0,2.0,3.0
2668,211102006001.0,0.0,5.0,,2005.0,9.0,,,,,,,,2009.0,,,,,,,,,,211102006.0,1.0,211102.0,21.0,1.0,1.0,2.0,6.0
2674,211102006002.0,0.0,5.0,,2000.0,10.0,,,,,,,,2009.0,,,,,,,,,,211102006.0,2.0,211102.0,21.0,1.0,1.0,2.0,6.0
2786,211102014001.0,0.0,5.0,,1987.0,5.0,,,,,,,,2009.0,,,,,,,,,,211102014.0,1.0,211102.0,21.0,1.0,1.0,2.0,14.0
2794,211102014002.0,0.0,5.0,,1983.0,12.0,,,,,,,,2009.0,,,,,,,,,,211102014.0,2.0,211102.0,21.0,1.0,1.0,2.0,14.0
2802,211102015001.0,0.0,5.0,,2002.0,4.0,,,,,,,,2009.0,,,,,,,,,,211102015.0,1.0,211102.0,21.0,1.0,1.0,2.0,15.0
2809,211102015002.0,0.0,5.0,,1997.0,10.0,,,,,,,,2009.0,,,,,,,,,,211102015.0,2.0,211102.0,21.0,1.0,1.0,2.0,15.0
2834,211102017001.0,0.0,5.0,,1982.0,10.0,,,,,,,,2009.0,,,,,,,,,,211102017.0,1.0,211102.0,21.0,1.0,1.0,2.0,17.0
2838,211102017002.0,0.0,5.0,,1986.0,8.0,,,,,,,,2009.0,,,,,,,,,,211102017.0,2.0,211102.0,21.0,1.0,1.0,2.0,17.0
2843,211102017003.0,1.0,,0.0,,,0.0,2.0,3.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211102017.0,3.0,211102.0,21.0,1.0,1.0,2.0,17.0
2861,211102018003.0,1.0,,0.0,,,0.0,3.0,1.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211102018.0,3.0,211102.0,21.0,1.0,1.0,2.0,18.0
2866,211102018082.0,1.0,,0.0,,,0.0,2.0,4.0,8.0,3.0,0.0,,2009.0,,,,,,,,,,211102018.0,82.0,211102.0,21.0,1.0,1.0,2.0,18.0
2872,211102019001.0,1.0,,1.0,1994.0,11.0,0.0,9.0,9.0,,,0.0,,2009.0,,,,,,,,,,211102019.0,1.0,211102.0,21.0,1.0,1.0,2.0,19.0
2879,211102019002.0,0.0,5.0,,1992.0,8.0,,,,,,,,2009.0,,,,,,,,,,211102019.0,2.0,211102.0,21.0,1.0,1.0,2.0,19.0
2908,211102061001.0,0.0,5.0,,-999.0,99.0,,,,,,,,2009.0,,,,,,,,,,211102061.0,1.0,211102.0,21.0,1.0,1.0,2.0,61.0
2948,211102068002.0,0.0,5.0,,1992.0,8.0,,,,,,,,2009.0,,,,,,,,,,211102068.0,2.0,211102.0,21.0,1.0,1.0,2.0,68.0
2951,211102068003.0,1.0,,0.0,,,0.0,4.0,3.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211102068.0,3.0,211102.0,21.0,1.0,1.0,2.0,68.0
2965,211102071082.0,0.0,5.0,,1992.0,12.0,,,,,,,,2009.0,,,,,,,,,,211102071.0,82.0,211102.0,21.0,1.0,1.0,2.0,71.0
2968,211102071083.0,1.0,,1.0,1996.0,9.0,0.0,1.0,4.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211102071.0,83.0,211102.0,21.0,1.0,1.0,2.0,71.0
2971,211102082001.0,0.0,5.0,,1992.0,12.0,,,,,,,,2009.0,,,,,,,,,,211102082.0,1.0,211102.0,21.0,1.0,1.0,2.0,82.0
2974,211102082002.0,0.0,5.0,,1987.0,12.0,,,,,,,,2009.0,,,,,,,,,,211102082.0,2.0,211102.0,21.0,1.0,1.0,2.0,82.0
2977,211102083001.0,0.0,5.0,,1991.0,1.0,,,,,,,,2009.0,,,,,,,,,,211102083.0,1.0,211102.0,21.0,1.0,1.0,2.0,83.0
2980,211102083002.0,0.0,5.0,,1983.0,4.0,,,,,,,,2009.0,,,,,,,,,,211102083.0,2.0,211102.0,21.0,1.0,1.0,2.0,83.0
2993,211102121001.0,0.0,5.0,,1995.0,4.0,,,,,,,,2009.0,,,,,,,,,,211102121.0,1.0,211102.0,21.0,1.0,1.0,2.0,121.0
2995,211102121002.0,0.0,5.0,,1981.0,11.0,,,,,,,,2009.0,,,,,,,,,,211102121.0,2.0,211102.0,21.0,1.0,1.0,2.0,121.0
2997,211102122001.0,0.0,5.0,,1998.0,12.0,,,,,,,,2009.0,,,,,,,,,,211102122.0,1.0,211102.0,21.0,1.0,1.0,2.0,122.0
2998,211102122002.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211102122.0,2.0,211102.0,21.0,1.0,1.0,2.0,122.0
3000,211102122003.0,1.0,,0.0,,,1.0,11.0,3.0,3.0,2.0,0.0,,2009.0,,,,,,,,,,211102122.0,3.0,211102.0,21.0,1.0,1.0,2.0,122.0
3001,211102123001.0,1.0,,0.0,,,0.0,3.0,4.0,1.0,2.0,0.0,,2009.0,,,,,,,,,,211102123.0,1.0,211102.0,21.0,1.0,1.0,2.0,123.0
3003,211102123002.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211102123.0,2.0,211102.0,21.0,1.0,1.0,2.0,123.0
3005,211102124001.0,1.0,,0.0,,,0.0,1.0,4.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211102124.0,1.0,211102.0,21.0,1.0,1.0,2.0,124.0
3007,211102124002.0,1.0,,1.0,-999.0,99.0,0.0,3.0,4.0,9.0,2.0,0.0,,2009.0,,,,,,,,,,211102124.0,2.0,211102.0,21.0,1.0,1.0,2.0,124.0
3009,211102125002.0,1.0,,0.0,,,0.0,3.0,4.0,1.0,2.0,0.0,,2009.0,,,,,,,,,,211102125.0,2.0,211102.0,21.0,1.0,1.0,2.0,125.0
3011,211102126001.0,1.0,,0.0,,,0.0,6.0,3.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211102126.0,1.0,211102.0,21.0,1.0,1.0,2.0,126.0
3013,211102126002.0,1.0,,0.0,,,0.0,3.0,4.0,1.0,2.0,0.0,,2009.0,,,,,,,,,,211102126.0,2.0,211102.0,21.0,1.0,1.0,2.0,126.0
3015,211102127001.0,1.0,,0.0,,,0.0,3.0,3.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211102127.0,1.0,211102.0,21.0,1.0,1.0,2.0,127.0
3017,211102127002.0,1.0,,0.0,,,0.0,3.0,4.0,1.0,2.0,0.0,,2009.0,,,,,,,,,,211102127.0,2.0,211102.0,21.0,1.0,1.0,2.0,127.0
3056,211103002001.0,0.0,5.0,,1998.0,6.0,,,,,,,,2009.0,,,,,,,,,,211103002.0,1.0,211103.0,21.0,1.0,1.0,3.0,2.0
3060,211103002002.0,1.0,,0.0,,,0.0,11.0,5.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211103002.0,2.0,211103.0,21.0,1.0,1.0,3.0,2.0
3085,211103004002.0,0.0,5.0,,1988.0,1.0,,,,,,,,2009.0,,,,,,,,,,211103004.0,2.0,211103.0,21.0,1.0,1.0,3.0,4.0
3166,211103013001.0,1.0,,0.0,,,0.0,6.0,4.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211103013.0,1.0,211103.0,21.0,1.0,1.0,3.0,13.0
3174,211103013002.0,1.0,,0.0,,,0.0,11.0,5.0,3.0,1.0,1.0,,2009.0,,,,,,,,,,211103013.0,2.0,211103.0,21.0,1.0,1.0,3.0,13.0
3180,211103013003.0,1.0,,0.0,,,1.0,3.0,4.0,1.0,1.0,0.0,,2009.0,,,,,,,,,,211103013.0,3.0,211103.0,21.0,1.0,1.0,3.0,13.0
3251,211103061002.0,1.0,,0.0,,,0.0,4.0,3.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211103061.0,2.0,211103.0,21.0,1.0,1.0,3.0,61.0
3255,211103081001.0,1.0,,0.0,,,0.0,11.0,3.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211103081.0,1.0,211103.0,21.0,1.0,1.0,3.0,81.0
3260,211103081002.0,1.0,,0.0,,,0.0,4.0,4.0,9.0,1.0,1.0,,2009.0,,,,,,,,,,211103081.0,2.0,211103.0,21.0,1.0,1.0,3.0,81.0
3274,211103083001.0,0.0,5.0,,1995.0,8.0,,,,,,,,2009.0,,,,,,,,,,211103083.0,1.0,211103.0,21.0,1.0,1.0,3.0,83.0
3278,211103083002.0,0.0,5.0,,1994.0,12.0,,,,,,,,2009.0,,,,,,,,,,211103083.0,2.0,211103.0,21.0,1.0,1.0,3.0,83.0
3283,211103083003.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211103083.0,3.0,211103.0,21.0,1.0,1.0,3.0,83.0
3301,211103086002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211103086.0,2.0,211103.0,21.0,1.0,1.0,3.0,86.0
3302,211103086003.0,1.0,,0.0,,,0.0,13.0,5.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211103086.0,3.0,211103.0,21.0,1.0,1.0,3.0,86.0
3303,211103086121.0,1.0,,0.0,,,1.0,6.0,3.0,8.0,2.0,0.0,,2009.0,,,,,,,,,,211103086.0,121.0,211103.0,21.0,1.0,1.0,3.0,86.0
3311,211103090001.0,1.0,,0.0,,,0.0,6.0,4.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211103090.0,1.0,211103.0,21.0,1.0,1.0,3.0,90.0
3316,211103090002.0,1.0,,0.0,,,0.0,11.0,4.0,3.0,2.0,0.0,,2009.0,,,,,,,,,,211103090.0,2.0,211103.0,21.0,1.0,1.0,3.0,90.0
3321,211103091001.0,1.0,,0.0,,,0.0,6.0,4.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211103091.0,1.0,211103.0,21.0,1.0,1.0,3.0,91.0
3324,211103091002.0,1.0,,0.0,,,0.0,13.0,2.0,7.0,1.0,0.0,,2009.0,,,,,,,,,,211103091.0,2.0,211103.0,21.0,1.0,1.0,3.0,91.0
3331,211103093001.0,1.0,,1.0,1998.0,5.0,0.0,6.0,4.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211103093.0,1.0,211103.0,21.0,1.0,1.0,3.0,93.0
3336,211103093002.0,0.0,5.0,,1998.0,11.0,,,,,,,,2009.0,,,,,,,,,,211103093.0,2.0,211103.0,21.0,1.0,1.0,3.0,93.0
3342,211103094002.0,1.0,,0.0,,,0.0,7.0,4.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211103094.0,2.0,211103.0,21.0,1.0,1.0,3.0,94.0
3349,211103095001.0,0.0,5.0,,1993.0,12.0,,,,,,,,2009.0,,,,,,,,,,211103095.0,1.0,211103.0,21.0,1.0,1.0,3.0,95.0
3353,211103095002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211103095.0,2.0,211103.0,21.0,1.0,1.0,3.0,95.0
3358,211103096001.0,0.0,5.0,,-999.0,99.0,,,,,,,,2009.0,,,,,,,,,,211103096.0,1.0,211103.0,21.0,1.0,1.0,3.0,96.0
3362,211103096002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211103096.0,2.0,211103.0,21.0,1.0,1.0,3.0,96.0
3367,211103097001.0,0.0,5.0,,1995.0,3.0,,,,,,,,2009.0,,,,,,,,,,211103097.0,1.0,211103.0,21.0,1.0,1.0,3.0,97.0
3372,211103097002.0,0.0,5.0,,1986.0,1.0,,,,,,,,2009.0,,,,,,,,,,211103097.0,2.0,211103.0,21.0,1.0,1.0,3.0,97.0
3376,211103097003.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211103097.0,3.0,211103.0,21.0,1.0,1.0,3.0,97.0
3381,211103097004.0,1.0,,0.0,,,0.0,13.0,8.0,4.0,1.0,0.0,,2009.0,,,,,,,,,,211103097.0,4.0,211103.0,21.0,1.0,1.0,3.0,97.0
3393,211103121001.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211103121.0,1.0,211103.0,21.0,1.0,1.0,3.0,121.0
3395,211103121002.0,1.0,,0.0,,,0.0,4.0,3.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211103121.0,2.0,211103.0,21.0,1.0,1.0,3.0,121.0
3396,211103122001.0,1.0,,0.0,,,1.0,13.0,5.0,9.0,3.0,0.0,,2009.0,,,,,,,,,,211103122.0,1.0,211103.0,21.0,1.0,1.0,3.0,122.0
3397,211103122002.0,1.0,,0.0,,,0.0,7.0,3.0,5.0,3.0,0.0,,2009.0,,,,,,,,,,211103122.0,2.0,211103.0,21.0,1.0,1.0,3.0,122.0
3398,211103122003.0,1.0,,0.0,,,1.0,2.0,4.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211103122.0,3.0,211103.0,21.0,1.0,1.0,3.0,122.0
3399,211103123001.0,0.0,5.0,,2005.0,7.0,,,,,,,,2009.0,,,,,,,,,,211103123.0,1.0,211103.0,21.0,1.0,1.0,3.0,123.0
3402,211103123002.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211103123.0,2.0,211103.0,21.0,1.0,1.0,3.0,123.0
3409,211103124002.0,1.0,,0.0,,,1.0,11.0,5.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211103124.0,2.0,211103.0,21.0,1.0,1.0,3.0,124.0
3410,211103125001.0,1.0,,0.0,,,0.0,6.0,3.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211103125.0,1.0,211103.0,21.0,1.0,1.0,3.0,125.0
3413,211103125002.0,1.0,,0.0,,,0.0,7.0,4.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211103125.0,2.0,211103.0,21.0,1.0,1.0,3.0,125.0
3416,211103126001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211103126.0,1.0,211103.0,21.0,1.0,1.0,3.0,126.0
3420,211103126002.0,1.0,,0.0,,,0.0,11.0,3.0,8.0,3.0,0.0,,2009.0,,,,,,,,,,211103126.0,2.0,211103.0,21.0,1.0,1.0,3.0,126.0
3448,211104001001.0,1.0,,0.0,,,0.0,7.0,3.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211104001.0,1.0,211104.0,21.0,1.0,1.0,4.0,1.0
3457,211104001002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104001.0,2.0,211104.0,21.0,1.0,1.0,4.0,1.0
3485,211104003001.0,0.0,3.0,,,,,,,,,,,2009.0,,,,,,,,,,211104003.0,1.0,211104.0,21.0,1.0,1.0,4.0,3.0
3493,211104003002.0,1.0,,0.0,,,0.0,11.0,5.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211104003.0,2.0,211104.0,21.0,1.0,1.0,4.0,3.0
3503,211104004001.0,1.0,,0.0,,,0.0,7.0,4.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211104004.0,1.0,211104.0,21.0,1.0,1.0,4.0,4.0
3512,211104004002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104004.0,2.0,211104.0,21.0,1.0,1.0,4.0,4.0
3517,211104004003.0,1.0,,0.0,,,1.0,6.0,2.0,9.0,1.0,0.0,,2009.0,,,,,,,,,,211104004.0,3.0,211104.0,21.0,1.0,1.0,4.0,4.0
3533,211104006001.0,1.0,,0.0,,,0.0,6.0,4.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211104006.0,1.0,211104.0,21.0,1.0,1.0,4.0,6.0
3542,211104006002.0,0.0,5.0,,2008.0,12.0,,,,,,,,2009.0,,,,,,,,,,211104006.0,2.0,211104.0,21.0,1.0,1.0,4.0,6.0
3546,211104006003.0,1.0,,0.0,,,1.0,1.0,3.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211104006.0,3.0,211104.0,21.0,1.0,1.0,4.0,6.0
3569,211104009001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211104009.0,1.0,211104.0,21.0,1.0,1.0,4.0,9.0
3576,211104009002.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211104009.0,2.0,211104.0,21.0,1.0,1.0,4.0,9.0
3586,211104010001.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211104010.0,1.0,211104.0,21.0,1.0,1.0,4.0,10.0
3595,211104010002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104010.0,2.0,211104.0,21.0,1.0,1.0,4.0,10.0
3600,211104010003.0,1.0,,0.0,,,0.0,11.0,4.0,8.0,3.0,0.0,,2009.0,,,,,,,,,,211104010.0,3.0,211104.0,21.0,1.0,1.0,4.0,10.0
3603,211104010004.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211104010.0,4.0,211104.0,21.0,1.0,1.0,4.0,10.0
3606,211104010122.0,1.0,,0.0,,,1.0,11.0,5.0,7.0,2.0,0.0,,2009.0,,,,,,,,,,211104010.0,122.0,211104.0,21.0,1.0,1.0,4.0,10.0
3614,211104011001.0,1.0,,0.0,,,0.0,6.0,1.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211104011.0,1.0,211104.0,21.0,1.0,1.0,4.0,11.0
3622,211104011002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104011.0,2.0,211104.0,21.0,1.0,1.0,4.0,11.0
3628,211104011003.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211104011.0,3.0,211104.0,21.0,1.0,1.0,4.0,11.0
3644,211104012002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104012.0,2.0,211104.0,21.0,1.0,1.0,4.0,12.0
3658,211104013001.0,0.0,1.0,,,,,,,,,,,2009.0,,,,,,,,,,211104013.0,1.0,211104.0,21.0,1.0,1.0,4.0,13.0
3666,211104013002.0,0.0,9.0,,,,,,,,,,,2009.0,,,,,,,,,,211104013.0,2.0,211104.0,21.0,1.0,1.0,4.0,13.0
3676,211104014001.0,1.0,,0.0,,,0.0,6.0,4.0,3.0,3.0,0.0,,2009.0,,,,,,,,,,211104014.0,1.0,211104.0,21.0,1.0,1.0,4.0,14.0
3685,211104014002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104014.0,2.0,211104.0,21.0,1.0,1.0,4.0,14.0
3691,211104014003.0,1.0,,0.0,,,0.0,10.0,5.0,7.0,2.0,1.0,,2009.0,,,,,,,,,,211104014.0,3.0,211104.0,21.0,1.0,1.0,4.0,14.0
3708,211104016003.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211104016.0,3.0,211104.0,21.0,1.0,1.0,4.0,16.0
3714,211104016061.0,0.0,7.0,,,,,,,,,,,2009.0,,,,,,,,,,211104016.0,61.0,211104.0,21.0,1.0,1.0,4.0,16.0
3723,211104017001.0,0.0,5.0,,2008.0,7.0,,,,,,,,2009.0,,,,,,,,,,211104017.0,1.0,211104.0,21.0,1.0,1.0,4.0,17.0
3732,211104017002.0,0.0,5.0,,-999.0,99.0,,,,,,,,2009.0,,,,,,,,,,211104017.0,2.0,211104.0,21.0,1.0,1.0,4.0,17.0
3757,211104019002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104019.0,2.0,211104.0,21.0,1.0,1.0,4.0,19.0
3758,211104019003.0,1.0,,0.0,,,0.0,2.0,3.0,2.0,3.0,0.0,,2009.0,,,,,,,,,,211104019.0,3.0,211104.0,21.0,1.0,1.0,4.0,19.0
3771,211104020002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104020.0,2.0,211104.0,21.0,1.0,1.0,4.0,20.0
3790,211104063001.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104063.0,1.0,211104.0,21.0,1.0,1.0,4.0,63.0
3795,211104063002.0,0.0,2.0,,,,,,,,,,,2009.0,,,,,,,,,,211104063.0,2.0,211104.0,21.0,1.0,1.0,4.0,63.0
3798,211104063003.0,1.0,,0.0,,,0.0,6.0,3.0,7.0,3.0,0.0,,2009.0,,,,,,,,,,211104063.0,3.0,211104.0,21.0,1.0,1.0,4.0,63.0
