,idind_m,idind_c,s52,s54,s58,wave,hhid_m,line_m,hhid_c,line_c,commid,t1,t2,t3,t4,t5
531,211101003002.0,211101003003.0,,,,2009.0,211101003.0,2.0,211101003.0,3.0,211101.0,21.0,1.0,1.0,1.0,3.0
536,211101003101.0,211101003102.0,,,,2009.0,211101003.0,101.0,211101003.0,102.0,211101.0,21.0,1.0,1.0,1.0,3.0
551,211101008004.0,211101008005.0,,,,2009.0,211101008.0,4.0,211101008.0,5.0,211101.0,21.0,1.0,1.0,1.0,8.0
559,211101008021.0,211101008061.0,1.0,,,2009.0,211101008.0,21.0,211101008.0,61.0,211101.0,21.0,1.0,1.0,1.0,8.0
567,211101012002.0,211101012003.0,,,,2009.0,211101012.0,2.0,211101012.0,3.0,211101.0,21.0,1.0,1.0,1.0,12.0
573,211101013002.0,211101013003.0,,,,2009.0,211101013.0,2.0,211101013.0,3.0,211101.0,21.0,1.0,1.0,1.0,13.0
577,211101013002.0,211101013801.0,,,,2009.0,211101013.0,2.0,211101013.0,801.0,211101.0,21.0,1.0,1.0,1.0,13.0
587,211101015002.0,211101015021.0,,,,2009.0,211101015.0,2.0,211101015.0,21.0,211101.0,21.0,1.0,1.0,1.0,15.0
595,211101015002.0,211101015801.0,,,,2009.0,211101015.0,2.0,211101015.0,801.0,211101.0,21.0,1.0,1.0,1.0,15.0
602,211101017002.0,211101017003.0,,,,2009.0,211101017.0,2.0,211101017.0,3.0,211101.0,21.0,1.0,1.0,1.0,17.0
609,211101017002.0,211101017004.0,,,,2009.0,211101017.0,2.0,211101017.0,4.0,211101.0,21.0,1.0,1.0,1.0,17.0
640,211101062002.0,211101062003.0,,,,2009.0,211101062.0,2.0,211101062.0,3.0,211101.0,21.0,1.0,1.0,1.0,62.0
652,211101066002.0,211101066801.0,0.0,1.0,276.0,2009.0,211101066.0,2.0,211101066.0,801.0,211101.0,21.0,1.0,1.0,1.0,66.0
656,211101066002.0,211101066802.0,,,,2009.0,211101066.0,2.0,211101066.0,802.0,211101.0,21.0,1.0,1.0,1.0,66.0
660,211101067002.0,211101067801.0,,,,2009.0,211101067.0,2.0,211101067.0,801.0,211101.0,21.0,1.0,1.0,1.0,67.0
665,211101067002.0,211101067802.0,,,,2009.0,211101067.0,2.0,211101067.0,802.0,211101.0,21.0,1.0,1.0,1.0,67.0
670,211101068002.0,211101068003.0,,,,2009.0,211101068.0,2.0,211101068.0,3.0,211101.0,21.0,1.0,1.0,1.0,68.0
675,211101069002.0,211101069003.0,,,,2009.0,211101069.0,2.0,211101069.0,3.0,211101.0,21.0,1.0,1.0,1.0,69.0
679,211101081002.0,211101081003.0,,,,2009.0,211101081.0,2.0,211101081.0,3.0,211101.0,21.0,1.0,1.0,1.0,81.0
682,211101082002.0,211101082003.0,,,,2009.0,211101082.0,2.0,211101082.0,3.0,211101.0,21.0,1.0,1.0,1.0,82.0
687,211101083002.0,211101083003.0,,,,2009.0,211101083.0,2.0,211101083.0,3.0,211101.0,21.0,1.0,1.0,1.0,83.0
692,211102001002.0,211102001003.0,,,,2009.0,211102001.0,2.0,211102001.0,3.0,211102.0,21.0,1.0,1.0,2.0,1.0
695,211102001002.0,211102001004.0,,,,2009.0,211102001.0,2.0,211102001.0,4.0,211102.0,21.0,1.0,1.0,2.0,1.0
698,211102001002.0,211102001005.0,,,,2009.0,211102001.0,2.0,211102001.0,5.0,211102.0,21.0,1.0,1.0,2.0,1.0
700,211102001006.0,211102001021.0,,,,2009.0,211102001.0,6.0,211102001.0,21.0,211102.0,21.0,1.0,1.0,2.0,1.0
706,211102003002.0,211102003003.0,,,,2009.0,211102003.0,2.0,211102003.0,3.0,211102.0,21.0,1.0,1.0,2.0,3.0
710,211102006002.0,211102006003.0,,,,2009.0,211102006.0,2.0,211102006.0,3.0,211102.0,21.0,1.0,1.0,2.0,6.0
715,211102006002.0,211102006004.0,,,,2009.0,211102006.0,2.0,211102006.0,4.0,211102.0,21.0,1.0,1.0,2.0,6.0
746,211102015002.0,211102015003.0,,,,2009.0,211102015.0,2.0,211102015.0,3.0,211102.0,21.0,1.0,1.0,2.0,15.0
752,211102015002.0,211102015004.0,,,,2009.0,211102015.0,2.0,211102015.0,4.0,211102.0,21.0,1.0,1.0,2.0,15.0
757,211102017004.0,211102017005.0,,,,2009.0,211102017.0,4.0,211102017.0,5.0,211102.0,21.0,1.0,1.0,2.0,17.0
763,211102018082.0,211102018083.0,1.0,,,2009.0,211102018.0,82.0,211102018.0,83.0,211102.0,21.0,1.0,1.0,2.0,18.0
766,211102019005.0,211102019006.0,,,,2009.0,211102019.0,5.0,211102019.0,6.0,211102.0,21.0,1.0,1.0,2.0,19.0
775,211102068003.0,211102068004.0,,,,2009.0,211102068.0,3.0,211102068.0,4.0,211102.0,21.0,1.0,1.0,2.0,68.0
781,211102071002.0,211102071081.0,,,,2009.0,211102071.0,2.0,211102071.0,81.0,211102.0,21.0,1.0,1.0,2.0,71.0
784,211102123002.0,211102123801.0,0.0,1.0,219.0,2009.0,211102123.0,2.0,211102123.0,801.0,211102.0,21.0,1.0,1.0,2.0,123.0
785,211102124002.0,211102124003.0,,,,2009.0,211102124.0,2.0,211102124.0,3.0,211102.0,21.0,1.0,1.0,2.0,124.0
787,211102125002.0,211102125801.0,0.0,1.0,229.0,2009.0,211102125.0,2.0,211102125.0,801.0,211102.0,21.0,1.0,1.0,2.0,125.0
789,211102126002.0,211102126003.0,0.0,1.0,228.0,2009.0,211102126.0,2.0,211102126.0,3.0,211102.0,21.0,1.0,1.0,2.0,126.0
791,211102127002.0,211102127003.0,0.0,1.0,217.0,2009.0,211102127.0,2.0,211102127.0,3.0,211102.0,21.0,1.0,1.0,2.0,127.0
796,211102141002.0,211102141003.0,,,,2009.0,211102014.0,4.0,211102014.0,5.0,211102.0,21.0,1.0,1.0,2.0,14.0
806,211103002002.0,211103002005.0,,,,2009.0,211103002.0,2.0,211103002.0,5.0,211103.0,21.0,1.0,1.0,3.0,2.0
810,211103002002.0,211103124001.0,,,,2009.0,211103002.0,2.0,211103124.0,1.0,211103.0,21.0,1.0,1.0,3.0,2.0
826,211103004002.0,211103125002.0,,,,2009.0,211103004.0,2.0,211103125.0,2.0,211103.0,21.0,1.0,1.0,3.0,4.0
828,211103004004.0,211103004005.0,,,,2009.0,211103004.0,4.0,211103004.0,5.0,211103.0,21.0,1.0,1.0,3.0,4.0
857,211103013002.0,211103013003.0,1.0,,,2009.0,211103013.0,2.0,211103013.0,3.0,211103.0,21.0,1.0,1.0,3.0,13.0
885,211103061002.0,211103061003.0,1.0,,,2009.0,211103061.0,2.0,211103061.0,3.0,211103.0,21.0,1.0,1.0,3.0,61.0
889,211103081002.0,211103081003.0,1.0,,,2009.0,211103081.0,2.0,211103081.0,3.0,211103.0,21.0,1.0,1.0,3.0,81.0
896,211103086002.0,211103086003.0,,,,2009.0,211103086.0,2.0,211103086.0,3.0,211103.0,21.0,1.0,1.0,3.0,86.0
899,211103086003.0,211103086122.0,1.0,,,2009.0,211103086.0,3.0,211103086.0,122.0,211103.0,21.0,1.0,1.0,3.0,86.0
902,211103090002.0,211103090003.0,1.0,,,2009.0,211103090.0,2.0,211103090.0,3.0,211103.0,21.0,1.0,1.0,3.0,90.0
905,211103091002.0,211103091003.0,0.0,1.0,117.0,2009.0,211103091.0,2.0,211103091.0,3.0,211103.0,21.0,1.0,1.0,3.0,91.0
911,211103093002.0,211103126001.0,,,,2009.0,211103093.0,2.0,211103126.0,1.0,211103.0,21.0,1.0,1.0,3.0,93.0
914,211103094002.0,211103094003.0,,,,2009.0,211103094.0,2.0,211103094.0,3.0,211103.0,21.0,1.0,1.0,3.0,94.0
919,211103095003.0,211103095004.0,,,,2009.0,211103095.0,3.0,211103095.0,4.0,211103.0,21.0,1.0,1.0,3.0,95.0
924,211103096002.0,211103096801.0,,,,2009.0,211103096.0,2.0,211103096.0,801.0,211103.0,21.0,1.0,1.0,3.0,96.0
932,211103121002.0,211103121801.0,0.0,1.0,145.0,2009.0,211103121.0,2.0,211103121.0,801.0,211103.0,21.0,1.0,1.0,3.0,121.0
933,211103122002.0,211103122003.0,1.0,,,2009.0,211103122.0,2.0,211103122.0,3.0,211103.0,21.0,1.0,1.0,3.0,122.0
934,211103124002.0,211103002006.0,,,,2009.0,211103124.0,2.0,211103002.0,6.0,211103.0,21.0,1.0,1.0,3.0,124.0
941,211103124002.0,211103124801.0,0.0,1.0,228.0,2009.0,211103124.0,2.0,211103124.0,801.0,211103.0,21.0,1.0,1.0,3.0,124.0
945,211103125002.0,211103125003.0,1.0,,,2009.0,211103125.0,2.0,211103125.0,3.0,211103.0,21.0,1.0,1.0,3.0,125.0
947,211103126002.0,211103126003.0,1.0,,,2009.0,211103126.0,2.0,211103126.0,3.0,211103.0,21.0,1.0,1.0,3.0,126.0
957,211104001002.0,211104001003.0,0.0,1.0,108.0,2009.0,211104001.0,2.0,211104001.0,3.0,211104.0,21.0,1.0,1.0,4.0,1.0
964,211104001002.0,211104001004.0,0.0,1.0,108.0,2009.0,211104001.0,2.0,211104001.0,4.0,211104.0,21.0,1.0,1.0,4.0,1.0
980,211104003002.0,211104003003.0,0.0,1.0,252.0,2009.0,211104003.0,2.0,211104003.0,3.0,211104.0,21.0,1.0,1.0,4.0,3.0
988,211104004002.0,211104004003.0,1.0,,,2009.0,211104004.0,2.0,211104004.0,3.0,211104.0,21.0,1.0,1.0,4.0,4.0
998,211104006002.0,211104006003.0,1.0,,,2009.0,211104006.0,2.0,211104006.0,3.0,211104.0,21.0,1.0,1.0,4.0,6.0
1010,211104009002.0,211104009003.0,0.0,1.0,168.0,2009.0,211104009.0,2.0,211104009.0,3.0,211104.0,21.0,1.0,1.0,4.0,9.0
1018,211104009002.0,211104009101.0,1.0,,,2009.0,211104009.0,2.0,211104009.0,101.0,211104.0,21.0,1.0,1.0,4.0,9.0
1020,211104010002.0,211104010003.0,,,,2009.0,211104010.0,2.0,211104010.0,3.0,211104.0,21.0,1.0,1.0,4.0,10.0
1027,211104010002.0,211104010004.0,,,,2009.0,211104010.0,2.0,211104010.0,4.0,211104.0,21.0,1.0,1.0,4.0,10.0
1035,211104011002.0,211104011003.0,,,,2009.0,211104011.0,2.0,211104011.0,3.0,211104.0,21.0,1.0,1.0,4.0,11.0
1042,211104012002.0,211104012003.0,,,,2009.0,211104012.0,2.0,211104012.0,3.0,211104.0,21.0,1.0,1.0,4.0,12.0
1049,211104012002.0,211104012004.0,,,,2009.0,211104012.0,2.0,211104012.0,4.0,211104.0,21.0,1.0,1.0,4.0,12.0
1058,211104013002.0,211104013003.0,,,,2009.0,211104013.0,2.0,211104013.0,3.0,211104.0,21.0,1.0,1.0,4.0,13.0
1065,211104013002.0,211104013004.0,,,,2009.0,211104013.0,2.0,211104013.0,4.0,211104.0,21.0,1.0,1.0,4.0,13.0
1071,211104014002.0,211104014003.0,,,,2009.0,211104014.0,2.0,211104014.0,3.0,211104.0,21.0,1.0,1.0,4.0,14.0
1085,211104016061.0,211104016081.0,1.0,,,2009.0,211104016.0,61.0,211104016.0,81.0,211104.0,21.0,1.0,1.0,4.0,16.0
1089,211104017002.0,211104017004.0,,,,2009.0,211104017.0,2.0,211104017.0,4.0,211104.0,21.0,1.0,1.0,4.0,17.0
1096,211104017002.0,211104122001.0,,,,2009.0,211104017.0,2.0,211104122.0,1.0,211104.0,21.0,1.0,1.0,4.0,17.0
1103,211104017002.0,211104124001.0,,,,2009.0,211104017.0,2.0,211104124.0,1.0,211104.0,21.0,1.0,1.0,4.0,17.0
1116,211104019002.0,211104019003.0,1.0,,,2009.0,211104019.0,2.0,211104019.0,3.0,211104.0,21.0,1.0,1.0,4.0,19.0
1124,211104019002.0,211104019801.0,1.0,,,2009.0,211104019.0,2.0,211104019.0,801.0,211104.0,21.0,1.0,1.0,4.0,19.0
1125,211104020002.0,211104020003.0,0.0,1.0,228.0,2009.0,211104020.0,2.0,211104020.0,3.0,211104.0,21.0,1.0,1.0,4.0,20.0
1148,211104063121.0,211104063004.0,0.0,1.0,218.0,2009.0,211104063.0,121.0,211104063.0,4.0,211104.0,21.0,1.0,1.0,4.0,63.0
1155,211104081002.0,211104081003.0,1.0,,,2009.0,211104081.0,2.0,211104081.0,3.0,211104.0,21.0,1.0,1.0,4.0,81.0
1159,211104122002.0,211104122003.0,1.0,,,2009.0,211104122.0,2.0,211104122.0,3.0,211104.0,21.0,1.0,1.0,4.0,122.0
1160,211104123001.0,211104123141.0,,,,2009.0,211104123.0,1.0,211104123.0,141.0,211104.0,21.0,1.0,1.0,4.0,123.0
1165,211104141002.0,211104016003.0,,,,2009.0,211104016.0,2.0,211104016.0,3.0,211104.0,21.0,1.0,1.0,4.0,16.0
1172,211104141002.0,211104081002.0,,,,2009.0,211104016.0,2.0,211104081.0,2.0,211104.0,21.0,1.0,1.0,4.0,16.0
1251,211201132002.0,211201132801.0,0.0,1.0,304.0,2009.0,211201132.0,2.0,211201132.0,801.0,211201.0,21.0,1.0,2.0,1.0,132.0
1252,211201132002.0,211201132802.0,,,,2009.0,211201132.0,2.0,211201132.0,802.0,211201.0,21.0,1.0,2.0,1.0,132.0
1254,211201133002.0,211201133003.0,1.0,,,2009.0,211201133.0,2.0,211201133.0,3.0,211201.0,21.0,1.0,2.0,1.0,133.0
1257,211201136002.0,211201136004.0,1.0,,,2009.0,211201136.0,2.0,211201136.0,4.0,211201.0,21.0,1.0,2.0,1.0,136.0
1259,211201139004.0,211201139005.0,1.0,,,2009.0,211201139.0,4.0,211201139.0,5.0,211201.0,21.0,1.0,2.0,1.0,139.0
1313,211202085002.0,211202085003.0,1.0,,,2009.0,211202085.0,2.0,211202085.0,3.0,211202.0,21.0,1.0,2.0,2.0,85.0
1316,211202121002.0,211202121003.0,1.0,,,2009.0,211202121.0,2.0,211202121.0,3.0,211202.0,21.0,1.0,2.0,2.0,121.0
1318,211202123002.0,211202123003.0,1.0,,,2009.0,211202123.0,2.0,211202123.0,3.0,211202.0,21.0,1.0,2.0,2.0,123.0
1319,211202125002.0,211202125003.0,0.0,1.0,244.0,2009.0,211202125.0,2.0,211202125.0,3.0,211202.0,21.0,1.0,2.0,2.0,125.0
1323,211202129002.0,211202129003.0,1.0,,,2009.0,211202129.0,2.0,211202129.0,3.0,211202.0,21.0,1.0,2.0,2.0,129.0
1328,211203001002.0,211203001003.0,0.0,1.0,238.0,2009.0,211203001.0,2.0,211203001.0,3.0,211203.0,21.0,1.0,2.0,3.0,1.0
1338,211203001002.0,211203001801.0,,,,2009.0,211203001.0,2.0,211203001.0,801.0,211203.0,21.0,1.0,2.0,3.0,1.0
1346,211203003002.0,211203003003.0,,,,2009.0,211203003.0,2.0,211203003.0,3.0,211203.0,21.0,1.0,2.0,3.0,3.0
1356,211203003002.0,211203003801.0,,,,2009.0,211203003.0,2.0,211203003.0,801.0,211203.0,21.0,1.0,2.0,3.0,3.0
1362,211203005081.0,211203005082.0,1.0,,,2009.0,211203005.0,81.0,211203005.0,82.0,211203.0,21.0,1.0,2.0,3.0,5.0
1367,211203006004.0,211203006005.0,,,,2009.0,211203006.0,4.0,211203006.0,5.0,211203.0,21.0,1.0,2.0,3.0,6.0
1373,211203007002.0,211203007003.0,,,,2009.0,211203007.0,2.0,211203007.0,3.0,211203.0,21.0,1.0,2.0,3.0,7.0
1382,211203009002.0,211203009003.0,,,,2009.0,211203009.0,2.0,211203009.0,3.0,211203.0,21.0,1.0,2.0,3.0,9.0
1388,211203011002.0,211203011003.0,,,,2009.0,211203011.0,2.0,211203011.0,3.0,211203.0,21.0,1.0,2.0,3.0,11.0
1402,211203014002.0,211203014003.0,,,,2009.0,211203014.0,2.0,211203014.0,3.0,211203.0,21.0,1.0,2.0,3.0,14.0
1408,211203015002.0,211203015003.0,0.0,1.0,318.0,2009.0,211203015.0,2.0,211203015.0,3.0,211203.0,21.0,1.0,2.0,3.0,15.0
1415,211203015002.0,211203015004.0,1.0,,,2009.0,211203015.0,2.0,211203015.0,4.0,211203.0,21.0,1.0,2.0,3.0,15.0
1422,211203017002.0,211203017003.0,,,,2009.0,211203017.0,2.0,211203017.0,3.0,211203.0,21.0,1.0,2.0,3.0,17.0
1442,211203061002.0,211203061003.0,0.0,1.0,226.0,2009.0,211203061.0,2.0,211203061.0,3.0,211203.0,21.0,1.0,2.0,3.0,61.0
1453,211203083003.0,211203083004.0,,,,2009.0,211203083.0,3.0,211203083.0,4.0,211203.0,21.0,1.0,2.0,3.0,83.0
1456,211203084004.0,211203084005.0,,,,2009.0,211203084.0,4.0,211203084.0,5.0,211203.0,21.0,1.0,2.0,3.0,84.0
1460,211203121002.0,211203121003.0,1.0,,,2009.0,211203121.0,2.0,211203121.0,3.0,211203.0,21.0,1.0,2.0,3.0,121.0
1464,211203123002.0,211203123003.0,1.0,,,2009.0,211203123.0,2.0,211203123.0,3.0,211203.0,21.0,1.0,2.0,3.0,123.0
1473,211204003002.0,211204003003.0,0.0,1.0,21.0,2009.0,211204003.0,2.0,211204003.0,3.0,211204.0,21.0,1.0,2.0,4.0,3.0
1520,211204017001.0,211204017003.0,,,,2009.0,211204017.0,1.0,211204017.0,3.0,211204.0,21.0,1.0,2.0,4.0,17.0
1525,211204017001.0,211204017004.0,,,,2009.0,211204017.0,1.0,211204017.0,4.0,211204.0,21.0,1.0,2.0,4.0,17.0
1530,211204017001.0,211204017005.0,,,,2009.0,211204017.0,1.0,211204017.0,5.0,211204.0,21.0,1.0,2.0,4.0,17.0
1573,211204072001.0,211204072003.0,,,,2009.0,211204072.0,1.0,211204072.0,3.0,211204.0,21.0,1.0,2.0,4.0,72.0
1578,211204072001.0,211204072801.0,,,,2009.0,211204072.0,1.0,211204072.0,801.0,211204.0,21.0,1.0,2.0,4.0,72.0
1585,211204122002.0,211204122801.0,0.0,1.0,323.0,2009.0,211204122.0,2.0,211204122.0,801.0,211204.0,21.0,1.0,2.0,4.0,122.0
1587,211204123001.0,211204123003.0,1.0,,,2009.0,211204123.0,1.0,211204123.0,3.0,211204.0,21.0,1.0,2.0,4.0,123.0
1588,211204124001.0,211204124003.0,0.0,1.0,117.0,2009.0,211204124.0,1.0,211204124.0,3.0,211204.0,21.0,1.0,2.0,4.0,124.0
1591,211204126002.0,211204126801.0,0.0,1.0,289.0,2009.0,211204126.0,2.0,211204126.0,801.0,211204.0,21.0,1.0,2.0,4.0,126.0
1593,211204131001.0,211204131801.0,0.0,1.0,232.0,2009.0,211204131.0,1.0,211204131.0,801.0,211204.0,21.0,1.0,2.0,4.0,131.0
1594,211204132002.0,211204132003.0,1.0,,,2009.0,211204132.0,2.0,211204132.0,3.0,211204.0,21.0,1.0,2.0,4.0,132.0
1597,211204135003.0,211204135004.0,1.0,,,2009.0,211204135.0,3.0,211204135.0,4.0,211204.0,21.0,1.0,2.0,4.0,135.0
1602,211208001001.0,211208001002.0,,,,2009.0,211208001.0,1.0,211208001.0,2.0,211208.0,21.0,1.0,2.0,8.0,1.0
1607,211208001001.0,211208001801.0,,,,2009.0,211208001.0,1.0,211208001.0,801.0,211208.0,21.0,1.0,2.0,8.0,1.0
1611,211208001081.0,211208001082.0,,,,2009.0,211208001.0,81.0,211208001.0,82.0,211208.0,21.0,1.0,2.0,8.0,1.0
1616,211208002001.0,211208002003.0,,,,2009.0,211208002.0,1.0,211208002.0,3.0,211208.0,21.0,1.0,2.0,8.0,2.0
1622,211208002004.0,211208002005.0,1.0,,,2009.0,211208002.0,4.0,211208002.0,5.0,211208.0,21.0,1.0,2.0,8.0,2.0
1649,211208006102.0,211208006103.0,,,,2009.0,211208006.0,102.0,211208006.0,103.0,211208.0,21.0,1.0,2.0,8.0,6.0
1653,211208006121.0,211208006122.0,1.0,,,2009.0,211208006.0,121.0,211208006.0,122.0,211208.0,21.0,1.0,2.0,8.0,6.0
1658,211208008002.0,211208008003.0,1.0,,,2009.0,211208008.0,2.0,211208008.0,3.0,211208.0,21.0,1.0,2.0,8.0,8.0
1664,211208009002.0,211208009003.0,,,,2009.0,211208009.0,2.0,211208009.0,3.0,211208.0,21.0,1.0,2.0,8.0,9.0
1668,211208010002.0,211208010003.0,,,,2009.0,211208010.0,2.0,211208010.0,3.0,211208.0,21.0,1.0,2.0,8.0,10.0
1672,211208010004.0,211208010005.0,,,,2009.0,211208010.0,4.0,211208010.0,5.0,211208.0,21.0,1.0,2.0,8.0,10.0
1680,211208014002.0,211208014003.0,,,,2009.0,211208014.0,2.0,211208014.0,3.0,211208.0,21.0,1.0,2.0,8.0,14.0
1685,211208014002.0,211208014801.0,,,,2009.0,211208014.0,2.0,211208014.0,801.0,211208.0,21.0,1.0,2.0,8.0,14.0
1689,211208015004.0,211208015005.0,,,,2009.0,211208015.0,4.0,211208015.0,5.0,211208.0,21.0,1.0,2.0,8.0,15.0
1694,211208016002.0,211208016003.0,,,,2009.0,211208016.0,2.0,211208016.0,3.0,211208.0,21.0,1.0,2.0,8.0,16.0
1698,211208016002.0,211208016801.0,,,,2009.0,211208016.0,2.0,211208016.0,801.0,211208.0,21.0,1.0,2.0,8.0,16.0
1702,211208016002.0,211208016802.0,,,,2009.0,211208016.0,2.0,211208016.0,802.0,211208.0,21.0,1.0,2.0,8.0,16.0
1705,211208017002.0,211208017003.0,,,,2009.0,211208017.0,2.0,211208017.0,3.0,211208.0,21.0,1.0,2.0,8.0,17.0
1710,211208018002.0,211208018003.0,,,,2009.0,211208018.0,2.0,211208018.0,3.0,211208.0,21.0,1.0,2.0,8.0,18.0
1714,211208018002.0,211208018004.0,,,,2009.0,211208018.0,2.0,211208018.0,4.0,211208.0,21.0,1.0,2.0,8.0,18.0
1722,211208020004.0,211208020005.0,1.0,,,2009.0,211208020.0,4.0,211208020.0,5.0,211208.0,21.0,1.0,2.0,8.0,20.0
1728,211208081002.0,211208081003.0,1.0,,,2009.0,211208081.0,2.0,211208081.0,3.0,211208.0,21.0,1.0,2.0,8.0,81.0
1742,212101001002.0,212101001004.0,,,,2009.0,212101001.0,2.0,212101001.0,4.0,212101.0,21.0,2.0,1.0,1.0,1.0
1753,212101007004.0,212101007005.0,,,,2009.0,212101007.0,4.0,212101007.0,5.0,212101.0,21.0,2.0,1.0,1.0,7.0
1762,212101062002.0,212101062003.0,1.0,,,2009.0,212101062.0,2.0,212101062.0,3.0,212101.0,21.0,2.0,1.0,1.0,62.0
1772,212101065002.0,212101065003.0,1.0,,,2009.0,212101065.0,2.0,212101065.0,3.0,212101.0,21.0,2.0,1.0,1.0,65.0
1775,212101066002.0,212101066003.0,0.0,1.0,250.0,2009.0,212101066.0,2.0,212101066.0,3.0,212101.0,21.0,2.0,1.0,1.0,66.0
1780,212101067002.0,212101067003.0,0.0,1.0,239.0,2009.0,212101067.0,2.0,212101067.0,3.0,212101.0,21.0,2.0,1.0,1.0,67.0
1785,212101069002.0,212101069003.0,,,,2009.0,212101069.0,2.0,212101069.0,3.0,212101.0,21.0,2.0,1.0,1.0,69.0
1792,212101072002.0,212101072003.0,0.0,1.0,241.0,2009.0,212101072.0,2.0,212101072.0,3.0,212101.0,21.0,2.0,1.0,1.0,72.0
1800,212101073002.0,212101073003.0,0.0,1.0,210.0,2009.0,212101073.0,2.0,212101073.0,3.0,212101.0,21.0,2.0,1.0,1.0,73.0
1807,212101081002.0,212101081003.0,1.0,,,2009.0,212101081.0,2.0,212101081.0,3.0,212101.0,21.0,2.0,1.0,1.0,81.0
1808,212101082002.0,212101082801.0,,,,2009.0,212101082.0,2.0,212101082.0,801.0,212101.0,21.0,2.0,1.0,1.0,82.0
1811,212101083002.0,212101083801.0,,,,2009.0,212101083.0,2.0,212101083.0,801.0,212101.0,21.0,2.0,1.0,1.0,83.0
1814,212101083002.0,212101083802.0,,,,2009.0,212101083.0,2.0,212101083.0,802.0,212101.0,21.0,2.0,1.0,1.0,83.0
1819,212101121002.0,212101121003.0,1.0,,,2009.0,212101121.0,2.0,212101121.0,3.0,212101.0,21.0,2.0,1.0,1.0,121.0
1822,212101123002.0,212101123801.0,0.0,1.0,224.0,2009.0,212101123.0,2.0,212101123.0,801.0,212101.0,21.0,2.0,1.0,1.0,123.0
1828,212102001002.0,212102001003.0,,,,2009.0,212102001.0,2.0,212102001.0,3.0,212102.0,21.0,2.0,1.0,2.0,1.0
1833,212102001061.0,212102001062.0,0.0,1.0,1.0,2009.0,212102001.0,61.0,212102001.0,62.0,212102.0,21.0,2.0,1.0,2.0,1.0
1842,212102003002.0,212102003003.0,,,,2009.0,212102003.0,2.0,212102003.0,3.0,212102.0,21.0,2.0,1.0,2.0,3.0
1848,212102003002.0,212102003004.0,,,,2009.0,212102003.0,2.0,212102003.0,4.0,212102.0,21.0,2.0,1.0,2.0,3.0
1854,212102003002.0,212102003005.0,,,,2009.0,212102003.0,2.0,212102003.0,5.0,212102.0,21.0,2.0,1.0,2.0,3.0
1867,212102005002.0,212102005003.0,0.0,1.0,219.0,2009.0,212102005.0,2.0,212102005.0,3.0,212102.0,21.0,2.0,1.0,2.0,5.0
1875,212102005002.0,212102005004.0,0.0,1.0,225.0,2009.0,212102005.0,2.0,212102005.0,4.0,212102.0,21.0,2.0,1.0,2.0,5.0
1881,212102006002.0,212102006003.0,,,,2009.0,212102006.0,2.0,212102006.0,3.0,212102.0,21.0,2.0,1.0,2.0,6.0
1888,212102006002.0,212102006004.0,,,,2009.0,212102006.0,2.0,212102006.0,4.0,212102.0,21.0,2.0,1.0,2.0,6.0
1893,212102007002.0,212102007003.0,0.0,1.0,24.0,2009.0,212102007.0,2.0,212102007.0,3.0,212102.0,21.0,2.0,1.0,2.0,7.0
1913,212102009002.0,212102009003.0,,,,2009.0,212102009.0,2.0,212102009.0,3.0,212102.0,21.0,2.0,1.0,2.0,9.0
1920,212102009002.0,212102009005.0,,,,2009.0,212102009.0,2.0,212102009.0,5.0,212102.0,21.0,2.0,1.0,2.0,9.0
1927,212102009002.0,212102009801.0,,,,2009.0,212102009.0,2.0,212102009.0,801.0,212102.0,21.0,2.0,1.0,2.0,9.0
1934,212102009002.0,212102009802.0,,,,2009.0,212102009.0,2.0,212102009.0,802.0,212102.0,21.0,2.0,1.0,2.0,9.0
1942,212102009002.0,212102009803.0,,,,2009.0,212102009.0,2.0,212102009.0,803.0,212102.0,21.0,2.0,1.0,2.0,9.0
1948,212102009002.0,212102101001.0,,,,2009.0,212102009.0,2.0,212102101.0,1.0,212102.0,21.0,2.0,1.0,2.0,9.0
1956,212102009061.0,212102009081.0,1.0,,,2009.0,212102009.0,61.0,212102009.0,81.0,212102.0,21.0,2.0,1.0,2.0,9.0
1961,212102010002.0,212102010005.0,,,,2009.0,212102010.0,2.0,212102010.0,5.0,212102.0,21.0,2.0,1.0,2.0,10.0
1970,212102013002.0,212102013003.0,,,,2009.0,212102013.0,2.0,212102013.0,3.0,212102.0,21.0,2.0,1.0,2.0,13.0
1977,212102013002.0,212102013004.0,,,,2009.0,212102013.0,2.0,212102013.0,4.0,212102.0,21.0,2.0,1.0,2.0,13.0
1984,212102014002.0,212102014003.0,,,,2009.0,212102014.0,2.0,212102014.0,3.0,212102.0,21.0,2.0,1.0,2.0,14.0
1989,212102014002.0,212102014004.0,,,,2009.0,212102014.0,2.0,212102014.0,4.0,212102.0,21.0,2.0,1.0,2.0,14.0
1999,212102016002.0,212102016003.0,0.0,1.0,240.0,2009.0,212102016.0,2.0,212102016.0,3.0,212102.0,21.0,2.0,1.0,2.0,16.0
2008,212102017002.0,212102017004.0,,,,2009.0,212102017.0,2.0,212102017.0,4.0,212102.0,21.0,2.0,1.0,2.0,17.0
2012,212102017006.0,212102017007.0,,,,2009.0,212102017.0,6.0,212102017.0,7.0,212102.0,21.0,2.0,1.0,2.0,17.0
