,idind_m,idind_c,s52,s54,s58,wave,hhid_m,line_m,hhid_c,line_c,commid,t1,t2,t3,t4,t5
27617,412401008001.0,412401008004.0,,,,2009.0,412401008.0,1.0,412401008.0,4.0,412401.0,41.0,2.0,4.0,1.0,8.0
27624,412401008001.0,412401008005.0,,,,2009.0,412401008.0,1.0,412401008.0,5.0,412401.0,41.0,2.0,4.0,1.0,8.0
27628,412401008081.0,412401008082.0,,,,2009.0,412401008.0,81.0,412401008.0,82.0,412401.0,41.0,2.0,4.0,1.0,8.0
27634,412401009032.0,412401009033.0,,,,2009.0,412401009.0,32.0,412401009.0,33.0,412401.0,41.0,2.0,4.0,1.0,9.0
27641,412401009032.0,412401009034.0,,,,2009.0,412401009.0,32.0,412401009.0,34.0,412401.0,41.0,2.0,4.0,1.0,9.0
27646,412401010122.0,412401010123.0,1.0,,,2009.0,412401010.0,122.0,412401010.0,123.0,412401.0,41.0,2.0,4.0,1.0,10.0
27648,412401010122.0,412401010124.0,1.0,,,2009.0,412401010.0,122.0,412401010.0,124.0,412401.0,41.0,2.0,4.0,1.0,10.0
27650,412401010122.0,412401010125.0,1.0,,,2009.0,412401010.0,122.0,412401010.0,125.0,412401.0,41.0,2.0,4.0,1.0,10.0
27657,412401011002.0,412401011003.0,1.0,,,2009.0,412401011.0,2.0,412401011.0,3.0,412401.0,41.0,2.0,4.0,1.0,11.0
27663,412401011002.0,412401011004.0,1.0,,,2009.0,412401011.0,2.0,412401011.0,4.0,412401.0,41.0,2.0,4.0,1.0,11.0
27671,412401012002.0,412401012004.0,,,,2009.0,412401012.0,2.0,412401012.0,4.0,412401.0,41.0,2.0,4.0,1.0,12.0
27678,412401012002.0,412401012005.0,,,,2009.0,412401012.0,2.0,412401012.0,5.0,412401.0,41.0,2.0,4.0,1.0,12.0
27686,412401012002.0,412401012021.0,,,,2009.0,412401012.0,2.0,412401012.0,21.0,412401.0,41.0,2.0,4.0,1.0,12.0
27693,412401012002.0,412401012801.0,,,,2009.0,412401012.0,2.0,412401012.0,801.0,412401.0,41.0,2.0,4.0,1.0,12.0
27697,412401012031.0,412401012032.0,,,,2009.0,412401012.0,31.0,412401012.0,32.0,412401.0,41.0,2.0,4.0,1.0,12.0
27703,412401012031.0,412401012101.0,1.0,,,2009.0,412401012.0,31.0,412401012.0,101.0,412401.0,41.0,2.0,4.0,1.0,12.0
27711,412401013002.0,412401013003.0,,,,2009.0,412401013.0,2.0,412401013.0,3.0,412401.0,41.0,2.0,4.0,1.0,13.0
27718,412401013002.0,412401013004.0,,,,2009.0,412401013.0,2.0,412401013.0,4.0,412401.0,41.0,2.0,4.0,1.0,13.0
27725,412401013002.0,412401013005.0,,,,2009.0,412401013.0,2.0,412401013.0,5.0,412401.0,41.0,2.0,4.0,1.0,13.0
27732,412401013002.0,412401013006.0,,,,2009.0,412401013.0,2.0,412401013.0,6.0,412401.0,41.0,2.0,4.0,1.0,13.0
27740,412401013002.0,412401013801.0,,,,2009.0,412401013.0,2.0,412401013.0,801.0,412401.0,41.0,2.0,4.0,1.0,13.0
27743,412401013121.0,412401013122.0,1.0,,,2009.0,412401013.0,121.0,412401013.0,122.0,412401.0,41.0,2.0,4.0,1.0,13.0
27749,412401014001.0,412401014006.0,,,,2009.0,412401014.0,1.0,412401014.0,6.0,412401.0,41.0,2.0,4.0,1.0,14.0
27755,412401014001.0,412401014007.0,,,,2009.0,412401014.0,1.0,412401014.0,7.0,412401.0,41.0,2.0,4.0,1.0,14.0
27760,412401015002.0,412401015003.0,,,,2009.0,412401015.0,2.0,412401015.0,3.0,412401.0,41.0,2.0,4.0,1.0,15.0
27767,412401015002.0,412401015004.0,,,,2009.0,412401015.0,2.0,412401015.0,4.0,412401.0,41.0,2.0,4.0,1.0,15.0
27773,412401015081.0,412401015082.0,1.0,,,2009.0,412401015.0,81.0,412401015.0,82.0,412401.0,41.0,2.0,4.0,1.0,15.0
27777,412401015081.0,412401015083.0,1.0,,,2009.0,412401015.0,81.0,412401015.0,83.0,412401.0,41.0,2.0,4.0,1.0,15.0
27799,412401017002.0,412401017004.0,,,,2009.0,412401017.0,2.0,412401017.0,4.0,412401.0,41.0,2.0,4.0,1.0,17.0
27806,412401017002.0,412401017005.0,,,,2009.0,412401017.0,2.0,412401017.0,5.0,412401.0,41.0,2.0,4.0,1.0,17.0
27813,412401017002.0,412401017006.0,,,,2009.0,412401017.0,2.0,412401017.0,6.0,412401.0,41.0,2.0,4.0,1.0,17.0
27820,412401017002.0,412401017007.0,,,,2009.0,412401017.0,2.0,412401017.0,7.0,412401.0,41.0,2.0,4.0,1.0,17.0
27841,412401019021.0,412401019801.0,,,,2009.0,412401019.0,21.0,412401019.0,801.0,412401.0,41.0,2.0,4.0,1.0,19.0
27852,412401031001.0,412401031004.0,1.0,,,2009.0,412401031.0,1.0,412401031.0,4.0,412401.0,41.0,2.0,4.0,1.0,31.0
27861,412401032003.0,412401032004.0,1.0,,,2009.0,412401032.0,3.0,412401032.0,4.0,412401.0,41.0,2.0,4.0,1.0,32.0
27869,412401032003.0,412401032041.0,1.0,,,2009.0,412401032.0,3.0,412401032.0,41.0,412401.0,41.0,2.0,4.0,1.0,32.0
27876,412401032003.0,412401032042.0,1.0,,,2009.0,412401032.0,3.0,412401032.0,42.0,412401.0,41.0,2.0,4.0,1.0,32.0
27883,412401061002.0,412401061003.0,1.0,,,2009.0,412401061.0,2.0,412401061.0,3.0,412401.0,41.0,2.0,4.0,1.0,61.0
27889,412401061002.0,412401061101.0,1.0,,,2009.0,412401061.0,2.0,412401061.0,101.0,412401.0,41.0,2.0,4.0,1.0,61.0
27894,412401062002.0,412401062003.0,1.0,,,2009.0,412401062.0,2.0,412401062.0,3.0,412401.0,41.0,2.0,4.0,1.0,62.0
27899,412401062002.0,412401062122.0,1.0,,,2009.0,412401062.0,2.0,412401062.0,122.0,412401.0,41.0,2.0,4.0,1.0,62.0
27902,412401121002.0,412401121003.0,1.0,,,2009.0,412401121.0,2.0,412401121.0,3.0,412401.0,41.0,2.0,4.0,1.0,121.0
27908,412401121002.0,412401121141.0,,,,2009.0,412401121.0,2.0,412401121.0,141.0,412401.0,41.0,2.0,4.0,1.0,121.0
27916,412402001002.0,412402001005.0,,,,2009.0,412402001.0,2.0,412402001.0,5.0,412402.0,41.0,2.0,4.0,2.0,1.0
27923,412402001002.0,412402083003.0,,,,2009.0,412402001.0,2.0,412402083.0,3.0,412402.0,41.0,2.0,4.0,2.0,1.0
27930,412402001002.0,412402084004.0,,,,2009.0,412402001.0,2.0,412402084.0,4.0,412402.0,41.0,2.0,4.0,2.0,1.0
27940,412402003002.0,412402003003.0,1.0,,,2009.0,412402003.0,2.0,412402003.0,3.0,412402.0,41.0,2.0,4.0,2.0,3.0
27947,412402003002.0,412402003004.0,1.0,,,2009.0,412402003.0,2.0,412402003.0,4.0,412402.0,41.0,2.0,4.0,2.0,3.0
27955,412402004002.0,412402004004.0,,,,2009.0,412402004.0,2.0,412402004.0,4.0,412402.0,41.0,2.0,4.0,2.0,4.0
27962,412402004002.0,412402004005.0,,,,2009.0,412402004.0,2.0,412402004.0,5.0,412402.0,41.0,2.0,4.0,2.0,4.0
27970,412402004002.0,412402004021.0,,,,2009.0,412402004.0,2.0,412402004.0,21.0,412402.0,41.0,2.0,4.0,2.0,4.0
27974,412402004061.0,412402004062.0,,,,2009.0,412402004.0,61.0,412402004.0,62.0,412402.0,41.0,2.0,4.0,2.0,4.0
27982,412402004081.0,412402004082.0,,,,2009.0,412402004.0,81.0,412402004.0,82.0,412402.0,41.0,2.0,4.0,2.0,4.0
27989,412402006002.0,412402006005.0,,,,2009.0,412402006.0,2.0,412402006.0,5.0,412402.0,41.0,2.0,4.0,2.0,6.0
27996,412402006002.0,412402006006.0,,,,2009.0,412402006.0,2.0,412402006.0,6.0,412402.0,41.0,2.0,4.0,2.0,6.0
28003,412402006002.0,412402006007.0,,,,2009.0,412402006.0,2.0,412402006.0,7.0,412402.0,41.0,2.0,4.0,2.0,6.0
28011,412402006002.0,412402006801.0,,,,2009.0,412402006.0,2.0,412402006.0,801.0,412402.0,41.0,2.0,4.0,2.0,6.0
28017,412402006002.0,412402041001.0,,,,2009.0,412402006.0,2.0,412402041.0,1.0,412402.0,41.0,2.0,4.0,2.0,6.0
28024,412402006041.0,412402006061.0,1.0,,,2009.0,412402006.0,41.0,412402006.0,61.0,412402.0,41.0,2.0,4.0,2.0,6.0
28029,412402007004.0,412402007005.0,,,,2009.0,412402007.0,4.0,412402007.0,5.0,412402.0,41.0,2.0,4.0,2.0,7.0
28038,412402007004.0,412402007006.0,1.0,,,2009.0,412402007.0,4.0,412402007.0,6.0,412402.0,41.0,2.0,4.0,2.0,7.0
28045,412402007004.0,412402007021.0,1.0,,,2009.0,412402007.0,4.0,412402007.0,21.0,412402.0,41.0,2.0,4.0,2.0,7.0
28051,412402008002.0,412402008003.0,0.0,1.0,254.0,2009.0,412402008.0,2.0,412402008.0,3.0,412402.0,41.0,2.0,4.0,2.0,8.0
28058,412402008002.0,412402008004.0,0.0,1.0,265.0,2009.0,412402008.0,2.0,412402008.0,4.0,412402.0,41.0,2.0,4.0,2.0,8.0
28064,412402008002.0,412402008005.0,0.0,1.0,252.0,2009.0,412402008.0,2.0,412402008.0,5.0,412402.0,41.0,2.0,4.0,2.0,8.0
28073,412402009001.0,412402009003.0,,,,2009.0,412402009.0,1.0,412402009.0,3.0,412402.0,41.0,2.0,4.0,2.0,9.0
28080,412402009001.0,412402009005.0,,,,2009.0,412402009.0,1.0,412402009.0,5.0,412402.0,41.0,2.0,4.0,2.0,9.0
28087,412402009001.0,412402009006.0,,,,2009.0,412402009.0,1.0,412402009.0,6.0,412402.0,41.0,2.0,4.0,2.0,9.0
28095,412402009001.0,412402009801.0,,,,2009.0,412402009.0,1.0,412402009.0,801.0,412402.0,41.0,2.0,4.0,2.0,9.0
28101,412402009004.0,412402009007.0,,,,2009.0,412402009.0,4.0,412402009.0,7.0,412402.0,41.0,2.0,4.0,2.0,9.0
28106,412402009004.0,412402009021.0,,,,2009.0,412402009.0,4.0,412402009.0,21.0,412402.0,41.0,2.0,4.0,2.0,9.0
28109,412402010002.0,412402010004.0,,,,2009.0,412402010.0,2.0,412402010.0,4.0,412402.0,41.0,2.0,4.0,2.0,10.0
28118,412402010002.0,412402010005.0,,,,2009.0,412402010.0,2.0,412402010.0,5.0,412402.0,41.0,2.0,4.0,2.0,10.0
28123,412402010002.0,412402082001.0,,,,2009.0,412402010.0,2.0,412402082.0,1.0,412402.0,41.0,2.0,4.0,2.0,10.0
28144,412402011021.0,412402011031.0,1.0,,,2009.0,412402011.0,21.0,412402011.0,31.0,412402.0,41.0,2.0,4.0,2.0,11.0
28153,412402011021.0,412402011081.0,1.0,,,2009.0,412402011.0,21.0,412402011.0,81.0,412402.0,41.0,2.0,4.0,2.0,11.0
28156,412402012002.0,412402012003.0,,,,2009.0,412402012.0,2.0,412402012.0,3.0,412402.0,41.0,2.0,4.0,2.0,12.0
28163,412402012002.0,412402012005.0,,,,2009.0,412402012.0,2.0,412402012.0,5.0,412402.0,41.0,2.0,4.0,2.0,12.0
28170,412402012002.0,412402081001.0,,,,2009.0,412402012.0,2.0,412402081.0,1.0,412402.0,41.0,2.0,4.0,2.0,12.0
28179,412402012061.0,412402012062.0,1.0,,,2009.0,412402012.0,61.0,412402012.0,62.0,412402.0,41.0,2.0,4.0,2.0,12.0
28186,412402013002.0,412402013003.0,,,,2009.0,412402013.0,2.0,412402013.0,3.0,412402.0,41.0,2.0,4.0,2.0,13.0
28193,412402013002.0,412402013004.0,,,,2009.0,412402013.0,2.0,412402013.0,4.0,412402.0,41.0,2.0,4.0,2.0,13.0
28200,412402013002.0,412402013005.0,,,,2009.0,412402013.0,2.0,412402013.0,5.0,412402.0,41.0,2.0,4.0,2.0,13.0
28207,412402013002.0,412402013006.0,,,,2009.0,412402013.0,2.0,412402013.0,6.0,412402.0,41.0,2.0,4.0,2.0,13.0
28215,412402013002.0,412402013007.0,,,,2009.0,412402013.0,2.0,412402013.0,7.0,412402.0,41.0,2.0,4.0,2.0,13.0
28222,412402013002.0,412402013801.0,,,,2009.0,412402013.0,2.0,412402013.0,801.0,412402.0,41.0,2.0,4.0,2.0,13.0
28226,412402014002.0,412402014004.0,,,,2009.0,412402014.0,2.0,412402014.0,4.0,412402.0,41.0,2.0,4.0,2.0,14.0
28233,412402014002.0,412402014005.0,,,,2009.0,412402014.0,2.0,412402014.0,5.0,412402.0,41.0,2.0,4.0,2.0,14.0
28240,412402014121.0,412402014122.0,1.0,,,2009.0,412402014.0,121.0,412402014.0,122.0,412402.0,41.0,2.0,4.0,2.0,14.0
28271,412402017002.0,412402017003.0,,,,2009.0,412402017.0,2.0,412402017.0,3.0,412402.0,41.0,2.0,4.0,2.0,17.0
28279,412402017002.0,412402017004.0,,,,2009.0,412402017.0,2.0,412402017.0,4.0,412402.0,41.0,2.0,4.0,2.0,17.0
28286,412402017081.0,412402017082.0,1.0,,,2009.0,412402017.0,81.0,412402017.0,82.0,412402.0,41.0,2.0,4.0,2.0,17.0
28291,412402017081.0,412402017083.0,1.0,,,2009.0,412402017.0,81.0,412402017.0,83.0,412402.0,41.0,2.0,4.0,2.0,17.0
28298,412402018003.0,412402018008.0,,,,2009.0,412402018.0,3.0,412402018.0,8.0,412402.0,41.0,2.0,4.0,2.0,18.0
28301,412402018004.0,412402018005.0,0.0,1.0,253.0,2009.0,412402018.0,4.0,412402018.0,5.0,412402.0,41.0,2.0,4.0,2.0,18.0
28307,412402018004.0,412402018006.0,0.0,1.0,214.0,2009.0,412402018.0,4.0,412402018.0,6.0,412402.0,41.0,2.0,4.0,2.0,18.0
28316,412402018004.0,412402018007.0,,,,2009.0,412402018.0,4.0,412402018.0,7.0,412402.0,41.0,2.0,4.0,2.0,18.0
28325,412402018004.0,412402018009.0,0.0,1.0,259.0,2009.0,412402018.0,4.0,412402018.0,9.0,412402.0,41.0,2.0,4.0,2.0,18.0
28329,412402019002.0,412402019003.0,,,,2009.0,412402019.0,2.0,412402019.0,3.0,412402.0,41.0,2.0,4.0,2.0,19.0
28336,412402019002.0,412402019004.0,,,,2009.0,412402019.0,2.0,412402019.0,4.0,412402.0,41.0,2.0,4.0,2.0,19.0
28344,412402019081.0,412402019082.0,1.0,,,2009.0,412402019.0,81.0,412402019.0,82.0,412402.0,41.0,2.0,4.0,2.0,19.0
28349,412402019081.0,412402019101.0,1.0,,,2009.0,412402019.0,81.0,412402019.0,101.0,412402.0,41.0,2.0,4.0,2.0,19.0
28354,412402019081.0,412402019121.0,1.0,,,2009.0,412402019.0,81.0,412402019.0,121.0,412402.0,41.0,2.0,4.0,2.0,19.0
28360,412402020002.0,412402020003.0,,,,2009.0,412402020.0,2.0,412402020.0,3.0,412402.0,41.0,2.0,4.0,2.0,20.0
28367,412402020002.0,412402020004.0,,,,2009.0,412402020.0,2.0,412402020.0,4.0,412402.0,41.0,2.0,4.0,2.0,20.0
28374,412402020002.0,412402020005.0,,,,2009.0,412402020.0,2.0,412402020.0,5.0,412402.0,41.0,2.0,4.0,2.0,20.0
28380,412402031002.0,412402031003.0,0.0,1.0,212.0,2009.0,412402031.0,2.0,412402031.0,3.0,412402.0,41.0,2.0,4.0,2.0,31.0
28391,412402031002.0,412402031041.0,1.0,,,2009.0,412402031.0,2.0,412402031.0,41.0,412402.0,41.0,2.0,4.0,2.0,31.0
28394,412402041002.0,412402041003.0,0.0,1.0,180.0,2009.0,412402041.0,2.0,412402041.0,3.0,412402.0,41.0,2.0,4.0,2.0,41.0
28405,412402041002.0,412402041061.0,1.0,,,2009.0,412402041.0,2.0,412402041.0,61.0,412402.0,41.0,2.0,4.0,2.0,41.0
28410,412402061002.0,412402061003.0,1.0,,,2009.0,412402061.0,2.0,412402061.0,3.0,412402.0,41.0,2.0,4.0,2.0,61.0
28414,412402061002.0,412402061004.0,0.0,1.0,216.0,2009.0,412402061.0,2.0,412402061.0,4.0,412402.0,41.0,2.0,4.0,2.0,61.0
28420,412402081002.0,412402081003.0,1.0,,,2009.0,412402081.0,2.0,412402081.0,3.0,412402.0,41.0,2.0,4.0,2.0,81.0
28423,412402081002.0,412402081101.0,1.0,,,2009.0,412402081.0,2.0,412402081.0,101.0,412402.0,41.0,2.0,4.0,2.0,81.0
28427,412402082002.0,412402082003.0,1.0,,,2009.0,412402082.0,2.0,412402082.0,3.0,412402.0,41.0,2.0,4.0,2.0,82.0
28433,412402082002.0,412402082004.0,1.0,,,2009.0,412402082.0,2.0,412402082.0,4.0,412402.0,41.0,2.0,4.0,2.0,82.0
28440,412402083031.0,412402083032.0,1.0,,,2009.0,412402083.0,31.0,412402083.0,32.0,412402.0,41.0,2.0,4.0,2.0,83.0
28448,412402083031.0,412402083081.0,1.0,,,2009.0,412402083.0,31.0,412402083.0,81.0,412402.0,41.0,2.0,4.0,2.0,83.0
28454,412402083031.0,412402083141.0,,,,2009.0,412402083.0,31.0,412402083.0,141.0,412402.0,41.0,2.0,4.0,2.0,83.0
28459,412403001021.0,412403001022.0,0.0,1.0,214.0,2009.0,412403001.0,21.0,412403001.0,22.0,412403.0,41.0,2.0,4.0,3.0,1.0
28471,412403001021.0,412403001041.0,1.0,,,2009.0,412403001.0,21.0,412403001.0,41.0,412403.0,41.0,2.0,4.0,3.0,1.0
28475,412403002002.0,412403002003.0,,,,2009.0,412403002.0,2.0,412403002.0,3.0,412403.0,41.0,2.0,4.0,3.0,2.0
28482,412403002002.0,412403002004.0,,,,2009.0,412403002.0,2.0,412403002.0,4.0,412403.0,41.0,2.0,4.0,3.0,2.0
28489,412403002002.0,412403002005.0,,,,2009.0,412403002.0,2.0,412403002.0,5.0,412403.0,41.0,2.0,4.0,3.0,2.0
28497,412403002061.0,412403002121.0,1.0,,,2009.0,412403002.0,61.0,412403002.0,121.0,412403.0,41.0,2.0,4.0,3.0,2.0
28503,412403002061.0,412403002122.0,1.0,,,2009.0,412403002.0,61.0,412403002.0,122.0,412403.0,41.0,2.0,4.0,3.0,2.0
28514,412403003002.0,412403003004.0,,,,2009.0,412403003.0,2.0,412403003.0,4.0,412403.0,41.0,2.0,4.0,3.0,3.0
28521,412403003002.0,412403041001.0,,,,2009.0,412403003.0,2.0,412403041.0,1.0,412403.0,41.0,2.0,4.0,3.0,3.0
28524,412403003122.0,412403003123.0,1.0,,,2009.0,412403003.0,122.0,412403003.0,123.0,412403.0,41.0,2.0,4.0,3.0,3.0
28528,412403004002.0,412403004003.0,,,,2009.0,412403004.0,2.0,412403004.0,3.0,412403.0,41.0,2.0,4.0,3.0,4.0
28533,412403004002.0,412403004004.0,,,,2009.0,412403004.0,2.0,412403004.0,4.0,412403.0,41.0,2.0,4.0,3.0,4.0
28544,412403004002.0,412403004801.0,,,,2009.0,412403004.0,2.0,412403004.0,801.0,412403.0,41.0,2.0,4.0,3.0,4.0
28547,412403004081.0,412403004082.0,,,,2009.0,412403004.0,81.0,412403004.0,82.0,412403.0,41.0,2.0,4.0,3.0,4.0
28554,412403004081.0,412403004121.0,1.0,,,2009.0,412403004.0,81.0,412403004.0,121.0,412403.0,41.0,2.0,4.0,3.0,4.0
28558,412403005002.0,412403005005.0,0.0,1.0,256.0,2009.0,412403005.0,2.0,412403005.0,5.0,412403.0,41.0,2.0,4.0,3.0,5.0
28567,412403005002.0,412403005021.0,1.0,,,2009.0,412403005.0,2.0,412403005.0,21.0,412403.0,41.0,2.0,4.0,3.0,5.0
28578,412403005002.0,412403005081.0,1.0,,,2009.0,412403005.0,2.0,412403005.0,81.0,412403.0,41.0,2.0,4.0,3.0,5.0
28584,412403006002.0,412403006003.0,,,,2009.0,412403006.0,2.0,412403006.0,3.0,412403.0,41.0,2.0,4.0,3.0,6.0
28591,412403006002.0,412403006004.0,,,,2009.0,412403006.0,2.0,412403006.0,4.0,412403.0,41.0,2.0,4.0,3.0,6.0
28601,412403006002.0,412403006021.0,,,,2009.0,412403006.0,2.0,412403006.0,21.0,412403.0,41.0,2.0,4.0,3.0,6.0
28604,412403007002.0,412403007021.0,,,,2009.0,412403007.0,2.0,412403007.0,21.0,412403.0,41.0,2.0,4.0,3.0,7.0
28611,412403007002.0,412403007031.0,,,,2009.0,412403007.0,2.0,412403007.0,31.0,412403.0,41.0,2.0,4.0,3.0,7.0
28618,412403007002.0,412403007041.0,,,,2009.0,412403007.0,2.0,412403007.0,41.0,412403.0,41.0,2.0,4.0,3.0,7.0
28622,412403008002.0,412403008003.0,,,,2009.0,412403008.0,2.0,412403008.0,3.0,412403.0,41.0,2.0,4.0,3.0,8.0
28629,412403008002.0,412403008004.0,,,,2009.0,412403008.0,2.0,412403008.0,4.0,412403.0,41.0,2.0,4.0,3.0,8.0
28638,412403008002.0,412403008005.0,,,,2009.0,412403008.0,2.0,412403008.0,5.0,412403.0,41.0,2.0,4.0,3.0,8.0
28644,412403009002.0,412403009003.0,,,,2009.0,412403009.0,2.0,412403009.0,3.0,412403.0,41.0,2.0,4.0,3.0,9.0
28651,412403009002.0,412403009004.0,,,,2009.0,412403009.0,2.0,412403009.0,4.0,412403.0,41.0,2.0,4.0,3.0,9.0
28658,412403009081.0,412403009082.0,,,,2009.0,412403009.0,81.0,412403009.0,82.0,412403.0,41.0,2.0,4.0,3.0,9.0
28663,412403009081.0,412403009083.0,,,,2009.0,412403009.0,81.0,412403009.0,83.0,412403.0,41.0,2.0,4.0,3.0,9.0
28668,412403010002.0,412403010003.0,,,,2009.0,412403010.0,2.0,412403010.0,3.0,412403.0,41.0,2.0,4.0,3.0,10.0
28675,412403010002.0,412403010004.0,,,,2009.0,412403010.0,2.0,412403010.0,4.0,412403.0,41.0,2.0,4.0,3.0,10.0
28685,412403010002.0,412403010031.0,,,,2009.0,412403010.0,2.0,412403010.0,31.0,412403.0,41.0,2.0,4.0,3.0,10.0
28690,412403010081.0,412403010083.0,,,,2009.0,412403010.0,81.0,412403010.0,83.0,412403.0,41.0,2.0,4.0,3.0,10.0
28696,412403010082.0,412403010084.0,1.0,,,2009.0,412403010.0,82.0,412403010.0,84.0,412403.0,41.0,2.0,4.0,3.0,10.0
28701,412403010082.0,412403010101.0,1.0,,,2009.0,412403010.0,82.0,412403010.0,101.0,412403.0,41.0,2.0,4.0,3.0,10.0
28705,412403011002.0,412403011003.0,,,,2009.0,412403011.0,2.0,412403011.0,3.0,412403.0,41.0,2.0,4.0,3.0,11.0
28711,412403011002.0,412403011004.0,,,,2009.0,412403011.0,2.0,412403011.0,4.0,412403.0,41.0,2.0,4.0,3.0,11.0
28721,412403011002.0,412403011801.0,,,,2009.0,412403011.0,2.0,412403011.0,801.0,412403.0,41.0,2.0,4.0,3.0,11.0
28725,412403011081.0,412403011082.0,,,,2009.0,412403011.0,81.0,412403011.0,82.0,412403.0,41.0,2.0,4.0,3.0,11.0
28731,412403011081.0,412403011121.0,1.0,,,2009.0,412403011.0,81.0,412403011.0,121.0,412403.0,41.0,2.0,4.0,3.0,11.0
28737,412403012002.0,412403012003.0,,,,2009.0,412403012.0,2.0,412403012.0,3.0,412403.0,41.0,2.0,4.0,3.0,12.0
28744,412403012002.0,412403012004.0,,,,2009.0,412403012.0,2.0,412403012.0,4.0,412403.0,41.0,2.0,4.0,3.0,12.0
28751,412403012002.0,412403012005.0,,,,2009.0,412403012.0,2.0,412403012.0,5.0,412403.0,41.0,2.0,4.0,3.0,12.0
28756,412403012101.0,412403012102.0,1.0,,,2009.0,412403012.0,101.0,412403012.0,102.0,412403.0,41.0,2.0,4.0,3.0,12.0
28760,412403012101.0,412403012141.0,,,,2009.0,412403012.0,101.0,412403012.0,141.0,412403.0,41.0,2.0,4.0,3.0,12.0
28767,412403013002.0,412403013003.0,,,,2009.0,412403013.0,2.0,412403013.0,3.0,412403.0,41.0,2.0,4.0,3.0,13.0
28774,412403013002.0,412403013801.0,,,,2009.0,412403013.0,2.0,412403013.0,801.0,412403.0,41.0,2.0,4.0,3.0,13.0
28781,412403013002.0,412403013802.0,,,,2009.0,412403013.0,2.0,412403013.0,802.0,412403.0,41.0,2.0,4.0,3.0,13.0
28788,412403013002.0,412403013803.0,,,,2009.0,412403013.0,2.0,412403013.0,803.0,412403.0,41.0,2.0,4.0,3.0,13.0
28795,412403013002.0,412403013804.0,,,,2009.0,412403013.0,2.0,412403013.0,804.0,412403.0,41.0,2.0,4.0,3.0,13.0
28802,412403013003.0,412403013041.0,,,,2009.0,412403013.0,3.0,412403013.0,41.0,412403.0,41.0,2.0,4.0,3.0,13.0
28808,412403013003.0,412403013081.0,,,,2009.0,412403013.0,3.0,412403013.0,81.0,412403.0,41.0,2.0,4.0,3.0,13.0
28815,412403014002.0,412403014003.0,,,,2009.0,412403014.0,2.0,412403014.0,3.0,412403.0,41.0,2.0,4.0,3.0,14.0
28822,412403014002.0,412403014004.0,,,,2009.0,412403014.0,2.0,412403014.0,4.0,412403.0,41.0,2.0,4.0,3.0,14.0
28829,412403014002.0,412403014005.0,,,,2009.0,412403014.0,2.0,412403014.0,5.0,412403.0,41.0,2.0,4.0,3.0,14.0
28834,412403015002.0,412403015004.0,,,,2009.0,412403015.0,2.0,412403015.0,4.0,412403.0,41.0,2.0,4.0,3.0,15.0
28841,412403015002.0,412403015005.0,,,,2009.0,412403015.0,2.0,412403015.0,5.0,412403.0,41.0,2.0,4.0,3.0,15.0
28848,412403015002.0,412403121001.0,,,,2009.0,412403015.0,2.0,412403121.0,1.0,412403.0,41.0,2.0,4.0,3.0,15.0
28861,412403016002.0,412403016003.0,,,,2009.0,412403016.0,2.0,412403016.0,3.0,412403.0,41.0,2.0,4.0,3.0,16.0
28867,412403016002.0,412403016004.0,,,,2009.0,412403016.0,2.0,412403016.0,4.0,412403.0,41.0,2.0,4.0,3.0,16.0
28877,412403016002.0,412403016801.0,,,,2009.0,412403016.0,2.0,412403016.0,801.0,412403.0,41.0,2.0,4.0,3.0,16.0
28880,412403016061.0,412403016062.0,,,,2009.0,412403016.0,61.0,412403016.0,62.0,412403.0,41.0,2.0,4.0,3.0,16.0
28891,412403017022.0,412403017041.0,1.0,,,2009.0,412403017.0,22.0,412403017.0,41.0,412403.0,41.0,2.0,4.0,3.0,17.0
28900,412403017022.0,412403017061.0,1.0,,,2009.0,412403017.0,22.0,412403017.0,61.0,412403.0,41.0,2.0,4.0,3.0,17.0
28920,412403018031.0,412403018032.0,,,,2009.0,412403018.0,31.0,412403018.0,32.0,412403.0,41.0,2.0,4.0,3.0,18.0
28927,412403018061.0,412403018062.0,1.0,,,2009.0,412403018.0,61.0,412403018.0,62.0,412403.0,41.0,2.0,4.0,3.0,18.0
28932,412403018061.0,412403018081.0,1.0,,,2009.0,412403018.0,61.0,412403018.0,81.0,412403.0,41.0,2.0,4.0,3.0,18.0
28936,412403019002.0,412403019003.0,,,,2009.0,412403019.0,2.0,412403019.0,3.0,412403.0,41.0,2.0,4.0,3.0,19.0
28943,412403019002.0,412403019004.0,,,,2009.0,412403019.0,2.0,412403019.0,4.0,412403.0,41.0,2.0,4.0,3.0,19.0
28952,412403019081.0,412403019082.0,1.0,,,2009.0,412403019.0,81.0,412403019.0,82.0,412403.0,41.0,2.0,4.0,3.0,19.0
28956,412403019081.0,412403019141.0,,,,2009.0,412403019.0,81.0,412403019.0,141.0,412403.0,41.0,2.0,4.0,3.0,19.0
28960,412403020002.0,412403020003.0,0.0,1.0,240.0,2009.0,412403020.0,2.0,412403020.0,3.0,412403.0,41.0,2.0,4.0,3.0,20.0
28969,412403020002.0,412403020021.0,0.0,1.0,228.0,2009.0,412403020.0,2.0,412403020.0,21.0,412403.0,41.0,2.0,4.0,3.0,20.0
28979,412403020002.0,412403020141.0,,,,2009.0,412403020.0,2.0,412403020.0,141.0,412403.0,41.0,2.0,4.0,3.0,20.0
