,idind,b2d,c3,c5,c6,c7,c7b,c8,i18,i19,job,wave,c2,c4_89,c5_89,c6_89,c7_89,i100,i101,i102,i103,wage89_imp,c8_cln,i19_cln,hhid,line,commid,t1,t2,t3,t4,t5
48394,451105123001.0,,12.0,5.0,8.0,40.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451105123.0,1.0,451105.0,45.0,1.0,1.0,5.0,123.0
48395,451105124001.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451105124.0,1.0,451105.0,45.0,1.0,1.0,5.0,124.0
48399,451105125003.0,8500.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451105125.0,3.0,451105.0,45.0,1.0,1.0,5.0,125.0
48400,451105126001.0,1500.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451105126.0,1.0,451105.0,45.0,1.0,1.0,5.0,126.0
48402,451105126002.0,,12.0,6.0,8.0,48.0,1.0,1800.0,1.0,1000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451105126.0,2.0,451105.0,45.0,1.0,1.0,5.0,126.0
48404,451105126003.0,,12.0,5.0,7.0,35.0,1.0,7200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451105126.0,3.0,451105.0,45.0,1.0,1.0,5.0,126.0
48406,451105127002.0,,12.0,6.0,10.0,60.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451105127.0,2.0,451105.0,45.0,1.0,1.0,5.0,127.0
48430,451201001001.0,,11.0,6.0,8.0,48.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201001.0,1.0,451201.0,45.0,1.0,2.0,1.0,1.0
48433,451201001021.0,1050.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201001.0,21.0,451201.0,45.0,1.0,2.0,1.0,1.0
48434,451201001121.0,,12.0,7.0,9.0,60.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201001.0,121.0,451201.0,45.0,1.0,2.0,1.0,1.0
48463,451201004001.0,,12.0,3.0,5.0,20.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,8000.0,0.0,,,,,451201004.0,1.0,451201.0,45.0,1.0,2.0,1.0,4.0
48472,451201004002.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,1.0,800.0,0.0,,,,,451201004.0,2.0,451201.0,45.0,1.0,2.0,1.0,4.0
48474,451201004003.0,,12.0,5.0,8.0,48.0,1.0,2800.0,1.0,10000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201004.0,3.0,451201.0,45.0,1.0,2.0,1.0,4.0
48492,451201008001.0,1200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,500.0,,,,451201008.0,1.0,451201.0,45.0,1.0,2.0,1.0,8.0
48516,451201012001.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201012.0,1.0,451201.0,45.0,1.0,2.0,1.0,12.0
48532,451201012121.0,,12.0,6.0,8.0,48.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201012.0,121.0,451201.0,45.0,1.0,2.0,1.0,12.0
48533,451201012122.0,,12.0,5.0,7.0,35.0,1.0,1500.0,1.0,10000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201012.0,122.0,451201.0,45.0,1.0,2.0,1.0,12.0
48566,451201019002.0,1100.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,50.0,,,,451201019.0,2.0,451201.0,45.0,1.0,2.0,1.0,19.0
48570,451201041001.0,,9.0,5.0,10.0,50.0,1.0,300.0,0.0,,1.0,2009.0,1.0,,,,,1.0,1000.0,1.0,500.0,,,,451201041.0,1.0,451201.0,45.0,1.0,2.0,1.0,41.0
48577,451201043001.0,972.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201043.0,1.0,451201.0,45.0,1.0,2.0,1.0,43.0
48579,451201043002.0,1800.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201043.0,2.0,451201.0,45.0,1.0,2.0,1.0,43.0
48588,451201048001.0,880.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201048.0,1.0,451201.0,45.0,1.0,2.0,1.0,48.0
48599,451201063002.0,800.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201063.0,2.0,451201.0,45.0,1.0,2.0,1.0,63.0
48617,451201121001.0,,12.0,6.0,8.0,48.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,1.0,250.0,1.0,3010.0,,,,451201121.0,1.0,451201.0,45.0,1.0,2.0,1.0,121.0
48618,451201121003.0,,12.0,6.0,8.0,0.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,1.0,200.0,,,,451201121.0,3.0,451201.0,45.0,1.0,2.0,1.0,121.0
48621,451201123002.0,1050.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201123.0,2.0,451201.0,45.0,1.0,2.0,1.0,123.0
48622,451201125001.0,,12.0,7.0,10.0,70.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201125.0,1.0,451201.0,45.0,1.0,2.0,1.0,125.0
48624,451201125002.0,,12.0,7.0,8.0,56.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201125.0,2.0,451201.0,45.0,1.0,2.0,1.0,125.0
48626,451201125003.0,,10.0,5.0,8.0,40.0,1.0,2500.0,1.0,3000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201125.0,3.0,451201.0,45.0,1.0,2.0,1.0,125.0
48630,451201126001.0,900.0,,,,,,,,,1.0,2009.0,1.0,,,,,1.0,300.0,1.0,500.0,,,,451201126.0,1.0,451201.0,45.0,1.0,2.0,1.0,126.0
48632,451201126002.0,1500.0,12.0,7.0,7.0,49.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201126.0,2.0,451201.0,45.0,1.0,2.0,1.0,126.0
48634,451201127001.0,,12.0,7.0,6.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,200.0,,,,451201127.0,1.0,451201.0,45.0,1.0,2.0,1.0,127.0
48637,451201127002.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,500.0,,,,451201127.0,2.0,451201.0,45.0,1.0,2.0,1.0,127.0
48640,451201127003.0,,12.0,7.0,8.0,48.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201127.0,3.0,451201.0,45.0,1.0,2.0,1.0,127.0
48643,451201127004.0,,12.0,7.0,8.0,56.0,1.0,850.0,1.0,1000.0,1.0,2009.0,1.0,,,,,0.0,,1.0,500.0,,,,451201127.0,4.0,451201.0,45.0,1.0,2.0,1.0,127.0
48644,451201128001.0,,12.0,7.0,11.0,77.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201128.0,1.0,451201.0,45.0,1.0,2.0,1.0,128.0
48645,451201128002.0,,12.0,7.0,11.0,77.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,500.0,,,,451201128.0,2.0,451201.0,45.0,1.0,2.0,1.0,128.0
48647,451201130001.0,700.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451201130.0,1.0,451201.0,45.0,1.0,2.0,1.0,130.0
48650,451201130002.0,900.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,1000.0,,,,451201130.0,2.0,451201.0,45.0,1.0,2.0,1.0,130.0
48685,451202003001.0,1300.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202003.0,1.0,451202.0,45.0,1.0,2.0,2.0,3.0
48689,451202003002.0,1295.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202003.0,2.0,451202.0,45.0,1.0,2.0,2.0,3.0
48698,451202003004.0,,11.0,6.0,8.0,48.0,1.0,2000.0,1.0,700.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202003.0,4.0,451202.0,45.0,1.0,2.0,2.0,3.0
48703,451202003005.0,,6.0,6.0,8.0,48.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202003.0,5.0,451202.0,45.0,1.0,2.0,2.0,3.0
48750,451202010001.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202010.0,1.0,451202.0,45.0,1.0,2.0,2.0,10.0
48753,451202010004.0,,6.0,6.0,8.0,45.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202010.0,4.0,451202.0,45.0,1.0,2.0,2.0,10.0
48778,451202014002.0,1336.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202014.0,2.0,451202.0,45.0,1.0,2.0,2.0,14.0
48789,451202014042.0,1100.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202014.0,42.0,451202.0,45.0,1.0,2.0,2.0,14.0
48834,451202019001.0,1200.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202019.0,1.0,451202.0,45.0,1.0,2.0,2.0,19.0
48837,451202019002.0,800.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,2000.0,,,,451202019.0,2.0,451202.0,45.0,1.0,2.0,2.0,19.0
48865,451202041001.0,737.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202041.0,1.0,451202.0,45.0,1.0,2.0,2.0,41.0
48871,451202041002.0,,12.0,7.0,8.0,56.0,1.0,830.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202041.0,2.0,451202.0,45.0,1.0,2.0,2.0,41.0
48886,451202043121.0,890.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202043.0,121.0,451202.0,45.0,1.0,2.0,2.0,43.0
48890,451202044001.0,,10.0,5.0,9.0,40.0,1.0,2500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202044.0,1.0,451202.0,45.0,1.0,2.0,2.0,44.0
48900,451202082001.0,,12.0,5.0,8.0,40.0,1.0,1200.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202082.0,1.0,451202.0,45.0,1.0,2.0,2.0,82.0
48903,451202082002.0,960.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202082.0,2.0,451202.0,45.0,1.0,2.0,2.0,82.0
48906,451202082003.0,,12.0,5.0,8.0,49.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202082.0,3.0,451202.0,45.0,1.0,2.0,2.0,82.0
48919,451202086003.0,,12.0,5.0,8.0,40.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,1.0,200.0,,,,451202086.0,3.0,451202.0,45.0,1.0,2.0,2.0,86.0
48920,451202086121.0,,6.0,5.0,7.0,35.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202086.0,121.0,451202.0,45.0,1.0,2.0,2.0,86.0
48922,451202101001.0,1100.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202101.0,1.0,451202.0,45.0,1.0,2.0,2.0,101.0
48924,451202101002.0,950.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202101.0,2.0,451202.0,45.0,1.0,2.0,2.0,101.0
48927,451202121001.0,1200.0,,,,,,,,,1.0,2009.0,1.0,,,,,1.0,4000.0,0.0,,,,,451202121.0,1.0,451202.0,45.0,1.0,2.0,2.0,121.0
48928,451202121002.0,1300.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,100.0,,,,451202121.0,2.0,451202.0,45.0,1.0,2.0,2.0,121.0
48929,451202122002.0,,12.0,7.0,9.0,63.0,1.0,450.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202122.0,2.0,451202.0,45.0,1.0,2.0,2.0,122.0
48932,451202123001.0,,12.0,7.0,9.0,63.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202123.0,1.0,451202.0,45.0,1.0,2.0,2.0,123.0
48934,451202123002.0,,11.0,7.0,7.0,49.0,1.0,400.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202123.0,2.0,451202.0,45.0,1.0,2.0,2.0,123.0
48936,451202124001.0,,1.0,4.0,8.0,32.0,1.0,450.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202124.0,1.0,451202.0,45.0,1.0,2.0,2.0,124.0
48937,451202125001.0,,12.0,5.0,8.0,40.0,1.0,380.0,0.0,,1.0,2009.0,1.0,,,,,1.0,100.0,1.0,100.0,,,,451202125.0,1.0,451202.0,45.0,1.0,2.0,2.0,125.0
48940,451202126002.0,,12.0,6.0,9.0,54.0,1.0,500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202126.0,2.0,451202.0,45.0,1.0,2.0,2.0,126.0
48943,451202126003.0,,12.0,7.0,9.0,63.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451202126.0,3.0,451202.0,45.0,1.0,2.0,2.0,126.0
48945,451202127001.0,,12.0,5.0,10.0,50.0,1.0,500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,1.0,200.0,,,,451202127.0,1.0,451202.0,45.0,1.0,2.0,2.0,127.0
48946,451202127002.0,,12.0,3.0,7.0,21.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,300.0,0.0,,,,,451202127.0,2.0,451202.0,45.0,1.0,2.0,2.0,127.0
48948,451202130002.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,200.0,,,,451202130.0,2.0,451202.0,45.0,1.0,2.0,2.0,130.0
48990,451203001002.0,750.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203001.0,2.0,451203.0,45.0,1.0,2.0,3.0,1.0
49001,451203001007.0,,9.0,6.0,5.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,2000.0,1.0,500.0,,,,451203001.0,7.0,451203.0,45.0,1.0,2.0,3.0,1.0
49021,451203003005.0,,12.0,7.0,4.0,28.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203003.0,5.0,451203.0,45.0,1.0,2.0,3.0,3.0
49028,451203004003.0,,10.0,7.0,9.0,50.0,1.0,500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203004.0,3.0,451203.0,45.0,1.0,2.0,3.0,4.0
49036,451203004033.0,,5.0,9.0,-9.0,-99.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,100.0,0.0,,,,,451203004.0,33.0,451203.0,45.0,1.0,2.0,3.0,4.0
49066,451203007001.0,1000.0,,,,,,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203007.0,1.0,451203.0,45.0,1.0,2.0,3.0,7.0
49073,451203008003.0,,10.0,6.0,7.0,45.0,1.0,850.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203008.0,3.0,451203.0,45.0,1.0,2.0,3.0,8.0
49077,451203008004.0,,11.0,7.0,7.0,50.0,1.0,750.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203008.0,4.0,451203.0,45.0,1.0,2.0,3.0,8.0
49098,451203010005.0,,12.0,6.0,8.0,50.0,1.0,800.0,1.0,250.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203010.0,5.0,451203.0,45.0,1.0,2.0,3.0,10.0
49103,451203010061.0,,12.0,6.0,8.0,50.0,1.0,700.0,1.0,200.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203010.0,61.0,451203.0,45.0,1.0,2.0,3.0,10.0
49110,451203011001.0,,12.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,7500.0,0.0,,,,,451203011.0,1.0,451203.0,45.0,1.0,2.0,3.0,11.0
49117,451203011002.0,,12.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,7500.0,0.0,,,,,451203011.0,2.0,451203.0,45.0,1.0,2.0,3.0,11.0
49119,451203011003.0,,9.0,5.0,8.0,40.0,1.0,1000.0,1.0,1000.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203011.0,3.0,451203.0,45.0,1.0,2.0,3.0,11.0
49133,451203013002.0,,12.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,3300.0,1.0,2000.0,,,,451203013.0,2.0,451203.0,45.0,1.0,2.0,3.0,13.0
49138,451203013005.0,,12.0,7.0,10.0,70.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,3300.0,1.0,1000.0,,,,451203013.0,5.0,451203.0,45.0,1.0,2.0,3.0,13.0
49142,451203014001.0,,12.0,7.0,8.0,56.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203014.0,1.0,451203.0,45.0,1.0,2.0,3.0,14.0
49149,451203014041.0,,12.0,7.0,10.0,70.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203014.0,41.0,451203.0,45.0,1.0,2.0,3.0,14.0
49153,451203015003.0,,12.0,6.0,7.0,42.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203015.0,3.0,451203.0,45.0,1.0,2.0,3.0,15.0
49155,451203015021.0,,,6.0,6.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203015.0,21.0,451203.0,45.0,1.0,2.0,3.0,15.0
49170,451203017003.0,,12.0,7.0,12.0,84.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,19000.0,0.0,,,,,451203017.0,3.0,451203.0,45.0,1.0,2.0,3.0,17.0
49177,451203017006.0,,12.0,7.0,12.0,84.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203017.0,6.0,451203.0,45.0,1.0,2.0,3.0,17.0
49180,451203017008.0,,10.0,5.0,8.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,1500.0,0.0,,,,,451203017.0,8.0,451203.0,45.0,1.0,2.0,3.0,17.0
49192,451203019001.0,850.0,,,,,,,,,1.0,2009.0,1.0,,,,,1.0,200.0,1.0,300.0,,,,451203019.0,1.0,451203.0,45.0,1.0,2.0,3.0,19.0
49199,451203019003.0,,12.0,7.0,5.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203019.0,3.0,451203.0,45.0,1.0,2.0,3.0,19.0
49207,451203019041.0,,12.0,7.0,12.0,84.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203019.0,41.0,451203.0,45.0,1.0,2.0,3.0,19.0
49212,451203020021.0,,-9.0,7.0,7.0,49.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203020.0,21.0,451203.0,45.0,1.0,2.0,3.0,20.0
49217,451203061001.0,,10.0,5.0,7.0,35.0,1.0,2500.0,1.0,4000.0,1.0,2009.0,1.0,,,,,0.0,,1.0,200.0,,,,451203061.0,1.0,451203.0,45.0,1.0,2.0,3.0,61.0
49221,451203061002.0,,12.0,7.0,7.0,49.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,150.0,,,,451203061.0,2.0,451203.0,45.0,1.0,2.0,3.0,61.0
49228,451203061004.0,,12.0,7.0,6.0,42.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,100.0,,,,451203061.0,4.0,451203.0,45.0,1.0,2.0,3.0,61.0
49238,451203121001.0,,12.0,6.0,8.0,48.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,5000.0,0.0,,,,,451203121.0,1.0,451203.0,45.0,1.0,2.0,3.0,121.0
49239,451203121001.0,,5.0,7.0,4.0,36.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,451203121.0,1.0,451203.0,45.0,1.0,2.0,3.0,121.0
49245,451203121002.0,,12.0,7.0,7.0,43.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,1.0,800.0,,,,451203121.0,2.0,451203.0,45.0,1.0,2.0,3.0,121.0
49246,451203121002.0,,5.0,2.0,5.0,10.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,451203121.0,2.0,451203.0,45.0,1.0,2.0,3.0,121.0
49253,451203122001.0,,12.0,7.0,10.0,60.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,1.0,5000.0,0.0,,,,,451203122.0,1.0,451203.0,45.0,1.0,2.0,3.0,122.0
49256,451203122002.0,,12.0,6.0,8.0,48.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203122.0,2.0,451203.0,45.0,1.0,2.0,3.0,122.0
49265,451203123001.0,,12.0,6.0,7.0,42.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,1.0,2000.0,0.0,,,,,451203123.0,1.0,451203.0,45.0,1.0,2.0,3.0,123.0
49273,451203123002.0,,12.0,7.0,10.0,70.0,1.0,800.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203123.0,2.0,451203.0,45.0,1.0,2.0,3.0,123.0
49279,451203124001.0,,12.0,5.0,8.0,40.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203124.0,1.0,451203.0,45.0,1.0,2.0,3.0,124.0
49283,451203124002.0,,12.0,7.0,15.0,105.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,300.0,1.0,200.0,,,,451203124.0,2.0,451203.0,45.0,1.0,2.0,3.0,124.0
49291,451203125001.0,,12.0,7.0,10.0,70.0,1.0,1000.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203125.0,1.0,451203.0,45.0,1.0,2.0,3.0,125.0
49295,451203125002.0,,12.0,6.0,7.0,42.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203125.0,2.0,451203.0,45.0,1.0,2.0,3.0,125.0
49300,451203126001.0,,10.0,7.0,8.0,56.0,1.0,1500.0,1.0,300.0,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203126.0,1.0,451203.0,45.0,1.0,2.0,3.0,126.0
49303,451203126002.0,,10.0,6.0,8.0,50.0,1.0,700.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203126.0,2.0,451203.0,45.0,1.0,2.0,3.0,126.0
49314,451203127001.0,,11.0,6.0,8.0,50.0,1.0,860.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203127.0,1.0,451203.0,45.0,1.0,2.0,3.0,127.0
49318,451203127002.0,,11.0,6.0,7.0,45.0,1.0,600.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451203127.0,2.0,451203.0,45.0,1.0,2.0,3.0,127.0
49353,451204002001.0,,12.0,7.0,4.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,3000.0,0.0,,,,,451204002.0,1.0,451204.0,45.0,1.0,2.0,4.0,2.0
49354,451204002001.0,,6.0,5.0,5.0,27.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,451204002.0,1.0,451204.0,45.0,1.0,2.0,4.0,2.0
49358,451204002002.0,,12.0,7.0,4.0,28.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,3000.0,1.0,300.0,,,,451204002.0,2.0,451204.0,45.0,1.0,2.0,4.0,2.0
49364,451204003001.0,,12.0,7.0,4.0,28.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,8000.0,1.0,200.0,,,,451204003.0,1.0,451204.0,45.0,1.0,2.0,4.0,3.0
49369,451204003002.0,,12.0,7.0,6.0,42.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,300.0,,,,451204003.0,2.0,451204.0,45.0,1.0,2.0,4.0,3.0
49375,451204004001.0,,12.0,7.0,4.0,28.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,100.0,,,,451204004.0,1.0,451204.0,45.0,1.0,2.0,4.0,4.0
49380,451204004002.0,,12.0,7.0,5.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,200.0,,,,451204004.0,2.0,451204.0,45.0,1.0,2.0,4.0,4.0
49386,451204005005.0,,12.0,7.0,5.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451204005.0,5.0,451204.0,45.0,1.0,2.0,4.0,5.0
49387,451204005005.0,,12.0,2.0,3.0,6.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,451204005.0,5.0,451204.0,45.0,1.0,2.0,4.0,5.0
49392,451204005061.0,,12.0,7.0,4.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,1102.0,0.0,,,,,451204005.0,61.0,451204.0,45.0,1.0,2.0,4.0,5.0
49393,451204005061.0,,4.0,1.0,2.0,3.0,0.0,,,,2.0,2009.0,2.0,,,,,,,,,,,,451204005.0,61.0,451204.0,45.0,1.0,2.0,4.0,5.0
49402,451204006002.0,,12.0,6.0,5.0,30.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,300.0,,,,451204006.0,2.0,451204.0,45.0,1.0,2.0,4.0,6.0
49409,451204006006.0,,12.0,7.0,5.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451204006.0,6.0,451204.0,45.0,1.0,2.0,4.0,6.0
49412,451204006121.0,,12.0,6.0,5.0,0.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451204006.0,121.0,451204.0,45.0,1.0,2.0,4.0,6.0
49418,451204007001.0,,12.0,6.0,8.0,48.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,7000.0,0.0,,,,,451204007.0,1.0,451204.0,45.0,1.0,2.0,4.0,7.0
49423,451204007002.0,,-9.0,7.0,5.0,35.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451204007.0,2.0,451204.0,45.0,1.0,2.0,4.0,7.0
49432,451204008006.0,,12.0,6.0,8.0,48.0,1.0,1500.0,0.0,,1.0,2009.0,1.0,,,,,0.0,,0.0,,,,,451204008.0,6.0,451204.0,45.0,1.0,2.0,4.0,8.0
49436,451204008121.0,,12.0,6.0,6.0,12.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,100.0,,,,451204008.0,121.0,451204.0,45.0,1.0,2.0,4.0,8.0
49441,451204009001.0,,-9.0,6.0,8.0,48.0,0.0,,,,1.0,2009.0,1.0,,,,,0.0,,1.0,80.0,,,,451204009.0,1.0,451204.0,45.0,1.0,2.0,4.0,9.0
49445,451204009002.0,,12.0,7.0,2.0,14.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,4800.0,0.0,,,,,451204009.0,2.0,451204.0,45.0,1.0,2.0,4.0,9.0
49452,451204010001.0,,12.0,5.0,3.0,15.0,0.0,,,,1.0,2009.0,1.0,,,,,1.0,200.0,0.0,,,,,451204010.0,1.0,451204.0,45.0,1.0,2.0,4.0,10.0
