,idind_m,idind_c,gender,s57,cprel,west_dob_y,moon_dob_y,s56
7307,421102018002.0,421102018003.0,1.0,,1.0,1974.0,1974.0,
7308,421102020002.0,421102020003.0,2.0,,,1982.0,1981.0,
7309,421102041002.0,421102041003.0,1.0,,1.0,1985.0,1985.0,
7310,421102042004.0,421102042081.0,2.0,,,2000.0,2000.0,
7311,421102043003.0,421102043004.0,2.0,,,1991.0,1990.0,
7312,421102043081.0,421102043082.0,1.0,,1.0,1992.0,1992.0,
7313,421102045002.0,421102045004.0,1.0,,1.0,1989.0,1989.0,
7314,421102045062.0,421102045063.0,1.0,,,1984.0,1984.0,
7315,421102141002.0,421102141801.0,1.0,,,1988.0,,
7316,421102161002.0,421102161003.0,2.0,,,1993.0,1993.0,
7317,421102165002.0,421102165801.0,2.0,,,1989.0,,
7318,421103001001.0,421103001003.0,2.0,,,1974.0,1974.0,
7319,421103001001.0,421103001004.0,2.0,,,1977.0,1977.0,
7320,421103001001.0,421103001801.0,1.0,,,1969.0,1969.0,
7321,421103001001.0,421103001802.0,2.0,1.0,,,,1972.0
7322,421103001001.0,421103001803.0,1.0,1.0,,,,1973.0
7323,421103001003.0,421103001041.0,1.0,,,1995.0,1995.0,
7324,421103002002.0,421103002003.0,2.0,,,1987.0,1987.0,
7325,421103002002.0,421103002021.0,1.0,,,1990.0,1990.0,
7326,421103002003.0,421103002161.0,2.0,,,2013.0,2012.0,
7327,421103003002.0,421103003031.0,1.0,,,1963.0,1963.0,
7328,421103003002.0,421103003801.0,1.0,,,1962.0,1962.0,
7329,421103003002.0,421103003802.0,2.0,,,1964.0,1964.0,
7330,421103003002.0,421103003803.0,1.0,,,1967.0,1967.0,
7331,421103003002.0,421103003804.0,2.0,,,1970.0,1970.0,
7332,421103003032.0,421103003034.0,1.0,,,1987.0,1987.0,
7333,421103005002.0,421103005003.0,2.0,,,1977.0,1977.0,
7334,421103005002.0,421103005004.0,1.0,,,1979.0,1979.0,
7335,421103005081.0,421103005082.0,2.0,,,2003.0,2003.0,
7336,421103006002.0,421103006003.0,1.0,,,1985.0,1985.0,
7337,421103006002.0,421103006006.0,2.0,1.0,,1987.0,1987.0,1990.0
7338,421103006002.0,421103006801.0,1.0,,,1985.0,,
7339,421103007002.0,421103007003.0,2.0,,,1973.0,1973.0,
7340,421103007002.0,421103007004.0,1.0,,,1979.0,1979.0,
7341,421103007003.0,421103007042.0,2.0,,,1995.0,1995.0,
7342,421103007101.0,421103007121.0,1.0,,,2007.0,2006.0,
7343,421103008002.0,421103008004.0,2.0,,1.0,1973.0,1972.0,
7344,421103009002.0,421103009003.0,2.0,,,1983.0,1983.0,
7345,421103009002.0,421103009004.0,1.0,,,1987.0,1987.0,
7346,421103009002.0,421103009005.0,1.0,,,1987.0,1987.0,
7347,421103009002.0,421103009801.0,2.0,,,1983.0,1983.0,
7348,421103010002.0,421103010003.0,1.0,,,1977.0,1977.0,
7349,421103010002.0,421103010801.0,1.0,,,1973.0,1973.0,
7350,421103011002.0,421103011003.0,2.0,,,1973.0,1973.0,
7351,421103011002.0,421103011004.0,1.0,,,1975.0,1975.0,
7352,421103011002.0,421103011005.0,2.0,,,1971.0,1971.0,
7353,421103011005.0,421103011042.0,2.0,,,1995.0,1995.0,
7354,421103011005.0,421103011101.0,2.0,,,2004.0,2004.0,
7355,421103013002.0,421103013005.0,2.0,,1.0,1975.0,1975.0,
7356,421103013002.0,421103013006.0,1.0,,1.0,1980.0,1980.0,
7357,421103013002.0,421103013007.0,2.0,,1.0,1980.0,1980.0,
7358,421103013008.0,421103013021.0,1.0,,,1989.0,1989.0,
7359,421103014002.0,421103014003.0,2.0,,,1983.0,1983.0,
7360,421103014002.0,421103014004.0,1.0,,,1988.0,1988.0,
7361,421103014162.0,421103014161.0,2.0,,,2012.0,2012.0,
7362,421103015002.0,421103015003.0,1.0,,,1977.0,1976.0,
7363,421103015002.0,421103015004.0,2.0,,,1981.0,1980.0,
7364,421103015061.0,421103015081.0,1.0,,,2001.0,2001.0,
7365,421103016002.0,421103016004.0,2.0,,,1984.0,1984.0,
7366,421103016002.0,421103016005.0,1.0,,,1987.0,1987.0,
7367,421103017002.0,421103017003.0,1.0,,,1979.0,1979.0,
7368,421103017002.0,421103017004.0,2.0,,,1981.0,1981.0,
7369,421103017081.0,421103017161.0,2.0,,,2012.0,2012.0,
7370,421103018006.0,421103018007.0,1.0,,,1987.0,1987.0,
7371,421103018006.0,421103018021.0,1.0,,,1989.0,1989.0,
7372,421103018022.0,421103018023.0,2.0,,,1992.0,1992.0,
7373,421103018022.0,421103018061.0,1.0,,,1998.0,1998.0,
7374,421103019002.0,421103019003.0,1.0,,,1968.0,1968.0,
7375,421103019002.0,421103019004.0,2.0,,,1973.0,1972.0,
7376,421103019002.0,421103019801.0,2.0,,,1969.0,1969.0,
7377,421103019002.0,421103019802.0,2.0,,,1971.0,1971.0,
7378,421103019006.0,421103019021.0,1.0,,,1990.0,1990.0,
7379,421103020161.0,421103020162.0,1.0,,,1995.0,1995.0,
7380,421103041001.0,421103041003.0,2.0,,,1991.0,1991.0,
7381,421103042002.0,421103042003.0,1.0,,,1987.0,1987.0,
7382,421103042002.0,421103042004.0,1.0,,,1989.0,1989.0,
7383,421103161002.0,421103161003.0,2.0,,,1988.0,1988.0,
7384,421103161003.0,421103161005.0,1.0,,,2011.0,2011.0,
7385,421104001002.0,421104001003.0,1.0,,,1986.0,1986.0,
7386,421104002002.0,421104002003.0,2.0,,,1985.0,1985.0,
7387,421104002002.0,421104002004.0,2.0,,,1987.0,1987.0,
7388,421104003004.0,421104003002.0,2.0,,,1985.0,1985.0,
7389,421104003004.0,421104003021.0,1.0,,,1990.0,1990.0,
7390,421104004002.0,421104004003.0,1.0,,,1986.0,1986.0,
7391,421104005002.0,421104005101.0,2.0,,,2006.0,2005.0,
7392,421104005004.0,421104005002.0,2.0,,,1980.0,1980.0,
7393,421104006003.0,421104006004.0,1.0,,,1989.0,1989.0,
7394,421104007002.0,421104007003.0,2.0,,,1989.0,1989.0,1991.0
7395,421104007002.0,421104007031.0,2.0,,,1992.0,1992.0,
7396,421104007002.0,421104007801.0,2.0,1.0,,1989.0,1989.0,1991.0
7397,421104007002.0,421104007802.0,2.0,1.0,,1990.0,1990.0,1992.0
7398,421104008002.0,421104008003.0,2.0,,,1989.0,1989.0,
7399,421104009003.0,421104009002.0,1.0,,,1982.0,1981.0,
7400,421104010002.0,421104010003.0,1.0,,,1983.0,1983.0,
7401,421104010141.0,421104010161.0,2.0,,,2012.0,2012.0,
7402,421104011001.0,421104011003.0,2.0,,,1981.0,1981.0,
7403,421104012001.0,421104012002.0,2.0,,,1983.0,1983.0,
7404,421104012001.0,421104012003.0,2.0,,,1988.0,1988.0,
7405,421104013001.0,421104013002.0,2.0,,,1981.0,1981.0,
7406,421104013001.0,421104013003.0,2.0,,,1988.0,1988.0,
7407,421104014001.0,421104014002.0,1.0,,,1983.0,1983.0,
7408,421104015001.0,421104015002.0,2.0,,,1981.0,1981.0,
7409,421104015001.0,421104015003.0,1.0,,,1989.0,1989.0,
7410,421104016005.0,421104016002.0,1.0,,,1975.0,1975.0,
7411,421104016005.0,421104016003.0,2.0,,,1979.0,1979.0,
7412,421104017001.0,421104017002.0,2.0,,,1986.0,1985.0,
7413,421104018003.0,421104018002.0,1.0,,,1983.0,1983.0,
7414,421104019003.0,421104019002.0,1.0,,,1982.0,1982.0,
7415,421104019003.0,421104019031.0,2.0,,,1974.0,1974.0,
7416,421104019141.0,421104019162.0,1.0,,,2012.0,2012.0,
7417,421104020002.0,421104020003.0,1.0,,,1988.0,1988.0,
7418,421104020161.0,421104020162.0,2.0,,,2015.0,2015.0,
7419,421104041001.0,421104041003.0,1.0,,,1974.0,1974.0,
7420,421104041001.0,421104041004.0,1.0,,,1977.0,1977.0,
7421,421104041081.0,421104041082.0,1.0,,,2003.0,2003.0,
7422,421104161002.0,421104161003.0,2.0,,,1989.0,1989.0,
7423,421104162001.0,421104162003.0,1.0,,,1988.0,1987.0,
7424,421201002002.0,421201002003.0,2.0,,1.0,1972.0,1972.0,
7425,421201002005.0,421201002006.0,1.0,,,1989.0,1989.0,
7426,421201004002.0,421201004003.0,1.0,,,1969.0,1969.0,
7427,421201004002.0,421201004005.0,1.0,,,1964.0,1964.0,
7428,421201004002.0,421201004801.0,1.0,,,1962.0,1962.0,
7429,421201005002.0,421201005003.0,1.0,,,1970.0,1970.0,
7430,421201005002.0,421201005004.0,1.0,,,1973.0,1973.0,
7431,421201005002.0,421201005005.0,1.0,,,1976.0,1976.0,
7432,421201007002.0,421201007003.0,1.0,,,1972.0,1972.0,
7433,421201007061.0,421201007062.0,1.0,,,2000.0,2000.0,
7434,421201009002.0,421201009004.0,2.0,,,1985.0,1985.0,
7435,421201011002.0,421201011003.0,1.0,,,1989.0,1988.0,
7436,421201012002.0,421201012003.0,2.0,,,1974.0,1974.0,
7437,421201012002.0,421201012004.0,2.0,,,1977.0,1977.0,
7438,421201013002.0,421201013003.0,1.0,,,1987.0,1987.0,
7439,421201013061.0,421201013081.0,1.0,,,2001.0,2000.0,
7440,421201014002.0,421201014003.0,1.0,,,1975.0,1975.0,
7441,421201014002.0,421201014004.0,1.0,,,1973.0,1973.0,
7442,421201014101.0,421201014141.0,2.0,,,2009.0,2009.0,
7443,421201015001.0,421201015003.0,1.0,,,1986.0,1986.0,
7444,421201016002.0,421201016003.0,1.0,,,1976.0,1976.0,
7445,421201017002.0,421201017003.0,1.0,,1.0,1988.0,1987.0,
7446,421201018002.0,421201018003.0,1.0,,,1979.0,1978.0,
7447,421201019002.0,421201019003.0,2.0,,,1977.0,1977.0,
7448,421201020002.0,421201020003.0,1.0,,,1980.0,1980.0,
7449,421201041002.0,421201041003.0,1.0,,,1979.0,1979.0,
7450,421201061002.0,421201061003.0,1.0,,,1993.0,1993.0,
7451,421201063001.0,421201063003.0,1.0,,,1986.0,1986.0,
7452,421201081002.0,421201081801.0,2.0,,,1986.0,1986.0,
7453,421201161003.0,421201161004.0,1.0,,,2005.0,2005.0,
7454,421201163001.0,421201163003.0,2.0,,,2006.0,2006.0,
7455,421201166003.0,421201166004.0,2.0,,,2007.0,2007.0,
7456,421201167003.0,421201167004.0,1.0,,,2000.0,2000.0,
7457,421201168002.0,421201168004.0,1.0,,,2014.0,2014.0,
7458,421201169005.0,421201169004.0,2.0,,,2012.0,2012.0,
7459,421202001001.0,421202001004.0,1.0,,,1970.0,1970.0,
7460,421202001001.0,421202001005.0,2.0,,,1974.0,1974.0,
7461,421202001001.0,421202001006.0,1.0,,,1979.0,1979.0,
7462,421202002004.0,421202002021.0,2.0,,,1989.0,1989.0,
7463,421202003007.0,421202003031.0,1.0,,,1991.0,1991.0,
7464,421202004002.0,421202004003.0,2.0,,,1973.0,1973.0,
7465,421202004002.0,421202004004.0,1.0,,,1975.0,1975.0,
7466,421202004002.0,421202004005.0,2.0,,,1970.0,1970.0,
7467,421202004002.0,421202004801.0,2.0,,,1969.0,1968.0,
7468,421202004081.0,421202004082.0,2.0,,,2001.0,2001.0,
7469,421202004081.0,421202004141.0,2.0,,,2009.0,2009.0,
7470,421202006005.0,421202006021.0,2.0,,,1990.0,1990.0,
7471,421202009001.0,421202009003.0,2.0,,1.0,1973.0,1973.0,
7472,421202011003.0,421202011004.0,1.0,,,1977.0,1977.0,
7473,421202011003.0,421202011005.0,1.0,,,1980.0,1980.0,
7474,421202012005.0,421202012007.0,2.0,,,1987.0,1987.0,
7475,421202013021.0,421202013031.0,1.0,,,1992.0,1992.0,
7476,421202014004.0,421202014002.0,2.0,,,1977.0,1977.0,
7477,421202014004.0,421202014003.0,1.0,,,1979.0,1979.0,
7478,421202015002.0,421202015003.0,2.0,,,1971.0,1971.0,
7479,421202015002.0,421202015004.0,1.0,,,1986.0,1986.0,
7480,421202015002.0,421202015801.0,2.0,1.0,,1973.0,1973.0,1982.0
7481,421202015002.0,421202015802.0,1.0,1.0,,1979.0,1979.0,1979.0
7482,421202015101.0,421202015121.0,2.0,,,2008.0,2008.0,
7483,421202016001.0,421202016003.0,1.0,,,1968.0,1967.0,
7484,421202016001.0,421202016004.0,2.0,,,1971.0,1971.0,
7485,421202016001.0,421202016005.0,2.0,,,1974.0,1974.0,
7486,421202016001.0,421202016006.0,1.0,,,1977.0,1977.0,
7487,421202016001.0,421202016801.0,1.0,1.0,,1970.0,1970.0,1970.0
7488,421202016001.0,421202016802.0,1.0,1.0,,1979.0,1979.0,1979.0
7489,421202016031.0,421202016032.0,2.0,,,1992.0,1992.0,
7490,421202017001.0,421202017004.0,1.0,,,1973.0,1973.0,
7491,421202017001.0,421202017005.0,2.0,,,1976.0,1976.0,
7492,421202017082.0,421202017083.0,1.0,,,2003.0,2003.0,
7493,421202018002.0,421202018003.0,1.0,,,1965.0,1965.0,
7494,421202018002.0,421202018004.0,2.0,,,1968.0,1968.0,
7495,421202018002.0,421202018005.0,2.0,,,1969.0,1969.0,
7496,421202018002.0,421202018006.0,2.0,,,1972.0,1972.0,
7497,421202018007.0,421202018008.0,1.0,,,1986.0,1986.0,
7498,421202019004.0,421202019005.0,1.0,,,1976.0,1976.0,
7499,421202019004.0,421202019006.0,2.0,,,1974.0,1974.0,
7500,421202020004.0,421202020005.0,2.0,,,1989.0,1989.0,
7501,421202081002.0,421202081004.0,1.0,,,1991.0,1991.0,
7502,421202101003.0,421202101004.0,1.0,,,1999.0,1999.0,
7503,421202141002.0,421202141003.0,2.0,,,1994.0,1994.0,
7504,421203001001.0,421203001003.0,1.0,,,1974.0,1974.0,
7505,421203001001.0,421203001004.0,1.0,,,1979.0,1979.0,
7506,421203001001.0,421203001801.0,,1.0,,1973.0,1973.0,1973.0
7507,421203002002.0,421203002005.0,1.0,,,1974.0,1974.0,
7508,421203002002.0,421203002006.0,1.0,,,1976.0,1976.0,
7509,421203002002.0,421203002007.0,2.0,,,1988.0,1988.0,
7510,421203002081.0,421203002082.0,1.0,,,2001.0,2001.0,
7511,421203002083.0,421203002082.0,1.0,,,2001.0,2001.0,
7512,421203003002.0,421203003004.0,2.0,,1.0,1973.0,1973.0,
7513,421203003081.0,421203003083.0,1.0,,,1984.0,1984.0,
7514,421203003081.0,421203003084.0,1.0,,,1988.0,1988.0,
7515,421203003081.0,421203003801.0,2.0,1.0,,1983.0,1983.0,1983.0
7516,421203004001.0,421203004003.0,1.0,,,1987.0,1987.0,
7517,421203004001.0,421203004021.0,2.0,,,1991.0,1991.0,
7518,421203005002.0,421203005003.0,2.0,,,1972.0,1972.0,
7519,421203005002.0,421203005004.0,1.0,,,1976.0,1976.0,
7520,421203006001.0,421203006003.0,1.0,,,1985.0,1984.0,
7521,421203006001.0,421203006004.0,2.0,,,1987.0,1987.0,
7522,421203007001.0,421203007004.0,2.0,,,1980.0,1980.0,
7523,421203007001.0,421203007005.0,2.0,,,1982.0,1982.0,
7524,421203007004.0,421203007141.0,1.0,,,2006.0,2006.0,
7525,421203008002.0,421203008004.0,1.0,,,1967.0,1967.0,
7526,421203008002.0,421203008005.0,2.0,,,1968.0,1968.0,
7527,421203008002.0,421203008006.0,2.0,,,1973.0,1973.0,
7528,421203008002.0,421203008007.0,1.0,,,1973.0,1973.0,
7529,421203008002.0,421203008801.0,1.0,,,1963.0,1963.0,
7530,421203008161.0,421203008162.0,1.0,,,2010.0,2010.0,
7531,421203009001.0,421203009003.0,2.0,,,1976.0,1976.0,
7532,421203009001.0,421203009004.0,1.0,,,1979.0,1979.0,
7533,421203009001.0,421203009005.0,1.0,,,1980.0,1980.0,
7534,421203011002.0,421203011003.0,2.0,,,1979.0,1979.0,
7535,421203011002.0,421203011004.0,2.0,,,1985.0,1985.0,
7536,421203011002.0,421203011005.0,1.0,,,1985.0,1985.0,
7537,421203011161.0,421203011162.0,2.0,,,2013.0,2012.0,
7538,421203012002.0,421203012003.0,1.0,,1.0,1974.0,1974.0,
7539,421203012101.0,421203012102.0,2.0,,,2005.0,2005.0,
7540,421203012101.0,421203012141.0,1.0,,,2011.0,2010.0,
7541,421203013002.0,421203013003.0,1.0,,,1983.0,1983.0,
7542,421203013002.0,421203013021.0,1.0,,,1989.0,1989.0,
7543,421203013161.0,421203013162.0,1.0,,,2012.0,2012.0,
7544,421203014003.0,421203014005.0,1.0,,,1977.0,1977.0,
7545,421203014003.0,421203014006.0,1.0,,,1980.0,1980.0,
7546,421203014081.0,421203014101.0,1.0,,,2004.0,2004.0,
7547,421203014081.0,421203014102.0,1.0,,,2004.0,2004.0,
7548,421203015002.0,421203015003.0,2.0,,,1973.0,1972.0,
7549,421203015002.0,421203015004.0,2.0,,,1975.0,1974.0,
7550,421203015002.0,421203015005.0,2.0,,,1979.0,1979.0,
7551,421203015101.0,421203015102.0,2.0,,,1994.0,1994.0,
7552,421203016002.0,421203016003.0,1.0,,,1972.0,1972.0,
7553,421203016002.0,421203016004.0,1.0,,,1974.0,1974.0,
7554,421203016002.0,421203016005.0,1.0,,,1979.0,1979.0,
7555,421203016061.0,421203016081.0,2.0,,,2003.0,2003.0,
7556,421203016061.0,421203016101.0,1.0,,,2005.0,2005.0,
7557,421203016062.0,421203016082.0,1.0,,,2004.0,2004.0,
7558,421203017001.0,421203017003.0,1.0,,1.0,1972.0,1972.0,
7559,421203018002.0,421203018003.0,1.0,,,1978.0,1978.0,
7560,421203018002.0,421203018004.0,2.0,,,1981.0,1981.0,
7561,421203018121.0,421203018142.0,1.0,,,2009.0,2009.0,
7562,421203019021.0,421203019022.0,1.0,,,1991.0,1991.0,
7563,421203019061.0,421203019062.0,2.0,,,1980.0,1979.0,
7564,421203019061.0,421203019064.0,1.0,,,1984.0,1984.0,
7565,421203019141.0,421203019142.0,2.0,,,2010.0,2010.0,
7566,421203020002.0,421203020003.0,2.0,,,1967.0,1967.0,
7567,421203020002.0,421203020004.0,1.0,,,1968.0,1968.0,
7568,421203020002.0,421203020801.0,2.0,,,1960.0,1960.0,
7569,421203020002.0,421203020802.0,1.0,,,1963.0,1963.0,
7570,421203041002.0,421203041003.0,2.0,,,1980.0,1980.0,
7571,421203041002.0,421203041004.0,2.0,,,1987.0,1987.0,
7572,421203041004.0,421203041121.0,2.0,,,2008.0,2008.0,
7573,421203041004.0,421203041161.0,2.0,,,2014.0,2014.0,
7574,421203042002.0,421203042003.0,1.0,,,1984.0,1983.0,
7575,421203042002.0,421203042004.0,1.0,,,1987.0,1987.0,
7576,421203042141.0,421203042161.0,1.0,,,2012.0,2011.0,
7577,421203042142.0,421203042143.0,1.0,,,2010.0,2010.0,
7578,421203044001.0,421203044004.0,2.0,,,1993.0,1993.0,
7579,421203101002.0,421203101003.0,2.0,,,1990.0,1990.0,
7580,421203101002.0,421203101004.0,1.0,,,2001.0,2001.0,
7581,421203141002.0,421203141003.0,2.0,,,1994.0,1993.0,
7582,421204001002.0,421204001004.0,1.0,,1.0,1975.0,1975.0,
7583,421204001061.0,421204001101.0,2.0,,,2001.0,2001.0,
7584,421204001061.0,421204001102.0,1.0,,,2004.0,2004.0,
7585,421204002002.0,421204002004.0,1.0,,,1988.0,1988.0,
7586,421204003004.0,421204003007.0,1.0,,,1987.0,1987.0,
7587,421204003004.0,421204003008.0,1.0,,,1989.0,1989.0,
7588,421204003021.0,421204003022.0,1.0,,,1991.0,1991.0,
7589,421204004002.0,421204004005.0,2.0,,,1968.0,1968.0,
7590,421204004002.0,421204004006.0,2.0,,,1970.0,1970.0,
7591,421204004002.0,421204004007.0,1.0,,,1973.0,1973.0,
7592,421204004002.0,421204004008.0,1.0,,,1976.0,1976.0,
7593,421204005021.0,421204005031.0,1.0,,,1991.0,1991.0,
7594,421204007002.0,421204007004.0,1.0,,,1980.0,1980.0,
7595,421204007002.0,421204007005.0,2.0,,,1983.0,1983.0,
7596,421204007121.0,421204007122.0,1.0,,,2008.0,2008.0,
7597,421204008002.0,421204008003.0,2.0,,,1979.0,1979.0,
7598,421204008002.0,421204008004.0,1.0,,,1981.0,1981.0,
7599,421204009002.0,421204009004.0,1.0,,,1985.0,1985.0,
7600,421204009002.0,421204009005.0,1.0,,,1987.0,1987.0,
7601,421204009003.0,421204163003.0,1.0,,,1998.0,1998.0,
7602,421204010002.0,421204010003.0,2.0,1.0,,1979.0,1979.0,1999.0
7603,421204010002.0,421204010004.0,1.0,,,1983.0,1983.0,
7604,421204011001.0,421204011003.0,2.0,,,1983.0,1983.0,
7605,421204011001.0,421204011004.0,2.0,,,1986.0,1986.0,
7606,421204011001.0,421204011801.0,2.0,1.0,,1984.0,1984.0,1985.0
7607,421204012002.0,421204012003.0,1.0,,,1975.0,1975.0,
7608,421204012002.0,421204012004.0,2.0,,,1977.0,1977.0,
7609,421204013002.0,421204013004.0,2.0,,1.0,1973.0,1973.0,
7610,421204013002.0,421204013005.0,1.0,,1.0,1977.0,1977.0,1990.0
7611,421204014002.0,421204014003.0,2.0,,,1985.0,1985.0,
7612,421204014002.0,421204014004.0,1.0,,,1988.0,1988.0,
7613,421204016002.0,421204016003.0,1.0,,,1966.0,1966.0,
7614,421204016002.0,421204016801.0,1.0,,,1963.0,1963.0,
7615,421204016002.0,421204016802.0,2.0,1.0,,1969.0,1969.0,1969.0
7616,421204016004.0,421204016021.0,2.0,,,1989.0,1989.0,
7617,421204017002.0,421204017004.0,2.0,,1.0,1988.0,1988.0,
7618,421204017004.0,421204017141.0,1.0,,,2009.0,2009.0,
7619,421204018002.0,421204018003.0,1.0,,,1984.0,1984.0,
7620,421204018002.0,421204018004.0,1.0,,,1988.0,1988.0,
7621,421204018161.0,421204018162.0,2.0,,,2014.0,2014.0,
7622,421204018163.0,421204018164.0,1.0,,,2012.0,2012.0,
7623,421204019002.0,421204019003.0,1.0,,,1986.0,1986.0,
7624,421204019002.0,421204019004.0,2.0,,,1989.0,1989.0,
7625,421204019002.0,421204019801.0,2.0,0.0,,1988.0,1988.0,1988.0
7626,421204020002.0,421204020004.0,2.0,,,1971.0,1971.0,
7627,421204020002.0,421204020005.0,1.0,,,1978.0,1977.0,
7628,421204020002.0,421204020801.0,2.0,1.0,,1958.0,1958.0,1958.0
7629,421204020002.0,421204020802.0,1.0,,,1959.0,1959.0,
7630,421204020002.0,421204020803.0,2.0,,,1962.0,1962.0,
7631,421204020002.0,421204020804.0,2.0,,,1965.0,1964.0,
7632,421204020002.0,421204020805.0,2.0,1.0,,1967.0,1967.0,1975.0
7633,421204041002.0,421204041003.0,1.0,,,1976.0,1976.0,
7634,421204041002.0,421204041004.0,1.0,,,1979.0,1979.0,
7635,421204041081.0,421204041082.0,2.0,,,2004.0,2004.0,
7636,421204042002.0,421204042003.0,1.0,,,1986.0,1986.0,
7637,421204042002.0,421204042004.0,2.0,,,1988.0,1987.0,
7638,421204061002.0,421204061003.0,2.0,,,1998.0,1997.0,
7639,421204082001.0,421204082801.0,1.0,,,1984.0,1983.0,
7640,421204082001.0,421204082802.0,1.0,,,1986.0,1986.0,
7641,421204101004.0,421204101021.0,2.0,,,1989.0,1989.0,
7642,421204141001.0,421204141003.0,1.0,,,1994.0,1994.0,
7643,421204142001.0,421204142004.0,2.0,,,1983.0,1983.0,
7644,421204142001.0,421204142801.0,2.0,,,1984.0,1984.0,
7645,421204142004.0,421204142005.0,2.0,,,2009.0,2009.0,
7646,421204161003.0,421204161004.0,2.0,,,2011.0,2011.0,
7647,421204161003.0,421204161005.0,1.0,,,2014.0,2014.0,
7648,421204162002.0,421204162003.0,2.0,,,2010.0,2010.0,
7649,422101001122.0,422101001123.0,1.0,,,2005.0,2005.0,
7650,422101002005.0,422101002006.0,1.0,,,1985.0,1985.0,
7651,422101002031.0,422101002032.0,2.0,,,1993.0,1992.0,
7652,422101004004.0,422101004005.0,1.0,,,1979.0,1979.0,
7653,422101004004.0,422101004006.0,2.0,,,1973.0,1973.0,
7654,422101004004.0,422101004007.0,2.0,,,1975.0,1975.0,
7655,422101004121.0,422101004122.0,2.0,,,2008.0,2008.0,
7656,422101005002.0,422101005003.0,2.0,,,1982.0,1982.0,
7657,422101008001.0,422101008003.0,1.0,,,1964.0,1963.0,
7658,422101008001.0,422101008005.0,2.0,,,1966.0,1966.0,
7659,422101008001.0,422101008006.0,2.0,,,1969.0,1968.0,
7660,422101008001.0,422101008007.0,2.0,,,1971.0,1970.0,
7661,422101008004.0,422101008008.0,2.0,,,1989.0,1989.0,
7662,422101010003.0,422101010004.0,2.0,,,1989.0,1989.0,
7663,422101010032.0,422101010033.0,2.0,,,1984.0,1984.0,
7664,422101010032.0,422101010034.0,1.0,,,1989.0,1989.0,
7665,422101011041.0,422101011042.0,2.0,,,1996.0,1996.0,
7666,422101012002.0,422101012004.0,1.0,,,1975.0,1975.0,
7667,422101012002.0,422101012005.0,2.0,,,1979.0,1979.0,
7668,422101013081.0,422101013082.0,1.0,,,1993.0,1993.0,
7669,422101014001.0,422101014004.0,1.0,,,1979.0,1979.0,
7670,422101014001.0,422101014005.0,2.0,,,1975.0,1975.0,
7671,422101014001.0,422101014801.0,,0.0,,1978.0,1978.0,1978.0
7672,422101014101.0,422101014102.0,1.0,,,2005.0,2005.0,
7673,422101015021.0,422101015032.0,2.0,,,1992.0,1992.0,
7674,422101016002.0,422101016004.0,1.0,,,1979.0,1979.0,
7675,422101017022.0,422101017023.0,1.0,,,1985.0,1985.0,
7676,422101018003.0,422101018004.0,2.0,,,1973.0,1973.0,
7677,422101018003.0,422101018005.0,1.0,,,1970.0,1970.0,
7678,422101018003.0,422101018801.0,1.0,,,1969.0,1968.0,
7679,422101018004.0,422101164003.0,1.0,,,1998.0,1998.0,
7680,422101019031.0,422101019005.0,2.0,,1.0,1989.0,1989.0,
7681,422101061002.0,422101061003.0,1.0,,1.0,1981.0,1981.0,
7682,422101062002.0,422101062003.0,2.0,,,1991.0,1991.0,
7683,422101081001.0,422101081002.0,1.0,,,1992.0,1992.0,
7684,422101082002.0,422101082003.0,1.0,,,1983.0,1983.0,
7685,422101082121.0,422101082122.0,2.0,,,2009.0,2008.0,
7686,422101083002.0,422101083003.0,1.0,,,1989.0,1988.0,
7687,422101084002.0,422101084003.0,1.0,,,1985.0,1985.0,
7688,422101084141.0,422101084142.0,1.0,,,2010.0,2010.0,
7689,422101101161.0,422101101162.0,1.0,,,2001.0,2001.0,
7690,422101141003.0,422101141004.0,1.0,,,2001.0,2001.0,
7691,422101161004.0,422101161006.0,1.0,,,1999.0,1999.0,
7692,422101163002.0,422101163003.0,1.0,,,1989.0,1989.0,
7693,422102001002.0,422102001021.0,2.0,,,1990.0,1990.0,
7694,422102002002.0,422102002003.0,1.0,,,1969.0,1969.0,
7695,422102002002.0,422102002004.0,2.0,,,1967.0,1966.0,
7696,422102002002.0,422102002801.0,2.0,,,1964.0,1964.0,
7697,422102002031.0,422102002032.0,2.0,,,1993.0,1993.0,
7698,422102003002.0,422102003003.0,1.0,,,1979.0,1979.0,
7699,422102003002.0,422102003006.0,1.0,,,1982.0,1982.0,
7700,422102003002.0,422102003007.0,2.0,,,1979.0,1979.0,
7701,422102003123.0,422102003124.0,1.0,,,2008.0,2008.0,
7702,422102004002.0,422102004003.0,2.0,,,1987.0,1987.0,
7703,422102004002.0,422102004031.0,1.0,,,1992.0,1991.0,
7704,422102005002.0,422102005003.0,2.0,,,1984.0,1984.0,
7705,422102005002.0,422102005004.0,1.0,,,1988.0,1988.0,
7706,422102006002.0,422102006003.0,2.0,,,1987.0,1987.0,
7707,422102006002.0,422102006031.0,1.0,,,1992.0,1992.0,
7708,422102007002.0,422102007003.0,2.0,,,1981.0,1981.0,
7709,422102007002.0,422102007004.0,1.0,,,1987.0,1987.0,
7710,422102007002.0,422102007005.0,1.0,,,1989.0,1989.0,
7711,422102007121.0,422102007122.0,1.0,,,2008.0,2008.0,
