,idind_m,idind_c,gender,s57,cprel,west_dob_y,moon_dob_y,s56
1852,231204064001.0,231204064003.0,1.0,,,1999.0,1999.0,
1853,231204081002.0,231204081003.0,1.0,,,1995.0,1995.0,
1854,231204101002.0,231204101003.0,2.0,,,1989.0,1989.0,
1855,231204122002.0,231204122801.0,2.0,,,1982.0,1982.0,
1856,231204122002.0,231204122802.0,2.0,,,1985.0,1985.0,
1857,231204122002.0,231204122803.0,2.0,,,1989.0,1989.0,
1858,231204122002.0,231204122804.0,2.0,,,1985.0,1985.0,
1859,231204162002.0,231204162003.0,1.0,,,2001.0,2001.0,
1860,232101001081.0,232101001082.0,1.0,,,2003.0,2003.0,
1861,232101002081.0,232101002082.0,1.0,,,2002.0,2002.0,
1862,232101003002.0,232101003003.0,1.0,,,1978.0,1978.0,
1863,232101004004.0,232101004005.0,2.0,,,1990.0,1990.0,
1864,232101005002.0,232101005003.0,2.0,,,1983.0,1983.0,
1865,232101006002.0,232101006005.0,2.0,,,1987.0,1987.0,
1866,232101007002.0,232101007003.0,1.0,,,1986.0,1986.0,
1867,232101008001.0,232101008003.0,1.0,,,1983.0,1983.0,
1868,232101011002.0,232101011003.0,2.0,,,1988.0,1988.0,
1869,232101014002.0,232101014003.0,1.0,,,1983.0,1983.0,
1870,232101016002.0,232101016003.0,1.0,,,1982.0,1982.0,
1871,232101017002.0,232101017003.0,2.0,,,1981.0,1981.0,
1872,232101017002.0,232101017004.0,2.0,,,1984.0,1984.0,
1873,232101018002.0,232101018003.0,2.0,,,1976.0,1976.0,
1874,232101018002.0,232101018004.0,1.0,,,1978.0,1978.0,
1875,232101019002.0,232101019003.0,1.0,,,1974.0,1974.0,
1876,232101019002.0,232101019801.0,1.0,,,1972.0,1972.0,
1877,232101020002.0,232101020003.0,2.0,,,1984.0,1984.0,
1878,232101082001.0,232101082801.0,2.0,,,1978.0,1978.0,
1879,232101121002.0,232101121003.0,2.0,,,1989.0,1989.0,
1880,232101161002.0,232101161003.0,2.0,,,2013.0,2013.0,
1881,232101162002.0,232101162003.0,1.0,,,1986.0,1986.0,
1882,232101163002.0,232101163003.0,1.0,,,2005.0,2005.0,
1883,232102002002.0,232102002003.0,1.0,,,1985.0,1985.0,
1884,232102003002.0,232102003003.0,2.0,,,1981.0,1981.0,
1885,232102003002.0,232102003004.0,2.0,,,1990.0,1990.0,
1886,232102005002.0,232102005003.0,1.0,,,1988.0,1988.0,
1887,232102006002.0,232102006003.0,1.0,,,1989.0,1989.0,
1888,232102007002.0,232102007003.0,2.0,,,1979.0,1978.0,
1889,232102007002.0,232102007004.0,1.0,,,1982.0,1982.0,
1890,232102008002.0,232102008003.0,2.0,,,1982.0,1982.0,
1891,232102008002.0,232102008004.0,2.0,,,1984.0,1983.0,
1892,232102009002.0,232102009003.0,2.0,,,1984.0,1984.0,
1893,232102009002.0,232102009004.0,2.0,,,1986.0,1986.0,
1894,232102009002.0,232102009005.0,2.0,,,1988.0,1988.0,
1895,232102010002.0,232102010801.0,2.0,,,1973.0,1973.0,
1896,232102010002.0,232102010802.0,2.0,,,1975.0,1975.0,
1897,232102010002.0,232102083001.0,1.0,,,1972.0,1972.0,
1898,232102011002.0,232102011003.0,2.0,,1.0,1986.0,1986.0,
1899,232102012004.0,232102012005.0,2.0,,,1991.0,1991.0,
1900,232102012004.0,232102012061.0,1.0,,,1999.0,1999.0,
1901,232102013002.0,232102013003.0,2.0,,,1980.0,1980.0,
1902,232102013002.0,232102013004.0,2.0,,,1988.0,1988.0,
1903,232102014002.0,232102014003.0,1.0,,,1995.0,1995.0,
1904,232102015002.0,232102015003.0,1.0,,,1987.0,1987.0,
1905,232102016002.0,232102016003.0,1.0,,,1974.0,1974.0,
1906,232102016002.0,232102016801.0,1.0,,,1972.0,1972.0,
1907,232102016002.0,232102016802.0,2.0,,,1972.0,1972.0,
1908,232102017002.0,232102017003.0,2.0,,,1977.0,1977.0,
1909,232102017002.0,232102017004.0,2.0,,,1980.0,1980.0,
1910,232102017002.0,232102017801.0,2.0,,,1973.0,1973.0,
1911,232102018002.0,232102018801.0,2.0,,,1970.0,1970.0,
1912,232102018002.0,232102018802.0,1.0,,,1972.0,1972.0,
1913,232102018002.0,232102018803.0,1.0,,,1974.0,1974.0,
1914,232102019002.0,232102019004.0,2.0,,,1990.0,1990.0,
1915,232102019002.0,232102019161.0,1.0,,,2010.0,2010.0,
1916,232102020002.0,232102020003.0,1.0,,,1987.0,1987.0,
1917,232102020161.0,232102020162.0,2.0,,,2013.0,2013.0,
1918,232102082002.0,232102082003.0,2.0,,,1996.0,1996.0,
1919,232102083002.0,232102083003.0,1.0,,,2003.0,2003.0,
1920,232102161002.0,232102161003.0,1.0,,,1990.0,1990.0,
1921,232102163002.0,232102163003.0,2.0,,,2014.0,2014.0,
1922,232102164002.0,232102164005.0,1.0,,,2006.0,2006.0,
1923,232102165002.0,232102165004.0,1.0,,,1993.0,1993.0,
1924,232102166002.0,232102166003.0,2.0,,,2013.0,2013.0,
1925,232102166002.0,232102166004.0,1.0,,,2014.0,2014.0,
1926,232102167004.0,232102167005.0,2.0,,,2005.0,2005.0,
1927,232103001002.0,232103001003.0,1.0,,,1992.0,1992.0,
1928,232103002002.0,232103002003.0,1.0,,,1993.0,1993.0,
1929,232103003002.0,232103003003.0,1.0,,,1978.0,1978.0,
1930,232103003004.0,232103003061.0,1.0,,,1998.0,1998.0,
1931,232103004002.0,232103004003.0,2.0,,,1991.0,1990.0,
1932,232103004002.0,232103004004.0,1.0,,,1996.0,1996.0,
1933,232103006061.0,232103006062.0,1.0,,,1998.0,1998.0,
1934,232103007002.0,232103007003.0,1.0,,,1995.0,1995.0,
1935,232103008061.0,232103008081.0,1.0,,,2001.0,2001.0,
1936,232103009002.0,232103009003.0,1.0,1.0,,1978.0,1977.0,2000.0
1937,232103009002.0,232103009801.0,1.0,,,1976.0,1975.0,
1938,232103009061.0,232103009062.0,2.0,,1.0,2000.0,2000.0,
1939,232103010002.0,232103010003.0,1.0,,,1996.0,1996.0,
1940,232103011002.0,232103011003.0,1.0,,,1982.0,1982.0,
1941,232103011002.0,232103011004.0,1.0,,,1983.0,1983.0,
1942,232103011081.0,232103011082.0,1.0,,,2004.0,2004.0,
1943,232103013002.0,232103013003.0,1.0,,1.0,1989.0,1989.0,
1944,232103013121.0,232103013122.0,1.0,,,2008.0,2008.0,
1945,232103014002.0,232103014003.0,1.0,,,1987.0,1987.0,
1946,232103015002.0,232103015003.0,1.0,,,1987.0,1987.0,
1947,232103016002.0,232103016003.0,1.0,,,1990.0,1990.0,
1948,232103018002.0,232103018003.0,1.0,,,1996.0,1996.0,
1949,232103019002.0,232103019061.0,2.0,,,1999.0,1999.0,
1950,232103020002.0,232103020003.0,2.0,,,1995.0,1995.0,
1951,232103020002.0,232103020801.0,2.0,,,1995.0,1995.0,
1952,232103062002.0,232103062003.0,1.0,,,1990.0,1990.0,
1953,232103064002.0,232103064003.0,1.0,,,1970.0,1970.0,
1954,232103064002.0,232103064801.0,1.0,,,1968.0,1968.0,
1955,232103081002.0,232103081003.0,2.0,,,1992.0,1992.0,
1956,232103081002.0,232103081004.0,1.0,,,2004.0,2004.0,
1957,232103081002.0,232103081801.0,2.0,,,1992.0,1992.0,
1958,232103161002.0,232103161003.0,1.0,,,2013.0,2013.0,
1959,232103162002.0,232103162003.0,2.0,,,2005.0,2005.0,
1960,232103162002.0,232103162004.0,1.0,,,2011.0,2011.0,
1961,232103163002.0,232103163003.0,1.0,,,2007.0,2007.0,
1962,232103164002.0,232103164003.0,1.0,,,1996.0,1996.0,
1963,232103165002.0,232103165003.0,2.0,,,2002.0,2002.0,
1964,232103165002.0,232103165004.0,2.0,,,2014.0,2014.0,
1965,232104001003.0,232104001004.0,1.0,,,1988.0,1988.0,
1966,232104002002.0,232104002003.0,1.0,,1.0,1986.0,1986.0,
1967,232104003002.0,232104003003.0,2.0,,,1995.0,1995.0,
1968,232104004002.0,232104004081.0,2.0,,,2002.0,2002.0,
1969,232104005002.0,232104005003.0,2.0,,,1987.0,1987.0,
1970,232104005002.0,232104005004.0,1.0,,,1988.0,1988.0,
1971,232104006002.0,232104006003.0,2.0,,,1985.0,1985.0,
1972,232104006002.0,232104006004.0,2.0,,,1987.0,1987.0,
1973,232104007002.0,232104007003.0,1.0,,,1992.0,1992.0,
1974,232104008002.0,232104008801.0,1.0,0.0,,1975.0,1975.0,1996.0
1975,232104008002.0,232104008802.0,2.0,0.0,,1975.0,1975.0,1997.0
1976,232104008002.0,232104008803.0,1.0,,,1976.0,1976.0,
1977,232104009002.0,232104009061.0,2.0,,,1998.0,1998.0,
1978,232104010002.0,232104010003.0,1.0,,,1979.0,1978.0,
1979,232104010002.0,232104010004.0,1.0,,,1981.0,1981.0,
1980,232104010002.0,232104010005.0,2.0,,,1987.0,1987.0,
1981,232104010081.0,232104010082.0,2.0,,,2002.0,2002.0,
1982,232104010081.0,232104010161.0,1.0,,,2012.0,2012.0,
1983,232104011002.0,232104011003.0,1.0,,1.0,1989.0,1989.0,
1984,232104012002.0,232104012003.0,2.0,,,1991.0,1991.0,
1985,232104013002.0,232104013003.0,1.0,,,1982.0,1982.0,
1986,232104013002.0,232104013004.0,1.0,,,1984.0,1984.0,
1987,232104013161.0,232104013163.0,1.0,,,2014.0,2014.0,
1988,232104014002.0,232104014004.0,1.0,,,1989.0,1989.0,
1989,232104014161.0,232104014162.0,1.0,,,2012.0,2012.0,
1990,232104015002.0,232104015003.0,1.0,,,1990.0,1990.0,
1991,232104020002.0,232104020003.0,2.0,,,1992.0,1992.0,
1992,232104061002.0,232104061003.0,1.0,,,1981.0,1981.0,
1993,232104061162.0,232104061161.0,2.0,,,2008.0,2008.0,
1994,232104062002.0,232104062003.0,2.0,,,1997.0,1997.0,
1995,232104063002.0,232104063801.0,2.0,,,1976.0,1975.0,
1996,232104063002.0,232104063802.0,1.0,,,1978.0,1978.0,
1997,232104063002.0,232104063803.0,2.0,,,1980.0,1980.0,
1998,232104064002.0,232104064003.0,2.0,,,1992.0,1992.0,
1999,232104081002.0,232104081003.0,2.0,,,2000.0,2000.0,
2000,232104081002.0,232104081801.0,1.0,1.0,,1989.0,1989.0,2003.0
2001,232104082002.0,232104082003.0,1.0,,,1995.0,1995.0,
2002,232104083002.0,232104083003.0,2.0,,,1983.0,1983.0,
2003,232104083002.0,232104083801.0,2.0,,,1985.0,1985.0,
2004,232104083002.0,232104083802.0,1.0,,,1986.0,1986.0,
2005,232104085002.0,232104085801.0,1.0,,,1978.0,1978.0,
2006,232104085002.0,232104085802.0,2.0,,,1983.0,1983.0,
2007,232104086002.0,232104086801.0,1.0,,,1985.0,1985.0,
2008,232104086002.0,232104086802.0,1.0,,,1987.0,1987.0,
2009,232104121002.0,232104121802.0,2.0,,,1986.0,,
2010,232104121002.0,232104161001.0,1.0,,,1982.0,1982.0,
2011,232104161002.0,232104161003.0,1.0,,,2009.0,2009.0,
2012,232104164002.0,232104164003.0,1.0,,,1990.0,1990.0,
2013,232104164002.0,232104164004.0,2.0,,,1992.0,1992.0,
2014,232104165002.0,232104165003.0,1.0,,,2009.0,2009.0,
2015,232201006002.0,232201006003.0,1.0,,1.0,1992.0,1992.0,
2016,232201007002.0,232201007003.0,1.0,,1.0,1983.0,1982.0,
2017,232201009002.0,232201009003.0,2.0,,1.0,1980.0,1979.0,
2018,232201009002.0,232201009004.0,2.0,,1.0,1983.0,1983.0,
2019,232201010002.0,232201010003.0,2.0,,1.0,1991.0,1991.0,
2020,232201012002.0,232201012003.0,2.0,,1.0,1990.0,1990.0,
2021,232201017002.0,232201017003.0,2.0,,1.0,1982.0,1982.0,
2022,232201018002.0,232201018003.0,2.0,,1.0,1987.0,1987.0,
2023,232201019006.0,232201019007.0,1.0,,1.0,1994.0,1994.0,
2024,232202001002.0,232202001003.0,1.0,,,1987.0,1987.0,
2025,232202002002.0,232202002003.0,1.0,,1.0,1985.0,1985.0,
2026,232202004002.0,232202004003.0,1.0,,,1994.0,1994.0,
2027,232202005145.0,232202005801.0,2.0,,,1988.0,1988.0,
2028,232202006002.0,232202006003.0,2.0,,1.0,1990.0,1990.0,
2029,232202007002.0,232202007003.0,2.0,,,1995.0,1995.0,
2030,232202007002.0,232202007081.0,1.0,,,2004.0,2004.0,
2031,232202008002.0,232202008146.0,1.0,,,2007.0,2007.0,
2032,232202009002.0,232202009801.0,2.0,,,1967.0,1967.0,
2033,232202009002.0,232202009802.0,2.0,,,1969.0,1969.0,
2034,232202009002.0,232202009803.0,1.0,,,1974.0,1974.0,
2035,232202011002.0,232202011061.0,2.0,,,1999.0,1999.0,
2036,232202012002.0,232202012004.0,1.0,,,1977.0,1977.0,
2037,232202012002.0,232202012801.0,1.0,,,1973.0,1973.0,
2038,232202012081.0,232202012082.0,1.0,,,1999.0,1999.0,
2039,232202013002.0,232202013081.0,1.0,,,2000.0,2000.0,
2040,232202014002.0,232202014003.0,1.0,,,1976.0,1976.0,
2041,232202014002.0,232202014004.0,1.0,,,1977.0,1977.0,
2042,232202015002.0,232202015003.0,1.0,,,1979.0,1979.0,
2043,232202015002.0,232202015801.0,2.0,,,1968.0,1968.0,
2044,232202015002.0,232202015802.0,2.0,,,1970.0,1970.0,
2045,232202015002.0,232202015803.0,2.0,,,1973.0,1973.0,
2046,232202016002.0,232202016003.0,2.0,,,1982.0,1982.0,
2047,232202016002.0,232202016004.0,1.0,,,1984.0,1983.0,
2048,232202017002.0,232202017004.0,2.0,,1.0,1978.0,1978.0,
2049,232202017002.0,232202017005.0,1.0,,1.0,1981.0,1981.0,
2050,232202018002.0,232202018003.0,1.0,,,1977.0,1977.0,
2051,232202018002.0,232202018004.0,1.0,,,1978.0,1978.0,
2052,232202018002.0,232202018005.0,1.0,,,1980.0,1979.0,
2053,232202018002.0,232202018801.0,1.0,,,1975.0,1974.0,
2054,232202018002.0,232202018802.0,1.0,,,1976.0,1975.0,
2055,232202020002.0,232202020003.0,1.0,,,1979.0,1979.0,
2056,232202020002.0,232202020004.0,2.0,,,1982.0,1982.0,
2057,232202020002.0,232202020801.0,1.0,,,1977.0,1977.0,
2058,232202061002.0,232202061003.0,1.0,,,1998.0,1998.0,
2059,232202062002.0,232202062003.0,2.0,,,1994.0,1994.0,
2060,232202089002.0,232202089003.0,1.0,,,1988.0,1988.0,
2061,232202102002.0,232202102003.0,2.0,,,2002.0,2002.0,
2062,232202102002.0,232202102121.0,1.0,,,2007.0,2007.0,
2063,232202103002.0,232202103003.0,1.0,,,1998.0,1998.0,
2064,232202104002.0,232202104003.0,1.0,,,1998.0,1998.0,
2065,232202121002.0,232202010003.0,2.0,,,1980.0,1980.0,
2066,232202121002.0,232202010004.0,1.0,,,1983.0,1982.0,
2067,232202121002.0,232202010801.0,2.0,,,1977.0,1977.0,
2068,232202161002.0,232202161003.0,2.0,,,2012.0,2012.0,
2069,232202163002.0,232202163003.0,1.0,,,1998.0,1997.0,
2070,232202164002.0,232202164003.0,1.0,,,1998.0,1998.0,
2071,232202166002.0,232202166801.0,1.0,,,1985.0,,
2072,232202166002.0,232202166802.0,2.0,,,1984.0,,
2073,232202167002.0,232202167003.0,1.0,,,2004.0,2004.0,
2074,232202167002.0,232202167004.0,1.0,,,2004.0,2004.0,
2075,232202167002.0,232202167005.0,2.0,,,1994.0,1994.0,
2076,232203001002.0,232203001003.0,2.0,,,1976.0,1976.0,
2077,232203001002.0,232203001004.0,1.0,,,1977.0,1977.0,
2078,232203001081.0,232203001082.0,1.0,,,2000.0,2000.0,
2079,232203002002.0,232203002003.0,1.0,,1.0,1996.0,1996.0,
2080,232203003002.0,232203003003.0,1.0,,,1972.0,1972.0,
2081,232203003002.0,232203003004.0,1.0,,,1978.0,1978.0,
2082,232203003002.0,232203003801.0,1.0,,,1975.0,1974.0,
2083,232203004002.0,232203004061.0,2.0,,,1998.0,1998.0,
2084,232203005002.0,232203005003.0,1.0,,,1977.0,1977.0,
2085,232203005002.0,232203005004.0,1.0,,,1982.0,1982.0,
2086,232203005002.0,232203005801.0,1.0,,,1977.0,1977.0,
2087,232203005002.0,232203005802.0,1.0,,,1982.0,1982.0,
2088,232203006002.0,232203006003.0,1.0,,,1991.0,1990.0,
2089,232203007002.0,232203007003.0,1.0,,1.0,1989.0,1989.0,
2090,232203010002.0,232203010003.0,1.0,,,1989.0,1989.0,
2091,232203012002.0,232203012003.0,1.0,,,1986.0,1986.0,
2092,232203012002.0,232203012004.0,1.0,,,1988.0,1988.0,
2093,232203013002.0,232203013003.0,2.0,,,1992.0,1992.0,
2094,232203014002.0,232203014003.0,2.0,,,1980.0,1980.0,
2095,232203014002.0,232203014004.0,2.0,,,1983.0,1983.0,
2096,232203014002.0,232203014005.0,1.0,,,1983.0,1983.0,
2097,232203014002.0,232203014006.0,2.0,,,1991.0,1991.0,
2098,232203014002.0,232203014801.0,2.0,,,1990.0,1990.0,
2099,232203015002.0,232203015801.0,2.0,,,1967.0,1967.0,
2100,232203015002.0,232203015802.0,1.0,,,1969.0,1969.0,
2101,232203015002.0,232203015803.0,1.0,,,1972.0,1972.0,
2102,232203016002.0,232203016003.0,1.0,,,1996.0,1996.0,
2103,232203017002.0,232203017003.0,2.0,,,1997.0,1997.0,
2104,232203017002.0,232203017121.0,2.0,,,2007.0,2007.0,
2105,232203018002.0,232203018003.0,2.0,,1.0,1992.0,1992.0,
2106,232203019002.0,232203019003.0,1.0,,,1987.0,1987.0,
2107,232203019002.0,232203019004.0,1.0,,,1989.0,1989.0,
2108,232203020002.0,232203020003.0,2.0,,,1979.0,1979.0,
2109,232203020002.0,232203020004.0,1.0,,,1982.0,1982.0,
2110,232203020121.0,232203020122.0,1.0,,,2005.0,2005.0,
2111,232203061001.0,232203061002.0,1.0,,,1987.0,1987.0,
2112,232203061001.0,232203061801.0,1.0,,,1986.0,1986.0,
2113,232203061001.0,232203061802.0,2.0,,,1989.0,1988.0,
2114,232203062002.0,232203062003.0,1.0,,,1990.0,1990.0,
2115,232203064002.0,232203064003.0,1.0,,,1986.0,1986.0,
2116,232203064002.0,232203064004.0,2.0,,,1988.0,1988.0,
2117,232203083002.0,232203083003.0,1.0,,,1992.0,1991.0,
2118,232203084002.0,232203084101.0,1.0,,,2002.0,2001.0,
2119,232203101002.0,232203101003.0,1.0,,,1994.0,1994.0,
2120,232203121002.0,232203121801.0,2.0,,,1981.0,1981.0,
2121,232203121002.0,232203121802.0,1.0,,,1983.0,1983.0,
2122,232203121002.0,232203121803.0,2.0,,,1986.0,1986.0,
2123,232203123002.0,232203123003.0,1.0,,,1988.0,1988.0,
2124,232203124002.0,232203124003.0,1.0,,,2002.0,2001.0,
2125,232203125002.0,232203125801.0,1.0,,,1980.0,1980.0,
2126,232203125002.0,232203125802.0,2.0,,,1982.0,1982.0,
2127,232204001002.0,232204001003.0,2.0,,,1975.0,1975.0,
2128,232204001002.0,232204001004.0,2.0,,,1977.0,1977.0,
2129,232204002002.0,232204002003.0,2.0,,,1990.0,1989.0,
2130,232204003002.0,232204003003.0,1.0,,,1991.0,1991.0,
2131,232204004002.0,232204004003.0,1.0,,,1982.0,1982.0,
2132,232204004002.0,232204004004.0,2.0,,,1983.0,1983.0,
2133,232204005002.0,232204005003.0,2.0,,,1983.0,1983.0,
2134,232204005002.0,232204005004.0,1.0,,,1985.0,1985.0,
2135,232204007002.0,232204007801.0,1.0,,,1968.0,1968.0,
2136,232204007002.0,232204007802.0,2.0,,,1970.0,1970.0,
2137,232204007002.0,232204007803.0,2.0,,,1971.0,1971.0,
2138,232204008002.0,232204008003.0,1.0,,,1992.0,1992.0,
2139,232204009002.0,232204009003.0,2.0,,,1975.0,1975.0,
2140,232204009002.0,232204009801.0,1.0,,,1970.0,1970.0,
2141,232204009002.0,232204009802.0,2.0,,,1973.0,1973.0,
2142,232204010001.0,232204010002.0,1.0,,,1967.0,1966.0,
2143,232204010001.0,232204010003.0,1.0,,,1970.0,1970.0,
2144,232204010001.0,232204010004.0,2.0,,,1975.0,1975.0,
2145,232204010001.0,232204010801.0,2.0,,,1968.0,1968.0,
2146,232204011161.0,232204011162.0,2.0,,,2002.0,2002.0,
2147,232204012002.0,232204012003.0,2.0,,1.0,1986.0,1986.0,
2148,232204012002.0,232204012004.0,1.0,,,1989.0,1989.0,
2149,232204013002.0,232204013003.0,2.0,,,1985.0,1985.0,
2150,232204013002.0,232204013004.0,2.0,,,1987.0,1987.0,
2151,232204015002.0,232204015003.0,1.0,,1.0,1979.0,1979.0,
2152,232204015002.0,232204015004.0,1.0,,1.0,1981.0,1981.0,
2153,232204016002.0,232204016003.0,2.0,,,1982.0,1982.0,
2154,232204016002.0,232204016801.0,2.0,,,1979.0,1979.0,
2155,232204017002.0,232204017003.0,2.0,,,1985.0,1985.0,
2156,232204017002.0,232204017061.0,1.0,,,1998.0,1998.0,
2157,232204018002.0,232204018003.0,2.0,,,1985.0,1985.0,
2158,232204018002.0,232204018004.0,1.0,,,1987.0,1987.0,
2159,232204019002.0,232204019003.0,1.0,,,1984.0,1983.0,
2160,232204020002.0,232204020003.0,1.0,1.0,,1976.0,1976.0,2005.0
2161,232204020002.0,232204020004.0,1.0,,,1985.0,1985.0,
2162,232204061002.0,232204061003.0,1.0,,,1991.0,1991.0,
2163,232204086002.0,232204086801.0,2.0,,,1980.0,1980.0,
2164,232204086002.0,232204086802.0,1.0,,,1985.0,1984.0,
2165,232204087002.0,232204087801.0,1.0,,,1972.0,1971.0,
2166,232204087002.0,232204087802.0,2.0,,,1978.0,1978.0,
2167,232204088002.0,232204088003.0,1.0,,,1980.0,1980.0,
2168,232204088002.0,232204088004.0,2.0,,,1982.0,1981.0,
2169,232204162001.0,232204162002.0,1.0,,,2005.0,2004.0,
2170,232205061002.0,232205061801.0,1.0,,,1978.0,1978.0,
2171,232205062002.0,232205062003.0,1.0,,,1999.0,1999.0,
2172,232205063002.0,232205063003.0,1.0,,,1975.0,1975.0,
2173,232205063002.0,232205063801.0,2.0,,,1972.0,1972.0,
2174,232205064002.0,232205064003.0,1.0,,,1978.0,1978.0,
2175,232205064121.0,232205064122.0,2.0,,,2004.0,2004.0,
2176,232205065003.0,232205065004.0,2.0,,,1988.0,1988.0,
2177,232205065003.0,232205065005.0,2.0,,,1995.0,1995.0,
2178,232205066002.0,232205066003.0,1.0,,,1982.0,1982.0,
2179,232205067002.0,232205067003.0,2.0,,,1989.0,1989.0,
2180,232205068002.0,232205068004.0,2.0,,,1978.0,1978.0,
2181,232205068002.0,232205068005.0,1.0,,,1983.0,1982.0,
2182,232205069002.0,232205069003.0,1.0,,,1993.0,1993.0,
2183,232205070004.0,232205070005.0,1.0,,,1996.0,1996.0,
2184,232205072002.0,232205072003.0,1.0,,,1991.0,1991.0,
2185,232205074002.0,232205074801.0,1.0,,,1977.0,1977.0,
2186,232205075002.0,232205075801.0,1.0,,,1975.0,1975.0,
2187,232205075002.0,232205075802.0,2.0,,,1978.0,1978.0,
2188,232205076002.0,232205076003.0,1.0,,,1984.0,1984.0,
2189,232205078002.0,232205078003.0,1.0,,,1980.0,1979.0,
2190,232205078002.0,232205078004.0,1.0,,,1981.0,1981.0,
2191,232205079002.0,232205079003.0,1.0,,,1981.0,1980.0,
2192,232205080002.0,232205080003.0,2.0,,,1994.0,1994.0,
2193,232205081002.0,232205081101.0,1.0,,,2004.0,2004.0,
2194,232205122002.0,232205122801.0,1.0,,,1988.0,1988.0,
2195,232205123002.0,232205123003.0,1.0,,,1996.0,1996.0,
2196,232205124001.0,232205124002.0,2.0,,,2001.0,2001.0,
2197,232205124001.0,232205124801.0,1.0,,,1986.0,1986.0,
2198,232205166002.0,232205166003.0,1.0,,,2008.0,2008.0,
2199,232301001002.0,232301001003.0,1.0,,,1987.0,1987.0,
2200,232301002002.0,232301002003.0,1.0,,,1992.0,1992.0,
2201,232301003002.0,232301003003.0,1.0,,,1996.0,1996.0,
2202,232301004002.0,232301004061.0,2.0,,,1998.0,1998.0,
2203,232301005002.0,232301005003.0,1.0,,,1997.0,1997.0,
2204,232301007002.0,232301007003.0,1.0,,,1990.0,1990.0,
2205,232301008002.0,232301008003.0,1.0,,,1992.0,1992.0,
2206,232301010002.0,232301010003.0,1.0,,,1991.0,1990.0,
2207,232301011002.0,232301011003.0,1.0,,,1986.0,1986.0,
2208,232301012002.0,232301012003.0,1.0,,,1994.0,1994.0,
2209,232301013001.0,232301013002.0,2.0,,,1995.0,1995.0,
2210,232301014002.0,232301014003.0,2.0,,,1990.0,1990.0,
2211,232301015002.0,232301015003.0,1.0,,,1985.0,1985.0,
2212,232301016002.0,232301016003.0,1.0,,,1984.0,1984.0,
2213,232301016002.0,232301016801.0,1.0,,,1984.0,1984.0,
2214,232301016161.0,232301016162.0,2.0,,,2014.0,2014.0,
2215,232301017002.0,232301017003.0,1.0,,,1988.0,1987.0,
2216,232301018002.0,232301018061.0,1.0,,,1999.0,1999.0,
2217,232301019002.0,232301019003.0,2.0,,,1988.0,1988.0,
2218,232301020002.0,232301020003.0,2.0,,,1988.0,1988.0,
2219,232301121002.0,232301121003.0,1.0,,,2004.0,2004.0,
2220,232301123002.0,232301123801.0,1.0,,,1984.0,1984.0,
2221,232301161002.0,232301161003.0,1.0,,,2004.0,2004.0,
2222,232301162002.0,232301162003.0,1.0,,,2004.0,2004.0,
2223,232301166002.0,232301166003.0,2.0,,,2004.0,2004.0,
2224,232301167002.0,232301167801.0,1.0,,,1992.0,,
2225,232301167002.0,232301167802.0,2.0,,,1991.0,,
2226,232301169002.0,232301169004.0,1.0,,,2015.0,2014.0,
2227,232301171002.0,232301171801.0,2.0,,,1990.0,,
2228,232301171003.0,232301171801.0,1.0,,,1989.0,,
2229,232301172002.0,232301172003.0,2.0,,,1996.0,1996.0,
2230,232301173002.0,232301173003.0,2.0,,,1993.0,1993.0,
2231,232301174002.0,232301174801.0,1.0,,,1997.0,,
2232,232302002002.0,232302002801.0,1.0,,,1977.0,1977.0,
2233,232302002061.0,232302002062.0,2.0,,1.0,1999.0,1999.0,
2234,232302003002.0,232302003003.0,2.0,,,1990.0,1990.0,
2235,232302003002.0,232302003061.0,1.0,,,1998.0,1998.0,
2236,232302005002.0,232302005003.0,2.0,,,1976.0,1976.0,
2237,232302005002.0,232302005801.0,1.0,,,1980.0,1980.0,
2238,232302005162.0,232302005163.0,2.0,,,2005.0,2005.0,
2239,232302005162.0,232302005164.0,2.0,,,2005.0,2005.0,
2240,232302006002.0,232302006003.0,1.0,,,1988.0,1988.0,
2241,232302006002.0,232302006004.0,2.0,,,1990.0,1990.0,
2242,232302007002.0,232302007003.0,2.0,,,1986.0,1986.0,
2243,232302008002.0,232302008003.0,2.0,,,1977.0,1977.0,
2244,232302008002.0,232302008004.0,1.0,,,1980.0,1980.0,
2245,232302010002.0,232302010061.0,1.0,,,1998.0,1998.0,
2246,232302011002.0,232302011003.0,1.0,,,1994.0,1994.0,
2247,232302012002.0,232302012003.0,1.0,,,1994.0,1994.0,
2248,232302013001.0,232302013002.0,1.0,,,1979.0,1979.0,
2249,232302013001.0,232302013003.0,1.0,,,1988.0,1988.0,
2250,232302013141.0,232302013161.0,1.0,,,2012.0,2012.0,
2251,232302014002.0,232302014801.0,1.0,,,1971.0,1971.0,
2252,232302014002.0,232302014802.0,2.0,,,1974.0,1974.0,
2253,232302014002.0,232302014803.0,1.0,,,1976.0,1976.0,
2254,232302015002.0,232302015003.0,2.0,,,1992.0,1992.0,
2255,232302015002.0,232302015061.0,1.0,,,1998.0,1998.0,
2256,232302016002.0,232302016801.0,2.0,,,1974.0,1974.0,
2257,232302016002.0,232302016802.0,1.0,,,1979.0,1979.0,
2258,232302017002.0,232302017003.0,2.0,,,1983.0,1983.0,
2259,232302017002.0,232302141001.0,1.0,,,1988.0,1987.0,
