,f11,f14,f15a,f15,f16,f17,f18,f19,f20,f21,wave,f13,f19_cln,f14_cln,f15_cln,f17_cln,f11_new,hhid,commid,t1,t2,t3,t4,t5
2567,1.0,3000.0,1.0,500.0,1.0,4000.0,0.0,,0.0,,2009.0,,,,,,1.0,232202007.0,232202.0,23.0,2.0,2.0,2.0,7.0
2568,2.0,600.0,1.0,200.0,0.0,,1.0,200.0,1.0,200.0,2009.0,,,,,,2.0,232202007.0,232202.0,23.0,2.0,2.0,2.0,7.0
2569,3.0,2500.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,232202007.0,232202.0,23.0,2.0,2.0,2.0,7.0
2576,1.0,5000.0,1.0,1000.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,232202008.0,232202.0,23.0,2.0,2.0,2.0,8.0
2577,3.0,8000.0,1.0,3000.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,232202008.0,232202.0,23.0,2.0,2.0,2.0,8.0
2613,1.0,2000.0,1.0,500.0,1.0,30000.0,1.0,300.0,0.0,,2009.0,,,,,,1.0,232202016.0,232202.0,23.0,2.0,2.0,2.0,16.0
2614,2.0,200.0,1.0,200.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,232202016.0,232202.0,23.0,2.0,2.0,2.0,16.0
2642,1.0,7000.0,0.0,,1.0,10000.0,0.0,,0.0,,2009.0,,,,,,1.0,232202104.0,232202.0,23.0,2.0,2.0,2.0,104.0
2647,2.0,300.0,1.0,200.0,1.0,200.0,1.0,500.0,0.0,,2009.0,,,,,,2.0,232203001.0,232203.0,23.0,2.0,2.0,3.0,1.0
2652,2.0,300.0,1.0,200.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,232203003.0,232203.0,23.0,2.0,2.0,3.0,3.0
2655,2.0,300.0,1.0,300.0,0.0,,1.0,600.0,0.0,,2009.0,,,,,,2.0,232203005.0,232203.0,23.0,2.0,2.0,3.0,5.0
2659,2.0,6000.0,1.0,1500.0,1.0,14000.0,1.0,400.0,0.0,,2009.0,,,,,,2.0,232203011.0,232203.0,23.0,2.0,2.0,3.0,11.0
2673,2.0,200.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,232203020.0,232203.0,23.0,2.0,2.0,3.0,20.0
2674,2.0,200.0,0.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,232203122.0,232203.0,23.0,2.0,2.0,3.0,122.0
2676,1.0,400.0,1.0,100.0,0.0,,1.0,600.0,0.0,,2009.0,,,,,,1.0,232203123.0,232203.0,23.0,2.0,2.0,3.0,123.0
2677,2.0,200.0,1.0,100.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,232203123.0,232203.0,23.0,2.0,2.0,3.0,123.0
2693,2.0,600.0,1.0,400.0,0.0,,1.0,300.0,1.0,200.0,2009.0,,,,,,2.0,232204004.0,232204.0,23.0,2.0,2.0,4.0,4.0
2694,3.0,200.0,1.0,100.0,1.0,220.0,0.0,,0.0,,2009.0,,,,,,3.0,232204004.0,232204.0,23.0,2.0,2.0,4.0,4.0
2713,2.0,300.0,1.0,100.0,0.0,,1.0,600.0,1.0,300.0,2009.0,,,,,,2.0,232204016.0,232204.0,23.0,2.0,2.0,4.0,16.0
2718,2.0,200.0,1.0,50.0,0.0,,1.0,200.0,1.0,50.0,2009.0,,,,,,2.0,232204018.0,232204.0,23.0,2.0,2.0,4.0,18.0
2719,3.0,1000.0,1.0,500.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,232204018.0,232204.0,23.0,2.0,2.0,4.0,18.0
2735,1.0,2000.0,1.0,500.0,1.0,5000.0,0.0,,0.0,,2009.0,,,,,,1.0,232204088.0,232204.0,23.0,2.0,2.0,4.0,88.0
2771,2.0,50.0,0.0,,0.0,,1.0,300.0,1.0,100.0,2009.0,,,,,,2.0,232302008.0,232302.0,23.0,2.0,3.0,2.0,8.0
2793,2.0,200.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,232302017.0,232302.0,23.0,2.0,3.0,2.0,17.0
2797,2.0,50.0,0.0,,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232302101.0,232302.0,23.0,2.0,3.0,2.0,101.0
2798,2.0,200.0,1.0,50.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,232302121.0,232302.0,23.0,2.0,3.0,2.0,121.0
2816,2.0,100.0,0.0,,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,232303007.0,232303.0,23.0,2.0,3.0,3.0,7.0
2818,2.0,-999.0,1.0,-999.0,0.0,,1.0,500.0,1.0,100.0,2009.0,,,,,,2.0,232303008.0,232303.0,23.0,2.0,3.0,3.0,8.0
2834,2.0,-999.0,0.0,,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,232303018.0,232303.0,23.0,2.0,3.0,3.0,18.0
2837,2.0,80.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,232303081.0,232303.0,23.0,2.0,3.0,3.0,81.0
2843,2.0,-999.0,1.0,100.0,0.0,,1.0,50.0,0.0,,2009.0,,,,,,2.0,232304001.0,232304.0,23.0,2.0,3.0,4.0,1.0
2846,2.0,-999.0,1.0,-999.0,0.0,,1.0,180.0,1.0,60.0,2009.0,,,,,,2.0,232304002.0,232304.0,23.0,2.0,3.0,4.0,2.0
2852,2.0,350.0,1.0,-999.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232304005.0,232304.0,23.0,2.0,3.0,4.0,5.0
2894,2.0,100.0,1.0,700.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,232402001.0,232402.0,23.0,2.0,4.0,2.0,1.0
2903,1.0,890.0,1.0,3000.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,232402004.0,232402.0,23.0,2.0,4.0,2.0,4.0
2904,2.0,600.0,1.0,600.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232402004.0,232402.0,23.0,2.0,4.0,2.0,4.0
2908,1.0,2300.0,1.0,1500.0,1.0,89000.0,0.0,,0.0,,2009.0,,,,,,1.0,232402005.0,232402.0,23.0,2.0,4.0,2.0,5.0
2909,2.0,300.0,1.0,1300.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232402005.0,232402.0,23.0,2.0,4.0,2.0,5.0
2911,2.0,500.0,1.0,700.0,0.0,,1.0,350.0,1.0,300.0,2009.0,,,,,,2.0,232402006.0,232402.0,23.0,2.0,4.0,2.0,6.0
2919,1.0,500.0,1.0,1200.0,1.0,6000.0,1.0,210.0,1.0,400.0,2009.0,,,,,,1.0,232402008.0,232402.0,23.0,2.0,4.0,2.0,8.0
2920,2.0,200.0,1.0,1000.0,0.0,,1.0,1200.0,0.0,,2009.0,,,,,,2.0,232402008.0,232402.0,23.0,2.0,4.0,2.0,8.0
2926,2.0,40.0,1.0,200.0,0.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,232402010.0,232402.0,23.0,2.0,4.0,2.0,10.0
2933,2.0,50.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,232402014.0,232402.0,23.0,2.0,4.0,2.0,14.0
2944,1.0,800.0,1.0,500.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,1.0,232402017.0,232402.0,23.0,2.0,4.0,2.0,17.0
2945,2.0,200.0,1.0,500.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232402017.0,232402.0,23.0,2.0,4.0,2.0,17.0
2962,1.0,6500.0,1.0,1500.0,1.0,36000.0,1.0,1160.0,0.0,,2009.0,,,,,,1.0,232402020.0,232402.0,23.0,2.0,4.0,2.0,20.0
2971,2.0,200.0,1.0,200.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232402061.0,232402.0,23.0,2.0,4.0,2.0,61.0
2975,2.0,150.0,1.0,150.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232402081.0,232402.0,23.0,2.0,4.0,2.0,81.0
2981,2.0,500.0,1.0,500.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,2.0,232402103.0,232402.0,23.0,2.0,4.0,2.0,103.0
2991,2.0,50.0,1.0,400.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,2.0,232403001.0,232403.0,23.0,2.0,4.0,3.0,1.0
2997,2.0,200.0,1.0,200.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,232403003.0,232403.0,23.0,2.0,4.0,3.0,3.0
3005,2.0,300.0,1.0,100.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232403004.0,232403.0,23.0,2.0,4.0,3.0,4.0
3026,2.0,150.0,1.0,-999.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,232403010.0,232403.0,23.0,2.0,4.0,3.0,10.0
3049,2.0,300.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,232403062.0,232403.0,23.0,2.0,4.0,3.0,62.0
3053,1.0,1500.0,1.0,1000.0,1.0,4000.0,1.0,1000.0,0.0,,2009.0,,,,,,1.0,232403081.0,232403.0,23.0,2.0,4.0,3.0,81.0
3054,2.0,-999.0,1.0,200.0,0.0,,1.0,150.0,0.0,,2009.0,,,,,,2.0,232403081.0,232403.0,23.0,2.0,4.0,3.0,81.0
3062,2.0,40.0,1.0,400.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,232403121.0,232403.0,23.0,2.0,4.0,3.0,121.0
3065,1.0,2500.0,1.0,5000.0,1.0,7000.0,0.0,,0.0,,2009.0,,,,,,1.0,232403125.0,232403.0,23.0,2.0,4.0,3.0,125.0
3066,3.0,-999.0,1.0,900.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,232403125.0,232403.0,23.0,2.0,4.0,3.0,125.0
3069,2.0,100.0,0.0,,0.0,,1.0,240.0,0.0,,2009.0,,,,,,2.0,232403126.0,232403.0,23.0,2.0,4.0,3.0,126.0
3070,2.0,300.0,0.0,,0.0,,1.0,100.0,1.0,200.0,2009.0,,,,,,2.0,232403127.0,232403.0,23.0,2.0,4.0,3.0,127.0
3073,2.0,150.0,1.0,250.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,232403128.0,232403.0,23.0,2.0,4.0,3.0,128.0
3076,2.0,300.0,1.0,200.0,0.0,,1.0,780.0,0.0,,2009.0,,,,,,2.0,232403129.0,232403.0,23.0,2.0,4.0,3.0,129.0
3079,1.0,3000.0,1.0,2000.0,1.0,10000.0,0.0,,0.0,,2009.0,,,,,,1.0,232403130.0,232403.0,23.0,2.0,4.0,3.0,130.0
3081,1.0,2400.0,1.0,1080.0,0.0,,1.0,3000.0,1.0,1000.0,2009.0,,,,,,1.0,232403131.0,232403.0,23.0,2.0,4.0,3.0,131.0
3082,2.0,800.0,1.0,800.0,0.0,,1.0,1000.0,1.0,500.0,2009.0,,,,,,2.0,232403131.0,232403.0,23.0,2.0,4.0,3.0,131.0
3087,2.0,200.0,1.0,200.0,0.0,,1.0,300.0,1.0,100.0,2009.0,,,,,,2.0,232404001.0,232404.0,23.0,2.0,4.0,4.0,1.0
3099,1.0,3000.0,1.0,2500.0,1.0,5000.0,0.0,,0.0,,2009.0,,,,,,1.0,232404004.0,232404.0,23.0,2.0,4.0,4.0,4.0
3100,2.0,300.0,1.0,300.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232404004.0,232404.0,23.0,2.0,4.0,4.0,4.0
3102,2.0,600.0,1.0,800.0,0.0,,1.0,2000.0,1.0,400.0,2009.0,,,,,,2.0,232404005.0,232404.0,23.0,2.0,4.0,4.0,5.0
3118,1.0,5000.0,1.0,4000.0,1.0,10000.0,0.0,,0.0,,2009.0,,,,,,1.0,232404009.0,232404.0,23.0,2.0,4.0,4.0,9.0
3119,2.0,300.0,1.0,200.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232404009.0,232404.0,23.0,2.0,4.0,4.0,9.0
3143,1.0,1000.0,1.0,2000.0,1.0,4000.0,0.0,,0.0,,2009.0,,,,,,1.0,232404013.0,232404.0,23.0,2.0,4.0,4.0,13.0
3144,2.0,400.0,1.0,500.0,0.0,,1.0,800.0,0.0,,2009.0,,,,,,2.0,232404013.0,232404.0,23.0,2.0,4.0,4.0,13.0
3150,2.0,200.0,1.0,180.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232404014.0,232404.0,23.0,2.0,4.0,4.0,14.0
3157,2.0,200.0,1.0,200.0,0.0,,1.0,700.0,0.0,,2009.0,,,,,,2.0,232404015.0,232404.0,23.0,2.0,4.0,4.0,15.0
3171,1.0,4000.0,1.0,500.0,1.0,10000.0,0.0,,0.0,,2009.0,,,,,,1.0,232404017.0,232404.0,23.0,2.0,4.0,4.0,17.0
3185,2.0,200.0,1.0,200.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232404019.0,232404.0,23.0,2.0,4.0,4.0,19.0
3191,1.0,4500.0,1.0,500.0,1.0,10000.0,0.0,,0.0,,2009.0,,,,,,1.0,232404020.0,232404.0,23.0,2.0,4.0,4.0,20.0
3192,2.0,700.0,1.0,200.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,2.0,232404020.0,232404.0,23.0,2.0,4.0,4.0,20.0
3198,2.0,300.0,1.0,400.0,1.0,350.0,1.0,500.0,0.0,,2009.0,,,,,,2.0,232404082.0,232404.0,23.0,2.0,4.0,4.0,82.0
3200,1.0,7500.0,1.0,4500.0,1.0,11000.0,0.0,,0.0,,2009.0,,,,,,1.0,232404083.0,232404.0,23.0,2.0,4.0,4.0,83.0
3201,2.0,100.0,1.0,700.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,232404083.0,232404.0,23.0,2.0,4.0,4.0,83.0
3296,2.0,100.0,0.0,,0.0,,1.0,600.0,1.0,200.0,2009.0,,,,,,2.0,321203008.0,321203.0,32.0,1.0,2.0,3.0,8.0
3306,1.0,-999.0,0.0,,0.0,,1.0,-999.0,1.0,-999.0,2009.0,,,,,,1.0,321203011.0,321203.0,32.0,1.0,2.0,3.0,11.0
3390,1.0,160.0,1.0,200.0,1.0,680.0,0.0,,0.0,,2009.0,,,,,,1.0,322102006.0,322102.0,32.0,2.0,1.0,2.0,6.0
3514,1.0,1200.0,1.0,600.0,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,322102018.0,322102.0,32.0,2.0,1.0,2.0,18.0
3564,1.0,700.0,1.0,600.0,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,322103001.0,322103.0,32.0,2.0,1.0,3.0,1.0
3565,2.0,-999.0,1.0,30.0,0.0,,1.0,70.0,0.0,,2009.0,,,,,,2.0,322103001.0,322103.0,32.0,2.0,1.0,3.0,1.0
3578,1.0,1000.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,1.0,322103002.0,322103.0,32.0,2.0,1.0,3.0,2.0
3592,1.0,2500.0,0.0,,1.0,5000.0,0.0,,0.0,,2009.0,,,,,,1.0,322103003.0,322103.0,32.0,2.0,1.0,3.0,3.0
3613,1.0,1500.0,0.0,,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,322103005.0,322103.0,32.0,2.0,1.0,3.0,5.0
3630,2.0,50.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,322103007.0,322103.0,32.0,2.0,1.0,3.0,7.0
3683,2.0,100.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,322103013.0,322103.0,32.0,2.0,1.0,3.0,13.0
3704,2.0,9800.0,1.0,800.0,1.0,20000.0,1.0,200.0,0.0,,2009.0,,,,,,2.0,322103015.0,322103.0,32.0,2.0,1.0,3.0,15.0
3735,1.0,500.0,1.0,200.0,1.0,800.0,0.0,,0.0,,2009.0,,,,,,1.0,322103018.0,322103.0,32.0,2.0,1.0,3.0,18.0
3746,2.0,50.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,322103019.0,322103.0,32.0,2.0,1.0,3.0,19.0
3762,2.0,,1.0,180.0,1.0,300.0,1.0,120.0,0.0,,2009.0,,,,,,2.0,322103020.0,322103.0,32.0,2.0,1.0,3.0,20.0
3768,2.0,100.0,1.0,50.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,322103121.0,322103.0,32.0,2.0,1.0,3.0,121.0
3779,2.0,20.0,1.0,440.0,0.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,322104004.0,322104.0,32.0,2.0,1.0,4.0,4.0
3780,3.0,1600.0,1.0,3600.0,1.0,14000.0,0.0,,0.0,,2009.0,,,,,,3.0,322104004.0,322104.0,32.0,2.0,1.0,4.0,4.0
3798,1.0,4000.0,0.0,,1.0,4000.0,0.0,,0.0,,2009.0,,,,,,1.0,322104006.0,322104.0,32.0,2.0,1.0,4.0,6.0
3812,1.0,1500.0,0.0,,1.0,1200.0,0.0,,0.0,,2009.0,,,,,,1.0,322104008.0,322104.0,32.0,2.0,1.0,4.0,8.0
3869,1.0,300.0,1.0,500.0,1.0,1500.0,0.0,,0.0,,2009.0,,,,,,1.0,322104016.0,322104.0,32.0,2.0,1.0,4.0,16.0
3882,2.0,15.0,1.0,15.0,0.0,,1.0,30.0,0.0,,2009.0,,,,,,2.0,322104017.0,322104.0,32.0,2.0,1.0,4.0,17.0
3883,3.0,600.0,1.0,200.0,1.0,3300.0,0.0,,0.0,,2009.0,,,,,,3.0,322104017.0,322104.0,32.0,2.0,1.0,4.0,17.0
3915,2.0,50.0,1.0,20.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,322104063.0,322104.0,32.0,2.0,1.0,4.0,63.0
3919,2.0,30.0,1.0,25.0,1.0,150.0,0.0,,0.0,,2009.0,,,,,,2.0,322104123.0,322104.0,32.0,2.0,1.0,4.0,123.0
3959,2.0,80.0,0.0,,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,322202002.0,322202.0,32.0,2.0,2.0,2.0,2.0
4011,2.0,120.0,1.0,120.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,322202006.0,322202.0,32.0,2.0,2.0,2.0,6.0
4049,1.0,200.0,1.0,100.0,1.0,500.0,0.0,,0.0,,2009.0,,,,,,1.0,322202010.0,322202.0,32.0,2.0,2.0,2.0,10.0
4062,2.0,200.0,1.0,100.0,0.0,,1.0,300.0,0.0,,2009.0,,,,,,2.0,322202011.0,322202.0,32.0,2.0,2.0,2.0,11.0
4104,2.0,100.0,1.0,260.0,0.0,,1.0,720.0,0.0,,2009.0,,,,,,2.0,322202014.0,322202.0,32.0,2.0,2.0,2.0,14.0
4123,1.0,300.0,1.0,80.0,1.0,400.0,0.0,,0.0,,2009.0,,,,,,1.0,322202015.0,322202.0,32.0,2.0,2.0,2.0,15.0
4157,1.0,1500.0,1.0,1000.0,1.0,4000.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,322202018.0,322202.0,32.0,2.0,2.0,2.0,18.0
4158,2.0,100.0,1.0,100.0,0.0,,1.0,200.0,0.0,,2009.0,,,,,,2.0,322202018.0,322202.0,32.0,2.0,2.0,2.0,18.0
4197,2.0,300.0,1.0,100.0,0.0,,1.0,200.0,1.0,100.0,2009.0,,,,,,2.0,322202020.0,322202.0,32.0,2.0,2.0,2.0,20.0
4210,2.0,50.0,1.0,50.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,322202032.0,322202.0,32.0,2.0,2.0,2.0,32.0
4236,1.0,1500.0,1.0,4500.0,1.0,6000.0,0.0,,0.0,,2009.0,,,,,,1.0,322203001.0,322203.0,32.0,2.0,2.0,3.0,1.0
4237,2.0,840.0,9.0,,0.0,,0.0,,0.0,,2009.0,,,,,,2.0,322203001.0,322203.0,32.0,2.0,2.0,3.0,1.0
4238,3.0,100.0,9.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,322203001.0,322203.0,32.0,2.0,2.0,3.0,1.0
4283,1.0,6000.0,1.0,2000.0,1.0,10000.0,0.0,,0.0,,2009.0,,,,,,1.0,322203003.0,322203.0,32.0,2.0,2.0,3.0,3.0
4284,2.0,200.0,1.0,400.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,322203003.0,322203.0,32.0,2.0,2.0,3.0,3.0
4305,1.0,4000.0,1.0,1500.0,1.0,5500.0,0.0,,0.0,,2009.0,,,,,,1.0,322203004.0,322203.0,32.0,2.0,2.0,3.0,4.0
4306,3.0,100.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,322203004.0,322203.0,32.0,2.0,2.0,3.0,4.0
4328,1.0,6000.0,1.0,4000.0,1.0,6000.0,0.0,,0.0,,2009.0,,,,,,1.0,322203005.0,322203.0,32.0,2.0,2.0,3.0,5.0
4360,1.0,1500.0,1.0,1000.0,1.0,1500.0,0.0,,0.0,,2009.0,,,,,,1.0,322203007.0,322203.0,32.0,2.0,2.0,3.0,7.0
4381,1.0,1400.0,1.0,700.0,1.0,2500.0,0.0,,0.0,,2009.0,,,,,,1.0,322203008.0,322203.0,32.0,2.0,2.0,3.0,8.0
4382,2.0,300.0,1.0,300.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,322203008.0,322203.0,32.0,2.0,2.0,3.0,8.0
4406,1.0,3000.0,1.0,1000.0,1.0,3000.0,1.0,800.0,1.0,800.0,2009.0,,,,,,1.0,322203009.0,322203.0,32.0,2.0,2.0,3.0,9.0
4407,2.0,300.0,1.0,300.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,322203009.0,322203.0,32.0,2.0,2.0,3.0,9.0
4431,1.0,5000.0,1.0,1000.0,1.0,6000.0,0.0,,0.0,,2009.0,,,,,,1.0,322203010.0,322203.0,32.0,2.0,2.0,3.0,10.0
4432,2.0,200.0,1.0,200.0,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,322203010.0,322203.0,32.0,2.0,2.0,3.0,10.0
4473,1.0,9999.0,0.0,,1.0,25000.0,0.0,,0.0,,2009.0,,,,,,1.0,322203013.0,322203.0,32.0,2.0,2.0,3.0,13.0
4474,2.0,300.0,0.0,,0.0,,1.0,700.0,0.0,,2009.0,,,,,,2.0,322203013.0,322203.0,32.0,2.0,2.0,3.0,13.0
4475,3.0,10.0,0.0,,0.0,,1.0,100.0,0.0,,2009.0,,,,,,3.0,322203013.0,322203.0,32.0,2.0,2.0,3.0,13.0
4499,1.0,1800.0,0.0,,1.0,600.0,0.0,,0.0,,2009.0,,,,,,1.0,322203014.0,322203.0,32.0,2.0,2.0,3.0,14.0
4517,1.0,5000.0,1.0,1500.0,1.0,5600.0,0.0,,0.0,,2009.0,,,,,,1.0,322203015.0,322203.0,32.0,2.0,2.0,3.0,15.0
4518,2.0,300.0,1.0,300.0,0.0,,1.0,400.0,0.0,,2009.0,,,,,,2.0,322203015.0,322203.0,32.0,2.0,2.0,3.0,15.0
4530,1.0,4000.0,1.0,1000.0,1.0,4000.0,1.0,700.0,1.0,600.0,2009.0,,,,,,1.0,322203016.0,322203.0,32.0,2.0,2.0,3.0,16.0
4579,1.0,5000.0,0.0,,1.0,15000.0,0.0,,0.0,,2009.0,,,,,,1.0,322203019.0,322203.0,32.0,2.0,2.0,3.0,19.0
4580,2.0,100.0,0.0,,0.0,,1.0,180.0,0.0,,2009.0,,,,,,2.0,322203019.0,322203.0,32.0,2.0,2.0,3.0,19.0
4581,3.0,50.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,322203019.0,322203.0,32.0,2.0,2.0,3.0,19.0
4605,1.0,2000.0,0.0,,1.0,3000.0,0.0,,0.0,,2009.0,,,,,,1.0,322203020.0,322203.0,32.0,2.0,2.0,3.0,20.0
4606,2.0,50.0,0.0,,0.0,,1.0,120.0,0.0,,2009.0,,,,,,2.0,322203020.0,322203.0,32.0,2.0,2.0,3.0,20.0
4616,1.0,2400.0,1.0,2400.0,1.0,2400.0,0.0,,0.0,,2009.0,,,,,,1.0,322203031.0,322203.0,32.0,2.0,2.0,3.0,31.0
4617,2.0,1200.0,1.0,1100.0,0.0,,1.0,1000.0,0.0,,2009.0,,,,,,2.0,322203031.0,322203.0,32.0,2.0,2.0,3.0,31.0
4628,1.0,4000.0,1.0,3000.0,1.0,4000.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,322203041.0,322203.0,32.0,2.0,2.0,3.0,41.0
4629,2.0,200.0,1.0,200.0,1.0,200.0,1.0,300.0,0.0,,2009.0,,,,,,2.0,322203041.0,322203.0,32.0,2.0,2.0,3.0,41.0
4642,1.0,9999.0,1.0,6000.0,1.0,24000.0,1.0,500.0,0.0,,2009.0,,,,,,1.0,322203042.0,322203.0,32.0,2.0,2.0,3.0,42.0
4643,2.0,700.0,1.0,600.0,0.0,,1.0,600.0,0.0,,2009.0,,,,,,2.0,322203042.0,322203.0,32.0,2.0,2.0,3.0,42.0
4657,1.0,800.0,1.0,800.0,1.0,4000.0,0.0,,0.0,,2009.0,,,,,,1.0,322203062.0,322203.0,32.0,2.0,2.0,3.0,62.0
4658,2.0,700.0,1.0,600.0,0.0,,1.0,650.0,0.0,,2009.0,,,,,,2.0,322203062.0,322203.0,32.0,2.0,2.0,3.0,62.0
4659,3.0,300.0,1.0,300.0,0.0,,1.0,250.0,0.0,,2009.0,,,,,,3.0,322203062.0,322203.0,32.0,2.0,2.0,3.0,62.0
4682,2.0,300.0,1.0,300.0,0.0,,1.0,100.0,1.0,300.0,2009.0,,,,,,2.0,322204001.0,322204.0,32.0,2.0,2.0,4.0,1.0
4708,1.0,8000.0,1.0,7000.0,1.0,20100.0,0.0,,0.0,,2009.0,,,,,,1.0,322204002.0,322204.0,32.0,2.0,2.0,4.0,2.0
4709,2.0,400.0,0.0,,0.0,,1.0,500.0,0.0,,2009.0,,,,,,2.0,322204002.0,322204.0,32.0,2.0,2.0,4.0,2.0
4747,1.0,1100.0,1.0,3500.0,1.0,4500.0,1.0,600.0,1.0,300.0,2009.0,,,,,,1.0,322204004.0,322204.0,32.0,2.0,2.0,4.0,4.0
4748,3.0,,1.0,200.0,0.0,,0.0,,0.0,,2009.0,,,,,,3.0,322204004.0,322204.0,32.0,2.0,2.0,4.0,4.0
4797,2.0,150.0,0.0,,0.0,,1.0,260.0,0.0,,2009.0,,,,,,2.0,322204007.0,322204.0,32.0,2.0,2.0,4.0,7.0
4830,2.0,200.0,1.0,150.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,322204010.0,322204.0,32.0,2.0,2.0,4.0,10.0
4877,1.0,400.0,1.0,250.0,0.0,,1.0,450.0,1.0,450.0,2009.0,,,,,,1.0,322204013.0,322204.0,32.0,2.0,2.0,4.0,13.0
4878,2.0,600.0,1.0,100.0,0.0,,1.0,760.0,1.0,50.0,2009.0,,,,,,2.0,322204013.0,322204.0,32.0,2.0,2.0,4.0,13.0
4971,2.0,50.0,1.0,30.0,0.0,,1.0,100.0,0.0,,2009.0,,,,,,2.0,322204041.0,322204.0,32.0,2.0,2.0,4.0,41.0
4984,2.0,100.0,0.0,,0.0,,1.0,340.0,0.0,,2009.0,,,,,,2.0,322204061.0,322204.0,32.0,2.0,2.0,4.0,61.0
4994,1.0,1200.0,1.0,560.0,1.0,1100.0,1.0,200.0,1.0,800.0,2009.0,,,,,,1.0,322204062.0,322204.0,32.0,2.0,2.0,4.0,62.0
4995,2.0,500.0,1.0,480.0,1.0,300.0,1.0,180.0,1.0,500.0,2009.0,,,,,,2.0,322204062.0,322204.0,32.0,2.0,2.0,4.0,62.0
