,idind,f2a,f4a,f4b,f4c,f5,f6,f7,f8,f9,f10,wave,f4d,f4,hhid,line,commid,t1,t2,t3,t4,t5
9140,422302016002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422302016.0,2.0,422302.0,42.0,2.0,3.0,2.0,16.0
9150,422302018002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422302018.0,2.0,422302.0,42.0,2.0,3.0,2.0,18.0
9151,422302019001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422302019.0,1.0,422302.0,42.0,2.0,3.0,2.0,19.0
9165,422302061001.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422302061.0,1.0,422302.0,42.0,2.0,3.0,2.0,61.0
9170,422302061002.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422302061.0,2.0,422302.0,42.0,2.0,3.0,2.0,61.0
9180,422302082001.0,1.0,12.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,422302082.0,1.0,422302.0,42.0,2.0,3.0,2.0,82.0
9184,422302082002.0,1.0,12.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,422302082.0,2.0,422302.0,42.0,2.0,3.0,2.0,82.0
9270,422303012001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422303012.0,1.0,422303.0,42.0,2.0,3.0,3.0,12.0
9277,422303012002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422303012.0,2.0,422303.0,42.0,2.0,3.0,3.0,12.0
9284,422303013041.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422303013.0,41.0,422303.0,42.0,2.0,3.0,3.0,13.0
9289,422303014001.0,1.0,12.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,422303014.0,1.0,422303.0,42.0,2.0,3.0,3.0,14.0
9295,422303014002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422303014.0,2.0,422303.0,42.0,2.0,3.0,3.0,14.0
9349,422303142001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422303013.0,2.0,422303.0,42.0,2.0,3.0,3.0,13.0
9364,422304002041.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,422304002.0,41.0,422304.0,42.0,2.0,3.0,4.0,2.0
9378,422304004001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422304004.0,1.0,422304.0,42.0,2.0,3.0,4.0,4.0
9386,422304004002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422304004.0,2.0,422304.0,42.0,2.0,3.0,4.0,4.0
9398,422304006003.0,1.0,12.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,422304006.0,3.0,422304.0,42.0,2.0,3.0,4.0,6.0
9405,422304007002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422304007.0,2.0,422304.0,42.0,2.0,3.0,4.0,7.0
9408,422304007003.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422304007.0,3.0,422304.0,42.0,2.0,3.0,4.0,7.0
9415,422304008001.0,1.0,12.0,2.0,3.0,2.0,,,,,0.0,2009.0,,,422304008.0,1.0,422304.0,42.0,2.0,3.0,4.0,8.0
9423,422304008002.0,1.0,12.0,2.0,2.0,2.0,,,,,1.0,2009.0,,,422304008.0,2.0,422304.0,42.0,2.0,3.0,4.0,8.0
9431,422304009002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,422304009.0,2.0,422304.0,42.0,2.0,3.0,4.0,9.0
9455,422304013002.0,1.0,6.0,9.0,1.0,2.0,,,,,1.0,2009.0,,,422304013.0,2.0,422304.0,42.0,2.0,3.0,4.0,13.0
9491,422304017002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422304017.0,2.0,422304.0,42.0,2.0,3.0,4.0,17.0
9498,422304018002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422304018.0,2.0,422304.0,42.0,2.0,3.0,4.0,18.0
9501,422304019001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422304019.0,1.0,422304.0,42.0,2.0,3.0,4.0,19.0
9509,422304019002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422304019.0,2.0,422304.0,42.0,2.0,3.0,4.0,19.0
9516,422304061001.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,422304061.0,1.0,422304.0,42.0,2.0,3.0,4.0,61.0
9520,422304061002.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,422304061.0,2.0,422304.0,42.0,2.0,3.0,4.0,61.0
9524,422304141001.0,1.0,9.0,4.0,2.0,2.0,,,,,,2009.0,,,422304019.0,3.0,422304.0,42.0,2.0,3.0,4.0,19.0
9545,422401004002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422401004.0,2.0,422401.0,42.0,2.0,4.0,1.0,4.0
9556,422401006001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,422401006.0,1.0,422401.0,42.0,2.0,4.0,1.0,6.0
9564,422401006002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,422401006.0,2.0,422401.0,42.0,2.0,4.0,1.0,6.0
9578,422401008002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422401008.0,2.0,422401.0,42.0,2.0,4.0,1.0,8.0
9610,422401013006.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422401013.0,6.0,422401.0,42.0,2.0,4.0,1.0,13.0
9618,422401016001.0,1.0,11.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422401016.0,1.0,422401.0,42.0,2.0,4.0,1.0,16.0
9626,422401016002.0,1.0,11.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422401016.0,2.0,422401.0,42.0,2.0,4.0,1.0,16.0
9644,422401019001.0,1.0,11.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422401019.0,1.0,422401.0,42.0,2.0,4.0,1.0,19.0
9652,422401019002.0,1.0,11.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422401019.0,2.0,422401.0,42.0,2.0,4.0,1.0,19.0
9660,422401020004.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422401020.0,4.0,422401.0,42.0,2.0,4.0,1.0,20.0
9663,422401041001.0,1.0,11.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422401041.0,1.0,422401.0,42.0,2.0,4.0,1.0,41.0
9667,422401041002.0,1.0,11.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422401041.0,2.0,422401.0,42.0,2.0,4.0,1.0,41.0
9668,422401041003.0,1.0,10.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422401041.0,3.0,422401.0,42.0,2.0,4.0,1.0,41.0
9669,422401042001.0,1.0,4.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422401042.0,1.0,422401.0,42.0,2.0,4.0,1.0,42.0
9673,422401042002.0,1.0,11.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422401042.0,2.0,422401.0,42.0,2.0,4.0,1.0,42.0
9674,422401042061.0,1.0,10.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422401042.0,61.0,422401.0,42.0,2.0,4.0,1.0,42.0
9724,422402007002.0,1.0,3.0,2.0,2.0,2.0,,,,,0.0,2009.0,,,422402007.0,2.0,422402.0,42.0,2.0,4.0,2.0,7.0
9729,422402009002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422402009.0,2.0,422402.0,42.0,2.0,4.0,2.0,9.0
9777,422402019002.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,422402019.0,2.0,422402.0,42.0,2.0,4.0,2.0,19.0
9787,422402042001.0,1.0,5.0,2.0,4.0,2.0,,,,,1.0,2009.0,,,422402042.0,1.0,422402.0,42.0,2.0,4.0,2.0,42.0
9792,422402042002.0,1.0,1.0,2.0,3.0,2.0,,,,,0.0,2009.0,,,422402042.0,2.0,422402.0,42.0,2.0,4.0,2.0,42.0
9794,422402042003.0,1.0,1.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,422402042.0,3.0,422402.0,42.0,2.0,4.0,2.0,42.0
9796,422402042004.0,1.0,2.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,422402042.0,4.0,422402.0,42.0,2.0,4.0,2.0,42.0
9801,422402043001.0,1.0,12.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,422402043.0,1.0,422402.0,42.0,2.0,4.0,2.0,43.0
9808,422402043006.0,1.0,10.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422402043.0,6.0,422402.0,42.0,2.0,4.0,2.0,43.0
9843,422403003001.0,1.0,8.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422403003.0,1.0,422403.0,42.0,2.0,4.0,3.0,3.0
9850,422403003002.0,1.0,10.0,6.0,1.0,2.0,,,,,1.0,2009.0,,,422403003.0,2.0,422403.0,42.0,2.0,4.0,3.0,3.0
9851,422403004001.0,1.0,10.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422403004.0,1.0,422403.0,42.0,2.0,4.0,3.0,4.0
9858,422403004002.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422403004.0,2.0,422403.0,42.0,2.0,4.0,3.0,4.0
9859,422403004101.0,1.0,10.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,422403004.0,101.0,422403.0,42.0,2.0,4.0,3.0,4.0
9860,422403005001.0,1.0,10.0,6.0,1.0,2.0,,,,,0.0,2009.0,,,422403005.0,1.0,422403.0,42.0,2.0,4.0,3.0,5.0
9868,422403005002.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422403005.0,2.0,422403.0,42.0,2.0,4.0,3.0,5.0
9870,422403006001.0,1.0,10.0,4.0,1.0,2.0,,,,,0.0,2009.0,,,422403006.0,1.0,422403.0,42.0,2.0,4.0,3.0,6.0
9877,422403006002.0,1.0,10.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,422403006.0,2.0,422403.0,42.0,2.0,4.0,3.0,6.0
9962,422403042002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422403042.0,2.0,422403.0,42.0,2.0,4.0,3.0,42.0
9977,422404001003.0,1.0,6.0,4.0,1.0,2.0,,,,,0.0,2009.0,,,422404001.0,3.0,422404.0,42.0,2.0,4.0,4.0,1.0
9979,422404001007.0,1.0,8.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422404001.0,7.0,422404.0,42.0,2.0,4.0,4.0,1.0
9981,422404001081.0,1.0,10.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,422404001.0,81.0,422404.0,42.0,2.0,4.0,4.0,1.0
9982,422404001084.0,1.0,8.0,4.0,1.0,2.0,,,,,0.0,2009.0,,,422404001.0,84.0,422404.0,42.0,2.0,4.0,4.0,1.0
10000,422404004005.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422404004.0,5.0,422404.0,42.0,2.0,4.0,4.0,4.0
10052,422404013001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422404013.0,1.0,422404.0,42.0,2.0,4.0,4.0,13.0
10057,422404014001.0,1.0,3.0,2.0,2.0,2.0,,,,,1.0,2009.0,,,422404014.0,1.0,422404.0,42.0,2.0,4.0,4.0,14.0
10064,422404014002.0,1.0,3.0,2.0,4.0,2.0,,,,,0.0,2009.0,,,422404014.0,2.0,422404.0,42.0,2.0,4.0,4.0,14.0
10099,422404018001.0,1.0,2.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,422404018.0,1.0,422404.0,42.0,2.0,4.0,4.0,18.0
10107,422404018002.0,1.0,4.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,422404018.0,2.0,422404.0,42.0,2.0,4.0,4.0,18.0
10112,422404019001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422404019.0,1.0,422404.0,42.0,2.0,4.0,4.0,19.0
10128,422404020031.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,422404020.0,31.0,422404.0,42.0,2.0,4.0,4.0,20.0
10288,432103002002.0,1.0,-9.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432103002.0,2.0,432103.0,43.0,2.0,1.0,3.0,2.0
10289,432103003001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432103003.0,1.0,432103.0,43.0,2.0,1.0,3.0,3.0
10298,432103003021.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432103003.0,21.0,432103.0,43.0,2.0,1.0,3.0,3.0
10306,432103004002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432103004.0,2.0,432103.0,43.0,2.0,1.0,3.0,4.0
10311,432103005003.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,432103005.0,3.0,432103.0,43.0,2.0,1.0,3.0,5.0
10318,432103005004.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432103005.0,4.0,432103.0,43.0,2.0,1.0,3.0,5.0
10339,432103008002.0,1.0,5.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432103008.0,2.0,432103.0,43.0,2.0,1.0,3.0,8.0
10350,432103009002.0,1.0,12.0,9.0,1.0,2.0,,,,,1.0,2009.0,,,432103009.0,2.0,432103.0,43.0,2.0,1.0,3.0,9.0
10366,432103012002.0,1.0,4.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432103012.0,2.0,432103.0,43.0,2.0,1.0,3.0,12.0
10368,432103013001.0,1.0,10.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,432103013.0,1.0,432103.0,43.0,2.0,1.0,3.0,13.0
10397,432103018001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,432103018.0,1.0,432103.0,43.0,2.0,1.0,3.0,18.0
10418,432103101002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432103101.0,2.0,432103.0,43.0,2.0,1.0,3.0,101.0
10419,432103102002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432103102.0,2.0,432103.0,43.0,2.0,1.0,3.0,102.0
10424,432104003001.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432104003.0,1.0,432104.0,43.0,2.0,1.0,4.0,3.0
10432,432104003002.0,1.0,6.0,5.0,3.0,2.0,,,,,1.0,2009.0,,,432104003.0,2.0,432104.0,43.0,2.0,1.0,4.0,3.0
10434,432104003121.0,1.0,8.0,3.0,2.0,2.0,,,,,0.0,2009.0,,,432104003.0,121.0,432104.0,43.0,2.0,1.0,4.0,3.0
10447,432104005002.0,1.0,5.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432104005.0,2.0,432104.0,43.0,2.0,1.0,4.0,5.0
10472,432104010001.0,1.0,4.0,2.0,1.0,2.0,,,,,1.0,2009.0,,,432104010.0,1.0,432104.0,43.0,2.0,1.0,4.0,10.0
10480,432104010002.0,1.0,4.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,432104010.0,2.0,432104.0,43.0,2.0,1.0,4.0,10.0
10509,432104016001.0,1.0,6.0,1.0,2.0,2.0,,,,,0.0,2009.0,,,432104016.0,1.0,432104.0,43.0,2.0,1.0,4.0,16.0
10511,432104016121.0,1.0,,,,2.0,,,,,0.0,2009.0,,,432104016.0,121.0,432104.0,43.0,2.0,1.0,4.0,16.0
10528,432104020002.0,1.0,2.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,432104020.0,2.0,432104.0,43.0,2.0,1.0,4.0,20.0
10532,432105001001.0,1.0,1.0,1.0,3.0,2.0,,,,,0.0,2009.0,,,432105001.0,1.0,432105.0,43.0,2.0,1.0,5.0,1.0
10533,432105001002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,432105001.0,2.0,432105.0,43.0,2.0,1.0,5.0,1.0
10538,432105003001.0,1.0,6.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,432105003.0,1.0,432105.0,43.0,2.0,1.0,5.0,3.0
10541,432105003002.0,1.0,8.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432105003.0,2.0,432105.0,43.0,2.0,1.0,5.0,3.0
10554,432105011002.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432105011.0,2.0,432105.0,43.0,2.0,1.0,5.0,11.0
10558,432105018002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432105018.0,2.0,432105.0,43.0,2.0,1.0,5.0,18.0
10583,432201015002.0,1.0,10.0,4.0,1.0,2.0,,,,,1.0,2009.0,,,432201015.0,2.0,432201.0,43.0,2.0,2.0,1.0,15.0
10597,432202002002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432202002.0,2.0,432202.0,43.0,2.0,2.0,2.0,2.0
10604,432202003002.0,1.0,8.0,6.0,1.0,2.0,,,,,0.0,2009.0,,,432202003.0,2.0,432202.0,43.0,2.0,2.0,2.0,3.0
10612,432202004001.0,1.0,12.0,7.0,5.0,2.0,,,,,1.0,2009.0,,,432202004.0,1.0,432202.0,43.0,2.0,2.0,2.0,4.0
10641,432202010002.0,1.0,6.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432202010.0,2.0,432202.0,43.0,2.0,2.0,2.0,10.0
10682,432202020002.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432202020.0,2.0,432202.0,43.0,2.0,2.0,2.0,20.0
10687,432202101001.0,1.0,10.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432202101.0,1.0,432202.0,43.0,2.0,2.0,2.0,101.0
10689,432202121002.0,1.0,4.0,4.0,2.0,2.0,,,,,1.0,2009.0,,,432202121.0,2.0,432202.0,43.0,2.0,2.0,2.0,121.0
10719,432203007002.0,1.0,6.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,432203007.0,2.0,432203.0,43.0,2.0,2.0,3.0,7.0
10753,432203017001.0,1.0,10.0,6.0,1.0,2.0,,,,,0.0,2009.0,,,432203017.0,1.0,432203.0,43.0,2.0,2.0,3.0,17.0
10760,432203017002.0,1.0,12.0,5.0,2.0,2.0,,,,,1.0,2009.0,,,432203017.0,2.0,432203.0,43.0,2.0,2.0,3.0,17.0
10797,432204003002.0,1.0,12.0,6.0,2.0,2.0,,,,,1.0,2009.0,,,432204003.0,2.0,432204.0,43.0,2.0,2.0,4.0,3.0
10801,432204004001.0,1.0,2.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,432204004.0,1.0,432204.0,43.0,2.0,2.0,4.0,4.0
10810,432204004002.0,1.0,2.0,2.0,1.0,2.0,,,,,1.0,2009.0,,,432204004.0,2.0,432204.0,43.0,2.0,2.0,4.0,4.0
10825,432204006002.0,1.0,3.0,3.0,4.0,2.0,,,,,1.0,2009.0,,,432204006.0,2.0,432204.0,43.0,2.0,2.0,4.0,6.0
10844,432204009001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,432204009.0,1.0,432204.0,43.0,2.0,2.0,4.0,9.0
10851,432204009002.0,1.0,-9.0,9.0,-9.0,2.0,,,,,1.0,2009.0,,,432204009.0,2.0,432204.0,43.0,2.0,2.0,4.0,9.0
10882,432204014001.0,1.0,1.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,432204014.0,1.0,432204.0,43.0,2.0,2.0,4.0,14.0
10929,432204019001.0,1.0,12.0,6.0,3.0,2.0,,,,,1.0,2009.0,,,432204019.0,1.0,432204.0,43.0,2.0,2.0,4.0,19.0
10943,432204042001.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,2009.0,,,432204042.0,1.0,432204.0,43.0,2.0,2.0,4.0,42.0
10949,432204101002.0,1.0,8.0,5.0,1.0,2.0,,,,,1.0,2009.0,,,432204101.0,2.0,432204.0,43.0,2.0,2.0,4.0,101.0
10953,432204122002.0,1.0,2.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,432204122.0,2.0,432204.0,43.0,2.0,2.0,4.0,122.0
10976,432301011001.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432301011.0,1.0,432301.0,43.0,2.0,3.0,1.0,11.0
11004,432302004002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432302004.0,2.0,432302.0,43.0,2.0,3.0,2.0,4.0
11011,432302005002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,432302005.0,2.0,432302.0,43.0,2.0,3.0,2.0,5.0
11033,432302009002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432302009.0,2.0,432302.0,43.0,2.0,3.0,2.0,9.0
11045,432302011002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432302011.0,2.0,432302.0,43.0,2.0,3.0,2.0,11.0
11047,432302011003.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,432302011.0,3.0,432302.0,43.0,2.0,3.0,2.0,11.0
11048,432302011004.0,1.0,6.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,432302011.0,4.0,432302.0,43.0,2.0,3.0,2.0,11.0
11056,432302012002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432302012.0,2.0,432302.0,43.0,2.0,3.0,2.0,12.0
11069,432302014002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432302014.0,2.0,432302.0,43.0,2.0,3.0,2.0,14.0
11076,432302016001.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,432302016.0,1.0,432302.0,43.0,2.0,3.0,2.0,16.0
11081,432302016002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432302016.0,2.0,432302.0,43.0,2.0,3.0,2.0,16.0
11086,432302017002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432302017.0,2.0,432302.0,43.0,2.0,3.0,2.0,17.0
11126,432302061002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432302061.0,2.0,432302.0,43.0,2.0,3.0,2.0,61.0
11136,432302101001.0,1.0,12.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432302101.0,1.0,432302.0,43.0,2.0,3.0,2.0,101.0
11165,432303003002.0,1.0,12.0,3.0,2.0,2.0,,,,,1.0,2009.0,,,432303003.0,2.0,432303.0,43.0,2.0,3.0,3.0,3.0
11173,432303003006.0,1.0,12.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,432303003.0,6.0,432303.0,43.0,2.0,3.0,3.0,3.0
11205,432303011002.0,1.0,6.0,5.0,4.0,2.0,,,,,1.0,2009.0,,,432303011.0,2.0,432303.0,43.0,2.0,3.0,3.0,11.0
11213,432303013001.0,1.0,12.0,5.0,6.0,2.0,,,,,1.0,2009.0,,,432303013.0,1.0,432303.0,43.0,2.0,3.0,3.0,13.0
11226,432303014001.0,1.0,12.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,432303014.0,1.0,432303.0,43.0,2.0,3.0,3.0,14.0
11246,432303016001.0,1.0,12.0,6.0,4.0,2.0,,,,,1.0,2009.0,,,432303016.0,1.0,432303.0,43.0,2.0,3.0,3.0,16.0
11253,432303016002.0,1.0,8.0,2.0,3.0,2.0,,,,,1.0,2009.0,,,432303016.0,2.0,432303.0,43.0,2.0,3.0,3.0,16.0
11266,432303018002.0,1.0,-9.0,7.0,-9.0,2.0,,,,,1.0,2009.0,,,432303018.0,2.0,432303.0,43.0,2.0,3.0,3.0,18.0
11271,432303018061.0,1.0,12.0,5.0,1.0,2.0,,,,,0.0,2009.0,,,432303018.0,61.0,432303.0,43.0,2.0,3.0,3.0,18.0
11273,432303019001.0,1.0,7.0,1.0,2.0,2.0,,,,,0.0,2009.0,,,432303019.0,1.0,432303.0,43.0,2.0,3.0,3.0,19.0
11281,432303019002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432303019.0,2.0,432303.0,43.0,2.0,3.0,3.0,19.0
11289,432303020001.0,1.0,-9.0,9.0,-9.0,2.0,,,,,0.0,2009.0,,,432303020.0,1.0,432303.0,43.0,2.0,3.0,3.0,20.0
11297,432303020002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432303020.0,2.0,432303.0,43.0,2.0,3.0,3.0,20.0
11307,432303061001.0,1.0,12.0,7.0,3.0,2.0,,,,,1.0,2009.0,,,432303061.0,1.0,432303.0,43.0,2.0,3.0,3.0,61.0
11312,432303061002.0,1.0,-9.0,7.0,2.0,2.0,,,,,0.0,2009.0,,,432303061.0,2.0,432303.0,43.0,2.0,3.0,3.0,61.0
11320,432303081002.0,1.0,-9.0,9.0,4.0,2.0,,,,,1.0,2009.0,,,432303081.0,2.0,432303.0,43.0,2.0,3.0,3.0,81.0
11322,432303101004.0,1.0,1.0,2.0,1.0,2.0,,,,,0.0,2009.0,,,432303101.0,4.0,432303.0,43.0,2.0,3.0,3.0,101.0
11347,432304002002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432304002.0,2.0,432304.0,43.0,2.0,3.0,4.0,2.0
11358,432304004002.0,1.0,12.0,7.0,2.0,2.0,,,,,1.0,2009.0,,,432304004.0,2.0,432304.0,43.0,2.0,3.0,4.0,4.0
11387,432304009002.0,1.0,10.0,7.0,3.0,2.0,,,,,1.0,2009.0,,,432304009.0,2.0,432304.0,43.0,2.0,3.0,4.0,9.0
11391,432304010001.0,1.0,5.0,3.0,1.0,2.0,,,,,0.0,2009.0,,,432304010.0,1.0,432304.0,43.0,2.0,3.0,4.0,10.0
11394,432304010002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432304010.0,2.0,432304.0,43.0,2.0,3.0,4.0,10.0
11401,432304011002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432304011.0,2.0,432304.0,43.0,2.0,3.0,4.0,11.0
11422,432304014002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432304014.0,2.0,432304.0,43.0,2.0,3.0,4.0,14.0
11434,432304016002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432304016.0,2.0,432304.0,43.0,2.0,3.0,4.0,16.0
11448,432304017031.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,432304017.0,31.0,432304.0,43.0,2.0,3.0,4.0,17.0
11455,432304018002.0,1.0,12.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,432304018.0,2.0,432304.0,43.0,2.0,3.0,4.0,18.0
11467,432304019002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432304019.0,2.0,432304.0,43.0,2.0,3.0,4.0,19.0
11489,432304101001.0,1.0,2.0,7.0,1.0,2.0,,,,,0.0,2009.0,,,432304101.0,1.0,432304.0,43.0,2.0,3.0,4.0,101.0
11490,432304101002.0,1.0,12.0,7.0,1.0,2.0,,,,,1.0,2009.0,,,432304101.0,2.0,432304.0,43.0,2.0,3.0,4.0,101.0
11491,432304101003.0,1.0,10.0,6.0,1.0,2.0,,,,,0.0,2009.0,,,432304101.0,3.0,432304.0,43.0,2.0,3.0,4.0,101.0
11492,432304101004.0,1.0,10.0,1.0,1.0,2.0,,,,,0.0,2009.0,,,432304101.0,4.0,432304.0,43.0,2.0,3.0,4.0,101.0
