,idind,Sex
2332,3.21208E+11,0
2333,3.21208E+11,0
2334,3.21208E+11,0
2335,3.21208E+11,1
2336,3.21208E+11,0
2337,3.21208E+11,1
2338,3.21208E+11,0
2339,3.21208E+11,1
2340,3.21208E+11,1
2341,3.21208E+11,0
2342,3.21208E+11,1
2343,3.21208E+11,0
2344,3.22102E+11,0
2345,3.22102E+11,0
2346,3.22102E+11,1
2347,3.22102E+11,0
2348,3.22102E+11,1
2349,3.22102E+11,0
2350,3.22102E+11,0
2351,3.22102E+11,1
2352,3.22102E+11,0
2353,3.22102E+11,1
2354,3.22102E+11,1
2355,3.22102E+11,0
2356,3.22102E+11,1
2357,3.22102E+11,0
2358,3.22102E+11,1
2359,3.22102E+11,0
2360,3.22102E+11,0
2361,3.22102E+11,0
2362,3.22102E+11,1
2363,3.22102E+11,1
2364,3.22102E+11,0
2365,3.22102E+11,0
2366,3.22102E+11,1
2367,3.22102E+11,0
2368,3.22102E+11,1
2369,3.22102E+11,0
2370,3.22102E+11,1
2371,3.22102E+11,1
2372,3.22102E+11,0
2373,3.22102E+11,1
2374,3.22102E+11,1
2375,3.22102E+11,0
2376,3.22102E+11,1
2377,3.22102E+11,0
2378,3.22102E+11,1
2379,3.22102E+11,0
2380,3.22102E+11,1
2381,3.22103E+11,1
2382,3.22103E+11,0
2383,3.22103E+11,1
2384,3.22103E+11,0
2385,3.22103E+11,1
2386,3.22103E+11,1
2387,3.22103E+11,0
2388,3.22103E+11,0
2389,3.22103E+11,1
2390,3.22103E+11,0
2391,3.22103E+11,1
2392,3.22103E+11,0
2393,3.22103E+11,0
2394,3.22103E+11,1
2395,3.22103E+11,0
2396,3.22103E+11,1
2397,3.22103E+11,0
2398,3.22103E+11,1
2399,3.22103E+11,0
2400,3.22103E+11,0
2401,3.22103E+11,1
2402,3.22103E+11,0
2403,3.22103E+11,0
2404,3.22103E+11,1
2405,3.22103E+11,0
2406,3.22103E+11,1
2407,3.22103E+11,0
2408,3.22103E+11,0
2409,3.22103E+11,1
2410,3.22103E+11,0
2411,3.22103E+11,1
2412,3.22103E+11,0
2413,3.22103E+11,1
2414,3.22103E+11,0
2415,3.22103E+11,1
2416,3.22103E+11,0
2417,3.22103E+11,0
2418,3.22103E+11,1
2419,3.22103E+11,0
2420,3.22103E+11,1
2421,3.22103E+11,0
2422,3.22103E+11,0
2423,3.22103E+11,1
2424,3.22103E+11,1
2425,3.22103E+11,0
2426,3.22103E+11,1
2427,3.22103E+11,1
2428,3.22103E+11,1
2429,3.22103E+11,0
2430,3.22103E+11,0
2431,3.22103E+11,0
2432,3.22103E+11,1
2433,3.22103E+11,0
2434,3.22103E+11,0
2435,3.22103E+11,1
2436,3.22103E+11,0
2437,3.22103E+11,0
2438,3.22103E+11,1
2439,3.22103E+11,0
2440,3.22103E+11,1
2441,3.22103E+11,0
2442,3.22104E+11,1
2443,3.22104E+11,1
2444,3.22104E+11,0
2445,3.22104E+11,1
2446,3.22104E+11,1
2447,3.22104E+11,0
2448,3.22104E+11,0
2449,3.22104E+11,1
2450,3.22104E+11,0
2451,3.22104E+11,1
2452,3.22104E+11,0
2453,3.22104E+11,1
2454,3.22104E+11,1
2455,3.22104E+11,0
2456,3.22104E+11,0
2457,3.22104E+11,1
2458,3.22104E+11,0
2459,3.22104E+11,1
2460,3.22104E+11,0
2461,3.22104E+11,0
2462,3.22104E+11,1
2463,3.22104E+11,1
2464,3.22104E+11,0
2465,3.22104E+11,1
2466,3.22104E+11,0
2467,3.22104E+11,0
2468,3.22104E+11,1
2469,3.22104E+11,1
2470,3.22104E+11,1
2471,3.22104E+11,1
2472,3.22104E+11,1
2473,3.22104E+11,0
2474,3.22104E+11,1
2475,3.22104E+11,0
2476,3.22104E+11,1
2477,3.22104E+11,0
2478,3.22104E+11,0
2479,3.22104E+11,0
2480,3.22105E+11,1
2481,3.22105E+11,0
2482,3.22105E+11,0
2483,3.22105E+11,1
2484,3.22105E+11,0
2485,3.22105E+11,0
2486,3.22105E+11,1
2487,3.22105E+11,0
2488,3.22105E+11,1
2489,3.22105E+11,1
2490,3.22105E+11,0
2491,3.22105E+11,1
2492,3.22105E+11,0
2493,3.22105E+11,1
2494,3.22105E+11,0
2495,3.22105E+11,1
2496,3.22105E+11,1
2497,3.22105E+11,1
2498,3.22105E+11,0
2499,3.22105E+11,1
2500,3.22105E+11,0
2501,3.22105E+11,1
2502,3.22105E+11,1
2503,3.22105E+11,0
2504,3.22105E+11,1
2505,3.22105E+11,0
2506,3.22105E+11,0
2507,3.22105E+11,1
2508,3.22105E+11,0
2509,3.22105E+11,1
2510,3.22105E+11,1
2511,3.22105E+11,0
2512,3.22105E+11,1
2513,3.22105E+11,0
2514,3.22105E+11,0
2515,3.22105E+11,0
2516,3.22105E+11,1
2517,3.22105E+11,0
2518,3.22105E+11,0
2519,3.22105E+11,0
2520,3.22105E+11,1
2521,3.22105E+11,0
2522,3.22105E+11,1
2523,3.22105E+11,1
2524,3.22105E+11,0
2525,3.22105E+11,1
2526,3.22105E+11,1
2527,3.22105E+11,1
2528,3.22105E+11,0
2529,3.22105E+11,1
2530,3.22105E+11,0
2531,3.22105E+11,1
2532,3.22105E+11,1
2533,3.22105E+11,0
2534,3.22105E+11,1
2535,3.22105E+11,0
2536,3.22105E+11,1
2537,3.22105E+11,1
2538,3.22105E+11,1
2539,3.22105E+11,0
2540,3.22202E+11,1
2541,3.22202E+11,1
2542,3.22202E+11,0
2543,3.22202E+11,0
2544,3.22202E+11,1
2545,3.22202E+11,0
2546,3.22202E+11,1
2547,3.22202E+11,0
2548,3.22202E+11,1
2549,3.22202E+11,0
2550,3.22202E+11,1
2551,3.22202E+11,1
2552,3.22202E+11,0
2553,3.22202E+11,0
2554,3.22202E+11,1
2555,3.22202E+11,0
2556,3.22202E+11,1
2557,3.22202E+11,0
2558,3.22202E+11,1
2559,3.22202E+11,1
2560,3.22202E+11,0
2561,3.22202E+11,1
2562,3.22202E+11,0
2563,3.22202E+11,1
2564,3.22202E+11,0
2565,3.22202E+11,1
2566,3.22202E+11,0
2567,3.22202E+11,0
2568,3.22202E+11,1
2569,3.22202E+11,0
2570,3.22202E+11,1
2571,3.22202E+11,1
2572,3.22202E+11,0
2573,3.22202E+11,0
2574,3.22202E+11,0
2575,3.22202E+11,1
2576,3.22202E+11,0
2577,3.22202E+11,1
2578,3.22202E+11,0
2579,3.22202E+11,0
2580,3.22202E+11,0
2581,3.22202E+11,0
2582,3.22202E+11,0
2583,3.22202E+11,1
2584,3.22202E+11,0
2585,3.22202E+11,1
2586,3.22202E+11,0
2587,3.22202E+11,1
2588,3.22202E+11,1
2589,3.22202E+11,0
2590,3.22202E+11,1
2591,3.22203E+11,1
2592,3.22203E+11,0
2593,3.22203E+11,0
2594,3.22203E+11,0
2595,3.22203E+11,1
2596,3.22203E+11,0
2597,3.22203E+11,1
2598,3.22203E+11,0
2599,3.22203E+11,1
2600,3.22203E+11,0
2601,3.22203E+11,1
2602,3.22203E+11,1
2603,3.22203E+11,0
2604,3.22203E+11,1
2605,3.22203E+11,0
2606,3.22203E+11,1
2607,3.22203E+11,1
2608,3.22203E+11,0
2609,3.22203E+11,0
2610,3.22203E+11,1
2611,3.22203E+11,0
2612,3.22203E+11,1
2613,3.22203E+11,0
2614,3.22203E+11,1
2615,3.22203E+11,0
2616,3.22203E+11,1
2617,3.22203E+11,1
2618,3.22203E+11,0
2619,3.22203E+11,1
2620,3.22203E+11,0
2621,3.22203E+11,1
2622,3.22203E+11,0
2623,3.22203E+11,1
2624,3.22203E+11,0
2625,3.22203E+11,0
2626,3.22203E+11,0
2627,3.22203E+11,1
2628,3.22203E+11,0
2629,3.22203E+11,1
2630,3.22203E+11,1
2631,3.22203E+11,0
2632,3.22203E+11,1
2633,3.22203E+11,1
2634,3.22203E+11,0
2635,3.22203E+11,0
2636,3.22203E+11,1
2637,3.22204E+11,1
2638,3.22204E+11,0
2639,3.22204E+11,1
2640,3.22204E+11,0
2641,3.22204E+11,1
2642,3.22204E+11,0
2643,3.22204E+11,0
2644,3.22204E+11,1
2645,3.22204E+11,0
2646,3.22204E+11,0
2647,3.22204E+11,1
2648,3.22204E+11,0
2649,3.22204E+11,0
2650,3.22204E+11,0
2651,3.22204E+11,1
2652,3.22204E+11,1
2653,3.22204E+11,0
2654,3.22204E+11,0
2655,3.22204E+11,1
2656,3.22204E+11,0
2657,3.22204E+11,0
2658,3.22204E+11,1
2659,3.22204E+11,0
2660,3.22204E+11,1
2661,3.22204E+11,0
2662,3.22204E+11,0
2663,3.22204E+11,1
2664,3.22204E+11,1
2665,3.22204E+11,0
2666,3.22204E+11,1
2667,3.22204E+11,0
2668,3.22204E+11,1
2669,3.22204E+11,0
2670,3.22204E+11,1
2671,3.22204E+11,0
2672,3.22204E+11,0
2673,3.22204E+11,1
2674,3.22204E+11,0
2675,3.22209E+11,1
2676,3.22209E+11,0
2677,3.22209E+11,1
2678,3.22209E+11,0
2679,3.22209E+11,1
2680,3.22209E+11,0
2681,3.22209E+11,0
2682,3.22209E+11,0
2683,3.22209E+11,1
2684,3.22209E+11,0
2685,3.22209E+11,1
2686,3.22209E+11,0
2687,3.22209E+11,1
2688,3.22209E+11,0
2689,3.22209E+11,1
2690,3.22209E+11,1
2691,3.22209E+11,0
2692,3.22209E+11,1
2693,3.22209E+11,0
2694,3.22209E+11,1
2695,3.22209E+11,0
2696,3.22209E+11,1
2697,3.22209E+11,0
2698,3.22209E+11,1
2699,3.22209E+11,0
2700,3.22209E+11,1
2701,3.22209E+11,0
2702,3.22209E+11,0
2703,3.22209E+11,0
2704,3.22209E+11,1
2705,3.22209E+11,0
2706,3.22209E+11,1
2707,3.22209E+11,0
2708,3.22209E+11,1
2709,3.22209E+11,0
2710,3.22209E+11,0
2711,3.22209E+11,1
2712,3.22209E+11,1
2713,3.22209E+11,0
2714,3.22302E+11,0
2715,3.22302E+11,1
2716,3.22302E+11,0
2717,3.22302E+11,1
2718,3.22302E+11,0
2719,3.22302E+11,1
2720,3.22302E+11,0
2721,3.22302E+11,0
2722,3.22302E+11,1
2723,3.22302E+11,0
2724,3.22302E+11,1
2725,3.22302E+11,0
2726,3.22302E+11,0
2727,3.22302E+11,1
2728,3.22302E+11,0
2729,3.22302E+11,0
2730,3.22302E+11,1
2731,3.22302E+11,0
2732,3.22302E+11,1
2733,3.22302E+11,0
2734,3.22302E+11,0
2735,3.22302E+11,1
2736,3.22302E+11,1
2737,3.22302E+11,0
2738,3.22302E+11,1
2739,3.22302E+11,1
2740,3.22302E+11,0
2741,3.22302E+11,1
2742,3.22302E+11,0
2743,3.22302E+11,0
2744,3.22302E+11,1
2745,3.22302E+11,0
2746,3.22302E+11,1
2747,3.22302E+11,0
2748,3.22302E+11,1
2749,3.22302E+11,0
2750,3.22302E+11,0
2751,3.22302E+11,1
2752,3.22302E+11,1
2753,3.22302E+11,0
2754,3.22302E+11,0
2755,3.22302E+11,1
2756,3.22302E+11,0
2757,3.22302E+11,1
2758,3.22302E+11,0
2759,3.22302E+11,1
2760,3.22302E+11,0
2761,3.22302E+11,0
2762,3.22302E+11,1
2763,3.22302E+11,0
2764,3.22302E+11,0
2765,3.22303E+11,1
2766,3.22303E+11,0
2767,3.22303E+11,1
2768,3.22303E+11,1
2769,3.22303E+11,1
2770,3.22303E+11,0
2771,3.22303E+11,1
2772,3.22303E+11,0
2773,3.22303E+11,0
2774,3.22303E+11,1
2775,3.22303E+11,1
2776,3.22303E+11,0
2777,3.22303E+11,0
2778,3.22303E+11,1
2779,3.22303E+11,0
2780,3.22303E+11,1
2781,3.22303E+11,0
2782,3.22303E+11,1
2783,3.22303E+11,0
2784,3.22303E+11,1
2785,3.22303E+11,1
2786,3.22303E+11,0
2787,3.22303E+11,1
2788,3.22303E+11,0
2789,3.22303E+11,1
2790,3.22303E+11,0
2791,3.22303E+11,1
2792,3.22303E+11,1
2793,3.22303E+11,1
2794,3.22303E+11,1
2795,3.22303E+11,0
2796,3.22303E+11,1
2797,3.22303E+11,0
2798,3.22303E+11,0
2799,3.22303E+11,1
2800,3.22303E+11,1
2801,3.22303E+11,0
2802,3.22303E+11,0
2803,3.22303E+11,0
2804,3.22304E+11,1
2805,3.22304E+11,0
2806,3.22304E+11,0
2807,3.22304E+11,0
2808,3.22304E+11,1
2809,3.22304E+11,0
2810,3.22304E+11,1
2811,3.22304E+11,0
2812,3.22304E+11,0
2813,3.22304E+11,
2814,3.22304E+11,1
2815,3.22304E+11,0
2816,3.22304E+11,1
2817,3.22304E+11,0
2818,3.22304E+11,1
2819,3.22304E+11,0
2820,3.22304E+11,1
2821,3.22304E+11,0
2822,3.22304E+11,0
2823,3.22304E+11,1
2824,3.22304E+11,0
2825,3.22304E+11,0
2826,3.22304E+11,1
2827,3.22304E+11,0
2828,3.22304E+11,0
2829,3.22304E+11,1
2830,3.22304E+11,0
2831,3.22304E+11,1
2832,3.22304E+11,0
2833,3.22304E+11,0
2834,3.22304E+11,0
2835,3.22305E+11,1
2836,3.22305E+11,0
2837,3.22305E+11,1
2838,3.22305E+11,1
2839,3.22305E+11,1
2840,3.22305E+11,0
2841,3.22305E+11,1
2842,3.22305E+11,0
2843,3.22305E+11,1
2844,3.22305E+11,0
2845,3.22305E+11,1
2846,3.22305E+11,1
2847,3.22305E+11,1
2848,3.22305E+11,0
2849,3.22305E+11,1
2850,3.22305E+11,0
2851,3.22305E+11,1
2852,3.22305E+11,0
2853,3.22305E+11,0
2854,3.22305E+11,1
2855,3.22305E+11,0
2856,3.22305E+11,1
2857,3.22305E+11,0
2858,3.22305E+11,1
2859,3.22305E+11,0
2860,3.22305E+11,1
2861,3.22305E+11,0
2862,3.22305E+11,1
2863,3.22305E+11,0
2864,3.22305E+11,0
2865,3.22305E+11,1
2866,3.22305E+11,0
2867,3.22305E+11,1
2868,3.22305E+11,0
2869,3.22305E+11,0
2870,3.22305E+11,1
2871,3.22305E+11,0
2872,3.22305E+11,1
2873,3.22305E+11,0
2874,3.22305E+11,1
2875,3.22305E+11,1
2876,3.22305E+11,1
2877,3.22305E+11,0
2878,3.22305E+11,1
2879,3.22402E+11,1
2880,3.22402E+11,0
2881,3.22402E+11,0
2882,3.22402E+11,1
2883,3.22402E+11,1
2884,3.22402E+11,0
2885,3.22402E+11,0
2886,3.22402E+11,1
2887,3.22402E+11,0
2888,3.22402E+11,1
2889,3.22402E+11,0
2890,3.22402E+11,1
2891,3.22402E+11,0
2892,3.22402E+11,1
2893,3.22402E+11,0
2894,3.22402E+11,0
2895,3.22402E+11,0
2896,3.22402E+11,0
2897,3.22402E+11,1
2898,3.22402E+11,1
2899,3.22402E+11,1
2900,3.22402E+11,0
2901,3.22402E+11,1
2902,3.22402E+11,0
2903,3.22402E+11,1
2904,3.22402E+11,0
2905,3.22402E+11,0
2906,3.22402E+11,1
2907,3.22402E+11,0
2908,3.22402E+11,0
2909,3.22402E+11,1
2910,3.22402E+11,0
2911,3.22402E+11,1
2912,3.22402E+11,0
2913,3.22402E+11,1
2914,3.22402E+11,0
2915,3.22402E+11,0
2916,3.22402E+11,0
2917,3.22402E+11,1
2918,3.22402E+11,1
2919,3.22402E+11,0
2920,3.22402E+11,0
2921,3.22402E+11,1
2922,3.22402E+11,0
2923,3.22402E+11,1
2924,3.22402E+11,0
2925,3.22402E+11,1
2926,3.22402E+11,0
2927,3.22402E+11,1
2928,3.22402E+11,0
2929,3.22402E+11,1
2930,3.22402E+11,1
2931,3.22402E+11,0
2932,3.22402E+11,1
2933,3.22402E+11,0
2934,3.22402E+11,1
2935,3.22402E+11,0
2936,3.22402E+11,0
2937,3.22402E+11,1
2938,3.22402E+11,0
2939,3.22402E+11,0
2940,3.22402E+11,1
2941,3.22402E+11,0
2942,3.22402E+11,0
2943,3.22402E+11,1
2944,3.22402E+11,0
2945,3.22403E+11,0
2946,3.22403E+11,1
2947,3.22403E+11,0
2948,3.22403E+11,0
2949,3.22403E+11,1
2950,3.22403E+11,1
2951,3.22403E+11,0
2952,3.22403E+11,0
2953,3.22403E+11,1
2954,3.22403E+11,0
2955,3.22403E+11,0
2956,3.22403E+11,1
2957,3.22403E+11,0
2958,3.22403E+11,1
2959,3.22403E+11,0
2960,3.22403E+11,1
2961,3.22403E+11,0
2962,3.22403E+11,0
2963,3.22403E+11,1
2964,3.22403E+11,0
2965,3.22403E+11,1
2966,3.22403E+11,0
2967,3.22403E+11,1
2968,3.22403E+11,0
2969,3.22403E+11,0
2970,3.22403E+11,1
2971,3.22403E+11,0
2972,3.22403E+11,1
2973,3.22403E+11,0
2974,3.22403E+11,1
2975,3.22403E+11,0
2976,3.22403E+11,1
2977,3.22403E+11,0
2978,3.22403E+11,0
2979,3.22403E+11,1
2980,3.22403E+11,0
2981,3.22403E+11,1
2982,3.22403E+11,1
2983,3.22403E+11,1
2984,3.22403E+11,0
2985,3.22403E+11,1
2986,3.22403E+11,0
2987,3.22404E+11,1
2988,3.22404E+11,0
2989,3.22404E+11,1
2990,3.22404E+11,0
2991,3.22404E+11,1
2992,3.22404E+11,0
2993,3.22404E+11,1
2994,3.22404E+11,0
2995,3.22404E+11,0
2996,3.22404E+11,1
2997,3.22404E+11,0
2998,3.22404E+11,1
2999,3.22404E+11,0
3000,3.22404E+11,1
3001,3.22404E+11,0
3002,3.22404E+11,0
3003,3.22404E+11,1
3004,3.22404E+11,0
3005,3.22404E+11,0
3006,3.22404E+11,1
3007,3.22404E+11,0
3008,3.22404E+11,1
3009,3.22404E+11,0
3010,3.22404E+11,0
3011,3.22404E+11,0
3012,3.22404E+11,1
3013,3.22404E+11,0
3014,3.22404E+11,0
3015,3.22404E+11,1
3016,3.22404E+11,0
3017,3.22404E+11,1
3018,3.22404E+11,0
3019,3.22404E+11,0
3020,3.22404E+11,1
3021,3.22404E+11,0
3022,3.22404E+11,1
3023,3.22405E+11,1
3024,3.22405E+11,0
3025,3.22405E+11,0
3026,3.22405E+11,1
3027,3.22405E+11,0
3028,3.22405E+11,1
3029,3.22405E+11,0
3030,3.22405E+11,0
3031,3.22405E+11,1
3032,3.22405E+11,1
3033,3.22405E+11,0
3034,3.22405E+11,1
3035,3.22405E+11,0
3036,3.22405E+11,1
3037,3.22405E+11,0
3038,3.22405E+11,0
3039,3.22405E+11,1
3040,3.22405E+11,0
3041,3.22405E+11,1
3042,3.22405E+11,1
3043,3.22405E+11,0
3044,3.22405E+11,1
3045,3.22405E+11,0
3046,3.22405E+11,1
3047,3.22405E+11,1
3048,3.22405E+11,0
3049,3.22405E+11,1
3050,3.22405E+11,0
3051,3.22405E+11,0
3052,3.22405E+11,1
3053,3.22405E+11,0
3054,3.22405E+11,1
3055,3.22405E+11,0
3056,3.22405E+11,1
3057,3.22405E+11,1
3058,3.22405E+11,0
3059,3.22405E+11,0
3060,3.22405E+11,1
3061,3.22405E+11,0
3062,3.22405E+11,1
3063,3.22405E+11,1
3064,3.22405E+11,0
3065,3.22405E+11,1
3066,3.22405E+11,1
3067,3.22405E+11,0
3068,3.22405E+11,1
3069,3.22405E+11,1
3070,3.22405E+11,0
3071,3.22405E+11,1
3072,3.22405E+11,0
3073,3.71102E+11,0
3074,3.71102E+11,0
3075,3.71102E+11,1
3076,3.71102E+11,0
3077,3.71102E+11,0
3078,3.71102E+11,1
3079,3.71102E+11,0
3080,3.71102E+11,
3081,3.71102E+11,1
3082,3.71102E+11,0
3083,3.71102E+11,
3084,3.71102E+11,1
3085,3.71102E+11,0
3086,3.71102E+11,1
3087,3.71102E+11,0
3088,3.71102E+11,
3089,3.71102E+11,
3090,3.71102E+11,1
3091,3.71102E+11,0
3092,3.71102E+11,
3093,3.71102E+11,
3094,3.71102E+11,1
3095,3.71102E+11,0
3096,3.71102E+11,1
3097,3.71103E+11,0
3098,3.71103E+11,1
3099,3.71103E+11,0
3100,3.71103E+11,1
3101,3.71103E+11,1
3102,3.71103E+11,0
3103,3.71103E+11,0
3104,3.71103E+11,1
3105,3.71103E+11,0
3106,3.71103E+11,1
3107,3.71103E+11,0
3108,3.71103E+11,1
3109,3.71103E+11,0
3110,3.71103E+11,1
3111,3.71103E+11,0
3112,3.71103E+11,0
3113,3.71103E+11,0
3114,3.71103E+11,1
3115,3.71103E+11,0
3116,3.71103E+11,0
3117,3.71103E+11,0
3118,3.71103E+11,0
3119,3.71103E+11,1
3120,3.71103E+11,0
3121,3.71103E+11,1
3122,3.71103E+11,1
3123,3.71103E+11,0
3124,3.71103E+11,1
3125,3.71103E+11,0
3126,3.71103E+11,1
3127,3.71103E+11,0
3128,3.71103E+11,0
3129,3.71103E+11,1
3130,3.71103E+11,1
3131,3.71103E+11,1
3132,3.71103E+11,0
3133,3.71103E+11,1
3134,3.71103E+11,0
3135,3.71103E+11,
3136,3.71103E+11,1
3137,3.71103E+11,0
3138,3.71108E+11,1
3139,3.71108E+11,0
3140,3.71108E+11,1
3141,3.71108E+11,1
3142,3.71108E+11,0
3143,3.71108E+11,0
3144,3.71108E+11,1
3145,3.71108E+11,1
3146,3.71108E+11,0
3147,3.71108E+11,0
3148,3.71108E+11,1
3149,3.71108E+11,1
3150,3.71108E+11,0
3151,3.71108E+11,1
3152,3.71108E+11,0
3153,3.71108E+11,1
3154,3.71108E+11,1
3155,3.71108E+11,1
3156,3.71108E+11,1
3157,3.71108E+11,0
3158,3.71108E+11,0
3159,3.71108E+11,1
3160,3.71108E+11,0
3161,3.71108E+11,0
3162,3.71108E+11,0
3163,3.71108E+11,0
3164,3.71108E+11,0
3165,3.71108E+11,1
3166,3.71108E+11,1
3167,3.71108E+11,0
3168,3.71108E+11,0
3169,3.71108E+11,1
3170,3.71108E+11,0
3171,3.71108E+11,1
3172,3.71108E+11,0
3173,3.71108E+11,0
3174,3.71108E+11,1
3175,3.71108E+11,1
3176,3.71108E+11,1
3177,3.71108E+11,0
3178,3.71108E+11,1
3179,3.71108E+11,0
3180,3.71109E+11,0
3181,3.71109E+11,1
3182,3.71109E+11,
3183,3.71109E+11,1
3184,3.71109E+11,0
3185,3.71109E+11,0
3186,3.71109E+11,0
3187,3.71109E+11,1
3188,3.71109E+11,0
3189,3.71109E+11,0
3190,3.71109E+11,1
3191,3.71109E+11,0
3192,3.71109E+11,1
3193,3.71109E+11,0
3194,3.71109E+11,0
3195,3.71109E+11,
3196,3.71109E+11,1
3197,3.71109E+11,0
3198,3.71109E+11,1
3199,3.71109E+11,0
3200,3.71109E+11,
3201,3.71109E+11,1
3202,3.71109E+11,
3203,3.71109E+11,
3204,3.71109E+11,
3205,3.71201E+11,0
3206,3.71201E+11,1
3207,3.71201E+11,0
3208,3.71201E+11,1
3209,3.71201E+11,0
3210,3.71201E+11,0
3211,3.71201E+11,1
3212,3.71201E+11,1
3213,3.71201E+11,0
3214,3.71201E+11,1
3215,3.71201E+11,0
3216,3.71201E+11,0
3217,3.71201E+11,1
3218,3.71201E+11,0
3219,3.71201E+11,0
3220,3.71201E+11,1
3221,3.71201E+11,1
3222,3.71201E+11,0
3223,3.71201E+11,0
3224,3.71201E+11,1
3225,3.71201E+11,0
3226,3.71201E+11,0
3227,3.71201E+11,0
3228,3.71201E+11,0
3229,3.71201E+11,1
3230,3.71201E+11,0
3231,3.71201E+11,1
3232,3.71201E+11,1
3233,3.71201E+11,0
3234,3.71201E+11,0
3235,3.71201E+11,1
3236,3.71201E+11,0
3237,3.71201E+11,1
3238,3.71201E+11,0
3239,3.71201E+11,0
3240,3.71201E+11,1
3241,3.71201E+11,1
3242,3.71201E+11,0
3243,3.71201E+11,1
3244,3.71201E+11,0
3245,3.71202E+11,1
3246,3.71202E+11,0
3247,3.71202E+11,1
3248,3.71202E+11,0
3249,3.71202E+11,0
3250,3.71202E+11,0
3251,3.71202E+11,0
3252,3.71202E+11,1
3253,3.71202E+11,1
3254,3.71202E+11,0
3255,3.71202E+11,1
3256,3.71202E+11,0
3257,3.71202E+11,1
3258,3.71202E+11,1
3259,3.71202E+11,0
3260,3.71202E+11,1
3261,3.71202E+11,
3262,3.71202E+11,0
3263,3.71202E+11,1
3264,3.71202E+11,1
3265,3.71202E+11,0
3266,3.71202E+11,0
3267,3.71202E+11,1
3268,3.71202E+11,1
3269,3.71202E+11,0
3270,3.71202E+11,1
3271,3.71202E+11,1
3272,3.71202E+11,0
3273,3.71202E+11,1
3274,3.71202E+11,0
3275,3.71202E+11,0
3276,3.71202E+11,1
3277,3.71202E+11,1
3278,3.71202E+11,0
3279,3.71202E+11,0
3280,3.71202E+11,1
3281,3.71202E+11,1
3282,3.71202E+11,0
3283,3.71203E+11,1
3284,3.71203E+11,0
3285,3.71203E+11,1
3286,3.71203E+11,0
3287,3.71203E+11,0
3288,3.71203E+11,0
3289,3.71203E+11,1
3290,3.71203E+11,0
3291,3.71203E+11,0
3292,3.71203E+11,
3293,3.71203E+11,1
3294,3.71203E+11,0
3295,3.71203E+11,0
3296,3.71203E+11,1
3297,3.71203E+11,0
3298,3.71203E+11,1
3299,3.71203E+11,1
3300,3.71203E+11,0
3301,3.71203E+11,1
3302,3.71203E+11,0
3303,3.71203E+11,0
3304,3.71203E+11,1
3305,3.71203E+11,1
3306,3.71203E+11,0
3307,3.71203E+11,0
3308,3.71203E+11,1
3309,3.71203E+11,1
3310,3.71203E+11,0
3311,3.71203E+11,1
3312,3.71203E+11,0
3313,3.71203E+11,0
3314,3.71203E+11,1
3315,3.71203E+11,1
3316,3.71203E+11,0
3317,3.71203E+11,1
3318,3.71203E+11,0
3319,3.71204E+11,0
3320,3.71204E+11,1
3321,3.71204E+11,0
3322,3.71204E+11,1
3323,3.71204E+11,0
3324,3.71204E+11,0
3325,3.71204E+11,0
3326,3.71204E+11,1
3327,3.71204E+11,0
3328,3.71204E+11,1
3329,3.71204E+11,0
3330,3.71204E+11,1
3331,3.71204E+11,
3332,3.71204E+11,0
3333,3.71204E+11,
3334,3.71204E+11,0
3335,3.71204E+11,0
3336,3.71204E+11,1
3337,3.71204E+11,1
3338,3.71204E+11,0
3339,3.71204E+11,0
3340,3.71204E+11,0
3341,3.71204E+11,0
3342,3.72101E+11,1
3343,3.72101E+11,0
3344,3.72101E+11,1
3345,3.72101E+11,0
3346,3.72101E+11,0
3347,3.72101E+11,1
3348,3.72101E+11,1
3349,3.72101E+11,0
3350,3.72101E+11,0
3351,3.72101E+11,0
3352,3.72101E+11,1
3353,3.72101E+11,0
3354,3.72101E+11,1
3355,3.72101E+11,0
3356,3.72101E+11,1
3357,3.72101E+11,0
3358,3.72101E+11,1
3359,3.72101E+11,1
3360,3.72101E+11,0
3361,3.72101E+11,1
3362,3.72101E+11,0
3363,3.72101E+11,1
3364,3.72101E+11,1
3365,3.72101E+11,0
3366,3.72101E+11,1
3367,3.72101E+11,0
3368,3.72101E+11,1
3369,3.72101E+11,0
3370,3.72101E+11,0
3371,3.72101E+11,1
3372,3.72101E+11,1
3373,3.72101E+11,1
3374,3.72101E+11,0
3375,3.72101E+11,1
3376,3.72101E+11,1
3377,3.72101E+11,0
3378,3.72101E+11,1
3379,3.72101E+11,0
3380,3.72101E+11,0
3381,3.72101E+11,0
3382,3.72101E+11,0
3383,3.72101E+11,0
3384,3.72101E+11,1
3385,3.72101E+11,1
3386,3.72101E+11,0
3387,3.72101E+11,1
3388,3.72101E+11,1
3389,3.72101E+11,1
3390,3.72101E+11,1
3391,3.72101E+11,0
3392,3.72101E+11,1
3393,3.72101E+11,1
3394,3.72101E+11,0
3395,3.72101E+11,1
3396,3.72101E+11,0
3397,3.72101E+11,1
3398,3.72101E+11,1
3399,3.72101E+11,0
3400,3.72101E+11,1
3401,3.72101E+11,1
3402,3.72102E+11,1
3403,3.72102E+11,0
3404,3.72102E+11,1
3405,3.72102E+11,0
3406,3.72102E+11,0
3407,3.72102E+11,0
3408,3.72102E+11,0
