,idind,Sex
418,2.12102E+11,0
419,2.12102E+11,0
420,2.12103E+11,1
421,2.12103E+11,0
422,2.12103E+11,1
423,2.12103E+11,0
424,2.12103E+11,1
425,2.12103E+11,0
426,2.12103E+11,0
427,2.12103E+11,1
428,2.12103E+11,1
429,2.12103E+11,1
430,2.12103E+11,0
431,2.12103E+11,0
432,2.12103E+11,0
433,2.12103E+11,0
434,2.12103E+11,0
435,2.12103E+11,1
436,2.12103E+11,0
437,2.12103E+11,1
438,2.12103E+11,0
439,2.12103E+11,1
440,2.12103E+11,0
441,2.12103E+11,1
442,2.12103E+11,0
443,2.12103E+11,1
444,2.12103E+11,0
445,2.12103E+11,0
446,2.12103E+11,1
447,2.12103E+11,1
448,2.12103E+11,0
449,2.12103E+11,1
450,2.12103E+11,1
451,2.12103E+11,1
452,2.12103E+11,0
453,2.12103E+11,1
454,2.12103E+11,0
455,2.12103E+11,1
456,2.12103E+11,0
457,2.12103E+11,1
458,2.12103E+11,1
459,2.12103E+11,0
460,2.12103E+11,1
461,2.12103E+11,1
462,2.12103E+11,0
463,2.12103E+11,0
464,2.12103E+11,1
465,2.12103E+11,0
466,2.12103E+11,1
467,2.12104E+11,1
468,2.12104E+11,0
469,2.12104E+11,1
470,2.12104E+11,0
471,2.12104E+11,0
472,2.12104E+11,0
473,2.12104E+11,1
474,2.12104E+11,0
475,2.12104E+11,1
476,2.12104E+11,0
477,2.12104E+11,1
478,2.12104E+11,0
479,2.12104E+11,1
480,2.12104E+11,1
481,2.12104E+11,0
482,2.12104E+11,1
483,2.12104E+11,0
484,2.12104E+11,1
485,2.12104E+11,0
486,2.12104E+11,1
487,2.12104E+11,0
488,2.12104E+11,1
489,2.12104E+11,0
490,2.12104E+11,1
491,2.12104E+11,0
492,2.12104E+11,1
493,2.12104E+11,0
494,2.12104E+11,1
495,2.12104E+11,1
496,2.12104E+11,0
497,2.12104E+11,1
498,2.12104E+11,0
499,2.12104E+11,1
500,2.12104E+11,1
501,2.12104E+11,0
502,2.12104E+11,1
503,2.12104E+11,1
504,2.12104E+11,0
505,2.12104E+11,0
506,2.12104E+11,1
507,2.12104E+11,1
508,2.12104E+11,0
509,2.12104E+11,1
510,2.12104E+11,0
511,2.12104E+11,1
512,2.12104E+11,1
513,2.12104E+11,0
514,2.12104E+11,0
515,2.12104E+11,0
516,2.12104E+11,1
517,2.12104E+11,0
518,2.12201E+11,1
519,2.12201E+11,0
520,2.12201E+11,1
521,2.12201E+11,0
522,2.12201E+11,1
523,2.12201E+11,0
524,2.12201E+11,1
525,2.12201E+11,0
526,2.12201E+11,1
527,2.12201E+11,0
528,2.12201E+11,1
529,2.12201E+11,0
530,2.12201E+11,1
531,2.12201E+11,0
532,2.12201E+11,1
533,2.12201E+11,0
534,2.12201E+11,
535,2.12201E+11,1
536,2.12201E+11,0
537,2.12202E+11,0
538,2.12202E+11,1
539,2.12202E+11,1
540,2.12202E+11,0
541,2.12202E+11,1
542,2.12202E+11,0
543,2.12202E+11,0
544,2.12202E+11,1
545,2.12202E+11,1
546,2.12202E+11,0
547,2.12202E+11,0
548,2.12202E+11,1
549,2.12202E+11,0
550,2.12202E+11,1
551,2.12202E+11,1
552,2.12202E+11,1
553,2.12202E+11,0
554,2.12202E+11,1
555,2.12202E+11,1
556,2.12202E+11,0
557,2.12202E+11,0
558,2.12202E+11,0
559,2.12202E+11,1
560,2.12202E+11,1
561,2.12203E+11,0
562,2.12203E+11,0
563,2.12203E+11,0
564,2.12203E+11,0
565,2.12203E+11,1
566,2.12203E+11,1
567,2.12203E+11,1
568,2.12203E+11,0
569,2.12203E+11,1
570,2.12203E+11,0
571,2.12203E+11,0
572,2.12203E+11,1
573,2.12203E+11,0
574,2.12203E+11,1
575,2.12203E+11,0
576,2.12203E+11,0
577,2.12203E+11,1
578,2.12203E+11,1
579,2.12203E+11,0
580,2.12203E+11,1
581,2.12203E+11,0
582,2.12203E+11,1
583,2.12203E+11,0
584,2.12203E+11,1
585,2.12203E+11,0
586,2.12203E+11,1
587,2.12203E+11,0
588,2.12203E+11,0
589,2.12203E+11,1
590,2.12203E+11,0
591,2.12203E+11,1
592,2.12203E+11,1
593,2.12203E+11,1
594,2.12203E+11,0
595,2.12203E+11,1
596,2.12203E+11,0
597,2.12204E+11,1
598,2.12204E+11,0
599,2.12204E+11,0
600,2.12204E+11,1
601,2.12204E+11,0
602,2.12204E+11,0
603,2.12204E+11,0
604,2.12204E+11,0
605,2.12204E+11,0
606,2.12204E+11,0
607,2.12204E+11,0
608,2.12204E+11,1
609,2.12204E+11,0
610,2.12204E+11,0
611,2.12204E+11,0
612,2.12204E+11,0
613,2.12204E+11,1
614,2.12204E+11,0
615,2.12204E+11,0
616,2.12204E+11,0
617,2.12302E+11,1
618,2.12302E+11,0
619,2.12302E+11,1
620,2.12302E+11,1
621,2.12302E+11,0
622,2.12302E+11,0
623,2.12302E+11,1
624,2.12302E+11,1
625,2.12302E+11,0
626,2.12302E+11,0
627,2.12302E+11,1
628,2.12302E+11,0
629,2.12302E+11,1
630,2.12302E+11,0
631,2.12302E+11,1
632,2.12302E+11,0
633,2.12302E+11,0
634,2.12302E+11,0
635,2.12302E+11,1
636,2.12302E+11,0
637,2.12302E+11,1
638,2.12302E+11,0
639,2.12302E+11,1
640,2.12302E+11,0
641,2.12302E+11,0
642,2.12302E+11,1
643,2.12302E+11,0
644,2.12302E+11,1
645,2.12302E+11,0
646,2.12302E+11,1
647,2.12302E+11,0
648,2.12302E+11,1
649,2.12302E+11,0
650,2.12302E+11,1
651,2.12302E+11,0
652,2.12302E+11,1
653,2.12302E+11,0
654,2.12302E+11,1
655,2.12302E+11,0
656,2.12302E+11,1
657,2.12302E+11,0
658,2.12302E+11,1
659,2.12302E+11,0
660,2.12302E+11,1
661,2.12302E+11,0
662,2.12303E+11,1
663,2.12303E+11,0
664,2.12303E+11,1
665,2.12303E+11,0
666,2.12303E+11,1
667,2.12303E+11,0
668,2.12303E+11,1
669,2.12303E+11,0
670,2.12303E+11,1
671,2.12303E+11,0
672,2.12303E+11,0
673,2.12303E+11,0
674,2.12303E+11,0
675,2.12303E+11,1
676,2.12303E+11,0
677,2.12303E+11,1
678,2.12303E+11,1
679,2.12303E+11,0
680,2.12303E+11,1
681,2.12303E+11,0
682,2.12303E+11,1
683,2.12303E+11,0
684,2.12303E+11,1
685,2.12303E+11,0
686,2.12303E+11,1
687,2.12303E+11,0
688,2.12303E+11,0
689,2.12303E+11,0
690,2.12303E+11,0
691,2.12303E+11,1
692,2.12303E+11,1
693,2.12303E+11,0
694,2.12303E+11,0
695,2.12303E+11,0
696,2.12303E+11,1
697,2.12303E+11,0
698,2.12303E+11,1
699,2.12303E+11,0
700,2.12303E+11,1
701,2.12303E+11,1
702,2.12303E+11,0
703,2.12303E+11,0
704,2.12304E+11,1
705,2.12304E+11,0
706,2.12304E+11,0
707,2.12304E+11,0
708,2.12304E+11,1
709,2.12304E+11,0
710,2.12304E+11,0
711,2.12304E+11,0
712,2.12304E+11,1
713,2.12304E+11,0
714,2.12304E+11,1
715,2.12304E+11,0
716,2.12304E+11,0
717,2.12304E+11,0
718,2.12304E+11,1
719,2.12304E+11,0
720,2.12304E+11,0
721,2.12304E+11,1
722,2.12304E+11,0
723,2.12304E+11,1
724,2.12304E+11,0
725,2.12304E+11,0
726,2.12304E+11,0
727,2.12304E+11,0
728,2.12304E+11,0
729,2.12304E+11,0
730,2.12304E+11,0
731,2.12304E+11,1
732,2.12304E+11,0
733,2.12304E+11,1
734,2.12304E+11,0
735,2.12304E+11,1
736,2.12304E+11,1
737,2.12304E+11,0
738,2.12304E+11,0
739,2.12305E+11,1
740,2.12305E+11,0
741,2.12305E+11,1
742,2.12305E+11,0
743,2.12305E+11,1
744,2.12305E+11,1
745,2.12305E+11,1
746,2.12305E+11,0
747,2.12305E+11,1
748,2.12305E+11,1
749,2.12305E+11,0
750,2.12305E+11,1
751,2.12305E+11,0
752,2.12305E+11,0
753,2.12305E+11,
754,2.12305E+11,
755,2.12305E+11,0
756,2.12305E+11,1
757,2.12305E+11,0
758,2.12305E+11,1
759,2.12305E+11,0
760,2.12305E+11,1
761,2.12305E+11,0
762,2.12305E+11,1
763,2.12305E+11,1
764,2.12305E+11,0
765,2.12305E+11,1
766,2.12305E+11,0
767,2.12305E+11,0
768,2.12305E+11,1
769,2.12305E+11,0
770,2.12305E+11,1
771,2.12305E+11,0
772,2.12401E+11,1
773,2.12401E+11,0
774,2.12401E+11,0
775,2.12401E+11,1
776,2.12401E+11,0
777,2.12401E+11,0
778,2.12401E+11,1
779,2.12401E+11,0
780,2.12401E+11,1
781,2.12401E+11,0
782,2.12401E+11,1
783,2.12401E+11,0
784,2.12401E+11,1
785,2.12401E+11,0
786,2.12401E+11,1
787,2.12401E+11,0
788,2.12401E+11,1
789,2.12401E+11,1
790,2.12401E+11,0
791,2.12401E+11,1
792,2.12401E+11,1
793,2.12401E+11,0
794,2.12401E+11,1
795,2.12401E+11,0
796,2.12401E+11,1
797,2.12401E+11,1
798,2.12401E+11,1
799,2.12401E+11,0
800,2.12401E+11,0
801,2.12401E+11,0
802,2.12401E+11,0
803,2.12401E+11,1
804,2.12401E+11,0
805,2.12401E+11,0
806,2.12401E+11,1
807,2.12401E+11,0
808,2.12401E+11,0
809,2.12402E+11,1
810,2.12402E+11,0
811,2.12402E+11,1
812,2.12402E+11,0
813,2.12402E+11,0
814,2.12402E+11,1
815,2.12402E+11,0
816,2.12402E+11,0
817,2.12402E+11,0
818,2.12402E+11,1
819,2.12402E+11,0
820,2.12402E+11,0
821,2.12402E+11,0
822,2.12402E+11,1
823,2.12402E+11,0
824,2.12402E+11,0
825,2.12402E+11,1
826,2.12402E+11,1
827,2.12402E+11,0
828,2.12402E+11,1
829,2.12402E+11,0
830,2.12402E+11,1
831,2.12402E+11,0
832,2.12403E+11,0
833,2.12403E+11,0
834,2.12403E+11,1
835,2.12403E+11,0
836,2.12403E+11,1
837,2.12403E+11,0
838,2.12403E+11,0
839,2.12403E+11,0
840,2.12403E+11,0
841,2.12403E+11,0
842,2.12403E+11,0
843,2.12403E+11,0
844,2.12403E+11,1
845,2.12403E+11,1
846,2.12403E+11,0
847,2.12403E+11,1
848,2.12403E+11,0
849,2.12403E+11,0
850,2.12404E+11,1
851,2.12404E+11,0
852,2.12404E+11,0
853,2.12404E+11,0
854,2.12404E+11,1
855,2.12404E+11,0
856,2.12404E+11,1
857,2.12404E+11,0
858,2.12404E+11,1
859,2.12404E+11,0
860,2.12404E+11,1
861,2.12404E+11,0
862,2.12404E+11,1
863,2.12404E+11,0
864,2.12404E+11,1
865,2.12404E+11,1
866,2.12404E+11,0
867,2.12404E+11,1
868,2.12404E+11,0
869,2.31101E+11,1
870,2.31101E+11,0
871,2.31101E+11,0
872,2.31101E+11,1
873,2.31101E+11,1
874,2.31101E+11,0
875,2.31101E+11,0
876,2.31101E+11,1
877,2.31101E+11,1
878,2.31101E+11,1
879,2.31101E+11,0
880,2.31101E+11,0
881,2.31101E+11,1
882,2.31101E+11,1
883,2.31101E+11,0
884,2.31101E+11,0
885,2.31101E+11,
886,2.31101E+11,1
887,2.31101E+11,0
888,2.31101E+11,1
889,2.31101E+11,0
890,2.31101E+11,0
891,2.31101E+11,1
892,2.31101E+11,
893,2.31101E+11,1
894,2.31101E+11,0
895,2.31101E+11,1
896,2.31101E+11,0
897,2.31101E+11,1
898,2.31101E+11,1
899,2.31101E+11,1
900,2.31101E+11,0
901,2.31101E+11,1
902,2.31101E+11,0
903,2.31101E+11,1
904,2.31101E+11,0
905,2.31102E+11,1
906,2.31102E+11,0
907,2.31102E+11,0
908,2.31102E+11,1
909,2.31102E+11,0
910,2.31102E+11,1
911,2.31102E+11,0
912,2.31102E+11,0
913,2.31102E+11,1
914,2.31102E+11,1
915,2.31102E+11,0
916,2.31102E+11,0
917,2.31102E+11,1
918,2.31102E+11,0
919,2.31102E+11,0
920,2.31102E+11,0
921,2.31102E+11,0
922,2.31102E+11,1
923,2.31102E+11,1
924,2.31102E+11,0
925,2.31102E+11,1
926,2.31102E+11,0
927,2.31102E+11,1
928,2.31102E+11,0
929,2.31102E+11,0
930,2.31102E+11,
931,2.31102E+11,1
932,2.31102E+11,0
933,2.31102E+11,1
934,2.31102E+11,0
935,2.31102E+11,1
936,2.31102E+11,0
937,2.31102E+11,0
938,2.31102E+11,1
939,2.31102E+11,1
940,2.31102E+11,0
941,2.31103E+11,1
942,2.31103E+11,0
943,2.31103E+11,0
944,2.31103E+11,0
945,2.31103E+11,1
946,2.31103E+11,1
947,2.31103E+11,0
948,2.31103E+11,0
949,2.31103E+11,1
950,2.31103E+11,1
951,2.31103E+11,1
952,2.31103E+11,0
953,2.31103E+11,0
954,2.31103E+11,1
955,2.31103E+11,0
956,2.31103E+11,0
957,2.31103E+11,1
958,2.31103E+11,0
959,2.31103E+11,0
960,2.31103E+11,1
961,2.31103E+11,1
962,2.31103E+11,0
963,2.31103E+11,0
964,2.31103E+11,0
965,2.31103E+11,0
966,2.31103E+11,1
967,2.31103E+11,0
968,2.31103E+11,1
969,2.31103E+11,0
970,2.31103E+11,1
971,2.31103E+11,1
972,2.31103E+11,0
973,2.31103E+11,0
974,2.31103E+11,1
975,2.31103E+11,0
976,2.31103E+11,0
977,2.31103E+11,1
978,2.31103E+11,0
979,2.31103E+11,1
980,2.31103E+11,0
981,2.31103E+11,1
982,2.31103E+11,1
983,2.31103E+11,0
984,2.31103E+11,0
985,2.31103E+11,0
986,2.31103E+11,0
987,2.31103E+11,1
988,2.31103E+11,0
989,2.31103E+11,1
990,2.31103E+11,0
991,2.31103E+11,0
992,2.31104E+11,1
993,2.31104E+11,0
994,2.31104E+11,1
995,2.31104E+11,1
996,2.31104E+11,0
997,2.31104E+11,1
998,2.31104E+11,0
999,2.31104E+11,0
1000,2.31104E+11,0
1001,2.31104E+11,0
1002,2.31104E+11,1
1003,2.31104E+11,1
1004,2.31104E+11,1
1005,2.31104E+11,0
1006,2.31104E+11,1
1007,2.31104E+11,1
1008,2.31104E+11,0
1009,2.31104E+11,0
1010,2.31104E+11,1
1011,2.31104E+11,0
1012,2.31104E+11,1
1013,2.31104E+11,0
1014,2.31104E+11,1
1015,2.31104E+11,0
1016,2.31104E+11,1
1017,2.31104E+11,1
1018,2.31104E+11,0
1019,2.31104E+11,1
1020,2.31104E+11,0
1021,2.31104E+11,1
1022,2.31104E+11,0
1023,2.31104E+11,1
1024,2.31104E+11,
1025,2.31104E+11,1
1026,2.31104E+11,0
1027,2.31104E+11,1
1028,2.31104E+11,0
1029,2.31104E+11,0
1030,2.31104E+11,1
1031,2.31104E+11,0
1032,2.31104E+11,0
1033,2.31104E+11,0
1034,2.31104E+11,1
1035,2.31104E+11,0
1036,2.31104E+11,1
1037,2.31104E+11,0
1038,2.31104E+11,1
1039,2.31104E+11,1
1040,2.31104E+11,0
1041,2.31104E+11,1
1042,2.31104E+11,1
1043,2.31104E+11,0
1044,2.31104E+11,1
1045,2.31104E+11,0
1046,2.31104E+11,1
1047,2.31201E+11,0
1048,2.31201E+11,1
1049,2.31201E+11,0
1050,2.31201E+11,1
1051,2.31201E+11,0
1052,2.31201E+11,1
1053,2.31201E+11,0
1054,2.31201E+11,0
1055,2.31201E+11,0
1056,2.31201E+11,0
1057,2.31201E+11,0
1058,2.31201E+11,1
1059,2.31201E+11,0
1060,2.31201E+11,1
1061,2.31201E+11,0
1062,2.31201E+11,1
1063,2.31201E+11,0
1064,2.31201E+11,1
1065,2.31201E+11,0
1066,2.31201E+11,0
1067,2.31201E+11,0
1068,2.31201E+11,1
1069,2.31201E+11,1
1070,2.31201E+11,0
1071,2.31201E+11,0
1072,2.31201E+11,1
1073,2.31201E+11,0
1074,2.31201E+11,
1075,2.31201E+11,0
1076,2.31202E+11,0
1077,2.31202E+11,1
1078,2.31202E+11,1
1079,2.31202E+11,1
1080,2.31202E+11,0
1081,2.31202E+11,1
1082,2.31202E+11,0
1083,2.31202E+11,1
1084,2.31202E+11,0
1085,2.31202E+11,1
1086,2.31202E+11,0
1087,2.31202E+11,1
1088,2.31202E+11,0
1089,2.31202E+11,1
1090,2.31202E+11,1
1091,2.31202E+11,1
1092,2.31202E+11,0
1093,2.31202E+11,0
1094,2.31202E+11,1
1095,2.31202E+11,0
1096,2.31202E+11,0
1097,2.31203E+11,0
1098,2.31203E+11,1
1099,2.31203E+11,1
1100,2.31203E+11,0
1101,2.31203E+11,1
1102,2.31203E+11,0
1103,2.31203E+11,1
1104,2.31203E+11,0
1105,2.31203E+11,1
1106,2.31203E+11,1
1107,2.31203E+11,1
1108,2.31203E+11,0
1109,2.31203E+11,1
1110,2.31203E+11,0
1111,2.31203E+11,0
1112,2.31203E+11,1
1113,2.31203E+11,0
1114,2.31203E+11,1
1115,2.31203E+11,0
1116,2.31203E+11,1
1117,2.31203E+11,1
1118,2.31203E+11,0
1119,2.31203E+11,0
1120,2.31203E+11,0
1121,2.31203E+11,1
1122,2.31203E+11,0
1123,2.31203E+11,0
1124,2.31203E+11,0
1125,2.31203E+11,1
1126,2.31203E+11,1
1127,2.31203E+11,0
1128,2.31203E+11,1
1129,2.31203E+11,0
1130,2.31203E+11,0
1131,2.31203E+11,0
1132,2.31203E+11,1
1133,2.31203E+11,0
1134,2.31203E+11,1
1135,2.31203E+11,1
1136,2.31203E+11,0
1137,2.31203E+11,1
1138,2.31203E+11,0
1139,2.31204E+11,0
1140,2.31204E+11,1
1141,2.31204E+11,1
1142,2.31204E+11,0
1143,2.31204E+11,1
1144,2.31204E+11,0
1145,2.31204E+11,1
1146,2.31204E+11,1
1147,2.31204E+11,0
1148,2.31204E+11,0
1149,2.31204E+11,1
1150,2.31204E+11,1
1151,2.31204E+11,1
