,l1,l2,l3,l4,l5,l6,l7,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,l22,l23,l24,l25,l26,l27,l28,l29,l30,l31,l32,l33,l34,l35,l36,l37,l38,l39,l40,l41,l42,l43,l44,l45,l46,l47,l48,l49,l50,l51,l52,l53,l54,l55,l56,l57,l58,l59,l60,l61,l62,l63,l64,l65,l66,l67,l68,l69,l70,l71,l72,l73,l74,l75,l76,l77,l78,l79,l80,l81,l82,l83,l84,l85,l86,l87,l88,l89,l90,l91,l92,l93,l94,l95,l96,l97,l98,l99,l100,l101,l102,l103,l104,l105,l106,l107,l108,l109,l110,l111,l112,l113,l114,l115,l116,l117,l118,l119,l120,l121,l122,l123,l124,l125,l126,l127,l128,l129,l130,l131,l132,l133,l134,l135,l136,l137,l138,l139,l140,l141,l142,l143,l144,l145,l146,l147,l148,l149,l150,wave,l45a,l46a,l48a,l140a,l140b,l140c,l140d,l141a,l141b,l141c,l141d,l142a,l142b,l142c,l142d,l143a,l143b,l143c,l143d,l94a,l99a,l104a,l109a,l114a,l119a,l124a,l129a,l134a,l139a,l144a,l144b,l144c,l144d,l11a,l74a,l75a,l76a,l77a,l78a,l80a,l145a,l145b,l145c,l145d,l145e,l151,l152,l140e,l141e,l142e,l144e,l145f,l143e,l140f,l141f,l142f,l144f,l145g,l143f,l152a,l152b,l140g,l141g,l142g,l143g,l152c,l152d,l8_1,l8_2,l12a,l140h,l141h,l142h,l143h,l153,l152e,l152f,l152g,l152h,l140i,l141i,l142i,l143i,l200,l201,l202,l203,l204,l205,l57b,l58b,l60b,hhid,commid,t1,t2,t3,t4,t5,l1a,l1b,l1c,l2a,l3a,l18a,l18b,l18c,l140j,l141j,l142j,l140k,l141k,l142k,l140l,l140m,l140n,l141l,l141m,l141n,l142l,l142m,l142n,fm,l18p
8078,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,74.0,5.0,150000.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,300.0,,1.0,1.0,0.0,200.0,,1.0,1.0,0.0,1500.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,4.0,,1.0,1.0,0.0,280.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,50000.0,,0.0,,,232401015.0,232401.0,23.0,2.0,4.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
8084,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,84.0,4.0,180000.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,4900.0,,1.0,1.0,0.0,1000.0,,1.0,1.0,0.0,1500.0,,1.0,1.0,0.0,4500.0,,0.0,,,,,1.0,1.0,0.0,50.0,,,,,,,0.0,,,,,,,,,,,2009.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,0.0,0.0,0.0,,350.0,100.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,50.0,,,1.0,1.0,0.0,280.0,,,2.0,4.0,,1.0,1.0,0.0,380.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,160000.0,,0.0,,,232401016.0,232401.0,23.0,2.0,4.0,1.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
8090,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,63.0,4.0,100000.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,4900.0,,1.0,1.0,0.0,500.0,,1.0,1.0,0.0,3200.0,,0.0,,,,,0.0,,,,,1.0,1.0,0.0,100.0,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,300.0,,,1.0,1.0,0.0,280.0,,,2.0,4.0,,1.0,1.0,0.0,380.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,50000.0,,0.0,,,232401017.0,232401.0,23.0,2.0,4.0,1.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
8097,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,85.0,4.0,150000.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,800.0,,1.0,1.0,0.0,300.0,,1.0,1.0,0.0,1000.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,4000.0,1.0,1.0,0.0,,,50.0,,,0.0,,,,,,2.0,4.0,,1.0,1.0,2.0,600.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,120000.0,,0.0,,,232401018.0,232401.0,23.0,2.0,4.0,1.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
8104,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,100.0,4.0,150000.0,0.0,,,,1.0,1.0,,50.0,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,1000.0,,1.0,1.0,0.0,500.0,,1.0,1.0,0.0,1100.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,50.0,,,0.0,,,,,,2.0,4.0,,1.0,1.0,0.0,450.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,60000.0,,0.0,,,232401019.0,232401.0,23.0,2.0,4.0,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
8110,1.0,,5.0,1.0,1.0,1.0,1.0,,,,,,,,50.0,4.0,130000.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,300.0,,1.0,1.0,0.0,300.0,,1.0,1.0,0.0,700.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,100.0,,,0.0,,,,,,4.0,2.0,,1.0,2.0,0.0,1000.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,40000.0,,0.0,,,232401020.0,232401.0,23.0,2.0,4.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
8114,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,74.0,5.0,120000.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,2400.0,,1.0,1.0,0.0,200.0,,1.0,1.0,0.0,2000.0,,0.0,,,,,0.0,,,,,1.0,1.0,0.0,100.0,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,3600.0,0.0,,,,,,,,0.0,,,,,,2.0,4.0,,1.0,1.0,0.0,800.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,20000.0,,0.0,,,232401081.0,232401.0,23.0,2.0,4.0,1.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,
8119,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,70.0,4.0,150000.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,500.0,,1.0,1.0,0.0,300.0,,1.0,1.0,0.0,2000.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,2000.0,1.0,1.0,0.0,,,50.0,,,1.0,1.0,0.0,200.0,,,2.0,4.0,,1.0,1.0,0.0,600.0,1.0,,,,,0.0,,,,1.0,1.0,1.0,500.0,40000.0,,0.0,,,232401082.0,232401.0,23.0,2.0,4.0,1.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,
8137,3.0,,2.0,0.0,0.0,4.0,1.0,,,,,,,,120.0,4.0,100000.0,0.0,,,,1.0,1.0,,50.0,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,500.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,30.0,,,0.0,,,,,,6.0,,,0.0,,,,1.0,,,,,0.0,,,,1.0,1.0,0.0,,48000.0,,0.0,,,232402001.0,232402.0,23.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
8150,3.0,,1.0,0.0,6.0,3.0,1.0,,,,,,,,95.0,4.0,120000.0,0.0,,,,1.0,2.0,,400.0,1.0,1.0,,1500.0,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,1.0,1.0,,700.0,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,1200.0,,1.0,1.0,0.0,500.0,,1.0,1.0,0.0,2200.0,,0.0,,,,,1.0,1.0,0.0,100.0,,1.0,1.0,1.0,110.0,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,130.0,,,1.0,1.0,0.0,200.0,,,2.0,6.0,,1.0,2.0,0.0,1500.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,90000.0,,0.0,,,232402004.0,232402.0,23.0,2.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
8157,3.0,,1.0,0.0,6.0,3.0,1.0,,,,,,,,138.0,4.0,100000.0,0.0,,,,1.0,2.0,,200.0,0.0,,,,0.0,,,,,,0.0,,,,1.0,1.0,,1200.0,,,,,1.0,1.0,,500.0,0.0,,,,1.0,1.0,,700.0,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,1.0,500.0,,1.0,1.0,0.0,100.0,,1.0,1.0,0.0,1300.0,,0.0,,,,,1.0,1.0,0.0,50.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,30.0,,,0.0,,,,,,2.0,6.0,,1.0,1.0,0.0,500.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,45000.0,,0.0,,,232402005.0,232402.0,23.0,2.0,4.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
8162,3.0,,1.0,0.0,5.0,3.0,1.0,,,,,,,,124.0,4.0,50000.0,1.0,1.0,,7500.0,1.0,1.0,,50.0,1.0,1.0,,3500.0,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,1.0,1.0,,360.0,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,1100.0,,1.0,1.0,0.0,150.0,,1.0,1.0,0.0,1750.0,,0.0,,,,,1.0,4.0,1.0,5.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,0.0,1.0,,,,1.0,,,,0.0,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,1.0,1.0,0.0,300.0,,,6.0,2.0,,0.0,,,,0.0,,,,,1.0,1.0,0.0,150.0,1.0,1.0,0.0,,10000.0,,0.0,,,232402006.0,232402.0,23.0,2.0,4.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,
8169,3.0,,1.0,0.0,5.0,1.0,1.0,,,,,,,,75.0,3.0,24000.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,1.0,1.0,,6000.0,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,2600.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,1.0,1.0,0.0,100.0,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,70.0,,,0.0,,,,,,6.0,1.0,,0.0,,,,1.0,,,,,0.0,,,,1.0,1.0,0.0,,10000.0,,0.0,,,232402007.0,232402.0,23.0,2.0,4.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,
8175,3.0,,1.0,0.0,5.0,3.0,1.0,,,,,,,,50.0,3.0,15000.0,0.0,,,,1.0,1.0,,150.0,1.0,1.0,,1000.0,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,800.0,,1.0,1.0,0.0,400.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,6.0,,1.0,1.0,0.0,800.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,15000.0,,0.0,,,232402008.0,232402.0,23.0,2.0,4.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
8182,3.0,,1.0,0.0,5.0,3.0,1.0,,,,,,,,90.0,6.0,20000.0,0.0,,,,1.0,1.0,,100.0,0.0,,,,0.0,,,,,,0.0,,,,1.0,1.0,,7000.0,,,,,0.0,,,,0.0,,,,1.0,1.0,,200.0,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,1.0,200.0,,1.0,1.0,1.0,200.0,,0.0,,,,,0.0,,,,,0.0,,,,,1.0,1.0,1.0,50.0,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,1.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,1.0,,,100.0,,,0.0,,,,,,2.0,6.0,,0.0,,,,1.0,,,,,0.0,,,,1.0,1.0,0.0,,7000.0,,0.0,,,232402010.0,232402.0,23.0,2.0,4.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
8189,3.0,,1.0,0.0,5.0,3.0,1.0,,,,,,,,120.0,4.0,70000.0,0.0,,,,1.0,1.0,,50.0,1.0,1.0,,4200.0,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,1.0,1.0,,500.0,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,800.0,,1.0,1.0,0.0,600.0,,1.0,1.0,0.0,1400.0,,0.0,,,,,1.0,1.0,0.0,50.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,1.0,,,1.0,1.0,,,0.0,1.0,,,100.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,6.0,,1.0,1.0,0.0,260.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,30000.0,,0.0,,,232402011.0,232402.0,23.0,2.0,4.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,
8195,1.0,,1.0,1.0,5.0,1.0,1.0,,,,,,,,90.0,4.0,40000.0,0.0,,,,0.0,,,,1.0,1.0,,2000.0,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,400.0,,0.0,,,,,1.0,1.0,0.0,1000.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,6.0,,1.0,1.0,0.0,500.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,35000.0,,0.0,,,232402012.0,232402.0,23.0,2.0,4.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
8204,3.0,,1.0,0.0,5.0,2.0,1.0,,,,,,,,80.0,3.0,25000.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,1000.0,,0.0,,,,,1.0,1.0,0.0,1500.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,60.0,,,0.0,,,,,,2.0,6.0,,1.0,1.0,0.0,300.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,20000.0,,0.0,,,232402014.0,232402.0,23.0,2.0,4.0,2.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,
8211,3.0,,1.0,0.0,5.0,1.0,1.0,,,,,,,,36.0,20.0,30000.0,0.0,,,,0.0,,,,1.0,1.0,,8000.0,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,1.0,1.0,,300.0,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,1000.0,,1.0,1.0,0.0,400.0,,1.0,1.0,0.0,2000.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,100.0,,,0.0,,,,,,1.0,2.0,,1.0,2.0,0.0,1300.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,27000.0,,0.0,,,232402015.0,232402.0,23.0,2.0,4.0,2.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,
8218,3.0,,1.0,0.0,5.0,2.0,1.0,,,,,,,,90.0,3.0,20000.0,0.0,,,,1.0,2.0,,130.0,1.0,1.0,,2000.0,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,2.0,0.0,1000.0,,1.0,1.0,0.0,100.0,,1.0,1.0,0.0,800.0,,0.0,,,,,1.0,1.0,0.0,100.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,2.0,,,,0.0,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,6.0,,1.0,2.0,0.0,1200.0,2.0,,,,,0.0,,,,1.0,1.0,0.0,,8000.0,,1.0,1.0,100.0,232402016.0,232402.0,23.0,2.0,4.0,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
8225,3.0,,1.0,0.0,5.0,1.0,1.0,,,,,,,,112.0,4.0,140000.0,0.0,,,,0.0,,,,1.0,1.0,,4300.0,0.0,,,,,,1.0,1.0,,7300.0,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,1300.0,,1.0,1.0,0.0,600.0,,1.0,1.0,0.0,2100.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,20.0,,,0.0,,,,,,2.0,6.0,,1.0,1.0,0.0,260.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,120000.0,,0.0,,,232402017.0,232402.0,23.0,2.0,4.0,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
8236,3.0,,1.0,0.0,5.0,1.0,1.0,,,,,,,,90.0,3.0,30000.0,0.0,,,,1.0,1.0,,100.0,0.0,,,,0.0,,,,,,0.0,,,,1.0,1.0,,3000.0,,,,,0.0,,,,0.0,,,,1.0,1.0,,170.0,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,300.0,,1.0,1.0,0.0,200.0,,1.0,1.0,0.0,1700.0,,0.0,,,,,1.0,1.0,0.0,100.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,50.0,,,0.0,,,,,,2.0,4.0,,0.0,,,,1.0,,,,,0.0,,,,1.0,1.0,0.0,,20000.0,,0.0,,,232402019.0,232402.0,23.0,2.0,4.0,2.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,
8242,3.0,,1.0,0.0,5.0,2.0,1.0,,,,,,,,85.0,4.0,50000.0,1.0,1.0,,2600.0,1.0,1.0,,50.0,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,1.0,2.0,,1180.0,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,900.0,,1.0,1.0,0.0,600.0,,1.0,1.0,0.0,1000.0,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,1.0,,,1.0,1.0,,,0.0,0.0,,,100.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,50.0,,,0.0,,,,,,1.0,2.0,,1.0,1.0,0.0,580.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,30000.0,,0.0,,,232402020.0,232402.0,23.0,2.0,4.0,2.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
8248,3.0,,2.0,0.0,6.0,4.0,1.0,,,,,,,,130.0,4.0,110000.0,0.0,,,,1.0,1.0,,200.0,0.0,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,,,1.0,,,,,,,,,0.0,,,,,,,,,,1.0,1.0,0.0,400.0,,1.0,1.0,0.0,100.0,,0.0,,,,,0.0,,,,,1.0,1.0,0.0,50.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,2009.0,,,,0.0,1.0,0.0,,,1.0,,,,0.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,1.0,0.0,,,30.0,,,0.0,,,,,,6.0,2.0,,1.0,1.0,0.0,200.0,1.0,,,,,0.0,,,,1.0,1.0,0.0,,48000.0,,0.0,,,232402061.0,232402.0,23.0,2.0,4.0,2.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,
