,idind,wave,a11,a12,a13,a11a_93,a13a,a13b,a13c,hhid,line,commid,t1,t2,t3,t4,t5
2465,211101003002.0,2009.0,23.0,2.0,0.0,,,,,211101003.0,2.0,211101.0,21.0,1.0,1.0,1.0,3.0
2519,211101008002.0,2009.0,26.0,3.0,0.0,,,,,211101008.0,2.0,211101.0,21.0,1.0,1.0,1.0,8.0
2537,211101008005.0,2009.0,29.0,4.0,0.0,,,,,211101008.0,5.0,211101.0,21.0,1.0,1.0,1.0,8.0
2544,211101008021.0,2009.0,23.0,2.0,0.0,,,,,211101008.0,21.0,211101.0,21.0,1.0,1.0,1.0,8.0
2548,211101008061.0,2009.0,23.0,2.0,1.0,,0.0,,,211101008.0,61.0,211101.0,21.0,1.0,1.0,1.0,8.0
2561,211101010001.0,2009.0,29.0,4.0,0.0,,,,,211101010.0,1.0,211101.0,21.0,1.0,1.0,1.0,10.0
2573,211101010003.0,2009.0,26.0,3.0,0.0,,,,,211101010.0,3.0,211101.0,21.0,1.0,1.0,1.0,10.0
2589,211101012001.0,2009.0,29.0,4.0,0.0,,,,,211101012.0,1.0,211101.0,21.0,1.0,1.0,1.0,12.0
2598,211101012002.0,2009.0,22.0,2.0,0.0,,,,,211101012.0,2.0,211101.0,21.0,1.0,1.0,1.0,12.0
2612,211101013002.0,2009.0,29.0,4.0,0.0,,,,,211101013.0,2.0,211101.0,21.0,1.0,1.0,1.0,13.0
2644,211101015001.0,2009.0,34.0,5.0,0.0,,,,,211101015.0,1.0,211101.0,21.0,1.0,1.0,1.0,15.0
2653,211101015002.0,2009.0,26.0,3.0,0.0,,,,,211101015.0,2.0,211101.0,21.0,1.0,1.0,1.0,15.0
2680,211101017001.0,2009.0,32.0,3.0,0.0,,,,,211101017.0,1.0,211101.0,21.0,1.0,1.0,1.0,17.0
2689,211101017002.0,2009.0,29.0,4.0,0.0,,,,,211101017.0,2.0,211101.0,21.0,1.0,1.0,1.0,17.0
2701,211101017004.0,2009.0,35.0,5.0,0.0,,,,,211101017.0,4.0,211101.0,21.0,1.0,1.0,1.0,17.0
2738,211101062001.0,2009.0,23.0,2.0,0.0,,,,,211101062.0,1.0,211101.0,21.0,1.0,1.0,1.0,62.0
2742,211101062002.0,2009.0,26.0,3.0,0.0,,,,,211101062.0,2.0,211101.0,21.0,1.0,1.0,1.0,62.0
2747,211101062003.0,2009.0,34.0,5.0,0.0,,,,,211101062.0,3.0,211101.0,21.0,1.0,1.0,1.0,62.0
2756,211101064001.0,2009.0,29.0,4.0,0.0,,,,,211101064.0,1.0,211101.0,21.0,1.0,1.0,1.0,64.0
2761,211101064002.0,2009.0,29.0,4.0,0.0,,,,,211101064.0,2.0,211101.0,21.0,1.0,1.0,1.0,64.0
2779,211101066002.0,2009.0,26.0,3.0,0.0,,,,,211101066.0,2.0,211101.0,21.0,1.0,1.0,1.0,66.0
2785,211101067001.0,2009.0,33.0,5.0,0.0,,,,,211101067.0,1.0,211101.0,21.0,1.0,1.0,1.0,67.0
2790,211101067002.0,2009.0,33.0,5.0,0.0,,,,,211101067.0,2.0,211101.0,21.0,1.0,1.0,1.0,67.0
2795,211101068001.0,2009.0,23.0,2.0,0.0,,,,,211101068.0,1.0,211101.0,21.0,1.0,1.0,1.0,68.0
2801,211101068002.0,2009.0,16.0,1.0,0.0,,,,,211101068.0,2.0,211101.0,21.0,1.0,1.0,1.0,68.0
2808,211101069001.0,2009.0,33.0,5.0,0.0,,,,,211101069.0,1.0,211101.0,21.0,1.0,1.0,1.0,69.0
2813,211101069002.0,2009.0,26.0,3.0,0.0,,,,,211101069.0,2.0,211101.0,21.0,1.0,1.0,1.0,69.0
2818,211101069003.0,2009.0,33.0,5.0,0.0,,,,,211101069.0,3.0,211101.0,21.0,1.0,1.0,1.0,69.0
2822,211101070001.0,2009.0,33.0,5.0,0.0,,,,,211101070.0,1.0,211101.0,21.0,1.0,1.0,1.0,70.0
2828,211101070002.0,2009.0,16.0,1.0,0.0,,,,,211101070.0,2.0,211101.0,21.0,1.0,1.0,1.0,70.0
2833,211101071001.0,2009.0,22.0,2.0,0.0,,,,,211101071.0,1.0,211101.0,21.0,1.0,1.0,1.0,71.0
2839,211101071002.0,2009.0,23.0,2.0,0.0,,,,,211101071.0,2.0,211101.0,21.0,1.0,1.0,1.0,71.0
2844,211101081001.0,2009.0,29.0,4.0,0.0,,,,,211101081.0,1.0,211101.0,21.0,1.0,1.0,1.0,81.0
2849,211101081002.0,2009.0,26.0,3.0,0.0,,,,,211101081.0,2.0,211101.0,21.0,1.0,1.0,1.0,81.0
2854,211101082001.0,2009.0,23.0,2.0,0.0,,,,,211101082.0,1.0,211101.0,21.0,1.0,1.0,1.0,82.0
2858,211101082002.0,2009.0,23.0,2.0,0.0,,,,,211101082.0,2.0,211101.0,21.0,1.0,1.0,1.0,82.0
2863,211101083001.0,2009.0,29.0,4.0,0.0,,,,,211101083.0,1.0,211101.0,21.0,1.0,1.0,1.0,83.0
2868,211101083002.0,2009.0,34.0,5.0,0.0,,,,,211101083.0,2.0,211101.0,21.0,1.0,1.0,1.0,83.0
2872,211101121001.0,2009.0,33.0,5.0,0.0,,,,,211101121.0,1.0,211101.0,21.0,1.0,1.0,1.0,121.0
2873,211101121002.0,2009.0,26.0,3.0,0.0,,,,,211101121.0,2.0,211101.0,21.0,1.0,1.0,1.0,121.0
2874,211101122001.0,2009.0,29.0,4.0,0.0,,,,,211101122.0,1.0,211101.0,21.0,1.0,1.0,1.0,122.0
2877,211101122002.0,2009.0,23.0,2.0,0.0,,,,,211101122.0,2.0,211101.0,21.0,1.0,1.0,1.0,122.0
2880,211101122003.0,2009.0,21.0,1.0,1.0,,0.0,,,211101122.0,3.0,211101.0,21.0,1.0,1.0,1.0,122.0
2893,211102001001.0,2009.0,35.0,5.0,0.0,,,,,211102001.0,1.0,211102.0,21.0,1.0,1.0,2.0,1.0
2897,211102001002.0,2009.0,26.0,3.0,0.0,,,,,211102001.0,2.0,211102.0,21.0,1.0,1.0,2.0,1.0
2925,211102003001.0,2009.0,33.0,5.0,0.0,,,,,211102003.0,1.0,211102.0,21.0,1.0,1.0,2.0,3.0
2930,211102003002.0,2009.0,29.0,4.0,0.0,,,,,211102003.0,2.0,211102.0,21.0,1.0,1.0,2.0,3.0
2967,211102006001.0,2009.0,35.0,5.0,0.0,,,,,211102006.0,1.0,211102.0,21.0,1.0,1.0,2.0,6.0
2973,211102006002.0,2009.0,35.0,5.0,0.0,,,,,211102006.0,2.0,211102.0,21.0,1.0,1.0,2.0,6.0
3091,211102014001.0,2009.0,0.0,0.0,0.0,,,,,211102014.0,1.0,211102.0,21.0,1.0,1.0,2.0,14.0
3099,211102014002.0,2009.0,16.0,1.0,0.0,,,,,211102014.0,2.0,211102.0,21.0,1.0,1.0,2.0,14.0
3107,211102015001.0,2009.0,29.0,4.0,0.0,,,,,211102015.0,1.0,211102.0,21.0,1.0,1.0,2.0,15.0
3114,211102015002.0,2009.0,29.0,4.0,0.0,,,,,211102015.0,2.0,211102.0,21.0,1.0,1.0,2.0,15.0
3140,211102017001.0,2009.0,16.0,1.0,0.0,,,,,211102017.0,1.0,211102.0,21.0,1.0,1.0,2.0,17.0
3144,211102017002.0,2009.0,34.0,5.0,0.0,,,,,211102017.0,2.0,211102.0,21.0,1.0,1.0,2.0,17.0
3149,211102017003.0,2009.0,33.0,5.0,0.0,,,,,211102017.0,3.0,211102.0,21.0,1.0,1.0,2.0,17.0
3169,211102018003.0,2009.0,26.0,3.0,0.0,,,,,211102018.0,3.0,211102.0,21.0,1.0,1.0,2.0,18.0
3174,211102018082.0,2009.0,33.0,5.0,0.0,,,,,211102018.0,82.0,211102.0,21.0,1.0,1.0,2.0,18.0
3175,211102018083.0,2009.0,13.0,0.0,1.0,,0.0,,,211102018.0,83.0,211102.0,21.0,1.0,1.0,2.0,18.0
3181,211102019001.0,2009.0,34.0,5.0,0.0,,,,,211102019.0,1.0,211102.0,21.0,1.0,1.0,2.0,19.0
3188,211102019002.0,2009.0,26.0,3.0,0.0,,,,,211102019.0,2.0,211102.0,21.0,1.0,1.0,2.0,19.0
3217,211102061001.0,2009.0,26.0,3.0,0.0,,,,,211102061.0,1.0,211102.0,21.0,1.0,1.0,2.0,61.0
3260,211102068002.0,2009.0,31.0,3.0,0.0,,,,,211102068.0,2.0,211102.0,21.0,1.0,1.0,2.0,68.0
3263,211102068003.0,2009.0,33.0,5.0,0.0,,,,,211102068.0,3.0,211102.0,21.0,1.0,1.0,2.0,68.0
3266,211102068004.0,2009.0,25.0,3.0,1.0,,0.0,,,211102068.0,4.0,211102.0,21.0,1.0,1.0,2.0,68.0
3278,211102071082.0,2009.0,29.0,4.0,0.0,,,,,211102071.0,82.0,211102.0,21.0,1.0,1.0,2.0,71.0
3281,211102071083.0,2009.0,35.0,5.0,0.0,,,,,211102071.0,83.0,211102.0,21.0,1.0,1.0,2.0,71.0
3284,211102082001.0,2009.0,34.0,5.0,0.0,,,,,211102082.0,1.0,211102.0,21.0,1.0,1.0,2.0,82.0
3287,211102082002.0,2009.0,34.0,5.0,0.0,,,,,211102082.0,2.0,211102.0,21.0,1.0,1.0,2.0,82.0
3290,211102083001.0,2009.0,36.0,6.0,0.0,,,,,211102083.0,1.0,211102.0,21.0,1.0,1.0,2.0,83.0
3293,211102083002.0,2009.0,16.0,1.0,0.0,,,,,211102083.0,2.0,211102.0,21.0,1.0,1.0,2.0,83.0
3306,211102121001.0,2009.0,21.0,1.0,0.0,,,,,211102121.0,1.0,211102.0,21.0,1.0,1.0,2.0,121.0
3308,211102121002.0,2009.0,23.0,2.0,0.0,,,,,211102121.0,2.0,211102.0,21.0,1.0,1.0,2.0,121.0
3310,211102122001.0,2009.0,34.0,5.0,0.0,,,,,211102122.0,1.0,211102.0,21.0,1.0,1.0,2.0,122.0
3311,211102122002.0,2009.0,29.0,4.0,0.0,,,,,211102122.0,2.0,211102.0,21.0,1.0,1.0,2.0,122.0
3313,211102122003.0,2009.0,29.0,4.0,0.0,,,,,211102122.0,3.0,211102.0,21.0,1.0,1.0,2.0,122.0
3314,211102123001.0,2009.0,32.0,3.0,0.0,,,,,211102123.0,1.0,211102.0,21.0,1.0,1.0,2.0,123.0
3316,211102123002.0,2009.0,28.0,4.0,0.0,,,,,211102123.0,2.0,211102.0,21.0,1.0,1.0,2.0,123.0
3318,211102124001.0,2009.0,36.0,6.0,0.0,,,,,211102124.0,1.0,211102.0,21.0,1.0,1.0,2.0,124.0
3320,211102124002.0,2009.0,29.0,4.0,0.0,,,,,211102124.0,2.0,211102.0,21.0,1.0,1.0,2.0,124.0
3322,211102125002.0,2009.0,34.0,5.0,0.0,,,,,211102125.0,2.0,211102.0,21.0,1.0,1.0,2.0,125.0
3324,211102126001.0,2009.0,23.0,2.0,0.0,,,,,211102126.0,1.0,211102.0,21.0,1.0,1.0,2.0,126.0
3326,211102126002.0,2009.0,25.0,3.0,0.0,,,,,211102126.0,2.0,211102.0,21.0,1.0,1.0,2.0,126.0
3328,211102127001.0,2009.0,34.0,5.0,0.0,,,,,211102127.0,1.0,211102.0,21.0,1.0,1.0,2.0,127.0
3330,211102127002.0,2009.0,34.0,5.0,0.0,,,,,211102127.0,2.0,211102.0,21.0,1.0,1.0,2.0,127.0
3369,211103002001.0,2009.0,12.0,0.0,1.0,,0.0,,,211103002.0,1.0,211103.0,21.0,1.0,1.0,3.0,2.0
3372,211103002002.0,2009.0,23.0,2.0,0.0,,,,,211103002.0,2.0,211103.0,21.0,1.0,1.0,3.0,2.0
3402,211103004002.0,2009.0,16.0,1.0,0.0,,,,,211103004.0,2.0,211103.0,21.0,1.0,1.0,3.0,4.0
3497,211103013001.0,2009.0,33.0,5.0,0.0,,,,,211103013.0,1.0,211103.0,21.0,1.0,1.0,3.0,13.0
3505,211103013002.0,2009.0,23.0,2.0,0.0,,,,,211103013.0,2.0,211103.0,21.0,1.0,1.0,3.0,13.0
3513,211103013003.0,2009.0,33.0,5.0,0.0,,,,,211103013.0,3.0,211103.0,21.0,1.0,1.0,3.0,13.0
3590,211103061002.0,2009.0,28.0,4.0,0.0,,,,,211103061.0,2.0,211103.0,21.0,1.0,1.0,3.0,61.0
3595,211103081001.0,2009.0,29.0,4.0,0.0,,,,,211103081.0,1.0,211103.0,21.0,1.0,1.0,3.0,81.0
3600,211103081002.0,2009.0,26.0,3.0,0.0,,,,,211103081.0,2.0,211103.0,21.0,1.0,1.0,3.0,81.0
3604,211103081003.0,2009.0,15.0,1.0,1.0,,0.0,,,211103081.0,3.0,211103.0,21.0,1.0,1.0,3.0,81.0
3617,211103083001.0,2009.0,0.0,0.0,0.0,,,,,211103083.0,1.0,211103.0,21.0,1.0,1.0,3.0,83.0
3621,211103083002.0,2009.0,14.0,0.0,0.0,,,,,211103083.0,2.0,211103.0,21.0,1.0,1.0,3.0,83.0
3626,211103083003.0,2009.0,26.0,3.0,0.0,,,,,211103083.0,3.0,211103.0,21.0,1.0,1.0,3.0,83.0
3647,211103086002.0,2009.0,23.0,2.0,0.0,,,,,211103086.0,2.0,211103.0,21.0,1.0,1.0,3.0,86.0
3648,211103086003.0,2009.0,26.0,3.0,0.0,,,,,211103086.0,3.0,211103.0,21.0,1.0,1.0,3.0,86.0
3649,211103086121.0,2009.0,23.0,2.0,0.0,,,,,211103086.0,121.0,211103.0,21.0,1.0,1.0,3.0,86.0
3657,211103090001.0,2009.0,23.0,2.0,0.0,,,,,211103090.0,1.0,211103.0,21.0,1.0,1.0,3.0,90.0
3662,211103090002.0,2009.0,23.0,2.0,0.0,,,,,211103090.0,2.0,211103.0,21.0,1.0,1.0,3.0,90.0
3669,211103091001.0,2009.0,26.0,3.0,0.0,,,,,211103091.0,1.0,211103.0,21.0,1.0,1.0,3.0,91.0
3672,211103091002.0,2009.0,21.0,1.0,0.0,,,,,211103091.0,2.0,211103.0,21.0,1.0,1.0,3.0,91.0
3676,211103091003.0,2009.0,21.0,1.0,1.0,,1.0,1.0,12.0,211103091.0,3.0,211103.0,21.0,1.0,1.0,3.0,91.0
3684,211103093001.0,2009.0,29.0,4.0,0.0,,,,,211103093.0,1.0,211103.0,21.0,1.0,1.0,3.0,93.0
3689,211103093002.0,2009.0,23.0,2.0,0.0,,,,,211103093.0,2.0,211103.0,21.0,1.0,1.0,3.0,93.0
3695,211103094002.0,2009.0,23.0,2.0,0.0,,,,,211103094.0,2.0,211103.0,21.0,1.0,1.0,3.0,94.0
3700,211103094003.0,2009.0,24.0,2.0,1.0,,0.0,,,211103094.0,3.0,211103.0,21.0,1.0,1.0,3.0,94.0
3705,211103095001.0,2009.0,16.0,1.0,0.0,,,,,211103095.0,1.0,211103.0,21.0,1.0,1.0,3.0,95.0
3709,211103095002.0,2009.0,28.0,4.0,0.0,,,,,211103095.0,2.0,211103.0,21.0,1.0,1.0,3.0,95.0
3716,211103096001.0,2009.0,21.0,1.0,0.0,,,,,211103096.0,1.0,211103.0,21.0,1.0,1.0,3.0,96.0
3720,211103096002.0,2009.0,21.0,1.0,0.0,,,,,211103096.0,2.0,211103.0,21.0,1.0,1.0,3.0,96.0
3725,211103097001.0,2009.0,26.0,3.0,0.0,,,,,211103097.0,1.0,211103.0,21.0,1.0,1.0,3.0,97.0
3730,211103097002.0,2009.0,23.0,2.0,0.0,,,,,211103097.0,2.0,211103.0,21.0,1.0,1.0,3.0,97.0
3734,211103097003.0,2009.0,28.0,4.0,0.0,,,,,211103097.0,3.0,211103.0,21.0,1.0,1.0,3.0,97.0
3739,211103097004.0,2009.0,29.0,4.0,0.0,,,,,211103097.0,4.0,211103.0,21.0,1.0,1.0,3.0,97.0
3755,211103121001.0,2009.0,16.0,1.0,0.0,,,,,211103121.0,1.0,211103.0,21.0,1.0,1.0,3.0,121.0
3757,211103121002.0,2009.0,26.0,3.0,0.0,,,,,211103121.0,2.0,211103.0,21.0,1.0,1.0,3.0,121.0
3758,211103122001.0,2009.0,23.0,2.0,0.0,,,,,211103122.0,1.0,211103.0,21.0,1.0,1.0,3.0,122.0
3759,211103122002.0,2009.0,26.0,3.0,0.0,,,,,211103122.0,2.0,211103.0,21.0,1.0,1.0,3.0,122.0
3760,211103122003.0,2009.0,33.0,5.0,0.0,,,,,211103122.0,3.0,211103.0,21.0,1.0,1.0,3.0,122.0
3761,211103123001.0,2009.0,16.0,1.0,0.0,,,,,211103123.0,1.0,211103.0,21.0,1.0,1.0,3.0,123.0
3764,211103123002.0,2009.0,16.0,1.0,0.0,,,,,211103123.0,2.0,211103.0,21.0,1.0,1.0,3.0,123.0
3773,211103124002.0,2009.0,23.0,2.0,0.0,,,,,211103124.0,2.0,211103.0,21.0,1.0,1.0,3.0,124.0
3774,211103125001.0,2009.0,23.0,2.0,0.0,,,,,211103125.0,1.0,211103.0,21.0,1.0,1.0,3.0,125.0
3777,211103125002.0,2009.0,26.0,3.0,0.0,,,,,211103125.0,2.0,211103.0,21.0,1.0,1.0,3.0,125.0
3778,211103125003.0,2009.0,16.0,1.0,1.0,,0.0,,,211103125.0,3.0,211103.0,21.0,1.0,1.0,3.0,125.0
3781,211103126001.0,2009.0,33.0,5.0,0.0,,,,,211103126.0,1.0,211103.0,21.0,1.0,1.0,3.0,126.0
3785,211103126002.0,2009.0,32.0,3.0,0.0,,,,,211103126.0,2.0,211103.0,21.0,1.0,1.0,3.0,126.0
3814,211104001001.0,2009.0,23.0,2.0,0.0,,,,,211104001.0,1.0,211104.0,21.0,1.0,1.0,4.0,1.0
3823,211104001002.0,2009.0,23.0,2.0,0.0,,,,,211104001.0,2.0,211104.0,21.0,1.0,1.0,4.0,1.0
3857,211104003001.0,2009.0,23.0,2.0,0.0,,,,,211104003.0,1.0,211104.0,21.0,1.0,1.0,4.0,3.0
3865,211104003002.0,2009.0,23.0,2.0,0.0,,,,,211104003.0,2.0,211104.0,21.0,1.0,1.0,4.0,3.0
3876,211104004001.0,2009.0,23.0,2.0,0.0,,,,,211104004.0,1.0,211104.0,21.0,1.0,1.0,4.0,4.0
3885,211104004002.0,2009.0,23.0,2.0,0.0,,,,,211104004.0,2.0,211104.0,21.0,1.0,1.0,4.0,4.0
3893,211104004003.0,2009.0,26.0,3.0,0.0,,,,,211104004.0,3.0,211104.0,21.0,1.0,1.0,4.0,4.0
3909,211104006001.0,2009.0,22.0,2.0,0.0,,,,,211104006.0,1.0,211104.0,21.0,1.0,1.0,4.0,6.0
3918,211104006002.0,2009.0,23.0,2.0,0.0,,,,,211104006.0,2.0,211104.0,21.0,1.0,1.0,4.0,6.0
3924,211104006003.0,2009.0,34.0,5.0,0.0,,,,,211104006.0,3.0,211104.0,21.0,1.0,1.0,4.0,6.0
3948,211104009001.0,2009.0,15.0,1.0,0.0,,,,,211104009.0,1.0,211104.0,21.0,1.0,1.0,4.0,9.0
3955,211104009002.0,2009.0,23.0,2.0,0.0,,,,,211104009.0,2.0,211104.0,21.0,1.0,1.0,4.0,9.0
3959,211104009101.0,2009.0,21.0,1.0,1.0,,0.0,,,211104009.0,101.0,211104.0,21.0,1.0,1.0,4.0,9.0
3967,211104010001.0,2009.0,16.0,1.0,0.0,,,,,211104010.0,1.0,211104.0,21.0,1.0,1.0,4.0,10.0
3976,211104010002.0,2009.0,22.0,2.0,0.0,,,,,211104010.0,2.0,211104.0,21.0,1.0,1.0,4.0,10.0
3983,211104010003.0,2009.0,23.0,2.0,0.0,,,,,211104010.0,3.0,211104.0,21.0,1.0,1.0,4.0,10.0
3989,211104010004.0,2009.0,29.0,4.0,0.0,,,,,211104010.0,4.0,211104.0,21.0,1.0,1.0,4.0,10.0
3992,211104010122.0,2009.0,29.0,4.0,0.0,,,,,211104010.0,122.0,211104.0,21.0,1.0,1.0,4.0,10.0
4000,211104011001.0,2009.0,21.0,1.0,0.0,,,,,211104011.0,1.0,211104.0,21.0,1.0,1.0,4.0,11.0
4008,211104011002.0,2009.0,22.0,2.0,0.0,,,,,211104011.0,2.0,211104.0,21.0,1.0,1.0,4.0,11.0
4016,211104011003.0,2009.0,23.0,2.0,0.0,,,,,211104011.0,3.0,211104.0,21.0,1.0,1.0,4.0,11.0
4032,211104012002.0,2009.0,24.0,2.0,0.0,,,,,211104012.0,2.0,211104.0,21.0,1.0,1.0,4.0,12.0
4051,211104013001.0,2009.0,23.0,2.0,0.0,,,,,211104013.0,1.0,211104.0,21.0,1.0,1.0,4.0,13.0
4059,211104013002.0,2009.0,14.0,0.0,1.0,,0.0,,,211104013.0,2.0,211104.0,21.0,1.0,1.0,4.0,13.0
4073,211104014001.0,2009.0,23.0,2.0,0.0,,,,,211104014.0,1.0,211104.0,21.0,1.0,1.0,4.0,14.0
4082,211104014002.0,2009.0,23.0,2.0,0.0,,,,,211104014.0,2.0,211104.0,21.0,1.0,1.0,4.0,14.0
4091,211104014003.0,2009.0,29.0,4.0,0.0,,,,,211104014.0,3.0,211104.0,21.0,1.0,1.0,4.0,14.0
4093,211104014081.0,2009.0,11.0,0.0,1.0,,0.0,,,211104014.0,81.0,211104.0,21.0,1.0,1.0,4.0,14.0
4112,211104016003.0,2009.0,23.0,2.0,0.0,,,,,211104016.0,3.0,211104.0,21.0,1.0,1.0,4.0,16.0
4118,211104016061.0,2009.0,22.0,2.0,0.0,,,,,211104016.0,61.0,211104.0,21.0,1.0,1.0,4.0,16.0
4121,211104016081.0,2009.0,13.0,0.0,1.0,,0.0,,,211104016.0,81.0,211104.0,21.0,1.0,1.0,4.0,16.0
4130,211104017001.0,2009.0,16.0,1.0,0.0,,,,,211104017.0,1.0,211104.0,21.0,1.0,1.0,4.0,17.0
4139,211104017002.0,2009.0,16.0,1.0,0.0,,,,,211104017.0,2.0,211104.0,21.0,1.0,1.0,4.0,17.0
4168,211104019002.0,2009.0,23.0,2.0,0.0,,,,,211104019.0,2.0,211104.0,21.0,1.0,1.0,4.0,19.0
4172,211104019003.0,2009.0,29.0,4.0,1.0,,0.0,,,211104019.0,3.0,211104.0,21.0,1.0,1.0,4.0,19.0
4185,211104020002.0,2009.0,23.0,2.0,0.0,,,,,211104020.0,2.0,211104.0,21.0,1.0,1.0,4.0,20.0
4205,211104063001.0,2009.0,26.0,3.0,0.0,,,,,211104063.0,1.0,211104.0,21.0,1.0,1.0,4.0,63.0
4210,211104063002.0,2009.0,0.0,0.0,0.0,,,,,211104063.0,2.0,211104.0,21.0,1.0,1.0,4.0,63.0
4213,211104063003.0,2009.0,26.0,3.0,0.0,,,,,211104063.0,3.0,211104.0,21.0,1.0,1.0,4.0,63.0
4217,211104063121.0,2009.0,23.0,2.0,0.0,,,,,211104063.0,121.0,211104.0,21.0,1.0,1.0,4.0,63.0
4222,211104064001.0,2009.0,22.0,2.0,0.0,,,,,211104064.0,1.0,211104.0,21.0,1.0,1.0,4.0,64.0
4228,211104064002.0,2009.0,0.0,0.0,0.0,,,,,211104064.0,2.0,211104.0,21.0,1.0,1.0,4.0,64.0
4232,211104081001.0,2009.0,23.0,2.0,0.0,,,,,211104081.0,1.0,211104.0,21.0,1.0,1.0,4.0,81.0
4240,211104081002.0,2009.0,23.0,2.0,0.0,,,,,211104081.0,2.0,211104.0,21.0,1.0,1.0,4.0,81.0
4250,211104121001.0,2009.0,28.0,4.0,0.0,,,,,211104121.0,1.0,211104.0,21.0,1.0,1.0,4.0,121.0
4251,211104121002.0,2009.0,29.0,4.0,0.0,,,,,211104121.0,2.0,211104.0,21.0,1.0,1.0,4.0,121.0
4258,211104122001.0,2009.0,23.0,2.0,0.0,,,,,211104122.0,1.0,211104.0,21.0,1.0,1.0,4.0,122.0
4261,211104122002.0,2009.0,29.0,4.0,0.0,,,,,211104122.0,2.0,211104.0,21.0,1.0,1.0,4.0,122.0
4262,211104122003.0,2009.0,12.0,0.0,1.0,,0.0,,,211104122.0,3.0,211104.0,21.0,1.0,1.0,4.0,122.0
4263,211104123001.0,2009.0,26.0,3.0,0.0,,,,,211104123.0,1.0,211104.0,21.0,1.0,1.0,4.0,123.0
4267,211104123002.0,2009.0,22.0,2.0,0.0,,,,,211104123.0,2.0,211104.0,21.0,1.0,1.0,4.0,123.0
4273,211104124001.0,2009.0,23.0,2.0,0.0,,,,,211104124.0,1.0,211104.0,21.0,1.0,1.0,4.0,124.0
4274,211104124002.0,2009.0,23.0,2.0,0.0,,,,,211104124.0,2.0,211104.0,21.0,1.0,1.0,4.0,124.0
4281,211104141001.0,2009.0,23.0,2.0,0.0,,,,,211104016.0,1.0,211104.0,21.0,1.0,1.0,4.0,16.0
4290,211104141002.0,2009.0,16.0,1.0,0.0,,,,,211104016.0,2.0,211104.0,21.0,1.0,1.0,4.0,16.0
4584,211201130001.0,2009.0,23.0,2.0,0.0,,,,,211201130.0,1.0,211201.0,21.0,1.0,2.0,1.0,130.0
4587,211201130002.0,2009.0,23.0,2.0,0.0,,,,,211201130.0,2.0,211201.0,21.0,1.0,2.0,1.0,130.0
4590,211201131001.0,2009.0,23.0,2.0,0.0,,,,,211201131.0,1.0,211201.0,21.0,1.0,2.0,1.0,131.0
4592,211201131002.0,2009.0,23.0,2.0,0.0,,,,,211201131.0,2.0,211201.0,21.0,1.0,2.0,1.0,131.0
4594,211201132001.0,2009.0,21.0,1.0,0.0,,,,,211201132.0,1.0,211201.0,21.0,1.0,2.0,1.0,132.0
4597,211201132002.0,2009.0,23.0,2.0,0.0,,,,,211201132.0,2.0,211201.0,21.0,1.0,2.0,1.0,132.0
4600,211201133001.0,2009.0,28.0,4.0,0.0,,,,,211201133.0,1.0,211201.0,21.0,1.0,2.0,1.0,133.0
4603,211201133002.0,2009.0,26.0,3.0,0.0,,,,,211201133.0,2.0,211201.0,21.0,1.0,2.0,1.0,133.0
4608,211201134001.0,2009.0,16.0,1.0,0.0,,,,,211201134.0,1.0,211201.0,21.0,1.0,2.0,1.0,134.0
4611,211201134002.0,2009.0,16.0,1.0,0.0,,,,,211201134.0,2.0,211201.0,21.0,1.0,2.0,1.0,134.0
4614,211201135001.0,2009.0,26.0,3.0,0.0,,,,,211201135.0,1.0,211201.0,21.0,1.0,2.0,1.0,135.0
4617,211201135002.0,2009.0,26.0,3.0,0.0,,,,,211201135.0,2.0,211201.0,21.0,1.0,2.0,1.0,135.0
4620,211201135003.0,2009.0,32.0,3.0,1.0,,0.0,,,211201135.0,3.0,211201.0,21.0,1.0,2.0,1.0,135.0
4622,211201136001.0,2009.0,23.0,2.0,0.0,,,,,211201136.0,1.0,211201.0,21.0,1.0,2.0,1.0,136.0
4625,211201136002.0,2009.0,23.0,2.0,0.0,,,,,211201136.0,2.0,211201.0,21.0,1.0,2.0,1.0,136.0
4627,211201136003.0,2009.0,23.0,2.0,0.0,,,,,211201136.0,3.0,211201.0,21.0,1.0,2.0,1.0,136.0
4629,211201136004.0,2009.0,14.0,0.0,1.0,,0.0,,,211201136.0,4.0,211201.0,21.0,1.0,2.0,1.0,136.0
4631,211201137001.0,2009.0,26.0,3.0,0.0,,,,,211201137.0,1.0,211201.0,21.0,1.0,2.0,1.0,137.0
4638,211201137002.0,2009.0,16.0,1.0,0.0,,,,,211201137.0,2.0,211201.0,21.0,1.0,2.0,1.0,137.0
4640,211201137003.0,2009.0,23.0,2.0,0.0,,,,,211201137.0,3.0,211201.0,21.0,1.0,2.0,1.0,137.0
4642,211201138001.0,2009.0,23.0,2.0,0.0,,,,,211201138.0,1.0,211201.0,21.0,1.0,2.0,1.0,138.0
4644,211201138002.0,2009.0,23.0,2.0,0.0,,,,,211201138.0,2.0,211201.0,21.0,1.0,2.0,1.0,138.0
4646,211201139001.0,2009.0,16.0,1.0,0.0,,,,,211201139.0,1.0,211201.0,21.0,1.0,2.0,1.0,139.0
4649,211201139002.0,2009.0,16.0,1.0,0.0,,,,,211201139.0,2.0,211201.0,21.0,1.0,2.0,1.0,139.0
