,idind,wave,a11,a12,a13,a11a_93,a13a,a13b,a13c,hhid,line,commid,t1,t2,t3,t4,t5
70511,421104003031.0,2009.0,0.0,0.0,0.0,,,,,421104003.0,31.0,421104.0,42.0,1.0,1.0,4.0,3.0
70520,421104004001.0,2009.0,23.0,2.0,0.0,,,,,421104004.0,1.0,421104.0,42.0,1.0,1.0,4.0,4.0
70530,421104004002.0,2009.0,23.0,2.0,0.0,,,,,421104004.0,2.0,421104.0,42.0,1.0,1.0,4.0,4.0
70548,421104004005.0,2009.0,13.0,0.0,,,,,,421104004.0,5.0,421104.0,42.0,1.0,1.0,4.0,4.0
70558,421104005001.0,2009.0,23.0,2.0,0.0,,,,,421104005.0,1.0,421104.0,42.0,1.0,1.0,4.0,5.0
70568,421104005002.0,2009.0,33.0,5.0,0.0,,,,,421104005.0,2.0,421104.0,42.0,1.0,1.0,4.0,5.0
70580,421104005004.0,2009.0,15.0,1.0,0.0,,,,,421104005.0,4.0,421104.0,42.0,1.0,1.0,4.0,5.0
70598,421104006003.0,2009.0,23.0,2.0,0.0,,,,,421104006.0,3.0,421104.0,42.0,1.0,1.0,4.0,6.0
70628,421104008001.0,2009.0,15.0,1.0,0.0,,,,,421104008.0,1.0,421104.0,42.0,1.0,1.0,4.0,8.0
70638,421104008002.0,2009.0,23.0,2.0,0.0,,,,,421104008.0,2.0,421104.0,42.0,1.0,1.0,4.0,8.0
70646,421104008003.0,2009.0,28.0,4.0,1.0,,0.0,,,421104008.0,3.0,421104.0,42.0,1.0,1.0,4.0,8.0
70654,421104009001.0,2009.0,23.0,2.0,0.0,,,,,421104009.0,1.0,421104.0,42.0,1.0,1.0,4.0,9.0
70669,421104009003.0,2009.0,23.0,2.0,0.0,,,,,421104009.0,3.0,421104.0,42.0,1.0,1.0,4.0,9.0
70686,421104010001.0,2009.0,23.0,2.0,0.0,,,,,421104010.0,1.0,421104.0,42.0,1.0,1.0,4.0,10.0
70696,421104010002.0,2009.0,23.0,2.0,0.0,,,,,421104010.0,2.0,421104.0,42.0,1.0,1.0,4.0,10.0
70703,421104010003.0,2009.0,33.0,5.0,0.0,,,,,421104010.0,3.0,421104.0,42.0,1.0,1.0,4.0,10.0
70721,421104012001.0,2009.0,22.0,2.0,0.0,,,,,421104012.0,1.0,421104.0,42.0,1.0,1.0,4.0,12.0
70739,421104012004.0,2009.0,22.0,2.0,0.0,,,,,421104012.0,4.0,421104.0,42.0,1.0,1.0,4.0,12.0
70763,421104013004.0,2009.0,15.0,1.0,0.0,,,,,421104013.0,4.0,421104.0,42.0,1.0,1.0,4.0,13.0
70771,421104014001.0,2009.0,23.0,2.0,0.0,,,,,421104014.0,1.0,421104.0,42.0,1.0,1.0,4.0,14.0
70777,421104014002.0,2009.0,34.0,5.0,0.0,,,,,421104014.0,2.0,421104.0,42.0,1.0,1.0,4.0,14.0
70784,421104014003.0,2009.0,15.0,1.0,0.0,,,,,421104014.0,3.0,421104.0,42.0,1.0,1.0,4.0,14.0
70793,421104015001.0,2009.0,25.0,3.0,0.0,,,,,421104015.0,1.0,421104.0,42.0,1.0,1.0,4.0,15.0
70801,421104015002.0,2009.0,28.0,4.0,0.0,,,,,421104015.0,2.0,421104.0,42.0,1.0,1.0,4.0,15.0
70805,421104015003.0,2009.0,28.0,4.0,0.0,,,,,421104015.0,3.0,421104.0,42.0,1.0,1.0,4.0,15.0
70811,421104015004.0,2009.0,0.0,0.0,0.0,,,,,421104015.0,4.0,421104.0,42.0,1.0,1.0,4.0,15.0
70821,421104015006.0,2009.0,24.0,2.0,0.0,,,,,421104015.0,6.0,421104.0,42.0,1.0,1.0,4.0,15.0
70832,421104016001.0,2009.0,23.0,2.0,0.0,,,,,421104016.0,1.0,421104.0,42.0,1.0,1.0,4.0,16.0
70840,421104016002.0,2009.0,23.0,2.0,0.0,,,,,421104016.0,2.0,421104.0,42.0,1.0,1.0,4.0,16.0
70860,421104016005.0,2009.0,14.0,0.0,0.0,,,,,421104016.0,5.0,421104.0,42.0,1.0,1.0,4.0,16.0
70863,421104016082.0,2009.0,13.0,0.0,1.0,,0.0,,,421104016.0,82.0,421104.0,42.0,1.0,1.0,4.0,16.0
70872,421104017001.0,2009.0,26.0,3.0,0.0,,,,,421104017.0,1.0,421104.0,42.0,1.0,1.0,4.0,17.0
70891,421104018001.0,2009.0,23.0,2.0,0.0,,,,,421104018.0,1.0,421104.0,42.0,1.0,1.0,4.0,18.0
70900,421104018002.0,2009.0,28.0,4.0,0.0,,,,,421104018.0,2.0,421104.0,42.0,1.0,1.0,4.0,18.0
70909,421104018003.0,2009.0,25.0,3.0,0.0,,,,,421104018.0,3.0,421104.0,42.0,1.0,1.0,4.0,18.0
70919,421104019001.0,2009.0,25.0,3.0,0.0,,,,,421104019.0,1.0,421104.0,42.0,1.0,1.0,4.0,19.0
70928,421104019002.0,2009.0,34.0,5.0,0.0,,,,,421104019.0,2.0,421104.0,42.0,1.0,1.0,4.0,19.0
70938,421104019003.0,2009.0,23.0,2.0,0.0,,,,,421104019.0,3.0,421104.0,42.0,1.0,1.0,4.0,19.0
70952,421104020001.0,2009.0,25.0,3.0,0.0,,,,,421104020.0,1.0,421104.0,42.0,1.0,1.0,4.0,20.0
70962,421104020002.0,2009.0,23.0,2.0,0.0,,,,,421104020.0,2.0,421104.0,42.0,1.0,1.0,4.0,20.0
70968,421104020003.0,2009.0,33.0,5.0,1.0,,0.0,,,421104020.0,3.0,421104.0,42.0,1.0,1.0,4.0,20.0
70973,421104020061.0,2009.0,13.0,0.0,1.0,,0.0,,,421104020.0,61.0,421104.0,42.0,1.0,1.0,4.0,20.0
70981,421104041001.0,2009.0,0.0,0.0,0.0,,,,,421104041.0,1.0,421104.0,42.0,1.0,1.0,4.0,41.0
70988,421104041002.0,2009.0,15.0,1.0,0.0,,,,,421104041.0,2.0,421104.0,42.0,1.0,1.0,4.0,41.0
70995,421104041003.0,2009.0,33.0,5.0,0.0,,,,,421104041.0,3.0,421104.0,42.0,1.0,1.0,4.0,41.0
71002,421104041081.0,2009.0,33.0,5.0,0.0,,,,,421104041.0,81.0,421104.0,42.0,1.0,1.0,4.0,41.0
71005,421104041082.0,2009.0,11.0,0.0,1.0,,0.0,,,421104041.0,82.0,421104.0,42.0,1.0,1.0,4.0,41.0
71011,421104061001.0,2009.0,16.0,1.0,0.0,,,,,421104061.0,1.0,421104.0,42.0,1.0,1.0,4.0,61.0
71016,421104061002.0,2009.0,16.0,1.0,0.0,,,,,421104061.0,2.0,421104.0,42.0,1.0,1.0,4.0,61.0
71033,421201002001.0,2009.0,28.0,4.0,0.0,,,,,421201002.0,1.0,421201.0,42.0,1.0,2.0,1.0,2.0
71043,421201002002.0,2009.0,14.0,0.0,1.0,,0.0,,,421201002.0,2.0,421201.0,42.0,1.0,2.0,1.0,2.0
71068,421201004001.0,2009.0,23.0,2.0,0.0,,,,,421201004.0,1.0,421201.0,42.0,1.0,2.0,1.0,4.0
71078,421201004002.0,2009.0,23.0,2.0,0.0,,,,,421201004.0,2.0,421201.0,42.0,1.0,2.0,1.0,4.0
71097,421201005001.0,2009.0,23.0,2.0,0.0,,,,,421201005.0,1.0,421201.0,42.0,1.0,2.0,1.0,5.0
71126,421201006001.0,2009.0,16.0,1.0,,,,,,421201006.0,1.0,421201.0,42.0,1.0,2.0,1.0,6.0
71135,421201006002.0,2009.0,22.0,2.0,0.0,,,,,421201006.0,2.0,421201.0,42.0,1.0,2.0,1.0,6.0
71146,421201007001.0,2009.0,35.0,5.0,0.0,,,,,421201007.0,1.0,421201.0,42.0,1.0,2.0,1.0,7.0
71156,421201007002.0,2009.0,28.0,4.0,0.0,,,,,421201007.0,2.0,421201.0,42.0,1.0,2.0,1.0,7.0
71177,421201008002.0,2009.0,29.0,4.0,0.0,,,,,421201008.0,2.0,421201.0,42.0,1.0,2.0,1.0,8.0
71211,421201010001.0,2009.0,23.0,2.0,0.0,,,,,421201010.0,1.0,421201.0,42.0,1.0,2.0,1.0,10.0
71225,421201010003.0,2009.0,29.0,4.0,0.0,,,,,421201010.0,3.0,421201.0,42.0,1.0,2.0,1.0,10.0
71265,421201013001.0,2009.0,29.0,4.0,0.0,,,,,421201013.0,1.0,421201.0,42.0,1.0,2.0,1.0,13.0
71276,421201013061.0,2009.0,32.0,3.0,0.0,,,,,421201013.0,61.0,421201.0,42.0,1.0,2.0,1.0,13.0
71278,421201013081.0,2009.0,13.0,0.0,1.0,,1.0,1.0,,421201013.0,81.0,421201.0,42.0,1.0,2.0,1.0,13.0
71290,421201014002.0,2009.0,23.0,2.0,0.0,,,,,421201014.0,2.0,421201.0,42.0,1.0,2.0,1.0,14.0
71332,421201016001.0,2009.0,29.0,4.0,0.0,,,,,421201016.0,1.0,421201.0,42.0,1.0,2.0,1.0,16.0
71364,421201019001.0,2009.0,29.0,4.0,0.0,,,,,421201019.0,1.0,421201.0,42.0,1.0,2.0,1.0,19.0
71384,421201020001.0,2009.0,29.0,4.0,0.0,,,,,421201020.0,1.0,421201.0,42.0,1.0,2.0,1.0,20.0
71407,421201061001.0,2009.0,23.0,2.0,,,,,,421201061.0,1.0,421201.0,42.0,1.0,2.0,1.0,61.0
71416,421201062001.0,2009.0,29.0,4.0,,,,,,421201062.0,1.0,421201.0,42.0,1.0,2.0,1.0,62.0
71426,421201063002.0,2009.0,23.0,2.0,0.0,,,,,421201063.0,2.0,421201.0,42.0,1.0,2.0,1.0,63.0
71431,421201081001.0,2009.0,26.0,3.0,0.0,,,,,421201081.0,1.0,421201.0,42.0,1.0,2.0,1.0,81.0
71436,421201081002.0,2009.0,26.0,3.0,0.0,,,,,421201081.0,2.0,421201.0,42.0,1.0,2.0,1.0,81.0
71441,421201082001.0,2009.0,23.0,2.0,0.0,,,,,421201082.0,1.0,421201.0,42.0,1.0,2.0,1.0,82.0
71445,421201082002.0,2009.0,23.0,2.0,0.0,,,,,421201082.0,2.0,421201.0,42.0,1.0,2.0,1.0,82.0
71451,421201083001.0,2009.0,23.0,2.0,0.0,,,,,421201083.0,1.0,421201.0,42.0,1.0,2.0,1.0,83.0
71455,421201083002.0,2009.0,15.0,1.0,0.0,,,,,421201083.0,2.0,421201.0,42.0,1.0,2.0,1.0,83.0
71495,421202001001.0,2009.0,0.0,0.0,0.0,,,,,421202001.0,1.0,421202.0,42.0,1.0,2.0,2.0,1.0
71508,421202001003.0,2009.0,0.0,0.0,0.0,,,,,421202001.0,3.0,421202.0,42.0,1.0,2.0,2.0,1.0
71523,421202001006.0,2009.0,32.0,3.0,0.0,,,,,421202001.0,6.0,421202.0,42.0,1.0,2.0,2.0,1.0
71539,421202002002.0,2009.0,0.0,0.0,0.0,,,,,421202002.0,2.0,421202.0,42.0,1.0,2.0,2.0,2.0
71552,421202003001.0,2009.0,15.0,1.0,0.0,,,,,421202003.0,1.0,421202.0,42.0,1.0,2.0,2.0,3.0
71585,421202004001.0,2009.0,16.0,1.0,0.0,,,,,421202004.0,1.0,421202.0,42.0,1.0,2.0,2.0,4.0
71596,421202004003.0,2009.0,23.0,2.0,0.0,,,,,421202004.0,3.0,421202.0,42.0,1.0,2.0,2.0,4.0
71608,421202004081.0,2009.0,21.0,1.0,0.0,,,,,421202004.0,81.0,421202.0,42.0,1.0,2.0,2.0,4.0
71611,421202004082.0,2009.0,12.0,0.0,1.0,,0.0,,,421202004.0,82.0,421202.0,42.0,1.0,2.0,2.0,4.0
71629,421202006001.0,2009.0,12.0,0.0,0.0,,,,,421202006.0,1.0,421202.0,42.0,1.0,2.0,2.0,6.0
71638,421202006002.0,2009.0,13.0,0.0,0.0,,,,,421202006.0,2.0,421202.0,42.0,1.0,2.0,2.0,6.0
71674,421202007001.0,2009.0,0.0,0.0,0.0,,,,,421202007.0,1.0,421202.0,42.0,1.0,2.0,2.0,7.0
71684,421202007002.0,2009.0,11.0,0.0,0.0,,,,,421202007.0,2.0,421202.0,42.0,1.0,2.0,2.0,7.0
71700,421202008001.0,2009.0,12.0,0.0,0.0,,,,,421202008.0,1.0,421202.0,42.0,1.0,2.0,2.0,8.0
71710,421202008002.0,2009.0,0.0,0.0,0.0,,,,,421202008.0,2.0,421202.0,42.0,1.0,2.0,2.0,8.0
71730,421202009121.0,2009.0,34.0,5.0,0.0,,,,,421202009.0,121.0,421202.0,42.0,1.0,2.0,2.0,9.0
71731,421202009122.0,2009.0,34.0,5.0,0.0,,,,,421202009.0,122.0,421202.0,42.0,1.0,2.0,2.0,9.0
71745,421202011002.0,2009.0,26.0,3.0,0.0,,,,,421202011.0,2.0,421202.0,42.0,1.0,2.0,2.0,11.0
71755,421202011003.0,2009.0,23.0,2.0,0.0,,,,,421202011.0,3.0,421202.0,42.0,1.0,2.0,2.0,11.0
71778,421202012003.0,2009.0,26.0,3.0,0.0,,,,,421202012.0,3.0,421202.0,42.0,1.0,2.0,2.0,12.0
71790,421202012005.0,2009.0,26.0,3.0,0.0,,,,,421202012.0,5.0,421202.0,42.0,1.0,2.0,2.0,12.0
71795,421202012007.0,2009.0,33.0,5.0,0.0,,,,,421202012.0,7.0,421202.0,42.0,1.0,2.0,2.0,12.0
71810,421202013002.0,2009.0,0.0,0.0,0.0,,,,,421202013.0,2.0,421202.0,42.0,1.0,2.0,2.0,13.0
71852,421202015001.0,2009.0,13.0,0.0,0.0,,,,,421202015.0,1.0,421202.0,42.0,1.0,2.0,2.0,15.0
71862,421202015002.0,2009.0,0.0,0.0,0.0,,,,,421202015.0,2.0,421202.0,42.0,1.0,2.0,2.0,15.0
71873,421202015004.0,2009.0,23.0,2.0,0.0,,,,,421202015.0,4.0,421202.0,42.0,1.0,2.0,2.0,15.0
71877,421202015101.0,2009.0,23.0,2.0,0.0,,,,,421202015.0,101.0,421202.0,42.0,1.0,2.0,2.0,15.0
71909,421202017001.0,2009.0,0.0,0.0,0.0,,,,,421202017.0,1.0,421202.0,42.0,1.0,2.0,2.0,17.0
71919,421202017002.0,2009.0,13.0,0.0,0.0,,,,,421202017.0,2.0,421202.0,42.0,1.0,2.0,2.0,17.0
71949,421202018002.0,2009.0,0.0,0.0,0.0,,,,,421202018.0,2.0,421202.0,42.0,1.0,2.0,2.0,18.0
71976,421202019001.0,2009.0,0.0,0.0,0.0,,,,,421202019.0,1.0,421202.0,42.0,1.0,2.0,2.0,19.0
71985,421202019002.0,2009.0,16.0,1.0,0.0,,,,,421202019.0,2.0,421202.0,42.0,1.0,2.0,2.0,19.0
71994,421202019004.0,2009.0,23.0,2.0,0.0,,,,,421202019.0,4.0,421202.0,42.0,1.0,2.0,2.0,19.0
72017,421202020003.0,2009.0,23.0,2.0,0.0,,,,,421202020.0,3.0,421202.0,42.0,1.0,2.0,2.0,20.0
72025,421202020004.0,2009.0,23.0,2.0,0.0,,,,,421202020.0,4.0,421202.0,42.0,1.0,2.0,2.0,20.0
72030,421202020005.0,2009.0,29.0,4.0,0.0,,,,,421202020.0,5.0,421202.0,42.0,1.0,2.0,2.0,20.0
72044,421202061002.0,2009.0,0.0,0.0,0.0,,,,,421202061.0,2.0,421202.0,42.0,1.0,2.0,2.0,61.0
72051,421202081001.0,2009.0,0.0,0.0,0.0,,,,,421202081.0,1.0,421202.0,42.0,1.0,2.0,2.0,81.0
72055,421202081002.0,2009.0,13.0,0.0,0.0,,,,,421202081.0,2.0,421202.0,42.0,1.0,2.0,2.0,81.0
72065,421202101001.0,2009.0,0.0,0.0,0.0,,,,,421202101.0,1.0,421202.0,42.0,1.0,2.0,2.0,101.0
72069,421202101002.0,2009.0,23.0,2.0,0.0,,,,,421202101.0,2.0,421202.0,42.0,1.0,2.0,2.0,101.0
72071,421202101003.0,2009.0,23.0,2.0,0.0,,,,,421202101.0,3.0,421202.0,42.0,1.0,2.0,2.0,101.0
72073,421202101004.0,2009.0,15.0,1.0,1.0,,0.0,,,421202101.0,4.0,421202.0,42.0,1.0,2.0,2.0,101.0
72076,421202102001.0,2009.0,14.0,0.0,0.0,,,,,421202102.0,1.0,421202.0,42.0,1.0,2.0,2.0,102.0
72080,421202102002.0,2009.0,0.0,0.0,0.0,,,,,421202102.0,2.0,421202.0,42.0,1.0,2.0,2.0,102.0
72097,421203001001.0,2009.0,23.0,2.0,0.0,,,,,421203001.0,1.0,421203.0,42.0,1.0,2.0,3.0,1.0
72107,421203001002.0,2009.0,12.0,0.0,0.0,,,,,421203001.0,2.0,421203.0,42.0,1.0,2.0,3.0,1.0
72128,421203002002.0,2009.0,0.0,0.0,0.0,,,,,421203002.0,2.0,421203.0,42.0,1.0,2.0,3.0,2.0
72152,421203002082.0,2009.0,12.0,0.0,1.0,,,,,421203002.0,82.0,421203.0,42.0,1.0,2.0,3.0,2.0
72167,421203003002.0,2009.0,0.0,0.0,0.0,,,,,421203003.0,2.0,421203.0,42.0,1.0,2.0,3.0,3.0
72174,421203003081.0,2009.0,25.0,3.0,0.0,,,,,421203003.0,81.0,421203.0,42.0,1.0,2.0,3.0,3.0
72179,421203003082.0,2009.0,13.0,0.0,0.0,,,,,421203003.0,82.0,421203.0,42.0,1.0,2.0,3.0,3.0
72183,421203003083.0,2009.0,23.0,2.0,0.0,,,,,421203003.0,83.0,421203.0,42.0,1.0,2.0,3.0,3.0
72192,421203004001.0,2009.0,23.0,2.0,0.0,,,,,421203004.0,1.0,421203.0,42.0,1.0,2.0,3.0,4.0
72202,421203004002.0,2009.0,13.0,0.0,,,,,,421203004.0,2.0,421203.0,42.0,1.0,2.0,3.0,4.0
72209,421203004003.0,2009.0,29.0,4.0,0.0,,,,,421203004.0,3.0,421203.0,42.0,1.0,2.0,3.0,4.0
72215,421203004021.0,2009.0,23.0,2.0,0.0,,,,,421203004.0,21.0,421203.0,42.0,1.0,2.0,3.0,4.0
72255,421203007001.0,2009.0,0.0,0.0,0.0,,,,,421203007.0,1.0,421203.0,42.0,1.0,2.0,3.0,7.0
72264,421203007002.0,2009.0,16.0,1.0,0.0,,,,,421203007.0,2.0,421203.0,42.0,1.0,2.0,3.0,7.0
72292,421203008002.0,2009.0,12.0,0.0,1.0,,0.0,,,421203008.0,2.0,421203.0,42.0,1.0,2.0,3.0,8.0
72325,421203009001.0,2009.0,16.0,1.0,0.0,,,,,421203009.0,1.0,421203.0,42.0,1.0,2.0,3.0,9.0
72335,421203009002.0,2009.0,26.0,3.0,0.0,,,,,421203009.0,2.0,421203.0,42.0,1.0,2.0,3.0,9.0
72368,421203011001.0,2009.0,23.0,2.0,0.0,,,,,421203011.0,1.0,421203.0,42.0,1.0,2.0,3.0,11.0
72377,421203011002.0,2009.0,26.0,3.0,0.0,,,,,421203011.0,2.0,421203.0,42.0,1.0,2.0,3.0,11.0
72394,421203011005.0,2009.0,23.0,2.0,0.0,,,,,421203011.0,5.0,421203.0,42.0,1.0,2.0,3.0,11.0
72411,421203012003.0,2009.0,26.0,3.0,0.0,,,,,421203012.0,3.0,421203.0,42.0,1.0,2.0,3.0,12.0
72415,421203012101.0,2009.0,23.0,2.0,0.0,,,,,421203012.0,101.0,421203.0,42.0,1.0,2.0,3.0,12.0
72425,421203013001.0,2009.0,23.0,2.0,0.0,,,,,421203013.0,1.0,421203.0,42.0,1.0,2.0,3.0,13.0
72433,421203013002.0,2009.0,26.0,3.0,0.0,,,,,421203013.0,2.0,421203.0,42.0,1.0,2.0,3.0,13.0
72457,421203014002.0,2009.0,14.0,0.0,0.0,,,,,421203014.0,2.0,421203.0,42.0,1.0,2.0,3.0,14.0
72467,421203014003.0,2009.0,0.0,0.0,0.0,,,,,421203014.0,3.0,421203.0,42.0,1.0,2.0,3.0,14.0
72477,421203014005.0,2009.0,23.0,2.0,0.0,,,,,421203014.0,5.0,421203.0,42.0,1.0,2.0,3.0,14.0
72486,421203014081.0,2009.0,29.0,4.0,0.0,,,,,421203014.0,81.0,421203.0,42.0,1.0,2.0,3.0,14.0
72494,421203015001.0,2009.0,16.0,1.0,0.0,,,,,421203015.0,1.0,421203.0,42.0,1.0,2.0,3.0,15.0
72514,421203015101.0,2009.0,23.0,2.0,0.0,,,,,421203015.0,101.0,421203.0,42.0,1.0,2.0,3.0,15.0
72580,421203018002.0,2009.0,0.0,0.0,0.0,,,,,421203018.0,2.0,421203.0,42.0,1.0,2.0,3.0,18.0
72589,421203018003.0,2009.0,23.0,2.0,0.0,,,,,421203018.0,3.0,421203.0,42.0,1.0,2.0,3.0,18.0
72598,421203018121.0,2009.0,23.0,2.0,0.0,,,,,421203018.0,121.0,421203.0,42.0,1.0,2.0,3.0,18.0
72617,421203019061.0,2009.0,0.0,0.0,0.0,,,,,421203019.0,61.0,421203.0,42.0,1.0,2.0,3.0,19.0
72638,421203020001.0,2009.0,23.0,2.0,0.0,,,,,421203020.0,1.0,421203.0,42.0,1.0,2.0,3.0,20.0
72648,421203020002.0,2009.0,13.0,0.0,0.0,,,,,421203020.0,2.0,421203.0,42.0,1.0,2.0,3.0,20.0
72659,421203041001.0,2009.0,23.0,2.0,0.0,,,,,421203041.0,1.0,421203.0,42.0,1.0,2.0,3.0,41.0
72666,421203041002.0,2009.0,0.0,0.0,0.0,,,,,421203041.0,2.0,421203.0,42.0,1.0,2.0,3.0,41.0
72675,421203041004.0,2009.0,23.0,2.0,0.0,,,,,421203041.0,4.0,421203.0,42.0,1.0,2.0,3.0,41.0
72684,421203042001.0,2009.0,15.0,1.0,0.0,,,,,421203042.0,1.0,421203.0,42.0,1.0,2.0,3.0,42.0
72691,421203042002.0,2009.0,26.0,3.0,0.0,,,,,421203042.0,2.0,421203.0,42.0,1.0,2.0,3.0,42.0
72698,421203042003.0,2009.0,23.0,2.0,0.0,,,,,421203042.0,3.0,421203.0,42.0,1.0,2.0,3.0,42.0
72703,421203042004.0,2009.0,23.0,2.0,0.0,,,,,421203042.0,4.0,421203.0,42.0,1.0,2.0,3.0,42.0
72714,421203043001.0,2009.0,16.0,1.0,0.0,,,,,421203043.0,1.0,421203.0,42.0,1.0,2.0,3.0,43.0
72721,421203043002.0,2009.0,26.0,3.0,0.0,,,,,421203043.0,2.0,421203.0,42.0,1.0,2.0,3.0,43.0
72728,421203044001.0,2009.0,23.0,2.0,0.0,,,,,421203044.0,1.0,421203.0,42.0,1.0,2.0,3.0,44.0
72735,421203044002.0,2009.0,23.0,2.0,0.0,,,,,421203044.0,2.0,421203.0,42.0,1.0,2.0,3.0,44.0
72741,421203044003.0,2009.0,33.0,5.0,0.0,,,,,421203044.0,3.0,421203.0,42.0,1.0,2.0,3.0,44.0
72745,421203044004.0,2009.0,24.0,2.0,1.0,,0.0,,,421203044.0,4.0,421203.0,42.0,1.0,2.0,3.0,44.0
72757,421203101002.0,2009.0,16.0,1.0,0.0,,,,,421203101.0,2.0,421203.0,42.0,1.0,2.0,3.0,101.0
72760,421203101004.0,2009.0,13.0,0.0,1.0,,0.0,,,421203101.0,4.0,421203.0,42.0,1.0,2.0,3.0,101.0
72777,421204001002.0,2009.0,11.0,0.0,0.0,,,,,421204001.0,2.0,421204.0,42.0,1.0,2.0,4.0,1.0
72810,421204002002.0,2009.0,23.0,2.0,0.0,,,,,421204002.0,2.0,421204.0,42.0,1.0,2.0,4.0,2.0
72817,421204002003.0,2009.0,29.0,4.0,0.0,,,,,421204002.0,3.0,421204.0,42.0,1.0,2.0,4.0,2.0
72872,421204004002.0,2009.0,0.0,0.0,0.0,,,,,421204004.0,2.0,421204.0,42.0,1.0,2.0,4.0,4.0
72893,421204004008.0,2009.0,16.0,1.0,0.0,,,,,421204004.0,8.0,421204.0,42.0,1.0,2.0,4.0,4.0
72904,421204005001.0,2009.0,23.0,2.0,0.0,,,,,421204005.0,1.0,421204.0,42.0,1.0,2.0,4.0,5.0
72913,421204005021.0,2009.0,23.0,2.0,0.0,,,,,421204005.0,21.0,421204.0,42.0,1.0,2.0,4.0,5.0
72920,421204005031.0,2009.0,29.0,4.0,0.0,,,,,421204005.0,31.0,421204.0,42.0,1.0,2.0,4.0,5.0
72935,421204007001.0,2009.0,26.0,3.0,0.0,,,,,421204007.0,1.0,421204.0,42.0,1.0,2.0,4.0,7.0
72944,421204007002.0,2009.0,23.0,2.0,0.0,,,,,421204007.0,2.0,421204.0,42.0,1.0,2.0,4.0,7.0
72953,421204007004.0,2009.0,29.0,4.0,0.0,,,,,421204007.0,4.0,421204.0,42.0,1.0,2.0,4.0,7.0
72962,421204007121.0,2009.0,23.0,2.0,0.0,,,,,421204007.0,121.0,421204.0,42.0,1.0,2.0,4.0,7.0
72973,421204008001.0,2009.0,23.0,2.0,0.0,,,,,421204008.0,1.0,421204.0,42.0,1.0,2.0,4.0,8.0
72981,421204008002.0,2009.0,23.0,2.0,0.0,,,,,421204008.0,2.0,421204.0,42.0,1.0,2.0,4.0,8.0
72995,421204008004.0,2009.0,26.0,3.0,0.0,,,,,421204008.0,4.0,421204.0,42.0,1.0,2.0,4.0,8.0
72998,421204008121.0,2009.0,33.0,5.0,0.0,,,,,421204008.0,121.0,421204.0,42.0,1.0,2.0,4.0,8.0
73036,421204010001.0,2009.0,26.0,3.0,0.0,,,,,421204010.0,1.0,421204.0,42.0,1.0,2.0,4.0,10.0
73046,421204010002.0,2009.0,0.0,0.0,0.0,,,,,421204010.0,2.0,421204.0,42.0,1.0,2.0,4.0,10.0
73060,421204010004.0,2009.0,34.0,5.0,0.0,,,,,421204010.0,4.0,421204.0,42.0,1.0,2.0,4.0,10.0
73071,421204011001.0,2009.0,21.0,1.0,0.0,,,,,421204011.0,1.0,421204.0,42.0,1.0,2.0,4.0,11.0
73092,421204011004.0,2009.0,29.0,4.0,0.0,,,,,421204011.0,4.0,421204.0,42.0,1.0,2.0,4.0,11.0
73112,421204013001.0,2009.0,23.0,2.0,0.0,,,,,421204013.0,1.0,421204.0,42.0,1.0,2.0,4.0,13.0
73138,421204014001.0,2009.0,23.0,2.0,0.0,,,,,421204014.0,1.0,421204.0,42.0,1.0,2.0,4.0,14.0
73148,421204014002.0,2009.0,0.0,0.0,0.0,,,,,421204014.0,2.0,421204.0,42.0,1.0,2.0,4.0,14.0
73179,421204016001.0,2009.0,12.0,0.0,1.0,,0.0,,,421204016.0,1.0,421204.0,42.0,1.0,2.0,4.0,16.0
73189,421204016002.0,2009.0,0.0,0.0,0.0,,,,,421204016.0,2.0,421204.0,42.0,1.0,2.0,4.0,16.0
73206,421204017001.0,2009.0,23.0,2.0,0.0,,,,,421204017.0,1.0,421204.0,42.0,1.0,2.0,4.0,17.0
73210,421204017004.0,2009.0,23.0,2.0,0.0,,,,,421204017.0,4.0,421204.0,42.0,1.0,2.0,4.0,17.0
73214,421204017121.0,2009.0,23.0,2.0,0.0,,,,,421204017.0,121.0,421204.0,42.0,1.0,2.0,4.0,17.0
73223,421204018001.0,2009.0,23.0,2.0,0.0,,,,,421204018.0,1.0,421204.0,42.0,1.0,2.0,4.0,18.0
73233,421204018002.0,2009.0,23.0,2.0,0.0,,,,,421204018.0,2.0,421204.0,42.0,1.0,2.0,4.0,18.0
73240,421204018003.0,2009.0,29.0,4.0,0.0,,,,,421204018.0,3.0,421204.0,42.0,1.0,2.0,4.0,18.0
73293,421204041001.0,2009.0,23.0,2.0,0.0,,,,,421204041.0,1.0,421204.0,42.0,1.0,2.0,4.0,41.0
73299,421204041002.0,2009.0,12.0,0.0,1.0,,0.0,,,421204041.0,2.0,421204.0,42.0,1.0,2.0,4.0,41.0
73305,421204041003.0,2009.0,26.0,3.0,0.0,,,,,421204041.0,3.0,421204.0,42.0,1.0,2.0,4.0,41.0
73314,421204042001.0,2009.0,23.0,2.0,0.0,,,,,421204042.0,1.0,421204.0,42.0,1.0,2.0,4.0,42.0
73321,421204042002.0,2009.0,23.0,2.0,0.0,,,,,421204042.0,2.0,421204.0,42.0,1.0,2.0,4.0,42.0
