,idind,d2a,d3a,d3b,d3c,e2a,e4a,e4b,e4c,e5,e6,e7,e8,e9,e10,wave,source,e4d,e4,d3d,d3,hhid,line,commid,t1,t2,t3,t4,t5
6280,232403004001.0,0.0,,,,1.0,3.0,7.0,12.0,2.0,,,,,1.0,2009.0,1.0,,,,,232403004.0,1.0,232403.0,23.0,2.0,4.0,3.0,4.0
6286,232403004002.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,10.0,2.0,,,,,0.0,2009.0,3.0,,,,,232403004.0,2.0,232403.0,23.0,2.0,4.0,3.0,4.0
6296,232403006001.0,0.0,,,,1.0,3.0,7.0,10.0,2.0,,,,,1.0,2009.0,1.0,,,,,232403006.0,1.0,232403.0,23.0,2.0,4.0,3.0,6.0
6317,232403010001.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232403010.0,1.0,232403.0,23.0,2.0,4.0,3.0,10.0
6322,232403010002.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232403010.0,2.0,232403.0,23.0,2.0,4.0,3.0,10.0
6378,232403062001.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,7.0,2.0,,,,,1.0,2009.0,3.0,,,,,232403062.0,1.0,232403.0,23.0,2.0,4.0,3.0,62.0
6387,232403063001.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,10.0,2.0,,,,,0.0,2009.0,3.0,,,,,232403063.0,1.0,232403.0,23.0,2.0,4.0,3.0,63.0
6391,232403063002.0,1.0,1.0,3.0,1.0,1.0,2.0,7.0,10.0,2.0,,,,,0.0,2009.0,3.0,,,,,232403063.0,2.0,232403.0,23.0,2.0,4.0,3.0,63.0
6400,232403081001.0,0.0,,,,1.0,3.0,4.0,10.0,2.0,,,,,1.0,2009.0,1.0,,,,,232403081.0,1.0,232403.0,23.0,2.0,4.0,3.0,81.0
6403,232403081002.0,1.0,2.0,2.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232403081.0,2.0,232403.0,23.0,2.0,4.0,3.0,81.0
6413,232403121001.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,,,,,1.0,2009.0,3.0,,,,,232403121.0,1.0,232403.0,23.0,2.0,4.0,3.0,121.0
6415,232403121002.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,2.0,,,,,0.0,2009.0,3.0,,,,,232403121.0,2.0,232403.0,23.0,2.0,4.0,3.0,121.0
6417,232403122001.0,0.0,,,,1.0,1.0,3.0,10.0,2.0,,,,,1.0,2009.0,1.0,,,,,232403122.0,1.0,232403.0,23.0,2.0,4.0,3.0,122.0
6420,232403122002.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,10.0,2.0,,,,,1.0,2009.0,3.0,,,,,232403122.0,2.0,232403.0,23.0,2.0,4.0,3.0,122.0
6423,232403123001.0,1.0,1.0,3.0,8.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232403123.0,1.0,232403.0,23.0,2.0,4.0,3.0,123.0
6426,232403124002.0,1.0,2.0,2.0,1.0,1.0,2.0,7.0,10.0,2.0,,,,,1.0,2009.0,3.0,,,,,232403124.0,2.0,232403.0,23.0,2.0,4.0,3.0,124.0
6428,232403125001.0,0.0,,,,1.0,4.0,7.0,10.0,2.0,,,,,1.0,2009.0,1.0,,,,,232403125.0,1.0,232403.0,23.0,2.0,4.0,3.0,125.0
6431,232403125002.0,0.0,,,,1.0,4.0,7.0,10.0,2.0,,,,,0.0,2009.0,1.0,,,,,232403125.0,2.0,232403.0,23.0,2.0,4.0,3.0,125.0
6434,232403126001.0,1.0,2.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232403126.0,1.0,232403.0,23.0,2.0,4.0,3.0,126.0
6437,232403126002.0,1.0,2.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232403126.0,2.0,232403.0,23.0,2.0,4.0,3.0,126.0
6440,232403128001.0,0.0,,,,1.0,3.0,3.0,10.0,2.0,,,,,1.0,2009.0,1.0,,,,,232403128.0,1.0,232403.0,23.0,2.0,4.0,3.0,128.0
6443,232403128002.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,10.0,2.0,,,,,1.0,2009.0,3.0,,,,,232403128.0,2.0,232403.0,23.0,2.0,4.0,3.0,128.0
6446,232403129001.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232403129.0,1.0,232403.0,23.0,2.0,4.0,3.0,129.0
6449,232403130001.0,0.0,,,,1.0,2.0,7.0,10.0,2.0,,,,,1.0,2009.0,1.0,,,,,232403130.0,1.0,232403.0,23.0,2.0,4.0,3.0,130.0
6452,232403130002.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,10.0,2.0,,,,,0.0,2009.0,3.0,,,,,232403130.0,2.0,232403.0,23.0,2.0,4.0,3.0,130.0
6455,232403130003.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,10.0,2.0,,,,,0.0,2009.0,3.0,,,,,232403130.0,3.0,232403.0,23.0,2.0,4.0,3.0,130.0
6457,232403130004.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232403130.0,4.0,232403.0,23.0,2.0,4.0,3.0,130.0
6459,232403131001.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232403131.0,1.0,232403.0,23.0,2.0,4.0,3.0,131.0
6462,232403131002.0,1.0,5.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232403131.0,2.0,232403.0,23.0,2.0,4.0,3.0,131.0
6467,232404001001.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,10.0,2.0,,,,,1.0,2009.0,3.0,,,,,232404001.0,1.0,232404.0,23.0,2.0,4.0,4.0,1.0
6470,232404001002.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,10.0,2.0,,,,,0.0,2009.0,3.0,,,,,232404001.0,2.0,232404.0,23.0,2.0,4.0,4.0,1.0
6483,232404002002.0,1.0,2.0,3.0,2.0,1.0,3.0,7.0,10.0,2.0,,,,,1.0,2009.0,3.0,,,,,232404002.0,2.0,232404.0,23.0,2.0,4.0,4.0,2.0
6495,232404004001.0,1.0,2.0,2.0,2.0,1.0,3.0,7.0,10.0,2.0,,,,,1.0,2009.0,3.0,,,,,232404004.0,1.0,232404.0,23.0,2.0,4.0,4.0,4.0
6502,232404004002.0,1.0,2.0,2.0,1.0,1.0,3.0,7.0,10.0,2.0,,,,,0.0,2009.0,3.0,,,,,232404004.0,2.0,232404.0,23.0,2.0,4.0,4.0,4.0
6508,232404005001.0,0.0,,,,1.0,4.0,7.0,10.0,2.0,,,,,1.0,2009.0,1.0,,,,,232404005.0,1.0,232404.0,23.0,2.0,4.0,4.0,5.0
6514,232404005002.0,1.0,3.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232404005.0,2.0,232404.0,23.0,2.0,4.0,4.0,5.0
6523,232404006002.0,1.0,1.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232404006.0,2.0,232404.0,23.0,2.0,4.0,4.0,6.0
6530,232404008001.0,0.0,,,,1.0,3.0,7.0,11.0,2.0,,,,,1.0,2009.0,1.0,,,,,232404008.0,1.0,232404.0,23.0,2.0,4.0,4.0,8.0
6544,232404009002.0,1.0,3.0,5.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232404009.0,2.0,232404.0,23.0,2.0,4.0,4.0,9.0
6560,232404012001.0,0.0,,,,1.0,2.0,5.0,7.0,2.0,,,,,1.0,2009.0,1.0,,,,,232404012.0,1.0,232404.0,23.0,2.0,4.0,4.0,12.0
6566,232404012002.0,1.0,2.0,3.0,2.0,1.0,3.0,5.0,9.0,2.0,,,,,0.0,2009.0,3.0,,,,,232404012.0,2.0,232404.0,23.0,2.0,4.0,4.0,12.0
6569,232404012003.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,7.0,2.0,,,,,0.0,2009.0,3.0,,,,,232404012.0,3.0,232404.0,23.0,2.0,4.0,4.0,12.0
6573,232404013001.0,1.0,2.0,3.0,2.0,1.0,3.0,7.0,10.0,2.0,,,,,1.0,2009.0,3.0,,,,,232404013.0,1.0,232404.0,23.0,2.0,4.0,4.0,13.0
6578,232404013002.0,1.0,2.0,2.0,2.0,1.0,3.0,7.0,10.0,2.0,,,,,0.0,2009.0,3.0,,,,,232404013.0,2.0,232404.0,23.0,2.0,4.0,4.0,13.0
6584,232404014002.0,1.0,2.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232404014.0,2.0,232404.0,23.0,2.0,4.0,4.0,14.0
6589,232404014003.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232404014.0,3.0,232404.0,23.0,2.0,4.0,4.0,14.0
6594,232404015001.0,0.0,,,,1.0,2.0,7.0,11.0,2.0,,,,,1.0,2009.0,1.0,,,,,232404015.0,1.0,232404.0,23.0,2.0,4.0,4.0,15.0
6607,232404015004.0,1.0,3.0,3.0,2.0,1.0,1.0,7.0,10.0,2.0,,,,,1.0,2009.0,3.0,,,,,232404015.0,4.0,232404.0,23.0,2.0,4.0,4.0,15.0
6609,232404015121.0,1.0,2.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232404015.0,121.0,232404.0,23.0,2.0,4.0,4.0,15.0
6621,232404017001.0,0.0,,,,1.0,4.0,5.0,10.0,2.0,,,,,1.0,2009.0,1.0,,,,,232404017.0,1.0,232404.0,23.0,2.0,4.0,4.0,17.0
6628,232404017002.0,0.0,,,,1.0,4.0,5.0,10.0,2.0,,,,,0.0,2009.0,1.0,,,,,232404017.0,2.0,232404.0,23.0,2.0,4.0,4.0,17.0
6635,232404018001.0,0.0,,,,1.0,4.0,3.0,10.0,2.0,,,,,1.0,2009.0,1.0,,,,,232404018.0,1.0,232404.0,23.0,2.0,4.0,4.0,18.0
6641,232404018002.0,0.0,,,,1.0,2.0,7.0,5.0,2.0,,,,,0.0,2009.0,1.0,,,,,232404018.0,2.0,232404.0,23.0,2.0,4.0,4.0,18.0
6644,232404018003.0,0.0,,,,1.0,2.0,7.0,10.0,2.0,,,,,0.0,2009.0,1.0,,,,,232404018.0,3.0,232404.0,23.0,2.0,4.0,4.0,18.0
6649,232404019001.0,0.0,,,,1.0,3.0,7.0,10.0,2.0,,,,,1.0,2009.0,1.0,,,,,232404019.0,1.0,232404.0,23.0,2.0,4.0,4.0,19.0
6654,232404019002.0,1.0,2.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,232404019.0,2.0,232404.0,23.0,2.0,4.0,4.0,19.0
6660,232404020001.0,1.0,2.0,3.0,2.0,1.0,3.0,7.0,11.0,2.0,,,,,1.0,2009.0,3.0,,,,,232404020.0,1.0,232404.0,23.0,2.0,4.0,4.0,20.0
6666,232404020002.0,1.0,2.0,3.0,2.0,1.0,3.0,7.0,10.0,2.0,,,,,0.0,2009.0,3.0,,,,,232404020.0,2.0,232404.0,23.0,2.0,4.0,4.0,20.0
6676,232404082002.0,1.0,2.0,2.0,1.0,1.0,2.0,7.0,7.0,2.0,,,,,0.0,2009.0,3.0,,,,,232404082.0,2.0,232404.0,23.0,2.0,4.0,4.0,82.0
6681,232404083001.0,1.0,1.0,2.0,1.0,1.0,3.0,7.0,10.0,2.0,,,,,1.0,2009.0,3.0,,,,,232404083.0,1.0,232404.0,23.0,2.0,4.0,4.0,83.0
6686,232404083002.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,10.0,2.0,,,,,0.0,2009.0,3.0,,,,,232404083.0,2.0,232404.0,23.0,2.0,4.0,4.0,83.0
6692,232404141001.0,1.0,2.0,2.0,3.0,1.0,3.0,7.0,11.0,2.0,,,,,1.0,2009.0,3.0,,,,,232404009.0,4.0,232404.0,23.0,2.0,4.0,4.0,9.0
7075,321203008002.0,1.0,-9.0,7.0,2.0,1.0,-9.0,5.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,321203008.0,2.0,321203.0,32.0,1.0,2.0,3.0,8.0
7082,321203009002.0,1.0,12.0,7.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,321203009.0,2.0,321203.0,32.0,1.0,2.0,3.0,9.0
7160,321203123002.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,321203123.0,2.0,321203.0,32.0,1.0,2.0,3.0,123.0
7194,322102002002.0,1.0,3.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102002.0,2.0,322102.0,32.0,2.0,1.0,2.0,2.0
7212,322102003002.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102003.0,2.0,322102.0,32.0,2.0,1.0,2.0,3.0
7261,322102006002.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102006.0,2.0,322102.0,32.0,2.0,1.0,2.0,6.0
7276,322102007004.0,1.0,3.0,1.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102007.0,4.0,322102.0,32.0,2.0,1.0,2.0,7.0
7295,322102009001.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102009.0,1.0,322102.0,32.0,2.0,1.0,2.0,9.0
7303,322102009002.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102009.0,2.0,322102.0,32.0,2.0,1.0,2.0,9.0
7320,322102010002.0,1.0,2.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102010.0,2.0,322102.0,32.0,2.0,1.0,2.0,10.0
7325,322102010003.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102010.0,3.0,322102.0,32.0,2.0,1.0,2.0,10.0
7330,322102010004.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102010.0,4.0,322102.0,32.0,2.0,1.0,2.0,10.0
7356,322102011002.0,1.0,3.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102011.0,2.0,322102.0,32.0,2.0,1.0,2.0,11.0
7364,322102012001.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102012.0,1.0,322102.0,32.0,2.0,1.0,2.0,12.0
7373,322102012002.0,1.0,3.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102012.0,2.0,322102.0,32.0,2.0,1.0,2.0,12.0
7389,322102013002.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102013.0,2.0,322102.0,32.0,2.0,1.0,2.0,13.0
7398,322102014002.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102014.0,2.0,322102.0,32.0,2.0,1.0,2.0,14.0
7415,322102015001.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102015.0,1.0,322102.0,32.0,2.0,1.0,2.0,15.0
7423,322102015002.0,1.0,3.0,1.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102015.0,2.0,322102.0,32.0,2.0,1.0,2.0,15.0
7454,322102017002.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102017.0,2.0,322102.0,32.0,2.0,1.0,2.0,17.0
7459,322102017004.0,1.0,2.0,1.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102017.0,4.0,322102.0,32.0,2.0,1.0,2.0,17.0
7470,322102018001.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102018.0,1.0,322102.0,32.0,2.0,1.0,2.0,18.0
7478,322102018002.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102018.0,2.0,322102.0,32.0,2.0,1.0,2.0,18.0
7496,322102019002.0,1.0,4.0,4.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102019.0,2.0,322102.0,32.0,2.0,1.0,2.0,19.0
7504,322102020002.0,1.0,4.0,6.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102020.0,2.0,322102.0,32.0,2.0,1.0,2.0,20.0
7510,322102021002.0,1.0,3.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102021.0,2.0,322102.0,32.0,2.0,1.0,2.0,21.0
7514,322102022001.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102022.0,1.0,322102.0,32.0,2.0,1.0,2.0,22.0
7516,322102022002.0,1.0,3.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322102022.0,2.0,322102.0,32.0,2.0,1.0,2.0,22.0
7548,322103001001.0,1.0,8.0,4.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103001.0,1.0,322103.0,32.0,2.0,1.0,3.0,1.0
7557,322103001002.0,1.0,10.0,5.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103001.0,2.0,322103.0,32.0,2.0,1.0,3.0,1.0
7588,322103002002.0,1.0,10.0,5.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103002.0,2.0,322103.0,32.0,2.0,1.0,3.0,2.0
7603,322103003002.0,1.0,6.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103003.0,2.0,322103.0,32.0,2.0,1.0,3.0,3.0
7631,322103005002.0,1.0,10.0,5.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103005.0,2.0,322103.0,32.0,2.0,1.0,3.0,5.0
7649,322103006002.0,1.0,10.0,5.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103006.0,2.0,322103.0,32.0,2.0,1.0,3.0,6.0
7666,322103007002.0,1.0,10.0,5.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103007.0,2.0,322103.0,32.0,2.0,1.0,3.0,7.0
7688,322103008002.0,1.0,10.0,4.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103008.0,2.0,322103.0,32.0,2.0,1.0,3.0,8.0
7711,322103010002.0,1.0,10.0,5.0,6.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103010.0,2.0,322103.0,32.0,2.0,1.0,3.0,10.0
7725,322103011001.0,1.0,10.0,4.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103011.0,1.0,322103.0,32.0,2.0,1.0,3.0,11.0
7734,322103011002.0,1.0,10.0,2.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103011.0,2.0,322103.0,32.0,2.0,1.0,3.0,11.0
7752,322103012002.0,1.0,10.0,4.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103012.0,2.0,322103.0,32.0,2.0,1.0,3.0,12.0
7765,322103013001.0,1.0,8.0,3.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103013.0,1.0,322103.0,32.0,2.0,1.0,3.0,13.0
7772,322103013002.0,1.0,10.0,4.0,6.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103013.0,2.0,322103.0,32.0,2.0,1.0,3.0,13.0
7784,322103014001.0,1.0,5.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103014.0,1.0,322103.0,32.0,2.0,1.0,3.0,14.0
7798,322103014003.0,1.0,10.0,4.0,5.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103014.0,3.0,322103.0,32.0,2.0,1.0,3.0,14.0
7804,322103014041.0,1.0,10.0,4.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103014.0,41.0,322103.0,32.0,2.0,1.0,3.0,14.0
7813,322103015001.0,1.0,10.0,4.0,5.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103015.0,1.0,322103.0,32.0,2.0,1.0,3.0,15.0
7821,322103015002.0,1.0,10.0,4.0,6.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103015.0,2.0,322103.0,32.0,2.0,1.0,3.0,15.0
7838,322103016002.0,1.0,10.0,3.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103016.0,2.0,322103.0,32.0,2.0,1.0,3.0,16.0
7849,322103017061.0,1.0,10.0,2.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103017.0,61.0,322103.0,32.0,2.0,1.0,3.0,17.0
7857,322103018001.0,1.0,4.0,3.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103018.0,1.0,322103.0,32.0,2.0,1.0,3.0,18.0
7867,322103018002.0,1.0,10.0,4.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103018.0,2.0,322103.0,32.0,2.0,1.0,3.0,18.0
7884,322103019002.0,1.0,10.0,3.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103019.0,2.0,322103.0,32.0,2.0,1.0,3.0,19.0
7900,322103020002.0,1.0,10.0,5.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322103020.0,2.0,322103.0,32.0,2.0,1.0,3.0,20.0
7940,322104003001.0,1.0,2.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104003.0,1.0,322104.0,32.0,2.0,1.0,4.0,3.0
7950,322104004001.0,1.0,4.0,3.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104004.0,1.0,322104.0,32.0,2.0,1.0,4.0,4.0
7960,322104004043.0,1.0,4.0,4.0,3.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104004.0,43.0,322104.0,32.0,2.0,1.0,4.0,4.0
7970,322104005001.0,1.0,4.0,3.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104005.0,1.0,322104.0,32.0,2.0,1.0,4.0,5.0
8012,322104008002.0,1.0,4.0,3.0,4.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104008.0,2.0,322104.0,32.0,2.0,1.0,4.0,8.0
8026,322104009001.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104009.0,1.0,322104.0,32.0,2.0,1.0,4.0,9.0
8035,322104009002.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104009.0,2.0,322104.0,32.0,2.0,1.0,4.0,9.0
8041,322104010001.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104010.0,1.0,322104.0,32.0,2.0,1.0,4.0,10.0
8051,322104010061.0,1.0,4.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104010.0,61.0,322104.0,32.0,2.0,1.0,4.0,10.0
8059,322104011001.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104011.0,1.0,322104.0,32.0,2.0,1.0,4.0,11.0
8093,322104012002.0,1.0,3.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104012.0,2.0,322104.0,32.0,2.0,1.0,4.0,12.0
8096,322104012121.0,1.0,3.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104012.0,121.0,322104.0,32.0,2.0,1.0,4.0,12.0
8114,322104016001.0,1.0,1.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104016.0,1.0,322104.0,32.0,2.0,1.0,4.0,16.0
8126,322104017001.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104017.0,1.0,322104.0,32.0,2.0,1.0,4.0,17.0
8135,322104017002.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104017.0,2.0,322104.0,32.0,2.0,1.0,4.0,17.0
8147,322104018001.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104018.0,1.0,322104.0,32.0,2.0,1.0,4.0,18.0
8156,322104018002.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104018.0,2.0,322104.0,32.0,2.0,1.0,4.0,18.0
8167,322104018021.0,1.0,1.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104018.0,21.0,322104.0,32.0,2.0,1.0,4.0,18.0
8186,322104041001.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104041.0,1.0,322104.0,32.0,2.0,1.0,4.0,41.0
8200,322104062002.0,1.0,1.0,3.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104062.0,2.0,322104.0,32.0,2.0,1.0,4.0,62.0
8205,322104063001.0,1.0,4.0,2.0,2.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104063.0,1.0,322104.0,32.0,2.0,1.0,4.0,63.0
8211,322104063002.0,1.0,10.0,7.0,4.0,1.0,1.0,1.0,-9.0,2.0,,,,,0.0,2009.0,3.0,,,,,322104063.0,2.0,322104.0,32.0,2.0,1.0,4.0,63.0
8214,322104101001.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104101.0,1.0,322104.0,32.0,2.0,1.0,4.0,101.0
8217,322104101002.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104101.0,2.0,322104.0,32.0,2.0,1.0,4.0,101.0
8219,322104121002.0,1.0,5.0,4.0,6.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104121.0,2.0,322104.0,32.0,2.0,1.0,4.0,121.0
8225,322104123002.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322104123.0,2.0,322104.0,32.0,2.0,1.0,4.0,123.0
8237,322202001001.0,1.0,12.0,1.0,1.0,1.0,12.0,1.0,1.0,2.0,,,,,1.0,2009.0,3.0,,,,,322202001.0,1.0,322202.0,32.0,2.0,2.0,2.0,1.0
8258,322202002001.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,1.0,2009.0,3.0,,,,,322202002.0,1.0,322202.0,32.0,2.0,2.0,2.0,2.0
8275,322202003001.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322202003.0,1.0,322202.0,32.0,2.0,2.0,2.0,3.0
8283,322202003002.0,1.0,12.0,1.0,1.0,1.0,12.0,2.0,2.0,2.0,,,,,1.0,2009.0,3.0,,,,,322202003.0,2.0,322202.0,32.0,2.0,2.0,2.0,3.0
8297,322202005001.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,,1.0,2009.0,3.0,,,,,322202005.0,1.0,322202.0,32.0,2.0,2.0,2.0,5.0
8315,322202006002.0,1.0,12.0,1.0,1.0,1.0,12.0,1.0,1.0,2.0,,,,,1.0,2009.0,3.0,,,,,322202006.0,2.0,322202.0,32.0,2.0,2.0,2.0,6.0
8348,322202009031.0,1.0,4.0,1.0,-9.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322202009.0,31.0,322202.0,32.0,2.0,2.0,2.0,9.0
8357,322202010001.0,1.0,12.0,1.0,1.0,1.0,12.0,1.0,1.0,2.0,,,,,0.0,2009.0,3.0,,,,,322202010.0,1.0,322202.0,32.0,2.0,2.0,2.0,10.0
8365,322202010002.0,1.0,12.0,1.0,1.0,1.0,12.0,1.0,1.0,2.0,,,,,1.0,2009.0,3.0,,,,,322202010.0,2.0,322202.0,32.0,2.0,2.0,2.0,10.0
8371,322202011001.0,1.0,12.0,1.0,1.0,0.0,,,,,,,,,,2009.0,2.0,,,,,322202011.0,1.0,322202.0,32.0,2.0,2.0,2.0,11.0
8381,322202011002.0,1.0,12.0,1.0,1.0,1.0,12.0,1.0,1.0,2.0,,,,,1.0,2009.0,3.0,,,,,322202011.0,2.0,322202.0,32.0,2.0,2.0,2.0,11.0
