,a5,a6,a7,a8,a9,a10,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a15a,a26a,a5a,a5a1,a5b,a5c,a5c1,a5d,a5e,a5f,a8a,a8b,a8b1,aa11,aa12,aa13,ab5,ab6,ab7,ab8,adult,agri,child,commid,diet,educ,idind,idind_f,idind_m,idind_s,job_wage,pe,roster,t1,t2,t3,t4,t5,wave,hhid,line,a20a,a20b
2735,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,60.0,,,,1.0,,,,,,,0.0,,0.0,211101.0,0.0,,211101003001.0,,,,,,1.0,21.0,1.0,1.0,1.0,3.0,2009.0,211101003.0,1.0,,
2744,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101003002.0,,,211101003001.0,,,1.0,21.0,1.0,1.0,1.0,3.0,2009.0,211101003.0,2.0,,
2753,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200405.0,3.0,,,,,0.0,,0.0,211101.0,0.0,,211101003003.0,,,,,,1.0,21.0,1.0,1.0,1.0,3.0,2009.0,211101003.0,3.0,,
2757,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200405.0,3.0,,,,,0.0,,0.0,211101.0,0.0,,211101003101.0,,,,,,1.0,21.0,1.0,1.0,1.0,3.0,2009.0,211101003.0,101.0,,
2761,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200405.0,3.0,,,,,0.0,,0.0,211101.0,0.0,,211101003102.0,,,,,,1.0,21.0,1.0,1.0,1.0,3.0,2009.0,211101003.0,102.0,,
2804,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200803.0,7.0,,,,,0.0,,0.0,211101.0,0.0,,211101008001.0,,,,,,1.0,21.0,1.0,1.0,1.0,8.0,2009.0,211101008.0,1.0,,
2811,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101008002.0,,,,,,1.0,21.0,1.0,1.0,1.0,8.0,2009.0,211101008.0,2.0,,
2820,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15.0,,,,1.0,,,,,,,0.0,,0.0,211101.0,0.0,,211101008003.0,,,,,,1.0,21.0,1.0,1.0,1.0,8.0,2009.0,211101008.0,3.0,,
2828,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,198710.0,3.0,,,,,0.0,,0.0,211101.0,0.0,,211101008004.0,,,,,,1.0,21.0,1.0,1.0,1.0,8.0,2009.0,211101008.0,4.0,,
2837,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,2.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101008005.0,,,,,,1.0,21.0,1.0,1.0,1.0,8.0,2009.0,211101008.0,5.0,,
2845,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101008021.0,,,211101008003.0,,,1.0,21.0,1.0,1.0,1.0,8.0,2009.0,211101008.0,21.0,,
2851,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,21.0,1.0,,,,1.0,1.0,,,,,,,0.0,,1.0,211101.0,3.0,,211101008061.0,211101008003.0,211101008021.0,,,,1.0,21.0,1.0,1.0,1.0,8.0,2009.0,211101008.0,61.0,,
2865,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101010001.0,,,,,,1.0,21.0,1.0,1.0,1.0,10.0,2009.0,211101010.0,1.0,,
2879,3.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101010003.0,,211101010001.0,,,,1.0,21.0,1.0,1.0,1.0,10.0,2009.0,211101010.0,3.0,,
2900,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101012001.0,,,211101012002.0,,,1.0,21.0,1.0,1.0,1.0,12.0,2009.0,211101012.0,1.0,,
2909,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101012002.0,,,211101012001.0,,,1.0,21.0,1.0,1.0,1.0,12.0,2009.0,211101012.0,2.0,,
2918,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200507.0,3.0,,,,,0.0,,0.0,211101.0,0.0,,211101012003.0,,,,,,1.0,21.0,1.0,1.0,1.0,12.0,2009.0,211101012.0,3.0,,
2924,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200201.0,7.0,,,,,0.0,,0.0,211101.0,0.0,,211101013001.0,,,,,,1.0,21.0,1.0,1.0,1.0,13.0,2009.0,211101013.0,1.0,,
2928,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101013002.0,,,,,,1.0,21.0,1.0,1.0,1.0,13.0,2009.0,211101013.0,2.0,,
2934,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199610.0,3.0,,,,,0.0,,0.0,211101.0,0.0,,211101013003.0,,,,,,1.0,21.0,1.0,1.0,1.0,13.0,2009.0,211101013.0,3.0,,
2963,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101015001.0,,,211101015002.0,,,1.0,21.0,1.0,1.0,1.0,15.0,2009.0,211101015.0,1.0,,
2972,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101015002.0,,,211101015001.0,,,1.0,21.0,1.0,1.0,1.0,15.0,2009.0,211101015.0,2.0,,
2980,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,0.0,,0.0,211101.0,0.0,,211101015021.0,,,,,,1.0,21.0,1.0,1.0,1.0,15.0,2009.0,211101015.0,21.0,,
3011,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101017001.0,,,211101017002.0,,,1.0,21.0,1.0,1.0,1.0,17.0,2009.0,211101017.0,1.0,,
3020,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101017002.0,,,211101017001.0,,,1.0,21.0,1.0,1.0,1.0,17.0,2009.0,211101017.0,2.0,,
3029,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200910.0,3.0,,,,,0.0,,0.0,211101.0,0.0,,211101017003.0,,,,,,1.0,21.0,1.0,1.0,1.0,17.0,2009.0,211101017.0,3.0,,
3036,3.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101017004.0,211101017001.0,211101017002.0,,,,1.0,21.0,1.0,1.0,1.0,17.0,2009.0,211101017.0,4.0,,
3042,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200710.0,7.0,,,,,0.0,,0.0,211101.0,0.0,,211101017061.0,,,,,,1.0,21.0,1.0,1.0,1.0,17.0,2009.0,211101017.0,61.0,,
3080,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101062001.0,,,211101062002.0,,,1.0,21.0,1.0,1.0,1.0,62.0,2009.0,211101062.0,1.0,,
3085,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101062002.0,,,211101062001.0,,,1.0,21.0,1.0,1.0,1.0,62.0,2009.0,211101062.0,2.0,,
3090,3.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101062003.0,211101062001.0,211101062002.0,,,,1.0,21.0,1.0,1.0,1.0,62.0,2009.0,211101062.0,3.0,,
3101,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101064001.0,,,211101064002.0,,,1.0,21.0,1.0,1.0,1.0,64.0,2009.0,211101064.0,1.0,,
3106,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101064002.0,,,211101064001.0,,,1.0,21.0,1.0,1.0,1.0,64.0,2009.0,211101064.0,2.0,,
3111,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200411.0,3.0,,,,,0.0,,0.0,211101.0,0.0,,211101064003.0,,,,,,1.0,21.0,1.0,1.0,1.0,64.0,2009.0,211101064.0,3.0,,
3130,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101066002.0,,,,,,1.0,21.0,1.0,1.0,1.0,66.0,2009.0,211101066.0,2.0,,
3136,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101067001.0,,,211101067002.0,,,1.0,21.0,1.0,1.0,1.0,67.0,2009.0,211101067.0,1.0,,
3141,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101067002.0,,,211101067001.0,,,1.0,21.0,1.0,1.0,1.0,67.0,2009.0,211101067.0,2.0,,
3146,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101068001.0,,,211101068002.0,,,1.0,21.0,1.0,1.0,1.0,68.0,2009.0,211101068.0,1.0,,
3152,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101068002.0,,,211101068001.0,,,1.0,21.0,1.0,1.0,1.0,68.0,2009.0,211101068.0,2.0,,
3158,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200409.0,5.0,,,,,0.0,,0.0,211101.0,0.0,,211101068003.0,,,,,,1.0,21.0,1.0,1.0,1.0,68.0,2009.0,211101068.0,3.0,,
3164,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101069001.0,,,211101069002.0,,,1.0,21.0,1.0,1.0,1.0,69.0,2009.0,211101069.0,1.0,,
3169,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101069002.0,,,211101069001.0,,,1.0,21.0,1.0,1.0,1.0,69.0,2009.0,211101069.0,2.0,,
3174,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101069003.0,211101069001.0,211101069002.0,,,,1.0,21.0,1.0,1.0,1.0,69.0,2009.0,211101069.0,3.0,,
3179,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101070001.0,,,211101070002.0,,,1.0,21.0,1.0,1.0,1.0,70.0,2009.0,211101070.0,1.0,,
3185,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101070002.0,,,211101070001.0,,,1.0,21.0,1.0,1.0,1.0,70.0,2009.0,211101070.0,2.0,,
3191,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101071001.0,,,211101071002.0,,,1.0,21.0,1.0,1.0,1.0,71.0,2009.0,211101071.0,1.0,,
3197,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101071002.0,,,211101071001.0,,,1.0,21.0,1.0,1.0,1.0,71.0,2009.0,211101071.0,2.0,,
3202,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101081001.0,,,211101081002.0,,,1.0,21.0,1.0,1.0,1.0,81.0,2009.0,211101081.0,1.0,,
3207,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,1.0,,211101081002.0,,,211101081001.0,,,1.0,21.0,1.0,1.0,1.0,81.0,2009.0,211101081.0,2.0,,
3216,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101082001.0,,,211101082002.0,,,1.0,21.0,1.0,1.0,1.0,82.0,2009.0,211101082.0,1.0,,
3220,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101082002.0,,,211101082001.0,,,1.0,21.0,1.0,1.0,1.0,82.0,2009.0,211101082.0,2.0,,
3226,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101083001.0,,,211101083002.0,,,1.0,21.0,1.0,1.0,1.0,83.0,2009.0,211101083.0,1.0,,
3231,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211101.0,3.0,,211101083002.0,,,211101083001.0,,,1.0,21.0,1.0,1.0,1.0,83.0,2009.0,211101083.0,2.0,,
3236,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200501.0,6.0,,,,,0.0,,0.0,211101.0,0.0,,211101083003.0,,,,,,1.0,21.0,1.0,1.0,1.0,83.0,2009.0,211101083.0,3.0,,
3239,0.0,,,2.0,,,,,1.0,,,0.0,37.0,37.0,,,,,0.0,21.0,,,,,,21.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211101.0,3.0,,211101121001.0,,,211101121002.0,,,1.0,21.0,1.0,1.0,1.0,121.0,2009.0,211101121.0,1.0,,
3240,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211101.0,3.0,,211101121002.0,,,211101121001.0,,,1.0,21.0,1.0,1.0,1.0,121.0,2009.0,211101121.0,2.0,,
3241,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,22.0,,,,,,,4.0,0.0,,,0.0,,0.0,211101.0,0.0,,211101121003.0,,,,,,1.0,21.0,1.0,1.0,1.0,121.0,2009.0,211101121.0,3.0,,
3242,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,14.0,,,,,,,4.0,0.0,,,0.0,,0.0,211101.0,0.0,,211101121004.0,,,,,,1.0,21.0,1.0,1.0,1.0,121.0,2009.0,211101121.0,4.0,,
3243,0.0,,,2.0,,,,,1.0,,,0.0,21.0,21.0,,,,,0.0,21.0,,,,,,21.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211101.0,3.0,,211101122001.0,,,211101122002.0,,,1.0,21.0,1.0,1.0,1.0,122.0,2009.0,211101122.0,1.0,,
3246,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,211101.0,3.0,,211101122002.0,,,211101122001.0,,,1.0,21.0,1.0,1.0,1.0,122.0,2009.0,211101122.0,2.0,,
3249,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,,,,4.0,0.0,,,0.0,,1.0,211101.0,3.0,,211101122003.0,,,,,,1.0,21.0,1.0,1.0,1.0,122.0,2009.0,211101122.0,3.0,,
3263,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102001001.0,,,211102001002.0,,,1.0,21.0,1.0,1.0,2.0,1.0,2009.0,211102001.0,1.0,,
3267,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102001002.0,,,211102001001.0,,,1.0,21.0,1.0,1.0,2.0,1.0,2009.0,211102001.0,2.0,,
3271,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200710.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102001003.0,,,,,,1.0,21.0,1.0,1.0,2.0,1.0,2009.0,211102001.0,3.0,,
3275,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200710.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102001004.0,,,,,,1.0,21.0,1.0,1.0,2.0,1.0,2009.0,211102001.0,4.0,,
3279,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200710.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102001005.0,,,,,,1.0,21.0,1.0,1.0,2.0,1.0,2009.0,211102001.0,5.0,,
3283,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200710.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102001006.0,,,,,,1.0,21.0,1.0,1.0,2.0,1.0,2009.0,211102001.0,6.0,,
3286,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200710.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102001021.0,,,,,,1.0,21.0,1.0,1.0,2.0,1.0,2009.0,211102001.0,21.0,,
3303,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102003001.0,,,211102003002.0,,,1.0,21.0,1.0,1.0,2.0,3.0,2009.0,211102003.0,1.0,,
3308,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102003002.0,,,211102003001.0,,,1.0,21.0,1.0,1.0,2.0,3.0,2009.0,211102003.0,2.0,,
3312,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199710.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102003003.0,,,,,,1.0,21.0,1.0,1.0,2.0,3.0,2009.0,211102003.0,3.0,,
3317,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200302.0,7.0,,,,,0.0,,0.0,211102.0,0.0,,211102003004.0,,,,,,1.0,21.0,1.0,1.0,2.0,3.0,2009.0,211102003.0,4.0,,
3356,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102006001.0,,,211102006002.0,,,1.0,21.0,1.0,1.0,2.0,6.0,2009.0,211102006.0,1.0,,
3362,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102006002.0,,,211102006001.0,,,1.0,21.0,1.0,1.0,2.0,6.0,2009.0,211102006.0,2.0,,
3368,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199909.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102006003.0,,,,,,1.0,21.0,1.0,1.0,2.0,6.0,2009.0,211102006.0,3.0,,
3373,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200107.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102006004.0,,,,,,1.0,21.0,1.0,1.0,2.0,6.0,2009.0,211102006.0,4.0,,
3535,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102014001.0,,,211102014002.0,,,1.0,21.0,1.0,1.0,2.0,14.0,2009.0,211102014.0,1.0,,
3543,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102014002.0,,,211102014001.0,,,1.0,21.0,1.0,1.0,2.0,14.0,2009.0,211102014.0,2.0,,
3551,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200709.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102141001.0,,,,,,1.0,21.0,1.0,1.0,2.0,14.0,2009.0,211102014.0,3.0,,
3558,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200709.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102141002.0,,,,,,1.0,21.0,1.0,1.0,2.0,14.0,2009.0,211102014.0,4.0,,
3565,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200709.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102141003.0,,,,,,1.0,21.0,1.0,1.0,2.0,14.0,2009.0,211102014.0,5.0,,
3572,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102015001.0,,,211102015002.0,,,1.0,21.0,1.0,1.0,2.0,15.0,2009.0,211102015.0,1.0,,
3579,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102015002.0,,,211102015001.0,,,1.0,21.0,1.0,1.0,2.0,15.0,2009.0,211102015.0,2.0,,
3584,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199510.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102015003.0,,,,,,1.0,21.0,1.0,1.0,2.0,15.0,2009.0,211102015.0,3.0,,
3590,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200009.0,3.0,,,,,0.0,,0.0,211102.0,0.0,,211102015004.0,,,,,,1.0,21.0,1.0,1.0,2.0,15.0,2009.0,211102015.0,4.0,,
3613,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102017001.0,,,211102017002.0,,,1.0,21.0,1.0,1.0,2.0,17.0,2009.0,211102017.0,1.0,,
3618,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102017002.0,,,211102017001.0,,,1.0,21.0,1.0,1.0,2.0,17.0,2009.0,211102017.0,2.0,,
3623,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,4.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102017003.0,211102017002.0,211102017001.0,211102017004.0,,,1.0,21.0,1.0,1.0,2.0,17.0,2009.0,211102017.0,3.0,,
3628,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,24.0,,,,1.0,,,,,,,0.0,,0.0,211102.0,0.0,,211102017004.0,,,,,,1.0,21.0,1.0,1.0,2.0,17.0,2009.0,211102017.0,4.0,,
3633,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,24.0,,,,1.0,,,,,,,0.0,,0.0,211102.0,0.0,,211102017005.0,,,,,,1.0,21.0,1.0,1.0,2.0,17.0,2009.0,211102017.0,5.0,,
3641,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200604.0,5.0,,,,,0.0,,0.0,211102.0,0.0,,211102018001.0,,,,,,1.0,21.0,1.0,1.0,2.0,18.0,2009.0,211102018.0,1.0,,
3648,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,60.0,,,,1.0,,,,,,,0.0,,0.0,211102.0,0.0,,211102018002.0,,,,,,1.0,21.0,1.0,1.0,2.0,18.0,2009.0,211102018.0,2.0,,
3653,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,2.0,1.0,,,82.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102018003.0,,211102018002.0,211102018082.0,,,1.0,21.0,1.0,1.0,2.0,18.0,2009.0,211102018.0,3.0,,
3658,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,1.0,1.0,,,,,,,1.0,,0.0,211102.0,3.0,,211102018082.0,,,211102018003.0,,,1.0,21.0,1.0,1.0,2.0,18.0,2009.0,211102018.0,82.0,,
3661,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,82.0,1.0,,,,1.0,1.0,,,,,,,0.0,,1.0,211102.0,3.0,,211102018083.0,211102018003.0,211102018082.0,,,,1.0,21.0,1.0,1.0,2.0,18.0,2009.0,211102018.0,83.0,,
