,a5,a6,a7,a8,a9,a10,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a15a,a26a,a5a,a5a1,a5b,a5c,a5c1,a5d,a5e,a5f,a8a,a8b,a8b1,aa11,aa12,aa13,ab5,ab6,ab7,ab8,adult,agri,child,commid,diet,educ,idind,idind_f,idind_m,idind_s,job_wage,pe,roster,t1,t2,t3,t4,t5,wave,hhid,line,a20a,a20b
149159,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200810.0,3.0,,,,,0.0,,0.0,452401.0,0.0,,452401008006.0,,,,,,1.0,45.0,2.0,4.0,1.0,8.0,2009.0,452401008.0,6.0,,
149165,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200810.0,3.0,,,,,0.0,,0.0,452401.0,0.0,,452401008061.0,,,,,,1.0,45.0,2.0,4.0,1.0,8.0,2009.0,452401008.0,61.0,,
149171,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200810.0,3.0,,,,,0.0,,0.0,452401.0,0.0,,452401008062.0,,,,,,1.0,45.0,2.0,4.0,1.0,8.0,2009.0,452401008.0,62.0,,
149181,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401009001.0,,,,,,1.0,45.0,2.0,4.0,1.0,9.0,2009.0,452401009.0,1.0,,
149193,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,1.0,1.0,,,21.0,1.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401009003.0,,452401009001.0,452401009021.0,,,1.0,45.0,2.0,4.0,1.0,9.0,2009.0,452401009.0,3.0,,
149201,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,1.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401009021.0,,,452401009003.0,,,1.0,45.0,2.0,4.0,1.0,9.0,2009.0,452401009.0,21.0,,
149209,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,0.0,,0.0,452401.0,0.0,,452401009022.0,,,,,,1.0,45.0,2.0,4.0,1.0,9.0,2009.0,452401009.0,22.0,,
149214,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,21.0,1.0,,,,1.0,1.0,,,,,,,0.0,,1.0,452401.0,3.0,,452401009061.0,452401009003.0,452401009021.0,,,,1.0,45.0,2.0,4.0,1.0,9.0,2009.0,452401009.0,61.0,,
149441,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401018001.0,,,452401018002.0,,,1.0,45.0,2.0,4.0,1.0,18.0,2009.0,452401018.0,1.0,,
149447,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401018002.0,,,452401018001.0,,,1.0,45.0,2.0,4.0,1.0,18.0,2009.0,452401018.0,2.0,,
149453,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401018003.0,452401018002.0,452401018001.0,,,,1.0,45.0,2.0,4.0,1.0,18.0,2009.0,452401018.0,3.0,,
149459,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200705.0,5.0,,,,,0.0,,0.0,452401.0,0.0,,452401018004.0,,,,,,1.0,45.0,2.0,4.0,1.0,18.0,2009.0,452401018.0,4.0,,
149559,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401048001.0,,,452401048002.0,,,1.0,45.0,2.0,4.0,1.0,48.0,2009.0,452401048.0,1.0,,
149564,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401048002.0,,,452401048001.0,,,1.0,45.0,2.0,4.0,1.0,48.0,2009.0,452401048.0,2.0,,
149569,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401048003.0,452401048001.0,452401048002.0,,,,1.0,45.0,2.0,4.0,1.0,48.0,2009.0,452401048.0,3.0,,
149574,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,48.0,,,,1.0,,,,,,,0.0,,0.0,452401.0,0.0,,452401048004.0,,,,,,1.0,45.0,2.0,4.0,1.0,48.0,2009.0,452401048.0,4.0,,
149579,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,,,,1.0,,,,,,,0.0,,0.0,452401.0,0.0,,452401048005.0,,,,,,1.0,45.0,2.0,4.0,1.0,48.0,2009.0,452401048.0,5.0,,
149633,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200511.0,7.0,,,,,0.0,,0.0,452401.0,0.0,,452401063001.0,,,,,,1.0,45.0,2.0,4.0,1.0,63.0,2009.0,452401063.0,1.0,,
149637,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401063002.0,,,,,,1.0,45.0,2.0,4.0,1.0,63.0,2009.0,452401063.0,2.0,,
149643,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,2.0,1.0,,,121.0,2.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401063003.0,,452401063002.0,452401063121.0,,,1.0,45.0,2.0,4.0,1.0,63.0,2009.0,452401063.0,3.0,,
149649,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200605.0,3.0,,,,,0.0,,0.0,452401.0,0.0,,452401063004.0,,,,,,1.0,45.0,2.0,4.0,1.0,63.0,2009.0,452401063.0,4.0,,
149652,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,2.0,,,,2.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401063121.0,,,452401063003.0,,,1.0,45.0,2.0,4.0,1.0,63.0,2009.0,452401063.0,121.0,,
149660,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,0.0,452401.0,3.0,,452401064001.0,,,,,,1.0,45.0,2.0,4.0,1.0,64.0,2009.0,452401064.0,1.0,,
149677,0.0,,,2.0,,,,,1.0,,,0.0,45.0,45.0,,,,,0.0,45.0,,,,,,45.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401121001.0,,,452401121002.0,,,1.0,45.0,2.0,4.0,1.0,121.0,2009.0,452401121.0,1.0,,
149679,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401121002.0,,,452401121001.0,,,1.0,45.0,2.0,4.0,1.0,121.0,2009.0,452401121.0,2.0,,
149681,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,4.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401121003.0,,,452401121004.0,,,1.0,45.0,2.0,4.0,1.0,121.0,2009.0,452401121.0,3.0,,
149683,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,3.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401121004.0,452401121001.0,452401121002.0,452401121003.0,,,1.0,45.0,2.0,4.0,1.0,121.0,2009.0,452401121.0,4.0,,
149685,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,4.0,1.0,,,,1.0,,,,4.0,0.0,,,0.0,,1.0,452401.0,3.0,,452401121005.0,452401121003.0,452401121004.0,,,,1.0,45.0,2.0,4.0,1.0,121.0,2009.0,452401121.0,5.0,,
149687,0.0,,,4.0,,,,,1.0,,,0.0,44.0,45.0,,,,,9.0,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401122001.0,,,,,,1.0,45.0,2.0,4.0,1.0,122.0,2009.0,452401122.0,1.0,,
149689,0.0,,,2.0,,,,,1.0,,,0.0,45.0,45.0,,,,,0.0,45.0,,,,,,45.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401123001.0,,,452401123002.0,,,1.0,45.0,2.0,4.0,1.0,123.0,2009.0,452401123.0,1.0,,
149692,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401123002.0,,,452401123001.0,,,1.0,45.0,2.0,4.0,1.0,123.0,2009.0,452401123.0,2.0,,
149695,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401123003.0,452401123001.0,452401123002.0,,,,1.0,45.0,2.0,4.0,1.0,123.0,2009.0,452401123.0,3.0,,
149698,0.0,,,2.0,,,,,1.0,,,0.0,45.0,45.0,,,,,0.0,45.0,,,,,,45.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401124001.0,,,452401124002.0,,,1.0,45.0,2.0,4.0,1.0,124.0,2009.0,452401124.0,1.0,,
149701,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401124002.0,,,452401124001.0,,,1.0,45.0,2.0,4.0,1.0,124.0,2009.0,452401124.0,2.0,,
149704,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,6.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401124003.0,452401124001.0,452401124002.0,452401124006.0,,,1.0,45.0,2.0,4.0,1.0,124.0,2009.0,452401124.0,3.0,,
149707,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,1.0,,,,4.0,0.0,,,0.0,,1.0,452401.0,3.0,,452401124004.0,,,,,,1.0,45.0,2.0,4.0,1.0,124.0,2009.0,452401124.0,4.0,,
149710,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,3.0,1.0,,,,1.0,,,,4.0,0.0,,,0.0,,1.0,452401.0,3.0,,452401124005.0,,452401124003.0,,,,1.0,45.0,2.0,4.0,1.0,124.0,2009.0,452401124.0,5.0,,
149713,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,,,,,,,4.0,0.0,,,0.0,,0.0,452401.0,0.0,,452401124006.0,,,,,,1.0,45.0,2.0,4.0,1.0,124.0,2009.0,452401124.0,6.0,,
149716,0.0,,,2.0,,,,,1.0,,,0.0,45.0,45.0,,,,,0.0,45.0,,,,,,45.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401125001.0,,,452401125002.0,,,1.0,45.0,2.0,4.0,1.0,125.0,2009.0,452401125.0,1.0,,
149719,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401125002.0,,,452401125001.0,,,1.0,45.0,2.0,4.0,1.0,125.0,2009.0,452401125.0,2.0,,
149722,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401125003.0,452401125001.0,452401125002.0,,,,1.0,45.0,2.0,4.0,1.0,125.0,2009.0,452401125.0,3.0,,
149725,0.0,,,4.0,,,,,1.0,,,0.0,45.0,45.0,,,,,0.0,45.0,,,,,,45.0,0.0,,,0.0,,,1.0,,,,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401126001.0,,,,,,1.0,45.0,2.0,4.0,1.0,126.0,2009.0,452401126.0,1.0,,
149728,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,1.0,1.0,,,3.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401126002.0,,452401126001.0,452401126003.0,,,1.0,45.0,2.0,4.0,1.0,126.0,2009.0,452401126.0,2.0,,
149731,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401126003.0,,,452401126002.0,,,1.0,45.0,2.0,4.0,1.0,126.0,2009.0,452401126.0,3.0,,
149734,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,1.0,,,,4.0,0.0,,,0.0,,1.0,452401.0,3.0,,452401126004.0,452401126002.0,452401126003.0,,,,1.0,45.0,2.0,4.0,1.0,126.0,2009.0,452401126.0,4.0,,
149737,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12.0,,,,,,,4.0,0.0,,,0.0,,0.0,452401.0,0.0,,452401126005.0,,,,,,1.0,45.0,2.0,4.0,1.0,126.0,2009.0,452401126.0,5.0,,
149738,0.0,,,2.0,,,,,1.0,,,0.0,45.0,45.0,,,,,0.0,45.0,,,,,,45.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401127001.0,,,452401127002.0,,,1.0,45.0,2.0,4.0,1.0,127.0,2009.0,452401127.0,1.0,,
149740,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401127002.0,,,452401127001.0,,,1.0,45.0,2.0,4.0,1.0,127.0,2009.0,452401127.0,2.0,,
149742,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,120.0,,,,,,,4.0,0.0,,,0.0,,0.0,452401.0,0.0,,452401127003.0,,,,,,1.0,45.0,2.0,4.0,1.0,127.0,2009.0,452401127.0,3.0,,
149743,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,60.0,,,,,,,4.0,0.0,,,0.0,,0.0,452401.0,0.0,,452401127004.0,,,,,,1.0,45.0,2.0,4.0,1.0,127.0,2009.0,452401127.0,4.0,,
149744,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,60.0,,,,,,,4.0,0.0,,,0.0,,0.0,452401.0,0.0,,452401127005.0,,,,,,1.0,45.0,2.0,4.0,1.0,127.0,2009.0,452401127.0,5.0,,
149745,0.0,,,2.0,,,,,1.0,,,0.0,45.0,45.0,,,,,0.0,45.0,,,,,,45.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401128001.0,,,452401128002.0,,,1.0,45.0,2.0,4.0,1.0,128.0,2009.0,452401128.0,1.0,,
149747,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401128002.0,,,452401128001.0,,,1.0,45.0,2.0,4.0,1.0,128.0,2009.0,452401128.0,2.0,,
149749,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,4.0,0.0,,,0.0,,0.0,452401.0,0.0,,452401128003.0,,,,,,1.0,45.0,2.0,4.0,1.0,128.0,2009.0,452401128.0,3.0,,
149750,0.0,,,2.0,,,,,1.0,,,0.0,45.0,45.0,,,,,0.0,45.0,,,,,,45.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401129001.0,,,452401129002.0,,,1.0,45.0,2.0,4.0,1.0,129.0,2009.0,452401129.0,1.0,,
149753,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401129002.0,,,452401129001.0,,,1.0,45.0,2.0,4.0,1.0,129.0,2009.0,452401129.0,2.0,,
149756,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401129003.0,452401129002.0,452401129001.0,,,,1.0,45.0,2.0,4.0,1.0,129.0,2009.0,452401129.0,3.0,,
149764,0.0,,,2.0,,,,,0.0,16.0,,0.0,45.0,45.0,,,,,0.0,45.0,,,,,,45.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401130001.0,,,452401130002.0,,,1.0,45.0,2.0,4.0,1.0,130.0,2009.0,452401130.0,1.0,,
149767,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401130002.0,,,452401130001.0,,,1.0,45.0,2.0,4.0,1.0,130.0,2009.0,452401130.0,2.0,,
149770,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,,,4.0,0.0,,,0.0,,1.0,452401.0,3.0,,452401130003.0,452401130001.0,452401130002.0,,,,1.0,45.0,2.0,4.0,1.0,130.0,2009.0,452401130.0,3.0,,
149773,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,4.0,0.0,,,0.0,,0.0,452401.0,0.0,,452401130004.0,,,,,,1.0,45.0,2.0,4.0,1.0,130.0,2009.0,452401130.0,4.0,,
149776,0.0,,,2.0,,,,,1.0,,,0.0,45.0,45.0,,,,,0.0,45.0,,,,,,45.0,0.0,,,0.0,,,1.0,,,2.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401131001.0,,,452401131002.0,,,1.0,45.0,2.0,4.0,1.0,131.0,2009.0,452401131.0,1.0,,
149779,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401131002.0,,,452401131001.0,,,1.0,45.0,2.0,4.0,1.0,131.0,2009.0,452401131.0,2.0,,
149782,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401131003.0,452401131001.0,452401131002.0,,,,1.0,45.0,2.0,4.0,1.0,131.0,2009.0,452401131.0,3.0,,
149785,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,5.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401131004.0,452401131001.0,452401131002.0,452401131005.0,,,1.0,45.0,2.0,4.0,1.0,131.0,2009.0,452401131.0,4.0,,
149788,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,4.0,1.0,,,,4.0,0.0,,,1.0,,0.0,452401.0,3.0,,452401131005.0,,,452401131004.0,,,1.0,45.0,2.0,4.0,1.0,131.0,2009.0,452401131.0,5.0,,
149844,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402001001.0,,,452402001002.0,,,1.0,45.0,2.0,4.0,2.0,1.0,2009.0,452402001.0,1.0,,
149854,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402001002.0,,,452402001001.0,,,1.0,45.0,2.0,4.0,2.0,1.0,2009.0,452402001.0,2.0,,
149862,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200707.0,3.0,,,,,0.0,,0.0,452402.0,0.0,,452402001003.0,,,,,,1.0,45.0,2.0,4.0,2.0,1.0,2009.0,452402001.0,3.0,,
149869,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200707.0,3.0,,,,,0.0,,0.0,452402.0,0.0,,452402001004.0,,,,,,1.0,45.0,2.0,4.0,2.0,1.0,2009.0,452402001.0,4.0,,
149877,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,101.0,1.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402001005.0,452402001001.0,452402001002.0,452402001101.0,,,1.0,45.0,2.0,4.0,2.0,1.0,2009.0,452402001.0,5.0,,
149885,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200707.0,3.0,,,,,0.0,,0.0,452402.0,0.0,,452402001006.0,,,,,,1.0,45.0,2.0,4.0,2.0,1.0,2009.0,452402001.0,6.0,,
149889,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,5.0,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402001101.0,,,452402001005.0,,,1.0,45.0,2.0,4.0,2.0,1.0,2009.0,452402001.0,101.0,,
149893,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,1.0,1.0,101.0,1.0,,,,1.0,1.0,,,,,,,0.0,,1.0,452402.0,3.0,,452402001102.0,452402001005.0,452402001101.0,,,,1.0,45.0,2.0,4.0,2.0,1.0,2009.0,452402001.0,102.0,,
149903,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402002001.0,,,452402002002.0,,,1.0,45.0,2.0,4.0,2.0,2.0,2009.0,452402002.0,1.0,,
149913,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402002002.0,,,452402002001.0,,,1.0,45.0,2.0,4.0,2.0,2.0,2009.0,452402002.0,2.0,,
149923,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,101.0,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402002003.0,452402002001.0,452402002002.0,452402002101.0,,,1.0,45.0,2.0,4.0,2.0,2.0,2009.0,452402002.0,3.0,,
149933,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,121.0,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402002004.0,452402002001.0,452402002002.0,452402002121.0,,,1.0,45.0,2.0,4.0,2.0,2.0,2009.0,452402002.0,4.0,,
149943,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200202.0,3.0,,,,,0.0,,0.0,452402.0,0.0,,452402002005.0,,,,,,1.0,45.0,2.0,4.0,2.0,2.0,2009.0,452402002.0,5.0,,
149947,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,3.0,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402002101.0,,,452402002003.0,,,1.0,45.0,2.0,4.0,2.0,2.0,2009.0,452402002.0,101.0,,
149950,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,4.0,2.0,,,,2.0,0.0,,,1.0,,0.0,452402.0,3.0,,452402002121.0,,,452402002004.0,,,1.0,45.0,2.0,4.0,2.0,2.0,2009.0,452402002.0,121.0,,
149968,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402003001.0,,,452402003002.0,,,1.0,45.0,2.0,4.0,2.0,3.0,2009.0,452402003.0,1.0,,
149977,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402003002.0,,,452402003001.0,,,1.0,45.0,2.0,4.0,2.0,3.0,2009.0,452402003.0,2.0,,
149992,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,199906.0,4.0,,,,,0.0,,0.0,452402.0,0.0,,452402003004.0,,,,,,1.0,45.0,2.0,4.0,2.0,3.0,2009.0,452402003.0,4.0,,
150000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,200005.0,4.0,,,,,0.0,,0.0,452402.0,0.0,,452402003005.0,,,,,,1.0,45.0,2.0,4.0,2.0,3.0,2009.0,452402003.0,5.0,,
150010,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,1.0,,,,,,,0.0,,0.0,452402.0,0.0,,452402003006.0,,,,,,1.0,45.0,2.0,4.0,2.0,3.0,2009.0,452402003.0,6.0,,
150023,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,,,,1.0,,,,,,,0.0,,0.0,452402.0,0.0,,452402003101.0,,,,,,1.0,45.0,2.0,4.0,2.0,3.0,2009.0,452402003.0,101.0,,
150027,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,,,,1.0,,,,,,,0.0,,0.0,452402.0,0.0,,452402003102.0,,,,,,1.0,45.0,2.0,4.0,2.0,3.0,2009.0,452402003.0,102.0,,
150037,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,1.0,3.0,1.0,,,2.0,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402004001.0,,452402004003.0,452402004002.0,,,1.0,45.0,2.0,4.0,2.0,4.0,2009.0,452402004.0,1.0,,
150046,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,,,,1.0,,,,,,,0.0,,0.0,452402.0,0.0,,452402004002.0,,,,,,1.0,45.0,2.0,4.0,2.0,4.0,2009.0,452402004.0,2.0,,
150056,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,1.0,,,,2.0,1.0,,,,,,,1.0,,0.0,452402.0,3.0,,452402004003.0,,,,,,1.0,45.0,2.0,4.0,2.0,4.0,2009.0,452402004.0,3.0,,
