,idind,k2,k3,k4,k5,k6,k7,k7b,k7c,k12,k13,k13b,k13c,wave,k7d,k3a,k5a,k7a,k13a,k8,k9,k10,k11,hhid,line,commid,t1,t2,t3,t4,t5,k6a,k6b
77609,431102044121.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102044.0,121.0,431102.0,43.0,1.0,1.0,2.0,44.0,,
77619,431102046001.0,1.0,120.0,1.0,60.0,1.0,20.0,1.0,16.0,0.0,,0.0,,2009.0,,,,,,,,,,431102046.0,1.0,431102.0,43.0,1.0,1.0,2.0,46.0,,
77626,431102046002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102046.0,2.0,431102.0,43.0,1.0,1.0,2.0,46.0,,
77638,431102047001.0,1.0,30.0,1.0,80.0,1.0,40.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431102047.0,1.0,431102.0,43.0,1.0,1.0,2.0,47.0,,
77642,431102047002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102047.0,2.0,431102.0,43.0,1.0,1.0,2.0,47.0,,
77652,431102049001.0,1.0,-88.0,1.0,60.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431102049.0,1.0,431102.0,43.0,1.0,1.0,2.0,49.0,,
77659,431102049002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102049.0,2.0,431102.0,43.0,1.0,1.0,2.0,49.0,,
77668,431102061001.0,1.0,-88.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431102061.0,1.0,431102.0,43.0,1.0,1.0,2.0,61.0,,
77673,431102061003.0,0.0,,0.0,,1.0,-99.0,1.0,-99.0,0.0,,0.0,,2009.0,,,,,,,,,,431102061.0,3.0,431102.0,43.0,1.0,1.0,2.0,61.0,,
77675,431102061101.0,0.0,,0.0,,1.0,10.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431102061.0,101.0,431102.0,43.0,1.0,1.0,2.0,61.0,,
77685,431102063001.0,1.0,90.0,1.0,90.0,1.0,10.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431102063.0,1.0,431102.0,43.0,1.0,1.0,2.0,63.0,,
77689,431102063002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102063.0,2.0,431102.0,43.0,1.0,1.0,2.0,63.0,,
77693,431102063003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102063.0,3.0,431102.0,43.0,1.0,1.0,2.0,63.0,,
77700,431102064081.0,1.0,-88.0,1.0,30.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102064.0,81.0,431102.0,43.0,1.0,1.0,2.0,64.0,,
77702,431102064082.0,1.0,-88.0,1.0,60.0,1.0,40.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431102064.0,82.0,431102.0,43.0,1.0,1.0,2.0,64.0,,
77706,431102065001.0,1.0,40.0,1.0,60.0,1.0,10.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431102065.0,1.0,431102.0,43.0,1.0,1.0,2.0,65.0,,
77711,431102065002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102065.0,2.0,431102.0,43.0,1.0,1.0,2.0,65.0,,
77717,431102065003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102065.0,3.0,431102.0,43.0,1.0,1.0,2.0,65.0,,
77733,431102082001.0,1.0,30.0,1.0,25.0,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431102082.0,1.0,431102.0,43.0,1.0,1.0,2.0,82.0,,
77736,431102082002.0,1.0,30.0,1.0,30.0,1.0,20.0,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431102082.0,2.0,431102.0,43.0,1.0,1.0,2.0,82.0,,
77738,431102082003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102082.0,3.0,431102.0,43.0,1.0,1.0,2.0,82.0,,
77741,431102121001.0,0.0,,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431102121.0,1.0,431102.0,43.0,1.0,1.0,2.0,121.0,,
77743,431102121002.0,1.0,30.0,1.0,60.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431102121.0,2.0,431102.0,43.0,1.0,1.0,2.0,121.0,,
77781,431103001001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103001.0,1.0,431103.0,43.0,1.0,1.0,3.0,1.0,,
77791,431103001002.0,1.0,30.0,1.0,30.0,1.0,30.0,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103001.0,2.0,431103.0,43.0,1.0,1.0,3.0,1.0,,
77806,431103002001.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,30.0,1.0,60.0,0.0,,2009.0,,,,,,,,,,431103002.0,1.0,431103.0,43.0,1.0,1.0,3.0,2.0,,
77824,431103002004.0,0.0,,0.0,,0.0,,0.0,,1.0,7.0,0.0,,2009.0,,,,,,,,,,431103002.0,4.0,431103.0,43.0,1.0,1.0,3.0,2.0,,
77839,431103002081.0,1.0,60.0,1.0,60.0,0.0,,0.0,,1.0,33.0,0.0,,2009.0,,,,,,,,,,431103002.0,81.0,431103.0,43.0,1.0,1.0,3.0,2.0,,
77842,431103002121.0,1.0,-88.0,1.0,30.0,1.0,30.0,1.0,30.0,1.0,70.0,0.0,,2009.0,,,,,,,,,,431103002.0,121.0,431103.0,43.0,1.0,1.0,3.0,2.0,,
77852,431103003001.0,1.0,30.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103003.0,1.0,431103.0,43.0,1.0,1.0,3.0,3.0,,
77862,431103003002.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431103003.0,2.0,431103.0,43.0,1.0,1.0,3.0,3.0,,
77887,431103004001.0,1.0,30.0,1.0,30.0,0.0,,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431103004.0,1.0,431103.0,43.0,1.0,1.0,3.0,4.0,,
77897,431103004002.0,1.0,60.0,1.0,90.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431103004.0,2.0,431103.0,43.0,1.0,1.0,3.0,4.0,,
77907,431103005001.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,30.0,1.0,4.0,0.0,,2009.0,,,,,,,,,,431103005.0,1.0,431103.0,43.0,1.0,1.0,3.0,5.0,,
77917,431103005002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103005.0,2.0,431103.0,43.0,1.0,1.0,3.0,5.0,,
77933,431103005005.0,0.0,,0.0,,0.0,,0.0,,1.0,7.0,0.0,,2009.0,,,,,,,,,,431103005.0,5.0,431103.0,43.0,1.0,1.0,3.0,5.0,,
77940,431103005101.0,0.0,,0.0,,0.0,,1.0,60.0,1.0,7.0,0.0,,2009.0,,,,,,,,,,431103005.0,101.0,431103.0,43.0,1.0,1.0,3.0,5.0,,
77949,431103006001.0,1.0,30.0,1.0,60.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103006.0,1.0,431103.0,43.0,1.0,1.0,3.0,6.0,,
77959,431103006002.0,1.0,30.0,1.0,90.0,1.0,60.0,1.0,60.0,1.0,30.0,0.0,,2009.0,,,,,,,,,,431103006.0,2.0,431103.0,43.0,1.0,1.0,3.0,6.0,,
77969,431103006003.0,1.0,30.0,1.0,60.0,0.0,,1.0,30.0,1.0,6.0,0.0,,2009.0,,,,,,,,,,431103006.0,3.0,431103.0,43.0,1.0,1.0,3.0,6.0,,
77978,431103006081.0,0.0,,1.0,90.0,1.0,60.0,1.0,30.0,1.0,-99.0,0.0,,2009.0,,,,,,,,,,431103006.0,81.0,431103.0,43.0,1.0,1.0,3.0,6.0,,
77981,431103006082.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103006.0,82.0,431103.0,43.0,1.0,1.0,3.0,6.0,,
77991,431103007001.0,1.0,30.0,1.0,60.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431103007.0,1.0,431103.0,43.0,1.0,1.0,3.0,7.0,,
78000,431103007002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103007.0,2.0,431103.0,43.0,1.0,1.0,3.0,7.0,,
78014,431103008001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103008.0,1.0,431103.0,43.0,1.0,1.0,3.0,8.0,,
78048,431103011001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103011.0,1.0,431103.0,43.0,1.0,1.0,3.0,11.0,,
78058,431103011002.0,1.0,30.0,1.0,40.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431103011.0,2.0,431103.0,43.0,1.0,1.0,3.0,11.0,,
78076,431103011081.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103011.0,81.0,431103.0,43.0,1.0,1.0,3.0,11.0,,
78088,431103012001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103012.0,1.0,431103.0,43.0,1.0,1.0,3.0,12.0,,
78098,431103012002.0,1.0,10.0,1.0,12.0,1.0,30.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431103012.0,2.0,431103.0,43.0,1.0,1.0,3.0,12.0,,
78108,431103012004.0,1.0,60.0,1.0,30.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431103012.0,4.0,431103.0,43.0,1.0,1.0,3.0,12.0,,
78124,431103013002.0,1.0,30.0,1.0,60.0,1.0,40.0,1.0,50.0,1.0,63.0,1.0,6.0,2009.0,,,,,,,,,,431103013.0,2.0,431103.0,43.0,1.0,1.0,3.0,13.0,,
78141,431103013121.0,0.0,,0.0,,0.0,,1.0,30.0,1.0,70.0,0.0,,2009.0,,,,,,,,,,431103013.0,121.0,431103.0,43.0,1.0,1.0,3.0,13.0,,
78152,431103014001.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431103014.0,1.0,431103.0,43.0,1.0,1.0,3.0,14.0,,
78160,431103014002.0,1.0,30.0,1.0,30.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431103014.0,2.0,431103.0,43.0,1.0,1.0,3.0,14.0,,
78176,431103015001.0,1.0,60.0,1.0,120.0,1.0,20.0,1.0,60.0,1.0,-99.0,0.0,,2009.0,,,,,,,,,,431103015.0,1.0,431103.0,43.0,1.0,1.0,3.0,15.0,,
78184,431103015002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103015.0,2.0,431103.0,43.0,1.0,1.0,3.0,15.0,,
78201,431103016001.0,1.0,60.0,1.0,120.0,0.0,,0.0,,1.0,7.0,0.0,,2009.0,,,,,,,,,,431103016.0,1.0,431103.0,43.0,1.0,1.0,3.0,16.0,,
78211,431103016002.0,1.0,30.0,1.0,30.0,1.0,30.0,1.0,31.0,0.0,,0.0,,2009.0,,,,,,,,,,431103016.0,2.0,431103.0,43.0,1.0,1.0,3.0,16.0,,
78225,431103016121.0,0.0,,1.0,30.0,1.0,30.0,1.0,30.0,1.0,18.0,0.0,,2009.0,,,,,,,,,,431103016.0,121.0,431103.0,43.0,1.0,1.0,3.0,16.0,,
78245,431103018001.0,1.0,30.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431103018.0,1.0,431103.0,43.0,1.0,1.0,3.0,18.0,,
78255,431103018002.0,1.0,30.0,1.0,30.0,1.0,10.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431103018.0,2.0,431103.0,43.0,1.0,1.0,3.0,18.0,,
78269,431103019003.0,1.0,30.0,1.0,10.0,1.0,10.0,0.0,,1.0,-99.0,0.0,,2009.0,,,,,,,,,,431103019.0,3.0,431103.0,43.0,1.0,1.0,3.0,19.0,,
78279,431103019004.0,1.0,30.0,1.0,90.0,1.0,40.0,1.0,60.0,1.0,8.0,1.0,56.0,2009.0,,,,,,,,,,431103019.0,4.0,431103.0,43.0,1.0,1.0,3.0,19.0,,
78288,431103019005.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103019.0,5.0,431103.0,43.0,1.0,1.0,3.0,19.0,,
78298,431103019006.0,1.0,30.0,1.0,30.0,1.0,40.0,1.0,60.0,1.0,94.0,0.0,,2009.0,,,,,,,,,,431103019.0,6.0,431103.0,43.0,1.0,1.0,3.0,19.0,,
78300,431103019081.0,0.0,,0.0,,0.0,,0.0,,1.0,50.0,0.0,,2009.0,,,,,,,,,,431103019.0,81.0,431103.0,43.0,1.0,1.0,3.0,19.0,,
78312,431103020001.0,1.0,30.0,1.0,30.0,1.0,20.0,1.0,60.0,1.0,35.0,0.0,,2009.0,,,,,,,,,,431103020.0,1.0,431103.0,43.0,1.0,1.0,3.0,20.0,,
78338,431103020041.0,0.0,,1.0,60.0,0.0,,0.0,,1.0,60.0,0.0,,2009.0,,,,,,,,,,431103020.0,41.0,431103.0,43.0,1.0,1.0,3.0,20.0,,
78346,431103061001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103061.0,1.0,431103.0,43.0,1.0,1.0,3.0,61.0,,
78351,431103061002.0,1.0,30.0,1.0,180.0,1.0,30.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431103061.0,2.0,431103.0,43.0,1.0,1.0,3.0,61.0,,
78357,431103061003.0,1.0,10.0,0.0,,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431103061.0,3.0,431103.0,43.0,1.0,1.0,3.0,61.0,,
78365,431103081005.0,1.0,30.0,1.0,30.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431103081.0,5.0,431103.0,43.0,1.0,1.0,3.0,81.0,,
78375,431103081006.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103081.0,6.0,431103.0,43.0,1.0,1.0,3.0,81.0,,
78382,431103081007.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103081.0,7.0,431103.0,43.0,1.0,1.0,3.0,81.0,,
78386,431103081021.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103081.0,21.0,431103.0,43.0,1.0,1.0,3.0,81.0,,
78403,431103101001.0,1.0,30.0,1.0,180.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431103101.0,1.0,431103.0,43.0,1.0,1.0,3.0,101.0,,
78442,431104001001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104001.0,1.0,431104.0,43.0,1.0,1.0,4.0,1.0,,
78451,431104001002.0,1.0,10.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431104001.0,2.0,431104.0,43.0,1.0,1.0,4.0,1.0,,
78487,431104003001.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431104003.0,1.0,431104.0,43.0,1.0,1.0,4.0,3.0,,
78495,431104003002.0,0.0,,0.0,,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431104003.0,2.0,431104.0,43.0,1.0,1.0,4.0,3.0,,
78521,431104005001.0,1.0,60.0,1.0,120.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431104005.0,1.0,431104.0,43.0,1.0,1.0,4.0,5.0,,
78528,431104005002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104005.0,2.0,431104.0,43.0,1.0,1.0,4.0,5.0,,
78561,431104007001.0,1.0,60.0,1.0,100.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104007.0,1.0,431104.0,43.0,1.0,1.0,4.0,7.0,,
78569,431104007002.0,1.0,60.0,1.0,120.0,1.0,10.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431104007.0,2.0,431104.0,43.0,1.0,1.0,4.0,7.0,,
78577,431104007003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104007.0,3.0,431104.0,43.0,1.0,1.0,4.0,7.0,,
78593,431104008002.0,1.0,30.0,1.0,30.0,1.0,10.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431104008.0,2.0,431104.0,43.0,1.0,1.0,4.0,8.0,,
78607,431104009001.0,1.0,60.0,1.0,30.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431104009.0,1.0,431104.0,43.0,1.0,1.0,4.0,9.0,,
78616,431104009002.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431104009.0,2.0,431104.0,43.0,1.0,1.0,4.0,9.0,,
78638,431104011001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104011.0,1.0,431104.0,43.0,1.0,1.0,4.0,11.0,,
78646,431104011002.0,1.0,30.0,1.0,60.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431104011.0,2.0,431104.0,43.0,1.0,1.0,4.0,11.0,,
78652,431104011003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104011.0,3.0,431104.0,43.0,1.0,1.0,4.0,11.0,,
78660,431104012001.0,1.0,30.0,1.0,60.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104012.0,1.0,431104.0,43.0,1.0,1.0,4.0,12.0,,
78669,431104012002.0,1.0,60.0,1.0,30.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431104012.0,2.0,431104.0,43.0,1.0,1.0,4.0,12.0,,
78697,431104014001.0,0.0,,1.0,30.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104014.0,1.0,431104.0,43.0,1.0,1.0,4.0,14.0,,
78706,431104014002.0,1.0,90.0,1.0,60.0,1.0,40.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431104014.0,2.0,431104.0,43.0,1.0,1.0,4.0,14.0,,
78719,431104015001.0,1.0,15.0,1.0,10.0,0.0,,1.0,10.0,1.0,20.0,0.0,,2009.0,,,,,,,,,,431104015.0,1.0,431104.0,43.0,1.0,1.0,4.0,15.0,,
78728,431104015002.0,1.0,60.0,1.0,200.0,1.0,30.0,1.0,30.0,1.0,80.0,0.0,,2009.0,,,,,,,,,,431104015.0,2.0,431104.0,43.0,1.0,1.0,4.0,15.0,,
78781,431104019001.0,1.0,30.0,1.0,60.0,1.0,40.0,1.0,50.0,0.0,,0.0,,2009.0,,,,,,,,,,431104019.0,1.0,431104.0,43.0,1.0,1.0,4.0,19.0,,
78789,431104019002.0,1.0,50.0,0.0,,0.0,,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431104019.0,2.0,431104.0,43.0,1.0,1.0,4.0,19.0,,
78801,431104020001.0,1.0,30.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104020.0,1.0,431104.0,43.0,1.0,1.0,4.0,20.0,,
78806,431104020002.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,5.0,0.0,,2009.0,,,,,,,,,,431104020.0,2.0,431104.0,43.0,1.0,1.0,4.0,20.0,,
78814,431104061001.0,1.0,30.0,1.0,20.0,1.0,10.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431104061.0,1.0,431104.0,43.0,1.0,1.0,4.0,61.0,,
78818,431104061002.0,1.0,30.0,1.0,30.0,1.0,20.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431104061.0,2.0,431104.0,43.0,1.0,1.0,4.0,61.0,,
78820,431104081001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104081.0,1.0,431104.0,43.0,1.0,1.0,4.0,81.0,,
78824,431104081002.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431104081.0,2.0,431104.0,43.0,1.0,1.0,4.0,81.0,,
78828,431104082001.0,0.0,,1.0,120.0,0.0,,1.0,120.0,0.0,,0.0,,2009.0,,,,,,,,,,431104082.0,1.0,431104.0,43.0,1.0,1.0,4.0,82.0,,
78831,431104082002.0,1.0,30.0,1.0,60.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431104082.0,2.0,431104.0,43.0,1.0,1.0,4.0,82.0,,
78834,431104083001.0,1.0,20.0,1.0,60.0,1.0,15.0,0.0,,1.0,24.0,0.0,,2009.0,,,,,,,,,,431104083.0,1.0,431104.0,43.0,1.0,1.0,4.0,83.0,,
78837,431104083002.0,1.0,1.0,1.0,30.0,1.0,5.0,1.0,5.0,1.0,28.0,0.0,,2009.0,,,,,,,,,,431104083.0,2.0,431104.0,43.0,1.0,1.0,4.0,83.0,,
78838,431104083003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104083.0,3.0,431104.0,43.0,1.0,1.0,4.0,83.0,,
78840,431104101001.0,1.0,50.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104101.0,1.0,431104.0,43.0,1.0,1.0,4.0,101.0,,
78844,431104101002.0,0.0,,1.0,30.0,1.0,30.0,1.0,20.0,0.0,,0.0,,2009.0,,,,,,,,,,431104101.0,2.0,431104.0,43.0,1.0,1.0,4.0,101.0,,
78848,431104101003.0,0.0,,1.0,60.0,1.0,15.0,1.0,120.0,0.0,,0.0,,2009.0,,,,,,,,,,431104101.0,3.0,431104.0,43.0,1.0,1.0,4.0,101.0,,
78851,431104101004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104101.0,4.0,431104.0,43.0,1.0,1.0,4.0,101.0,,
78853,431104121001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104121.0,1.0,431104.0,43.0,1.0,1.0,4.0,121.0,,
78855,431104121002.0,1.0,60.0,1.0,60.0,1.0,60.0,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431104121.0,2.0,431104.0,43.0,1.0,1.0,4.0,121.0,,
78857,431104122001.0,1.0,30.0,1.0,90.0,1.0,30.0,1.0,30.0,1.0,2.0,0.0,,2009.0,,,,,,,,,,431104122.0,1.0,431104.0,43.0,1.0,1.0,4.0,122.0,,
78859,431104122002.0,1.0,30.0,1.0,90.0,1.0,30.0,1.0,30.0,1.0,2.0,0.0,,2009.0,,,,,,,,,,431104122.0,2.0,431104.0,43.0,1.0,1.0,4.0,122.0,,
78862,431104123001.0,1.0,45.0,1.0,80.0,1.0,20.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431104123.0,1.0,431104.0,43.0,1.0,1.0,4.0,123.0,,
78864,431104123002.0,1.0,30.0,1.0,20.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431104123.0,2.0,431104.0,43.0,1.0,1.0,4.0,123.0,,
78866,431104123003.0,0.0,,0.0,,1.0,10.0,1.0,15.0,0.0,,0.0,,2009.0,,,,,,,,,,431104123.0,3.0,431104.0,43.0,1.0,1.0,4.0,123.0,,
78930,431201001001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431201001.0,1.0,431201.0,43.0,1.0,2.0,1.0,1.0,,
78936,431201001002.0,1.0,30.0,1.0,60.0,1.0,30.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431201001.0,2.0,431201.0,43.0,1.0,2.0,1.0,1.0,,
78973,431201003004.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431201003.0,4.0,431201.0,43.0,1.0,2.0,1.0,3.0,,
78983,431201003005.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431201003.0,5.0,431201.0,43.0,1.0,2.0,1.0,3.0,,
78991,431201003041.0,1.0,30.0,1.0,30.0,1.0,20.0,1.0,25.0,0.0,,0.0,,2009.0,,,,,,,,,,431201003.0,41.0,431201.0,43.0,1.0,2.0,1.0,3.0,,
79027,431201005002.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431201005.0,2.0,431201.0,43.0,1.0,2.0,1.0,5.0,,
79053,431201007001.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431201007.0,1.0,431201.0,43.0,1.0,2.0,1.0,7.0,,
79060,431201007002.0,1.0,-99.0,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431201007.0,2.0,431201.0,43.0,1.0,2.0,1.0,7.0,,
79064,431201007003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431201007.0,3.0,431201.0,43.0,1.0,2.0,1.0,7.0,,
79080,431201008002.0,0.0,,0.0,,0.0,,1.0,60.0,0.0,,0.0,,2009.0,,,,,,,,,,431201008.0,2.0,431201.0,43.0,1.0,2.0,1.0,8.0,,
79092,431201009001.0,1.0,-99.0,1.0,300.0,1.0,100.0,1.0,240.0,0.0,,0.0,,2009.0,,,,,,,,,,431201009.0,1.0,431201.0,43.0,1.0,2.0,1.0,9.0,,
79100,431201009002.0,0.0,,1.0,60.0,0.0,,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431201009.0,2.0,431201.0,43.0,1.0,2.0,1.0,9.0,,
79114,431201010001.0,1.0,10.0,1.0,50.0,1.0,4.0,1.0,8.0,0.0,,0.0,,2009.0,,,,,,,,,,431201010.0,1.0,431201.0,43.0,1.0,2.0,1.0,10.0,,
79126,431201010003.0,0.0,,0.0,,0.0,,1.0,2.0,0.0,,0.0,,2009.0,,,,,,,,,,431201010.0,3.0,431201.0,43.0,1.0,2.0,1.0,10.0,,
79138,431201012001.0,1.0,60.0,1.0,60.0,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431201012.0,1.0,431201.0,43.0,1.0,2.0,1.0,12.0,,
79147,431201012002.0,1.0,40.0,1.0,30.0,1.0,20.0,1.0,30.0,0.0,,0.0,,2009.0,,,,,,,,,,431201012.0,2.0,431201.0,43.0,1.0,2.0,1.0,12.0,,
79149,431201012003.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2009.0,,,,,,,,,,431201012.0,3.0,431201.0,43.0,1.0,2.0,1.0,12.0,,
79227,431201019002.0,1.0,60.0,1.0,60.0,0.0,,1.0,10.0,0.0,,0.0,,2009.0,,,,,,,,,,431201019.0,2.0,431201.0,43.0,1.0,2.0,1.0,19.0,,
79233,431201019003.0,0.0,,0.0,,0.0,,0.0,,9.0,,0.0,,2009.0,,,,,,,,,,431201019.0,3.0,431201.0,43.0,1.0,2.0,1.0,19.0,,
