,e1,e2,e11c,e11d,e14a,e16a,e12,wave,e11e,e11a,e11b,e2b,e12_cln,e14a_cln,e16a_cln,hhid,commid,t1,t2,t3,t4,t5,e16a1
1696,,,,12.0,20000.0,200.0,1000.0,2009.0,,,,1.0,,,,231204012.0,231204.0,23.0,1.0,2.0,4.0,12.0,
1702,,,,20.0,20000.0,1000.0,5000.0,2009.0,,,,1.0,,,,231204014.0,231204.0,23.0,1.0,2.0,4.0,14.0,
1708,,,,10.0,8000.0,500.0,3000.0,2009.0,,,,1.0,,,,231204016.0,231204.0,23.0,1.0,2.0,4.0,16.0,
1716,,,,5.0,5000.0,500.0,1000.0,2009.0,,,,1.0,,,,231204018.0,231204.0,23.0,1.0,2.0,4.0,18.0,
1721,,,,10.0,7000.0,3000.0,1000.0,2009.0,,,,1.0,,,,231204019.0,231204.0,23.0,1.0,2.0,4.0,19.0,
1727,,,,2.0,2000.0,-9999.0,450.0,2009.0,,,,1.0,,,,231204020.0,231204.0,23.0,1.0,2.0,4.0,20.0,
1733,,,,12.0,10000.0,5000.0,7000.0,2009.0,,,,1.0,,,,231204121.0,231204.0,23.0,1.0,2.0,4.0,121.0,
1745,,,,19.0,5000.0,15000.0,6000.0,2009.0,,,,1.0,,,,232102002.0,232102.0,23.0,2.0,1.0,2.0,2.0,
1752,,,,19.0,9000.0,0.0,5000.0,2009.0,,,,1.0,,,,232102003.0,232102.0,23.0,2.0,1.0,2.0,3.0,
1762,,,,45.0,30000.0,0.0,-999.0,2009.0,,,,1.0,,,,232102005.0,232102.0,23.0,2.0,1.0,2.0,5.0,
1769,,,,30.0,16000.0,200.0,6000.0,2009.0,,,,1.0,,,,232102006.0,232102.0,23.0,2.0,1.0,2.0,6.0,
1775,,,,15.0,9000.0,300.0,1700.0,2009.0,,,,1.0,,,,232102007.0,232102.0,23.0,2.0,1.0,2.0,7.0,
1782,,,,33.0,20000.0,300.0,-999.0,2009.0,,,,1.0,,,,232102008.0,232102.0,23.0,2.0,1.0,2.0,8.0,
1788,,,,22.0,12000.0,0.0,3000.0,2009.0,,,,1.0,,,,232102009.0,232102.0,23.0,2.0,1.0,2.0,9.0,
1795,,,,16.0,10000.0,600.0,3000.0,2009.0,,,,1.0,,,,232102010.0,232102.0,23.0,2.0,1.0,2.0,10.0,
1804,,,,26.0,28000.0,700.0,8000.0,2009.0,,,,1.0,,,,232102012.0,232102.0,23.0,2.0,1.0,2.0,12.0,
1812,,,,35.0,17000.0,300.0,8000.0,2009.0,,,,1.0,,,,232102014.0,232102.0,23.0,2.0,1.0,2.0,14.0,
1821,,,,28.0,17000.0,1400.0,5000.0,2009.0,,,,1.0,,,,232102016.0,232102.0,23.0,2.0,1.0,2.0,16.0,
1828,,,,21.0,5000.0,0.0,0.0,2009.0,,,,1.0,,,,232102017.0,232102.0,23.0,2.0,1.0,2.0,17.0,
1834,,,,7.0,4000.0,200.0,2000.0,2009.0,,,,1.0,,,,232102018.0,232102.0,23.0,2.0,1.0,2.0,18.0,
1840,,,,17.0,6000.0,0.0,400.0,2009.0,,,,1.0,,,,232102019.0,232102.0,23.0,2.0,1.0,2.0,19.0,
1847,,,,29.0,15000.0,5000.0,8000.0,2009.0,,,,1.0,,,,232102020.0,232102.0,23.0,2.0,1.0,2.0,20.0,
1852,,,,27.0,12000.0,0.0,7000.0,2009.0,,,,1.0,,,,232102081.0,232102.0,23.0,2.0,1.0,2.0,81.0,
1857,,,,25.0,20000.0,0.0,9800.0,2009.0,,,,1.0,,,,232102082.0,232102.0,23.0,2.0,1.0,2.0,82.0,
1861,,,,4.0,2400.0,270.0,1000.0,2009.0,,,,1.0,,,,232102083.0,232102.0,23.0,2.0,1.0,2.0,83.0,
1878,,,,10.0,9000.0,0.0,2000.0,2009.0,,,,1.0,,,,232103002.0,232103.0,23.0,2.0,1.0,3.0,2.0,
1884,,,,15.0,12000.0,1000.0,2000.0,2009.0,,,,1.0,,,,232103003.0,232103.0,23.0,2.0,1.0,3.0,3.0,
1891,,,,10.0,8000.0,200.0,1000.0,2009.0,,,,1.0,,,,232103004.0,232103.0,23.0,2.0,1.0,3.0,4.0,
1897,,,,45.0,20000.0,400.0,7000.0,2009.0,,,,1.0,,,,232103006.0,232103.0,23.0,2.0,1.0,3.0,6.0,
1904,,,,40.0,35000.0,200.0,5000.0,2009.0,,,,1.0,,,,232103007.0,232103.0,23.0,2.0,1.0,3.0,7.0,
1913,,,,40.0,10000.0,200.0,2000.0,2009.0,,,,1.0,,,,232103009.0,232103.0,23.0,2.0,1.0,3.0,9.0,
1920,,,,60.0,50000.0,300.0,6000.0,2009.0,,,,1.0,,,,232103010.0,232103.0,23.0,2.0,1.0,3.0,10.0,
1927,,,,20.0,17000.0,0.0,2200.0,2009.0,,,,1.0,,,,232103011.0,232103.0,23.0,2.0,1.0,3.0,11.0,
1932,,,,18.0,13000.0,100.0,2000.0,2009.0,,,,1.0,,,,232103013.0,232103.0,23.0,2.0,1.0,3.0,13.0,
1937,,,,14.0,8000.0,-9999.0,3000.0,2009.0,,,,1.0,,,,232103014.0,232103.0,23.0,2.0,1.0,3.0,14.0,
1944,,,,18.0,7000.0,-9999.0,3000.0,2009.0,,,,1.0,,,,232103015.0,232103.0,23.0,2.0,1.0,3.0,15.0,
1949,,,,17.0,14000.0,100.0,5000.0,2009.0,,,,1.0,,,,232103016.0,232103.0,23.0,2.0,1.0,3.0,16.0,
1959,,,,14.0,11000.0,150.0,3000.0,2009.0,,,,1.0,,,,232103020.0,232103.0,23.0,2.0,1.0,3.0,20.0,
1964,,,,15.0,10000.0,0.0,5000.0,2009.0,,,,1.0,,,,232103062.0,232103.0,23.0,2.0,1.0,3.0,62.0,
1969,,,,12.0,9000.0,0.0,4000.0,2009.0,,,,1.0,,,,232103063.0,232103.0,23.0,2.0,1.0,3.0,63.0,
1974,,,,50.0,30000.0,1300.0,8000.0,2009.0,,,,1.0,,,,232103064.0,232103.0,23.0,2.0,1.0,3.0,64.0,
1978,,,,30.0,24000.0,3000.0,6000.0,2009.0,,,,1.0,,,,232103081.0,232103.0,23.0,2.0,1.0,3.0,81.0,
1997,,,,10.0,7000.0,200.0,1000.0,2009.0,,,,1.0,,,,232104004.0,232104.0,23.0,2.0,1.0,4.0,4.0,
2003,,,,9.0,5000.0,350.0,2000.0,2009.0,,,,1.0,,,,232104005.0,232104.0,23.0,2.0,1.0,4.0,5.0,
2010,,,,3.0,3000.0,3000.0,1000.0,2009.0,,,,1.0,,,,232104008.0,232104.0,23.0,2.0,1.0,4.0,8.0,
2016,,,,7.0,4000.0,100.0,1500.0,2009.0,,,,1.0,,,,232104010.0,232104.0,23.0,2.0,1.0,4.0,10.0,
2021,,,,9.0,0.0,5000.0,1500.0,2009.0,,,,1.0,,,,232104013.0,232104.0,23.0,2.0,1.0,4.0,13.0,
2026,,,,5.0,3000.0,100.0,1300.0,2009.0,,,,1.0,,,,232104014.0,232104.0,23.0,2.0,1.0,4.0,14.0,
2031,,,,8.0,4000.0,500.0,1600.0,2009.0,,,,1.0,,,,232104015.0,232104.0,23.0,2.0,1.0,4.0,15.0,
2038,,,,14.0,11000.0,300.0,5000.0,2009.0,,,,1.0,,,,232104016.0,232104.0,23.0,2.0,1.0,4.0,16.0,
2048,,,,17.0,17000.0,100.0,5000.0,2009.0,,,,1.0,,,,232104019.0,232104.0,23.0,2.0,1.0,4.0,19.0,
2054,,,,7.0,4000.0,300.0,1800.0,2009.0,,,,1.0,,,,232104061.0,232104.0,23.0,2.0,1.0,4.0,61.0,
2061,,,,5.0,3000.0,0.0,1700.0,2009.0,,,,1.0,,,,232104063.0,232104.0,23.0,2.0,1.0,4.0,63.0,
2066,,,,5.0,0.0,2000.0,1000.0,2009.0,,,,1.0,,,,232104064.0,232104.0,23.0,2.0,1.0,4.0,64.0,
2070,,,,8.0,8000.0,0.0,3000.0,2009.0,,,,1.0,,,,232104082.0,232104.0,23.0,2.0,1.0,4.0,82.0,
2074,,,,15.0,30000.0,10000.0,4000.0,2009.0,,,,1.0,,,,232104083.0,232104.0,23.0,2.0,1.0,4.0,83.0,
2081,,,,7.0,10000.0,3000.0,1000.0,2009.0,,,,1.0,,,,232104085.0,232104.0,23.0,2.0,1.0,4.0,85.0,
2085,,,,10.0,0.0,5500.0,2000.0,2009.0,,,,1.0,,,,232104086.0,232104.0,23.0,2.0,1.0,4.0,86.0,
2087,,,,9.0,10000.0,0.0,2500.0,2009.0,,,,1.0,,,,232104121.0,232104.0,23.0,2.0,1.0,4.0,121.0,
2098,,,,44.0,20000.0,500.0,7000.0,2009.0,,,,1.0,,,,232202001.0,232202.0,23.0,2.0,2.0,2.0,1.0,
2108,,,,40.0,20000.0,500.0,7000.0,2009.0,,,,1.0,,,,232202004.0,232202.0,23.0,2.0,2.0,2.0,4.0,
2113,,,,40.0,25000.0,2000.0,9000.0,2009.0,,,,1.0,,,,232202005.0,232202.0,23.0,2.0,2.0,2.0,5.0,
2120,,,,52.0,20000.0,2000.0,7000.0,2009.0,,,,1.0,,,,232202007.0,232202.0,23.0,2.0,2.0,2.0,7.0,
2126,,,,20.0,5000.0,300.0,1500.0,2009.0,,,,1.0,,,,232202008.0,232202.0,23.0,2.0,2.0,2.0,8.0,
2136,,,,30.0,15000.0,500.0,5000.0,2009.0,,,,1.0,,,,232202011.0,232202.0,23.0,2.0,2.0,2.0,11.0,
2150,,,,20.0,11000.0,400.0,5000.0,2009.0,,,,1.0,,,,232202014.0,232202.0,23.0,2.0,2.0,2.0,14.0,
2158,,,,40.0,20000.0,200.0,4000.0,2009.0,,,,1.0,,,,232202016.0,232202.0,23.0,2.0,2.0,2.0,16.0,
2165,,,,20.0,10000.0,200.0,3000.0,2009.0,,,,1.0,,,,232202018.0,232202.0,23.0,2.0,2.0,2.0,18.0,
2174,,,,8.0,3000.0,1000.0,500.0,2009.0,,,,1.0,,,,232202020.0,232202.0,23.0,2.0,2.0,2.0,20.0,
2184,,,,20.0,5000.0,100.0,2000.0,2009.0,,,,1.0,,,,232202081.0,232202.0,23.0,2.0,2.0,2.0,81.0,
2188,,,,55.0,25000.0,500.0,9800.0,2009.0,,,,1.0,,,,232202089.0,232202.0,23.0,2.0,2.0,2.0,89.0,
2191,,,,10.0,5500.0,400.0,500.0,2009.0,,,,1.0,,,,232202101.0,232202.0,23.0,2.0,2.0,2.0,101.0,
2195,,,,30.0,10500.0,500.0,5000.0,2009.0,,,,1.0,,,,232202102.0,232202.0,23.0,2.0,2.0,2.0,102.0,
2198,,,,20.0,11000.0,500.0,5000.0,2009.0,,,,1.0,,,,232202103.0,232202.0,23.0,2.0,2.0,2.0,103.0,
2202,,,,50.0,25000.0,500.0,1100.0,2009.0,,,,1.0,,,,232202104.0,232202.0,23.0,2.0,2.0,2.0,104.0,
2204,,,,20.0,9000.0,300.0,4000.0,2009.0,,,,1.0,,,,232202121.0,232202.0,23.0,2.0,2.0,2.0,121.0,
2212,,,,4.0,2500.0,200.0,300.0,2009.0,,,,1.0,,,,232203001.0,232203.0,23.0,2.0,2.0,3.0,1.0,
2216,,,,14.0,10000.0,500.0,2000.0,2009.0,,,,1.0,,,,232203003.0,232203.0,23.0,2.0,2.0,3.0,3.0,
2222,,,,8.0,3000.0,100.0,300.0,2009.0,,,,1.0,,,,232203005.0,232203.0,23.0,2.0,2.0,3.0,5.0,
2231,,,,12.0,10000.0,300.0,1500.0,2009.0,,,,1.0,,,,232203009.0,232203.0,23.0,2.0,2.0,3.0,9.0,
2240,,,,10.0,10000.0,500.0,1000.0,2009.0,,,,1.0,,,,232203011.0,232203.0,23.0,2.0,2.0,3.0,11.0,
2246,,,,20.0,20000.0,600.0,7000.0,2009.0,,,,1.0,,,,232203012.0,232203.0,23.0,2.0,2.0,3.0,12.0,
2254,,,,4.0,1000.0,200.0,200.0,2009.0,,,,1.0,,,,232203014.0,232203.0,23.0,2.0,2.0,3.0,14.0,
2260,,,,4.0,1600.0,200.0,300.0,2009.0,,,,1.0,,,,232203015.0,232203.0,23.0,2.0,2.0,3.0,15.0,
2269,,,,6.0,2600.0,200.0,500.0,2009.0,,,,1.0,,,,232203017.0,232203.0,23.0,2.0,2.0,3.0,17.0,
2278,,,,6.0,2000.0,200.0,300.0,2009.0,,,,1.0,,,,232203020.0,232203.0,23.0,2.0,2.0,3.0,20.0,
2292,,,,6.0,1000.0,100.0,200.0,2009.0,,,,1.0,,,,232203083.0,232203.0,23.0,2.0,2.0,3.0,83.0,
2294,,,,2.0,1000.0,-9999.0,100.0,2009.0,,,,1.0,,,,232203084.0,232203.0,23.0,2.0,2.0,3.0,84.0,
2298,,,,8.0,3000.0,-9999.0,800.0,2009.0,,,,1.0,,,,232203101.0,232203.0,23.0,2.0,2.0,3.0,101.0,
2300,,,,10.0,11000.0,300.0,800.0,2009.0,,,,1.0,,,,232203121.0,232203.0,23.0,2.0,2.0,3.0,121.0,
2302,,,,12.0,14000.0,300.0,2000.0,2009.0,,,,1.0,,,,232203122.0,232203.0,23.0,2.0,2.0,3.0,122.0,
2305,,,,7.0,1500.0,300.0,300.0,2009.0,,,,1.0,,,,232203123.0,232203.0,23.0,2.0,2.0,3.0,123.0,
2307,,,,12.0,10000.0,-9999.0,1000.0,2009.0,,,,1.0,,,,232203125.0,232203.0,23.0,2.0,2.0,3.0,125.0,
2315,,,,40.0,20000.0,2000.0,5000.0,2009.0,,,,1.0,,,,232204001.0,232204.0,23.0,2.0,2.0,4.0,1.0,
2322,,,,48.0,35000.0,3500.0,7500.0,2009.0,,,,1.0,,,,232204002.0,232204.0,23.0,2.0,2.0,4.0,2.0,
2329,,,,21.0,12000.0,500.0,4000.0,2009.0,,,,1.0,,,,232204003.0,232204.0,23.0,2.0,2.0,4.0,3.0,
2335,,,,28.0,13000.0,500.0,4000.0,2009.0,,,,1.0,,,,232204004.0,232204.0,23.0,2.0,2.0,4.0,4.0,
2341,,,,28.0,15000.0,200.0,4500.0,2009.0,,,,1.0,,,,232204005.0,232204.0,23.0,2.0,2.0,4.0,5.0,
2352,,,,14.0,8000.0,300.0,700.0,2009.0,,,,1.0,,,,232204007.0,232204.0,23.0,2.0,2.0,4.0,7.0,
2358,,,,20.0,10000.0,200.0,2000.0,2009.0,,,,1.0,,,,232204008.0,232204.0,23.0,2.0,2.0,4.0,8.0,
2364,,,,15.0,8000.0,150.0,2000.0,2009.0,,,,1.0,,,,232204009.0,232204.0,23.0,2.0,2.0,4.0,9.0,
2379,,,,30.0,18000.0,150.0,6000.0,2009.0,,,,1.0,,,,232204013.0,232204.0,23.0,2.0,2.0,4.0,13.0,
2386,,,,4.0,2500.0,100.0,750.0,2009.0,,,,1.0,,,,232204014.0,232204.0,23.0,2.0,2.0,4.0,14.0,
2396,,,,31.0,25000.0,1000.0,8000.0,2009.0,,,,1.0,,,,232204016.0,232204.0,23.0,2.0,2.0,4.0,16.0,
2406,,,,28.0,18000.0,500.0,5000.0,2009.0,,,,1.0,,,,232204018.0,232204.0,23.0,2.0,2.0,4.0,18.0,
2410,,,,12.0,5500.0,200.0,2000.0,2009.0,,,,1.0,,,,232204019.0,232204.0,23.0,2.0,2.0,4.0,19.0,
2416,,,,30.0,15000.0,300.0,4500.0,2009.0,,,,1.0,,,,232204020.0,232204.0,23.0,2.0,2.0,4.0,20.0,
2425,,,,23.0,10000.0,300.0,4500.0,2009.0,,,,1.0,,,,232204088.0,232204.0,23.0,2.0,2.0,4.0,88.0,
2434,,,,30.0,10000.0,-9999.0,5600.0,2009.0,,,,1.0,,,,232302002.0,232302.0,23.0,2.0,3.0,2.0,2.0,
2437,,,,75.0,40000.0,-9999.0,-999.0,2009.0,,,,1.0,,,,232302003.0,232302.0,23.0,2.0,3.0,2.0,3.0,
2442,,,,50.0,30000.0,1200.0,-999.0,2009.0,,,,1.0,,,,232302004.0,232302.0,23.0,2.0,3.0,2.0,4.0,
2448,,,,75.0,32000.0,-9999.0,-999.0,2009.0,,,,1.0,,,,232302005.0,232302.0,23.0,2.0,3.0,2.0,5.0,
2465,,,,30.0,16000.0,-9999.0,4000.0,2009.0,,,,1.0,,,,232302010.0,232302.0,23.0,2.0,3.0,2.0,10.0,
2470,,,,71.0,40000.0,1500.0,-999.0,2009.0,,,,1.0,,,,232302011.0,232302.0,23.0,2.0,3.0,2.0,11.0,
2475,,,,40.0,18000.0,700.0,7000.0,2009.0,,,,1.0,,,,232302012.0,232302.0,23.0,2.0,3.0,2.0,12.0,
2481,,,,26.0,12000.0,7000.0,5000.0,2009.0,,,,1.0,,,,232302013.0,232302.0,23.0,2.0,3.0,2.0,13.0,
2488,,,,20.0,1000.0,500.0,4000.0,2009.0,,,,1.0,,,,232302014.0,232302.0,23.0,2.0,3.0,2.0,14.0,
2494,,,,30.0,20000.0,600.0,-999.0,2009.0,,,,1.0,,,,232302015.0,232302.0,23.0,2.0,3.0,2.0,15.0,
2503,,,,66.0,48000.0,300.0,-999.0,2009.0,,,,1.0,,,,232302017.0,232302.0,23.0,2.0,3.0,2.0,17.0,
2510,,,,34.0,20000.0,300.0,9000.0,2009.0,,,,1.0,,,,232302018.0,232302.0,23.0,2.0,3.0,2.0,18.0,
2517,,,,35.0,20000.0,500.0,7000.0,2009.0,,,,1.0,,,,232302019.0,232302.0,23.0,2.0,3.0,2.0,19.0,
2524,,,,13.0,8000.0,300.0,3000.0,2009.0,,,,1.0,,,,232302020.0,232302.0,23.0,2.0,3.0,2.0,20.0,
2527,,,,60.0,35000.0,500.0,-999.0,2009.0,,,,1.0,,,,232302081.0,232302.0,23.0,2.0,3.0,2.0,81.0,
2531,,,,135.0,90000.0,-9999.0,-999.0,2009.0,,,,1.0,,,,232302082.0,232302.0,23.0,2.0,3.0,2.0,82.0,
2533,,,,60.0,40000.0,500.0,-999.0,2009.0,,,,1.0,,,,232302121.0,232302.0,23.0,2.0,3.0,2.0,121.0,
2547,,,,18.0,5000.0,-9999.0,3000.0,2009.0,,,,1.0,,,,232303002.0,232303.0,23.0,2.0,3.0,3.0,2.0,
2552,,,,9.0,4200.0,-9999.0,2000.0,2009.0,,,,1.0,,,,232303003.0,232303.0,23.0,2.0,3.0,3.0,3.0,
2558,,,,60.0,46000.0,-9999.0,-999.0,2009.0,,,,1.0,,,,232303004.0,232303.0,23.0,2.0,3.0,3.0,4.0,
2562,,,,7.0,3000.0,-9999.0,1200.0,2009.0,,,,1.0,,,,232303005.0,232303.0,23.0,2.0,3.0,3.0,5.0,
2570,,,,27.0,12000.0,-9999.0,4500.0,2009.0,,,,1.0,,,,232303007.0,232303.0,23.0,2.0,3.0,3.0,7.0,
2576,,,,65.0,65000.0,-9999.0,-999.0,2009.0,,,,1.0,,,,232303008.0,232303.0,23.0,2.0,3.0,3.0,8.0,
2598,,,,20.0,4500.0,-9999.0,2500.0,2009.0,,,,1.0,,,,232303014.0,232303.0,23.0,2.0,3.0,3.0,14.0,
2603,,,,77.0,-9999.0,2000.0,-999.0,2009.0,,,,1.0,,,,232303015.0,232303.0,23.0,2.0,3.0,3.0,15.0,
2609,,,,21.0,19000.0,1000.0,8000.0,2009.0,,,,1.0,,,,232303016.0,232303.0,23.0,2.0,3.0,3.0,16.0,
2624,,,,15.0,9000.0,300.0,2000.0,2009.0,,,,1.0,,,,232303081.0,232303.0,23.0,2.0,3.0,3.0,81.0,
2627,,,,20.0,15000.0,300.0,4000.0,2009.0,,,,1.0,,,,232303101.0,232303.0,23.0,2.0,3.0,3.0,101.0,
2636,,,,30.0,20000.0,600.0,8500.0,2009.0,,,,1.0,,,,232304001.0,232304.0,23.0,2.0,3.0,4.0,1.0,
2642,,,,33.0,15000.0,-9999.0,3300.0,2009.0,,,,1.0,,,,232304002.0,232304.0,23.0,2.0,3.0,4.0,2.0,
2649,,,,27.0,10000.0,-9999.0,4000.0,2009.0,,,,1.0,,,,232304003.0,232304.0,23.0,2.0,3.0,4.0,3.0,
2657,,,,200.0,62000.0,500.0,-999.0,2009.0,,,,1.0,,,,232304005.0,232304.0,23.0,2.0,3.0,4.0,5.0,
2666,,,,18.0,9000.0,4000.0,4200.0,2009.0,,,,1.0,,,,232304007.0,232304.0,23.0,2.0,3.0,4.0,7.0,
2670,,,,30.0,20000.0,-9999.0,-999.0,2009.0,,,,1.0,,,,232304008.0,232304.0,23.0,2.0,3.0,4.0,8.0,
2677,,,,15.0,5000.0,300.0,3000.0,2009.0,,,,1.0,,,,232304010.0,232304.0,23.0,2.0,3.0,4.0,10.0,
2683,,,,25.0,8000.0,1500.0,3000.0,2009.0,,,,1.0,,,,232304011.0,232304.0,23.0,2.0,3.0,4.0,11.0,
2690,,,,36.0,15000.0,200.0,3000.0,2009.0,,,,1.0,,,,232304012.0,232304.0,23.0,2.0,3.0,4.0,12.0,
2706,,,,45.0,20000.0,500.0,-999.0,2009.0,,,,1.0,,,,232304016.0,232304.0,23.0,2.0,3.0,4.0,16.0,
2718,,,,18.0,7000.0,550.0,4000.0,2009.0,,,,1.0,,,,232304019.0,232304.0,23.0,2.0,3.0,4.0,19.0,
2724,,,,40.0,23000.0,500.0,6500.0,2009.0,,,,1.0,,,,232304020.0,232304.0,23.0,2.0,3.0,4.0,20.0,
2728,,,,12.0,7000.0,-9999.0,3000.0,2009.0,,,,1.0,,,,232304081.0,232304.0,23.0,2.0,3.0,4.0,81.0,
2731,,,,9.0,5500.0,-9999.0,3800.0,2009.0,,,,1.0,,,,232304082.0,232304.0,23.0,2.0,3.0,4.0,82.0,
2732,,,,36.0,17500.0,600.0,6500.0,2009.0,,,,1.0,,,,232304121.0,232304.0,23.0,2.0,3.0,4.0,121.0,
2733,,,,23.0,,800.0,,2009.0,,,,1.0,,,,232304122.0,232304.0,23.0,2.0,3.0,4.0,122.0,
2758,,,,18.0,10000.0,2400.0,5000.0,2009.0,,,,1.0,,,,232402004.0,232402.0,23.0,2.0,4.0,2.0,4.0,
2765,,,,180.0,80000.0,3000.0,,2009.0,,,,1.0,,,,232402005.0,232402.0,23.0,2.0,4.0,2.0,5.0,
2769,,,,15.0,6000.0,3000.0,600.0,2009.0,,,,1.0,,,,232402006.0,232402.0,23.0,2.0,4.0,2.0,6.0,
2774,,,,6.0,2000.0,700.0,300.0,2009.0,,,,1.0,,,,232402007.0,232402.0,23.0,2.0,4.0,2.0,7.0,
2779,,,,12.0,9000.0,100.0,2000.0,2009.0,,,,1.0,,,,232402008.0,232402.0,23.0,2.0,4.0,2.0,8.0,
2785,,,,50.0,32000.0,270.0,,2009.0,,,,1.0,,,,232402010.0,232402.0,23.0,2.0,4.0,2.0,10.0,
2791,,,,4.0,3000.0,900.0,600.0,2009.0,,,,1.0,,,,232402011.0,232402.0,23.0,2.0,4.0,2.0,11.0,
2797,,,,30.0,7000.0,3000.0,3500.0,2009.0,,,,1.0,,,,232402012.0,232402.0,23.0,2.0,4.0,2.0,12.0,
2802,,,,12.0,7500.0,1000.0,4000.0,2009.0,,,,1.0,,,,232402015.0,232402.0,23.0,2.0,4.0,2.0,15.0,
2808,,,,5.0,1700.0,900.0,600.0,2009.0,,,,1.0,,,,232402016.0,232402.0,23.0,2.0,4.0,2.0,16.0,
2814,,,,15.0,8000.0,2000.0,4000.0,2009.0,,,,1.0,,,,232402017.0,232402.0,23.0,2.0,4.0,2.0,17.0,
2823,,,,45.0,20000.0,2000.0,,2009.0,,,,1.0,,,,232402019.0,232402.0,23.0,2.0,4.0,2.0,19.0,
2829,,,,15.0,4000.0,-9999.0,2800.0,2009.0,,,,1.0,,,,232402020.0,232402.0,23.0,2.0,4.0,2.0,20.0,
2834,,,,10.0,7000.0,-9999.0,4000.0,2009.0,,,,1.0,,,,232402061.0,232402.0,23.0,2.0,4.0,2.0,61.0,
2838,,,,40.0,40000.0,2000.0,3000.0,2009.0,,,,1.0,,,,232402081.0,232402.0,23.0,2.0,4.0,2.0,81.0,
2843,,,,15.0,4000.0,-9999.0,2000.0,2009.0,,,,1.0,,,,232402103.0,232402.0,23.0,2.0,4.0,2.0,103.0,
2853,,,,70.0,40000.0,8000.0,2000.0,2009.0,,,,1.0,,,,232403001.0,232403.0,23.0,2.0,4.0,3.0,1.0,
2862,,,,30.0,8000.0,2000.0,3500.0,2009.0,,,,1.0,,,,232403003.0,232403.0,23.0,2.0,4.0,3.0,3.0,
2869,,,,210.0,80000.0,3000.0,,2009.0,,,,1.0,,,,232403004.0,232403.0,23.0,2.0,4.0,3.0,4.0,
2877,,,,120.0,30000.0,6000.0,9900.0,2009.0,,,,1.0,,,,232403006.0,232403.0,23.0,2.0,4.0,3.0,6.0,
2885,,,,30.0,10000.0,1000.0,7000.0,2009.0,,,,1.0,,,,232403010.0,232403.0,23.0,2.0,4.0,3.0,10.0,
2915,,,,15.0,8000.0,4000.0,2000.0,2009.0,,,,1.0,,,,232403062.0,232403.0,23.0,2.0,4.0,3.0,62.0,
2921,,,,70.0,50000.0,2000.0,,2009.0,,,,1.0,,,,232403063.0,232403.0,23.0,2.0,4.0,3.0,63.0,
2928,,,,45.0,20000.0,1000.0,8100.0,2009.0,,,,1.0,,,,232403081.0,232403.0,23.0,2.0,4.0,3.0,81.0,
2935,,,,15.0,2000.0,1000.0,1500.0,2009.0,,,,1.0,,,,232403121.0,232403.0,23.0,2.0,4.0,3.0,121.0,
2937,,,,45.0,20000.0,3000.0,8000.0,2009.0,,,,1.0,,,,232403122.0,232403.0,23.0,2.0,4.0,3.0,122.0,
2941,,,,30.0,6000.0,2000.0,1000.0,2009.0,,,,1.0,,,,232403124.0,232403.0,23.0,2.0,4.0,3.0,124.0,
2943,,,,20.0,23000.0,5000.0,,2009.0,,,,1.0,,,,232403125.0,232403.0,23.0,2.0,4.0,3.0,125.0,
2948,,,,90.0,10000.0,1000.0,5000.0,2009.0,,,,1.0,,,,232403128.0,232403.0,23.0,2.0,4.0,3.0,128.0,
2952,,,,45.0,10000.0,1000.0,3000.0,2009.0,,,,1.0,,,,232403130.0,232403.0,23.0,2.0,4.0,3.0,130.0,
2958,,,,37.0,30000.0,4000.0,,2009.0,,,,1.0,,,,232404001.0,232404.0,23.0,2.0,4.0,4.0,1.0,
2964,,,,6.0,3000.0,1200.0,1200.0,2009.0,,,,1.0,,,,232404002.0,232404.0,23.0,2.0,4.0,4.0,2.0,
2973,,,,30.0,7000.0,-9999.0,3800.0,2009.0,,,,1.0,,,,232404004.0,232404.0,23.0,2.0,4.0,4.0,4.0,
2979,,,,105.0,70000.0,8000.0,4000.0,2009.0,,,,1.0,,,,232404005.0,232404.0,23.0,2.0,4.0,4.0,5.0,
2989,,,,60.0,12000.0,2000.0,5000.0,2009.0,,,,1.0,,,,232404008.0,232404.0,23.0,2.0,4.0,4.0,8.0,
2994,,,,6.0,3000.0,6000.0,2000.0,2009.0,,,,1.0,,,,232404009.0,232404.0,23.0,2.0,4.0,4.0,9.0,
3005,,,,13.0,10000.0,10000.0,5000.0,2009.0,,,,1.0,,,,232404012.0,232404.0,23.0,2.0,4.0,4.0,12.0,
3011,,,,60.0,30000.0,2000.0,2000.0,2009.0,,,,1.0,,,,232404013.0,232404.0,23.0,2.0,4.0,4.0,13.0,
3021,,,,20.0,21000.0,2000.0,9999.0,2009.0,,,,1.0,,,,232404015.0,232404.0,23.0,2.0,4.0,4.0,15.0,
3030,,,,19.0,13900.0,2000.0,9000.0,2009.0,,,,1.0,,,,232404017.0,232404.0,23.0,2.0,4.0,4.0,17.0,
3037,,,,20.0,23000.0,3000.0,9999.0,2009.0,,,,1.0,,,,232404018.0,232404.0,23.0,2.0,4.0,4.0,18.0,
3044,,,,30.0,14000.0,3000.0,7000.0,2009.0,,,,1.0,,,,232404019.0,232404.0,23.0,2.0,4.0,4.0,19.0,
3049,,,,25.0,8000.0,2000.0,4000.0,2009.0,,,,1.0,,,,232404020.0,232404.0,23.0,2.0,4.0,4.0,20.0,
