,e1,e2,e11c,e11d,e14a,e16a,e12,wave,e11e,e11a,e11b,e2b,e12_cln,e14a_cln,e16a_cln,hhid,commid,t1,t2,t3,t4,t5,e16a1
4971,,,,1.0,-9999.0,1000.0,100.0,2009.0,,,,1.0,,,,322404019.0,322404.0,32.0,2.0,4.0,4.0,19.0,
4978,,,,4.0,2000.0,2000.0,600.0,2009.0,,,,1.0,,,,322404041.0,322404.0,32.0,2.0,4.0,4.0,41.0,
4984,,,,1.0,900.0,1300.0,400.0,2009.0,,,,1.0,,,,322404081.0,322404.0,32.0,2.0,4.0,4.0,81.0,
4988,,,,1.0,700.0,300.0,300.0,2009.0,,,,1.0,,,,322404082.0,322404.0,32.0,2.0,4.0,4.0,82.0,
4994,,,,3.0,2500.0,2000.0,700.0,2009.0,,,,1.0,,,,322404084.0,322404.0,32.0,2.0,4.0,4.0,84.0,
4996,,,,3.0,3800.0,2000.0,700.0,2009.0,,,,1.0,,,,322404121.0,322404.0,32.0,2.0,4.0,4.0,121.0,
4998,,,,4.0,3000.0,1000.0,600.0,2009.0,,,,1.0,,,,322404122.0,322404.0,32.0,2.0,4.0,4.0,122.0,
5003,,,,1.0,3000.0,1000.0,600.0,2009.0,,,,1.0,,,,371201101.0,371201.0,37.0,1.0,2.0,1.0,101.0,
5004,,,,3.0,5000.0,1000.0,2000.0,2009.0,,,,1.0,,,,371201125.0,371201.0,37.0,1.0,2.0,1.0,125.0,
5024,,,,3.0,1200.0,120.0,400.0,2009.0,,,,1.0,,,,372103002.0,372103.0,37.0,2.0,1.0,3.0,2.0,
5031,,,,1.0,1500.0,-9999.0,261.0,2009.0,,,,1.0,,,,372103003.0,372103.0,37.0,2.0,1.0,3.0,3.0,
5038,,,,1.0,3500.0,500.0,300.0,2009.0,,,,1.0,,,,372103005.0,372103.0,37.0,2.0,1.0,3.0,5.0,
5046,,,,10.0,10000.0,1000.0,1000.0,2009.0,,,,1.0,,,,372103006.0,372103.0,37.0,2.0,1.0,3.0,6.0,
5054,,,,7.0,7800.0,2000.0,900.0,2009.0,,,,1.0,,,,372103007.0,372103.0,37.0,2.0,1.0,3.0,7.0,
5062,,,,4.0,4000.0,800.0,500.0,2009.0,,,,1.0,,,,372103008.0,372103.0,37.0,2.0,1.0,3.0,8.0,
5077,,,,6.0,6000.0,-9999.0,1800.0,2009.0,,,,1.0,,,,372103010.0,372103.0,37.0,2.0,1.0,3.0,10.0,
5085,,,,9.0,6300.0,500.0,2000.0,2009.0,,,,1.0,,,,372103011.0,372103.0,37.0,2.0,1.0,3.0,11.0,
5095,,,,5.0,5000.0,3000.0,1000.0,2009.0,,,,1.0,,,,372103013.0,372103.0,37.0,2.0,1.0,3.0,13.0,
5113,,,,5.0,5000.0,2000.0,800.0,2009.0,,,,1.0,,,,372103017.0,372103.0,37.0,2.0,1.0,3.0,17.0,
5129,,,,15.0,22500.0,5000.0,2300.0,2009.0,,,,1.0,,,,372103019.0,372103.0,37.0,2.0,1.0,3.0,19.0,
5141,,,,5.0,3500.0,1000.0,2000.0,2009.0,,,,1.0,,,,372103081.0,372103.0,37.0,2.0,1.0,3.0,81.0,
5148,,,,12.0,10000.0,2000.0,3000.0,2009.0,,,,1.0,,,,372103121.0,372103.0,37.0,2.0,1.0,3.0,121.0,
5180,,,,3.0,4000.0,400.0,1200.0,2009.0,,,,1.0,,,,372104005.0,372104.0,37.0,2.0,1.0,4.0,5.0,
5194,,,,1.0,1500.0,700.0,300.0,2009.0,,,,1.0,,,,372104008.0,372104.0,37.0,2.0,1.0,4.0,8.0,
5201,,,,2.0,3000.0,800.0,1000.0,2009.0,,,,1.0,,,,372104009.0,372104.0,37.0,2.0,1.0,4.0,9.0,
5205,,,,7.0,10000.0,500.0,2000.0,2009.0,,,,1.0,,,,372104010.0,372104.0,37.0,2.0,1.0,4.0,10.0,
5219,,,,5.0,7000.0,1000.0,1100.0,2009.0,,,,1.0,,,,372104012.0,372104.0,37.0,2.0,1.0,4.0,12.0,
5226,,,,2.0,4000.0,1000.0,600.0,2009.0,,,,1.0,,,,372104013.0,372104.0,37.0,2.0,1.0,4.0,13.0,
5243,,,,5.0,5000.0,1000.0,300.0,2009.0,,,,1.0,,,,372104015.0,372104.0,37.0,2.0,1.0,4.0,15.0,
5249,,,,3.0,8000.0,9999.0,300.0,2009.0,,,,1.0,,,,372104016.0,372104.0,37.0,2.0,1.0,4.0,16.0,
5265,,,,3.0,3000.0,1000.0,400.0,2009.0,,,,1.0,,,,372104018.0,372104.0,37.0,2.0,1.0,4.0,18.0,
5273,,,,4.0,3500.0,900.0,500.0,2009.0,,,,1.0,,,,372104019.0,372104.0,37.0,2.0,1.0,4.0,19.0,
5282,,,,4.0,5000.0,500.0,400.0,2009.0,,,,1.0,,,,372104020.0,372104.0,37.0,2.0,1.0,4.0,20.0,
5285,,,,5.0,5000.0,500.0,1000.0,2009.0,,,,1.0,,,,372104081.0,372104.0,37.0,2.0,1.0,4.0,81.0,
5288,,,,2.0,2000.0,0.0,300.0,2009.0,,,,1.0,,,,372104082.0,372104.0,37.0,2.0,1.0,4.0,82.0,
5290,,,,4.0,2000.0,1000.0,600.0,2009.0,,,,1.0,,,,372104121.0,372104.0,37.0,2.0,1.0,4.0,121.0,
5300,,,,2.0,2800.0,1000.0,800.0,2009.0,,,,1.0,,,,372201005.0,372201.0,37.0,2.0,2.0,1.0,5.0,
5326,,,,7.0,5000.0,-9999.0,2000.0,2009.0,,,,1.0,,,,372202001.0,372202.0,37.0,2.0,2.0,2.0,1.0,
5333,,,,4.0,3000.0,-9999.0,800.0,2009.0,,,,1.0,,,,372202002.0,372202.0,37.0,2.0,2.0,2.0,2.0,
5340,,,,11.0,3000.0,-9999.0,600.0,2009.0,,,,1.0,,,,372202003.0,372202.0,37.0,2.0,2.0,2.0,3.0,
5348,,,,7.0,3000.0,-9999.0,600.0,2009.0,,,,1.0,,,,372202005.0,372202.0,37.0,2.0,2.0,2.0,5.0,
5355,,,,1.0,1500.0,1200.0,300.0,2009.0,,,,1.0,,,,372202006.0,372202.0,37.0,2.0,2.0,2.0,6.0,
5361,,,,8.0,42000.0,4000.0,2000.0,2009.0,,,,1.0,,,,372202007.0,372202.0,37.0,2.0,2.0,2.0,7.0,
5369,,,,6.0,9000.0,5000.0,900.0,2009.0,,,,1.0,,,,372202008.0,372202.0,37.0,2.0,2.0,2.0,8.0,
5376,,,,2.0,6000.0,2200.0,750.0,2009.0,,,,1.0,,,,372202009.0,372202.0,37.0,2.0,2.0,2.0,9.0,
5383,,,,2.0,4000.0,2000.0,1000.0,2009.0,,,,1.0,,,,372202010.0,372202.0,37.0,2.0,2.0,2.0,10.0,
5394,,,,4.0,3800.0,-9999.0,5100.0,2009.0,,,,1.0,,,,372202012.0,372202.0,37.0,2.0,2.0,2.0,12.0,
5400,,,,3.0,-9999.0,-9999.0,5100.0,2009.0,,,,1.0,,,,372202013.0,372202.0,37.0,2.0,2.0,2.0,13.0,
5408,,,,4.0,-9999.0,-9999.0,5800.0,2009.0,,,,1.0,,,,372202014.0,372202.0,37.0,2.0,2.0,2.0,14.0,
5416,,,,5.0,5100.0,-9999.0,2000.0,2009.0,,,,1.0,,,,372202015.0,372202.0,37.0,2.0,2.0,2.0,15.0,
5446,,,,4.0,-9999.0,-9999.0,-999.0,2009.0,,,,1.0,,,,372202019.0,372202.0,37.0,2.0,2.0,2.0,19.0,
5453,,,,6.0,-9999.0,-9999.0,-999.0,2009.0,,,,1.0,,,,372202020.0,372202.0,37.0,2.0,2.0,2.0,20.0,
5455,,,,-99.0,-9999.0,-9999.0,-999.0,2009.0,,,,1.0,,,,372202101.0,372202.0,37.0,2.0,2.0,2.0,101.0,
5456,,,,2.0,-9999.0,-9999.0,-999.0,2009.0,,,,1.0,,,,372202121.0,372202.0,37.0,2.0,2.0,2.0,121.0,
5458,,,,2.0,-9999.0,-9999.0,-999.0,2009.0,,,,1.0,,,,372202122.0,372202.0,37.0,2.0,2.0,2.0,122.0,
5460,,,,5.0,19000.0,-9999.0,1500.0,2009.0,,,,1.0,,,,372202123.0,372202.0,37.0,2.0,2.0,2.0,123.0,
5461,,,,2.0,-9999.0,-9999.0,-999.0,2009.0,,,,1.0,,,,372202124.0,372202.0,37.0,2.0,2.0,2.0,124.0,
5462,,,,6.0,6000.0,-9999.0,2000.0,2009.0,,,,1.0,,,,372202125.0,372202.0,37.0,2.0,2.0,2.0,125.0,
5463,,,,3.0,2400.0,-9999.0,5000.0,2009.0,,,,1.0,,,,372202126.0,372202.0,37.0,2.0,2.0,2.0,126.0,
5471,,,,7.0,12000.0,1000.0,3000.0,2009.0,,,,1.0,,,,372203001.0,372203.0,37.0,2.0,2.0,3.0,1.0,
5480,,,,9.0,13000.0,2600.0,3600.0,2009.0,,,,1.0,,,,372203002.0,372203.0,37.0,2.0,2.0,3.0,2.0,
5485,,,,4.0,8000.0,1000.0,1500.0,2009.0,,,,1.0,,,,372203003.0,372203.0,37.0,2.0,2.0,3.0,3.0,
5492,,,,14.0,23600.0,3600.0,4400.0,2009.0,,,,1.0,,,,372203004.0,372203.0,37.0,2.0,2.0,3.0,4.0,
5499,,,,6.0,11000.0,1200.0,2700.0,2009.0,,,,1.0,,,,372203005.0,372203.0,37.0,2.0,2.0,3.0,5.0,
5518,,,,6.0,10000.0,1000.0,0.0,2009.0,,,,1.0,,,,372203008.0,372203.0,37.0,2.0,2.0,3.0,8.0,
5527,,,,8.0,12000.0,8000.0,900.0,2009.0,,,,1.0,,,,372203009.0,372203.0,37.0,2.0,2.0,3.0,9.0,
5536,,,,3.0,3500.0,700.0,750.0,2009.0,,,,1.0,,,,372203010.0,372203.0,37.0,2.0,2.0,3.0,10.0,
5544,,,,11.0,20000.0,3000.0,3800.0,2009.0,,,,1.0,,,,372203011.0,372203.0,37.0,2.0,2.0,3.0,11.0,
5553,,,,5.0,9000.0,700.0,1700.0,2009.0,,,,1.0,,,,372203012.0,372203.0,37.0,2.0,2.0,3.0,12.0,
5562,,,,8.0,14000.0,1000.0,2200.0,2009.0,,,,1.0,,,,372203013.0,372203.0,37.0,2.0,2.0,3.0,13.0,
5571,,,,9.0,16000.0,1500.0,3500.0,2009.0,,,,1.0,,,,372203014.0,372203.0,37.0,2.0,2.0,3.0,14.0,
5579,,,,12.0,20000.0,2100.0,4100.0,2009.0,,,,1.0,,,,372203015.0,372203.0,37.0,2.0,2.0,3.0,15.0,
5587,,,,6.0,12000.0,1100.0,3000.0,2009.0,,,,1.0,,,,372203016.0,372203.0,37.0,2.0,2.0,3.0,16.0,
5596,,,,6.0,10000.0,1200.0,2300.0,2009.0,,,,1.0,,,,372203017.0,372203.0,37.0,2.0,2.0,3.0,17.0,
5605,,,,9.0,17000.0,2000.0,4000.0,2009.0,,,,1.0,,,,372203018.0,372203.0,37.0,2.0,2.0,3.0,18.0,
5614,,,,6.0,10100.0,800.0,2280.0,2009.0,,,,1.0,,,,372203019.0,372203.0,37.0,2.0,2.0,3.0,19.0,
5622,,,,5.0,8000.0,800.0,1400.0,2009.0,,,,1.0,,,,372203020.0,372203.0,37.0,2.0,2.0,3.0,20.0,
5626,,,,5.0,6000.0,1000.0,1300.0,2009.0,,,,1.0,,,,372203101.0,372203.0,37.0,2.0,2.0,3.0,101.0,
5630,,,,4.0,12000.0,2000.0,3000.0,2009.0,,,,1.0,,,,372203102.0,372203.0,37.0,2.0,2.0,3.0,102.0,
5634,,,,6.0,10000.0,1000.0,2400.0,2009.0,,,,1.0,,,,372203103.0,372203.0,37.0,2.0,2.0,3.0,103.0,
5643,,,,2.0,2000.0,-9999.0,400.0,2009.0,,,,1.0,,,,372204001.0,372204.0,37.0,2.0,2.0,4.0,1.0,
5651,,,,3.0,3000.0,-9999.0,600.0,2009.0,,,,1.0,,,,372204002.0,372204.0,37.0,2.0,2.0,4.0,2.0,
5663,,,,2.0,2000.0,-9999.0,400.0,2009.0,,,,1.0,,,,372204004.0,372204.0,37.0,2.0,2.0,4.0,4.0,
5672,,,,3.0,3000.0,-9999.0,600.0,2009.0,,,,1.0,,,,372204005.0,372204.0,37.0,2.0,2.0,4.0,5.0,
5686,,,,6.0,8000.0,3000.0,1800.0,2009.0,,,,1.0,,,,372204007.0,372204.0,37.0,2.0,2.0,4.0,7.0,
5693,,,,9.0,20000.0,10000.0,2000.0,2009.0,,,,1.0,,,,372204009.0,372204.0,37.0,2.0,2.0,4.0,9.0,
5706,,,,10.0,70000.0,10000.0,-999.0,2009.0,,,,1.0,,,,372204011.0,372204.0,37.0,2.0,2.0,4.0,11.0,
5713,,,,10.0,7000.0,3000.0,1000.0,2009.0,,,,1.0,,,,372204012.0,372204.0,37.0,2.0,2.0,4.0,12.0,
5720,,,,1.0,1200.0,-9999.0,320.0,2009.0,,,,1.0,,,,372204013.0,372204.0,37.0,2.0,2.0,4.0,13.0,
5732,,,,2.0,-9999.0,-9999.0,420.0,2009.0,,,,1.0,,,,372204015.0,372204.0,37.0,2.0,2.0,4.0,15.0,
5751,,,,4.0,6200.0,-9999.0,1100.0,2009.0,,,,1.0,,,,372204018.0,372204.0,37.0,2.0,2.0,4.0,18.0,
5757,,,,3.0,5100.0,3200.0,1300.0,2009.0,,,,1.0,,,,372204019.0,372204.0,37.0,2.0,2.0,4.0,19.0,
5765,,,,10.0,8000.0,3000.0,2000.0,2009.0,,,,1.0,,,,372204020.0,372204.0,37.0,2.0,2.0,4.0,20.0,
5767,,,,5.0,10000.0,2000.0,1000.0,2009.0,,,,1.0,,,,372204123.0,372204.0,37.0,2.0,2.0,4.0,123.0,
5824,,,,1.0,1300.0,200.0,200.0,2009.0,,,,1.0,,,,372303001.0,372303.0,37.0,2.0,3.0,3.0,1.0,
5831,,,,2.0,1600.0,420.0,1000.0,2009.0,,,,1.0,,,,372303002.0,372303.0,37.0,2.0,3.0,3.0,2.0,
5840,,,,3.0,3000.0,900.0,1200.0,2009.0,,,,1.0,,,,372303004.0,372303.0,37.0,2.0,3.0,3.0,4.0,
5848,,,,2.0,1100.0,1400.0,1200.0,2009.0,,,,1.0,,,,372303005.0,372303.0,37.0,2.0,3.0,3.0,5.0,
5855,,,,25.0,2000.0,650.0,1100.0,2009.0,,,,1.0,,,,372303006.0,372303.0,37.0,2.0,3.0,3.0,6.0,
5869,,,,2.0,0.0,1600.0,800.0,2009.0,,,,1.0,,,,372303010.0,372303.0,37.0,2.0,3.0,3.0,10.0,
5875,,,,,700.0,450.0,1500.0,2009.0,,,,1.0,,,,372303011.0,372303.0,37.0,2.0,3.0,3.0,11.0,
5883,,,,2.0,1100.0,1200.0,1100.0,2009.0,,,,1.0,,,,372303012.0,372303.0,37.0,2.0,3.0,3.0,12.0,
5889,,,,2.0,2500.0,2300.0,1800.0,2009.0,,,,1.0,,,,372303013.0,372303.0,37.0,2.0,3.0,3.0,13.0,
5904,,,,2.0,2300.0,670.0,1300.0,2009.0,,,,1.0,,,,372303017.0,372303.0,37.0,2.0,3.0,3.0,17.0,
5916,,,,2.0,4930.0,480.0,1580.0,2009.0,,,,1.0,,,,372303019.0,372303.0,37.0,2.0,3.0,3.0,19.0,
5934,,,,1.0,1000.0,900.0,800.0,2009.0,,,,1.0,,,,372303082.0,372303.0,37.0,2.0,3.0,3.0,82.0,
5943,,,,3.0,2000.0,2000.0,2000.0,2009.0,,,,1.0,,,,372304002.0,372304.0,37.0,2.0,3.0,4.0,2.0,
5952,,,,5.0,3600.0,6000.0,3500.0,2009.0,,,,1.0,,,,372304003.0,372304.0,37.0,2.0,3.0,4.0,3.0,
5960,,,,38.0,4100.0,1000.0,2000.0,2009.0,,,,1.0,,,,372304004.0,372304.0,37.0,2.0,3.0,4.0,4.0,
5966,,,,3.0,2100.0,2100.0,1500.0,2009.0,,,,1.0,,,,372304005.0,372304.0,37.0,2.0,3.0,4.0,5.0,
5983,,,,3.0,2300.0,1200.0,1800.0,2009.0,,,,1.0,,,,372304011.0,372304.0,37.0,2.0,3.0,4.0,11.0,
5990,,,,3.0,2700.0,2500.0,2500.0,2009.0,,,,1.0,,,,372304013.0,372304.0,37.0,2.0,3.0,4.0,13.0,
5998,,,,1.0,5000.0,850.0,900.0,2009.0,,,,1.0,,,,372304014.0,372304.0,37.0,2.0,3.0,4.0,14.0,
6010,,,,2.0,2500.0,-9999.0,500.0,2009.0,,,,1.0,,,,372304018.0,372304.0,37.0,2.0,3.0,4.0,18.0,
6018,,,,3.0,3200.0,3000.0,1000.0,2009.0,,,,1.0,,,,372304019.0,372304.0,37.0,2.0,3.0,4.0,19.0,
6030,,,,3.0,2500.0,1200.0,850.0,2009.0,,,,1.0,,,,372304031.0,372304.0,37.0,2.0,3.0,4.0,31.0,
6037,,,,4.0,3500.0,1000.0,1000.0,2009.0,,,,1.0,,,,372304041.0,372304.0,37.0,2.0,3.0,4.0,41.0,
6046,,,,4.0,4000.0,2000.0,1500.0,2009.0,,,,1.0,,,,372304081.0,372304.0,37.0,2.0,3.0,4.0,81.0,
6060,,,,1.0,0.0,-9999.0,-999.0,2009.0,,,,1.0,,,,372402003.0,372402.0,37.0,2.0,4.0,2.0,3.0,
6068,,,,2.0,1000.0,-9999.0,400.0,2009.0,,,,1.0,,,,372402004.0,372402.0,37.0,2.0,4.0,2.0,4.0,
6092,,,,2.0,2000.0,400.0,500.0,2009.0,,,,1.0,,,,372402009.0,372402.0,37.0,2.0,4.0,2.0,9.0,
6098,,,,-99.0,1500.0,2400.0,230.0,2009.0,,,,1.0,,,,372402010.0,372402.0,37.0,2.0,4.0,2.0,10.0,
6106,,,,3.0,600.0,300.0,200.0,2009.0,,,,1.0,,,,372402011.0,372402.0,37.0,2.0,4.0,2.0,11.0,
6116,,,,4.0,2000.0,2000.0,1200.0,2009.0,,,,1.0,,,,372402014.0,372402.0,37.0,2.0,4.0,2.0,14.0,
6127,,,,1.0,0.0,1000.0,200.0,2009.0,,,,1.0,,,,372402016.0,372402.0,37.0,2.0,4.0,2.0,16.0,
6147,,,,3.0,1500.0,3000.0,350.0,2009.0,,,,1.0,,,,372402020.0,372402.0,37.0,2.0,4.0,2.0,20.0,
6152,,,,3.0,1000.0,500.0,800.0,2009.0,,,,1.0,,,,372402041.0,372402.0,37.0,2.0,4.0,2.0,41.0,
6158,,,,4.0,0.0,4000.0,-999.0,2009.0,,,,1.0,,,,372402042.0,372402.0,37.0,2.0,4.0,2.0,42.0,
6165,,,,2.0,3000.0,700.0,1000.0,2009.0,,,,1.0,,,,372402044.0,372402.0,37.0,2.0,4.0,2.0,44.0,
6171,,,,1.0,1400.0,800.0,300.0,2009.0,,,,1.0,,,,372402045.0,372402.0,37.0,2.0,4.0,2.0,45.0,
6174,,,,2.0,-9999.0,-9999.0,-999.0,2009.0,,,,1.0,,,,372402121.0,372402.0,37.0,2.0,4.0,2.0,121.0,
6176,,,,4.0,1000.0,3000.0,2000.0,2009.0,,,,1.0,,,,372402122.0,372402.0,37.0,2.0,4.0,2.0,122.0,
6179,,,,2.0,900.0,500.0,700.0,2009.0,,,,1.0,,,,372402123.0,372402.0,37.0,2.0,4.0,2.0,123.0,
6181,,,,4.0,-9999.0,-9999.0,-999.0,2009.0,,,,1.0,,,,372402125.0,372402.0,37.0,2.0,4.0,2.0,125.0,
6189,,,,2.0,0.0,1400.0,600.0,2009.0,,,,1.0,,,,372403001.0,372403.0,37.0,2.0,4.0,3.0,1.0,
6197,,,,4.0,1500.0,5000.0,1000.0,2009.0,,,,1.0,,,,372403003.0,372403.0,37.0,2.0,4.0,3.0,3.0,
6209,,,,2.0,0.0,-9999.0,-999.0,2009.0,,,,1.0,,,,372403005.0,372403.0,37.0,2.0,4.0,3.0,5.0,
6217,,,,1.0,0.0,1000.0,300.0,2009.0,,,,1.0,,,,372403006.0,372403.0,37.0,2.0,4.0,3.0,6.0,
6225,,,,4.0,1000.0,1800.0,900.0,2009.0,,,,1.0,,,,372403007.0,372403.0,37.0,2.0,4.0,3.0,7.0,
6233,,,,4.0,800.0,2000.0,1500.0,2009.0,,,,1.0,,,,372403008.0,372403.0,37.0,2.0,4.0,3.0,8.0,
6248,,,,3.0,800.0,2000.0,1000.0,2009.0,,,,1.0,,,,372403010.0,372403.0,37.0,2.0,4.0,3.0,10.0,
6254,,,,2.0,0.0,2000.0,500.0,2009.0,,,,1.0,,,,372403011.0,372403.0,37.0,2.0,4.0,3.0,11.0,
6263,,,,7.0,5000.0,1000.0,2200.0,2009.0,,,,1.0,,,,372403012.0,372403.0,37.0,2.0,4.0,3.0,12.0,
6272,,,,2.0,0.0,2000.0,1000.0,2009.0,,,,1.0,,,,372403014.0,372403.0,37.0,2.0,4.0,3.0,14.0,
6291,,,,7.0,1000.0,700.0,300.0,2009.0,,,,1.0,,,,372403017.0,372403.0,37.0,2.0,4.0,3.0,17.0,
6299,,,,3.0,1000.0,1000.0,1000.0,2009.0,,,,1.0,,,,372403019.0,372403.0,37.0,2.0,4.0,3.0,19.0,
6304,,,,6.0,0.0,-9999.0,1800.0,2009.0,,,,1.0,,,,372403020.0,372403.0,37.0,2.0,4.0,3.0,20.0,
6309,,,,5.0,3000.0,5000.0,1000.0,2009.0,,,,1.0,,,,372403041.0,372403.0,37.0,2.0,4.0,3.0,41.0,
6314,,,,2.0,2000.0,0.0,600.0,2009.0,,,,1.0,,,,372403042.0,372403.0,37.0,2.0,4.0,3.0,42.0,
6323,,,,2.0,0.0,3000.0,600.0,2009.0,,,,1.0,,,,372403044.0,372403.0,37.0,2.0,4.0,3.0,44.0,
6330,,,,3.0,-9999.0,2000.0,1200.0,2009.0,,,,1.0,,,,372403045.0,372403.0,37.0,2.0,4.0,3.0,45.0,
6333,,,,2.0,0.0,1000.0,600.0,2009.0,,,,1.0,,,,372403122.0,372403.0,37.0,2.0,4.0,3.0,122.0,
6340,,,,12.0,5000.0,1500.0,2500.0,2009.0,,,,1.0,,,,372404001.0,372404.0,37.0,2.0,4.0,4.0,1.0,
6349,,,,4.0,-9999.0,2500.0,1200.0,2009.0,,,,1.0,,,,372404002.0,372404.0,37.0,2.0,4.0,4.0,2.0,
6358,,,,5.0,2500.0,-9999.0,1000.0,2009.0,,,,1.0,,,,372404003.0,372404.0,37.0,2.0,4.0,4.0,3.0,
6368,,,,5.0,6000.0,1350.0,3300.0,2009.0,,,,1.0,,,,372404005.0,372404.0,37.0,2.0,4.0,4.0,5.0,
6383,,,,2.0,700.0,1000.0,600.0,2009.0,,,,1.0,,,,372404007.0,372404.0,37.0,2.0,4.0,4.0,7.0,
6391,,,,2.0,0.0,1000.0,200.0,2009.0,,,,1.0,,,,372404008.0,372404.0,37.0,2.0,4.0,4.0,8.0,
6400,,,,3.0,1000.0,3000.0,1500.0,2009.0,,,,1.0,,,,372404009.0,372404.0,37.0,2.0,4.0,4.0,9.0,
6408,,,,8.0,2000.0,3000.0,1000.0,2009.0,,,,1.0,,,,372404010.0,372404.0,37.0,2.0,4.0,4.0,10.0,
6416,,,,5.0,3000.0,4000.0,1300.0,2009.0,,,,1.0,,,,372404011.0,372404.0,37.0,2.0,4.0,4.0,11.0,
6424,,,,6.0,1000.0,6000.0,700.0,2009.0,,,,1.0,,,,372404012.0,372404.0,37.0,2.0,4.0,4.0,12.0,
6439,,,,2.0,500.0,1000.0,500.0,2009.0,,,,1.0,,,,372404014.0,372404.0,37.0,2.0,4.0,4.0,14.0,
6453,,,,6.0,900.0,-9999.0,1320.0,2009.0,,,,1.0,,,,372404016.0,372404.0,37.0,2.0,4.0,4.0,16.0,
6466,,,,4.0,1000.0,-9999.0,600.0,2009.0,,,,1.0,,,,372404019.0,372404.0,37.0,2.0,4.0,4.0,19.0,
6474,,,,2.0,0.0,2000.0,500.0,2009.0,,,,1.0,,,,372404020.0,372404.0,37.0,2.0,4.0,4.0,20.0,
6478,,,,5.0,5000.0,-9999.0,1500.0,2009.0,,,,1.0,,,,372404041.0,372404.0,37.0,2.0,4.0,4.0,41.0,
6537,,,,1.0,1000.0,0.0,200.0,2009.0,,,,1.0,,,,411103017.0,411103.0,41.0,1.0,1.0,3.0,17.0,
6556,,,,1.0,1800.0,-9999.0,-999.0,2009.0,,,,1.0,,,,411103044.0,411103.0,41.0,1.0,1.0,3.0,44.0,
6559,,,,1.0,200.0,200.0,100.0,2009.0,,,,1.0,,,,411103082.0,411103.0,41.0,1.0,1.0,3.0,82.0,
6562,,,,-99.0,0.0,-9999.0,-999.0,2009.0,,,,1.0,,,,411103101.0,411103.0,41.0,1.0,1.0,3.0,101.0,
6564,,,,1.0,-9999.0,1000.0,300.0,2009.0,,,,1.0,,,,411103122.0,411103.0,41.0,1.0,1.0,3.0,122.0,
6630,,,,2.0,2000.0,3000.0,500.0,2009.0,,,,1.0,,,,411203002.0,411203.0,41.0,1.0,2.0,3.0,2.0,
6642,,,,1.0,1200.0,700.0,800.0,2009.0,,,,1.0,,,,411203004.0,411203.0,41.0,1.0,2.0,3.0,4.0,
6650,,,,-99.0,200.0,500.0,400.0,2009.0,,,,1.0,,,,411203005.0,411203.0,41.0,1.0,2.0,3.0,5.0,
6660,,,,3.0,2000.0,10000.0,1000.0,2009.0,,,,1.0,,,,411203007.0,411203.0,41.0,1.0,2.0,3.0,7.0,
6666,,,,2.0,200.0,200.0,40.0,2009.0,,,,1.0,,,,411203008.0,411203.0,41.0,1.0,2.0,3.0,8.0,
6671,,,,2.0,-9999.0,-9999.0,-999.0,2009.0,,,,1.0,,,,411203010.0,411203.0,41.0,1.0,2.0,3.0,10.0,
6687,,,,1.0,1200.0,1000.0,600.0,2009.0,,,,1.0,,,,411203013.0,411203.0,41.0,1.0,2.0,3.0,13.0,
6700,,,,1.0,600.0,1500.0,200.0,2009.0,,,,1.0,,,,411203015.0,411203.0,41.0,1.0,2.0,3.0,15.0,
6717,,,,1.0,600.0,1200.0,500.0,2009.0,,,,1.0,,,,411203018.0,411203.0,41.0,1.0,2.0,3.0,18.0,
6723,,,,2.0,1000.0,1000.0,600.0,2009.0,,,,1.0,,,,411203019.0,411203.0,41.0,1.0,2.0,3.0,19.0,
6733,,,,2.0,2500.0,3200.0,1300.0,2009.0,,,,1.0,,,,411203041.0,411203.0,41.0,1.0,2.0,3.0,41.0,
6738,,,,2.0,2000.0,1000.0,500.0,2009.0,,,,1.0,,,,411203121.0,411203.0,41.0,1.0,2.0,3.0,121.0,
6740,,,,4.0,-9999.0,3000.0,600.0,2009.0,,,,1.0,,,,411203122.0,411203.0,41.0,1.0,2.0,3.0,122.0,
6742,,,,3.0,2000.0,2000.0,1160.0,2009.0,,,,1.0,,,,411203123.0,411203.0,41.0,1.0,2.0,3.0,123.0,
6746,,,,1.0,1000.0,1000.0,300.0,2009.0,,,,1.0,,,,411203126.0,411203.0,41.0,1.0,2.0,3.0,126.0,
6760,,,,2.0,1500.0,2300.0,500.0,2009.0,,,,1.0,,,,411204002.0,411204.0,41.0,1.0,2.0,4.0,2.0,
6766,,,,7.0,1500.0,2000.0,500.0,2009.0,,,,1.0,,,,411204003.0,411204.0,41.0,1.0,2.0,4.0,3.0,
6774,,,,5.0,-9999.0,2000.0,500.0,2009.0,,,,1.0,,,,411204004.0,411204.0,41.0,1.0,2.0,4.0,4.0,
6779,,,,8.0,2800.0,4000.0,1500.0,2009.0,,,,1.0,,,,411204005.0,411204.0,41.0,1.0,2.0,4.0,5.0,
6786,,,,3.0,2100.0,100.0,200.0,2009.0,,,,1.0,,,,411204006.0,411204.0,41.0,1.0,2.0,4.0,6.0,
6793,,,,3.0,3000.0,1000.0,1200.0,2009.0,,,,1.0,,,,411204007.0,411204.0,41.0,1.0,2.0,4.0,7.0,
6805,,,,5.0,4000.0,2000.0,500.0,2009.0,,,,1.0,,,,411204010.0,411204.0,41.0,1.0,2.0,4.0,10.0,
