,wave,hhid,hhbus,hhbusimp,hhfarm,hhfarmimp,hhfish,hhfishimp,hhgardimp,hhgard,hhlvst,hhlvstimp,hhothr,hhothrimp,hhsub,hhsubimp,hhretire,hhretireimp,hhnrwage,hhnrwageimp,hhinc,hhincgross,hhexpense,hhincimp,commid,t1,urban,t6_a,t6_b,hhsize,hhinc_pc,cpi1988,cpi2015,index_new,index_old,hhinc_cpi,hhincpc_cpi,hhincgross_cpi,hhexpense_cpi
27951,2009.0,212201121.0,,,,,,,,,,,,,,,0.0,0.0,28800.0,0.0,28800.0,28800.0,0.0,0.0,212201.0,21.0,1.0,1.0,1.0,2.0,14400.0,2.91,0.85,0.85,2.91,33882.35294117647,16941.176470588234,33882.35294117647,0.0
27952,2009.0,212201122.0,,,,,,,,,,,,,,,6000.0,0.0,,0.0,6000.0,6000.0,0.0,0.0,212201.0,21.0,1.0,2.0,1.0,3.0,2000.0,2.91,0.85,0.85,2.91,7058.823529411765,2352.9411764705883,7058.823529411765,0.0
27953,2009.0,212202002.0,,,9000.0,0.0,,,0.0,4700.0,40.0,0.0,2200.0,0.0,200.0,0.0,0.0,0.0,,0.0,16140.0,21240.0,5100.0,0.0,212202.0,21.0,0.0,2.0,0.0,2.0,8070.0,2.52,0.74,0.74,2.52,21810.81081081081,10905.405405405405,28702.702702702703,6891.891891891892
27954,2009.0,212202003.0,,,9000.0,0.0,,,0.0,2330.0,220.0,0.0,2500.0,0.0,,,0.0,0.0,10000.0,0.0,24050.0,28600.0,4550.0,0.0,212202.0,21.0,0.0,2.0,0.0,2.0,12025.0,2.52,0.74,0.74,2.52,32500.0,16250.0,38648.64864864865,6148.648648648648
27955,2009.0,212202004.0,,,,0.0,,,0.0,5930.0,-200.0,0.0,,,,,0.0,0.0,47200.0,0.0,52930.0,53500.0,570.0,0.0,212202.0,21.0,0.0,4.0,0.0,4.0,13232.5,2.52,0.74,0.74,2.52,71527.02702702703,17881.756756756757,72297.2972972973,770.2702702702703
27956,2009.0,212202006.0,14400.0,0.0,2500.0,0.0,,,0.0,5900.0,900.0,0.0,1500.0,0.0,,,0.0,0.0,4800.0,0.0,30000.0,32400.0,2400.0,0.0,212202.0,21.0,0.0,2.0,1.0,3.0,10000.0,2.52,0.74,0.74,2.52,40540.54054054054,13513.513513513513,43783.78378378379,3243.2432432432433
27957,2009.0,212202007.0,,,5300.0,0.0,,,0.0,4700.0,200.0,0.0,,,,,0.0,0.0,,0.0,10200.0,13600.0,3400.0,0.0,212202.0,21.0,0.0,1.0,1.0,2.0,5100.0,2.52,0.74,0.74,2.52,13783.783783783783,6891.891891891892,18378.37837837838,4594.594594594595
27958,2009.0,212202009.0,7200.0,0.0,9500.0,0.0,,,0.0,7050.0,30.0,0.0,4000.0,0.0,,,0.0,0.0,,0.0,27780.0,38800.0,11020.0,0.0,212202.0,21.0,0.0,3.0,0.0,3.0,9260.0,2.52,0.74,0.74,2.52,37540.54054054054,12513.513513513513,52432.43243243243,14891.891891891892
27959,2009.0,212202010.0,,,,,,,,,250.0,0.0,,,,,0.0,0.0,14400.0,0.0,14650.0,14800.0,150.0,0.0,212202.0,21.0,0.0,2.0,1.0,3.0,4883.333333333333,2.52,0.74,0.74,2.52,19797.297297297297,6599.099099099099,20000.0,202.7027027027027
27960,2009.0,212202012.0,,,3500.0,0.0,,,0.0,7000.0,-300.0,0.0,,,,,0.0,0.0,14400.0,0.0,24600.0,25800.0,1200.0,0.0,212202.0,21.0,0.0,2.0,1.0,3.0,8200.0,2.52,0.74,0.74,2.52,33243.24324324325,11081.081081081082,34864.86486486487,1621.6216216216217
27961,2009.0,212202013.0,,,3000.0,0.0,,,0.0,1180.0,-2800.0,0.0,200.0,0.0,,,0.0,0.0,,0.0,1580.0,6400.0,4820.0,0.0,212202.0,21.0,0.0,2.0,0.0,2.0,790.0,2.52,0.74,0.74,2.52,2135.135135135135,1067.5675675675675,8648.648648648648,6513.513513513513
27962,2009.0,212202014.0,,,3000.0,0.0,,,0.0,2300.0,,0.0,,,,,0.0,0.0,,0.0,5300.0,7400.0,2100.0,0.0,212202.0,21.0,0.0,2.0,0.0,2.0,2650.0,2.52,0.74,0.74,2.52,7162.1621621621625,3581.0810810810813,10000.0,2837.837837837838
27963,2009.0,212202015.0,,,,,,,0.0,1420.0,500.0,0.0,7000.0,0.0,400.0,0.0,0.0,0.0,11040.0,0.0,20360.0,22080.0,1720.0,0.0,212202.0,21.0,0.0,3.0,0.0,3.0,6786.666666666667,2.52,0.74,0.74,2.52,27513.513513513513,9171.171171171172,29837.837837837837,2324.324324324324
27964,2009.0,212202016.0,,,10000.0,0.0,,,1.0,4086.0,,0.0,,,2000.0,0.0,0.0,0.0,28800.0,0.0,44886.0,50636.0,5750.0,1.0,212202.0,21.0,0.0,7.0,0.0,7.0,6412.285714285715,2.52,0.74,0.74,2.52,60656.75675675676,8665.250965250965,68427.02702702703,7770.27027027027
27965,2009.0,212202018.0,,,2000.0,0.0,,,0.0,2200.0,1340.0,0.0,800.0,0.0,,,0.0,0.0,,0.0,6340.0,11700.0,5360.0,0.0,212202.0,21.0,0.0,2.0,0.0,2.0,3170.0,2.52,0.74,0.74,2.52,8567.567567567568,4283.783783783784,15810.810810810812,7243.243243243243
27966,2009.0,212202020.0,,,,0.0,,,0.0,3500.0,,,,,,,0.0,0.0,14400.0,0.0,17900.0,18000.0,100.0,0.0,212202.0,21.0,0.0,3.0,0.0,3.0,5966.666666666667,2.52,0.74,0.74,2.52,24189.18918918919,8063.063063063064,24324.324324324323,135.13513513513513
27967,2009.0,212202062.0,,,2700.0,0.0,,,0.0,4120.0,45500.0,0.0,,,,,0.0,0.0,,0.0,52320.0,57700.0,5380.0,0.0,212202.0,21.0,0.0,3.0,2.0,5.0,10464.0,2.52,0.74,0.74,2.52,70702.7027027027,14140.54054054054,77972.97297297297,7270.27027027027
27968,2009.0,212202063.0,20400.0,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,20400.0,24000.0,3600.0,0.0,212202.0,21.0,0.0,1.0,2.0,3.0,6800.0,2.52,0.74,0.74,2.52,27567.567567567567,9189.18918918919,32432.432432432433,4864.864864864865
27969,2009.0,212202066.0,,,7000.0,0.0,,,0.0,2390.0,-750.0,0.0,,,,,0.0,0.0,12000.0,1.0,20640.0,24800.0,4160.0,1.0,212202.0,21.0,0.0,4.0,1.0,5.0,4128.0,2.52,0.74,0.74,2.52,27891.891891891893,5578.378378378378,33513.51351351351,5621.621621621622
27970,2009.0,212202081.0,6000.0,0.0,6000.0,0.0,,,,,,,,,,,0.0,0.0,18300.0,0.0,30300.0,44300.0,14000.0,0.0,212202.0,21.0,0.0,2.0,0.0,2.0,15150.0,2.52,0.74,0.74,2.52,40945.94594594595,20472.972972972973,59864.86486486487,18918.91891891892
27971,2009.0,212202121.0,7200.0,0.0,,,,,,,,,,,100.0,0.0,0.0,0.0,,0.0,7300.0,8500.0,1200.0,0.0,212202.0,21.0,0.0,2.0,1.0,3.0,2433.3333333333335,2.52,0.74,0.74,2.52,9864.864864864865,3288.2882882882886,11486.486486486487,1621.6216216216217
27972,2009.0,212202122.0,,,4743.0,1.0,,,0.0,5920.0,,,,,,,0.0,0.0,20400.0,0.0,31063.0,31343.0,280.0,1.0,212202.0,21.0,0.0,2.0,2.0,4.0,7765.75,2.52,0.74,0.74,2.52,41977.02702702703,10494.256756756757,42355.40540540541,378.3783783783784
27973,2009.0,212203001.0,18000.0,0.0,,,,,,,-2601.0,0.0,500.0,0.0,,,,0.0,,,15899.0,30900.0,15001.0,0.0,212203.0,21.0,0.0,1.0,2.0,3.0,5299.666666666667,2.52,0.74,0.74,2.52,21485.135135135137,7161.711711711712,41756.75675675676,20271.621621621623
27974,2009.0,212203003.0,,,9000.0,0.0,,,0.0,2330.0,2800.0,0.0,,,,,0.0,0.0,,0.0,14130.0,18900.0,4770.0,0.0,212203.0,21.0,0.0,5.0,1.0,6.0,2355.0,2.52,0.74,0.74,2.52,19094.594594594593,3182.4324324324325,25540.54054054054,6445.945945945946
27975,2009.0,212203006.0,,,4300.0,0.0,,,0.0,2350.0,250.0,0.0,,,,,0.0,0.0,,0.0,6900.0,7900.0,1000.0,0.0,212203.0,21.0,0.0,2.0,0.0,2.0,3450.0,2.52,0.74,0.74,2.52,9324.324324324325,4662.1621621621625,10675.675675675675,1351.3513513513515
27976,2009.0,212203008.0,,,6144.0,1.0,,,0.0,1755.0,800.0,0.0,3700.0,0.0,30.0,0.0,0.0,0.0,,0.0,12429.0,14174.0,1745.0,1.0,212203.0,21.0,0.0,2.0,0.0,2.0,6214.5,2.52,0.74,0.74,2.52,16795.945945945947,8397.972972972973,19154.054054054053,2358.1081081081084
27977,2009.0,212203012.0,,,5300.0,0.0,,,0.0,2330.0,3860.0,0.0,,,,,0.0,0.0,,0.0,11490.0,13900.0,2410.0,0.0,212203.0,21.0,0.0,2.0,0.0,2.0,5745.0,2.52,0.74,0.74,2.52,15527.027027027027,7763.513513513513,18783.783783783783,3256.7567567567567
27978,2009.0,212203015.0,,,,0.0,,,0.0,2350.0,2700.0,0.0,,,,,10800.0,0.0,,0.0,15850.0,17400.0,1550.0,0.0,212203.0,21.0,0.0,2.0,0.0,2.0,7925.0,2.52,0.74,0.74,2.52,21418.91891891892,10709.45945945946,23513.513513513513,2094.5945945945946
27979,2009.0,212203018.0,7200.0,0.0,,0.0,,,0.0,1760.0,100.0,0.0,,,,,0.0,0.0,,0.0,9060.0,10450.0,1390.0,0.0,212203.0,21.0,0.0,1.0,2.0,3.0,3020.0,2.52,0.74,0.74,2.52,12243.243243243243,4081.0810810810813,14121.621621621622,1878.3783783783783
27980,2009.0,212203019.0,,,14000.0,0.0,,,0.0,11800.0,,,,,,,0.0,0.0,,0.0,25800.0,28000.0,2200.0,0.0,212203.0,21.0,0.0,5.0,2.0,7.0,3685.714285714286,2.52,0.74,0.74,2.52,34864.86486486487,4980.694980694981,37837.83783783784,2972.972972972973
27981,2009.0,212203020.0,,,4200.0,0.0,,,,,,,3000.0,0.0,,,0.0,0.0,,0.0,7200.0,8000.0,800.0,0.0,212203.0,21.0,0.0,2.0,4.0,6.0,1200.0,2.52,0.74,0.74,2.52,9729.72972972973,1621.6216216216217,10810.810810810812,1081.081081081081
27982,2009.0,212203061.0,,,,0.0,,,0.0,5900.0,-80.0,0.0,1500.0,0.0,,,14400.0,0.0,,0.0,21720.0,22620.0,900.0,0.0,212203.0,21.0,0.0,2.0,0.0,2.0,10860.0,2.52,0.74,0.74,2.52,29351.351351351354,14675.675675675677,30567.567567567567,1216.2162162162163
27983,2009.0,212203062.0,,,2300.0,0.0,,,,,,,,,,,0.0,0.0,,0.0,2300.0,5000.0,2700.0,0.0,212203.0,21.0,0.0,2.0,2.0,4.0,575.0,2.52,0.74,0.74,2.52,3108.1081081081084,777.0270270270271,6756.756756756757,3648.6486486486488
27984,2009.0,212203063.0,,,,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,212203.0,21.0,0.0,2.0,2.0,4.0,0.0,2.52,0.74,0.74,2.52,0.0,0.0,0.0,0.0
27985,2009.0,212203064.0,,,3307.0,1.0,,,1.0,5118.181818181818,,,,,,,0.0,0.0,21600.0,0.0,30025.181818181816,31489.181818181816,1463.888888888889,1.0,212203.0,21.0,0.0,2.0,1.0,3.0,10008.393939393938,2.52,0.74,0.74,2.52,40574.57002457002,13524.856674856674,42552.9484029484,1978.2282282282283
27986,2009.0,212203065.0,,,,0.0,,,0.0,2300.0,,,,,,,14400.0,0.0,,0.0,16700.0,16800.0,100.0,0.0,212203.0,21.0,0.0,2.0,0.0,2.0,8350.0,2.52,0.74,0.74,2.52,22567.567567567567,11283.783783783783,22702.702702702703,135.13513513513513
27987,2009.0,212203081.0,,,,,,,,,,,4000.0,0.0,,,,0.0,,,4000.0,4000.0,0.0,0.0,212203.0,21.0,0.0,2.0,0.0,2.0,2000.0,2.52,0.74,0.74,2.52,5405.405405405406,2702.702702702703,5405.405405405406,0.0
27988,2009.0,212203083.0,,,,0.0,,,0.0,5900.0,,0.0,6000.0,0.0,,,0.0,0.0,,0.0,11900.0,12700.0,800.0,0.0,212203.0,21.0,0.0,2.0,0.0,2.0,5950.0,2.52,0.74,0.74,2.52,16081.081081081082,8040.540540540541,17162.162162162163,1081.081081081081
27989,2009.0,212203101.0,6000.0,0.0,3200.0,0.0,,,,,,,5000.0,0.0,,,0.0,0.0,,0.0,14200.0,21000.0,6800.0,0.0,212203.0,21.0,0.0,1.0,2.0,3.0,4733.333333333333,2.52,0.74,0.74,2.52,19189.18918918919,6396.396396396396,28378.37837837838,9189.18918918919
27990,2009.0,212203121.0,,,,,,,,,,,3000.0,0.0,,,,0.0,,,3000.0,3000.0,0.0,0.0,212203.0,21.0,0.0,1.0,2.0,3.0,1000.0,2.52,0.74,0.74,2.52,4054.054054054054,1351.3513513513515,4054.054054054054,0.0
27991,2009.0,212203122.0,,,,,,,,,,,8000.0,0.0,,,,0.0,,,8000.0,8000.0,0.0,0.0,212203.0,21.0,0.0,2.0,0.0,2.0,4000.0,2.52,0.74,0.74,2.52,10810.810810810812,5405.405405405406,10810.810810810812,0.0
27992,2009.0,212203123.0,,,19000.0,0.0,,,0.0,2300.0,-600.0,0.0,,,,,0.0,0.0,,0.0,20700.0,23500.0,2800.0,0.0,212203.0,21.0,0.0,2.0,1.0,3.0,6900.0,2.52,0.74,0.74,2.52,27972.972972972973,9324.324324324325,31756.756756756757,3783.7837837837837
27993,2009.0,212204004.0,,,4400.0,0.0,,,0.0,7050.0,-200.0,0.0,6500.0,0.0,,,0.0,0.0,6120.0,0.0,23870.0,27520.0,3650.0,0.0,212204.0,21.0,0.0,2.0,1.0,3.0,7956.666666666667,2.52,0.74,0.74,2.52,32256.756756756757,10752.252252252252,37189.18918918919,4932.4324324324325
27994,2009.0,212204005.0,,,1400.0,0.0,,,0.0,3500.0,200.0,0.0,,,,,0.0,0.0,6000.0,0.0,11100.0,12450.0,1350.0,0.0,212204.0,21.0,0.0,3.0,3.0,6.0,1850.0,2.52,0.74,0.74,2.52,15000.0,2500.0,16824.324324324323,1824.3243243243244
27995,2009.0,212204008.0,,,900.0,0.0,,,0.0,1180.0,-900.0,0.0,,,,,0.0,0.0,,0.0,1180.0,5400.0,4220.0,0.0,212204.0,21.0,0.0,1.0,2.0,3.0,393.3333333333333,2.52,0.74,0.74,2.52,1594.5945945945946,531.5315315315315,7297.2972972972975,5702.7027027027025
27996,2009.0,212204009.0,32400.0,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,32400.0,36000.0,3600.0,0.0,212204.0,21.0,0.0,2.0,1.0,3.0,10800.0,2.52,0.74,0.74,2.52,43783.78378378379,14594.594594594595,48648.64864864865,4864.864864864865
27997,2009.0,212204010.0,,,2600.0,0.0,,,0.0,3450.0,,0.0,,,,,,,,,6050.0,7180.0,1130.0,0.0,212204.0,21.0,0.0,1.0,2.0,3.0,2016.6666666666667,2.52,0.74,0.74,2.52,8175.675675675676,2725.2252252252256,9702.702702702703,1527.027027027027
27998,2009.0,212204011.0,-6000.0,0.0,6200.0,0.0,,,0.0,5900.0,11240.0,1.0,,,,,0.0,0.0,,0.0,17340.0,42840.0,25500.0,1.0,212204.0,21.0,0.0,2.0,2.0,4.0,4335.0,2.52,0.74,0.74,2.52,23432.432432432433,5858.108108108108,57891.89189189189,34459.45945945946
27999,2009.0,212204015.0,,,,0.0,,,0.0,5950.0,,,,,,,0.0,0.0,8400.0,0.0,14350.0,14400.0,50.0,0.0,212204.0,21.0,0.0,1.0,2.0,3.0,4783.333333333333,2.52,0.74,0.74,2.52,19391.891891891893,6463.963963963964,19459.45945945946,67.56756756756756
28000,2009.0,212204016.0,,,,,,,,,,,,,,,0.0,0.0,27201.0,0.0,27201.0,27201.0,0.0,0.0,212204.0,21.0,0.0,1.0,3.0,4.0,6800.25,2.52,0.74,0.74,2.52,36758.10810810811,9189.527027027027,36758.10810810811,0.0
28001,2009.0,212204017.0,,,2700.0,0.0,,,,,720.0,0.0,,,,,0.0,0.0,,0.0,3420.0,6600.0,3180.0,0.0,212204.0,21.0,0.0,2.0,2.0,4.0,855.0,2.52,0.74,0.74,2.52,4621.621621621622,1155.4054054054054,8918.918918918918,4297.2972972972975
28002,2009.0,212204018.0,,,2200.0,0.0,,,0.0,3500.0,1600.0,0.0,,,,,,,,,7300.0,9800.0,2500.0,0.0,212204.0,21.0,0.0,1.0,3.0,4.0,1825.0,2.52,0.74,0.74,2.52,9864.864864864865,2466.2162162162163,13243.243243243243,3378.3783783783783
28003,2009.0,212204020.0,,,4200.0,0.0,,,,,75.0,1.0,,,,,0.0,0.0,,0.0,4275.0,6568.125,2293.125,1.0,212204.0,21.0,0.0,1.0,3.0,4.0,1068.75,2.52,0.74,0.74,2.52,5777.0270270270275,1444.2567567567569,8875.844594594595,3098.8175675675675
28004,2009.0,212204061.0,2400.0,0.0,,,,,,,,,,0.0,,,0.0,0.0,,0.0,2400.0,4800.0,2400.0,0.0,212204.0,21.0,0.0,2.0,1.0,3.0,800.0,2.52,0.74,0.74,2.52,3243.2432432432433,1081.081081081081,6486.486486486487,3243.2432432432433
28005,2009.0,212204063.0,,,1085.0,1.0,,,0.0,2350.0,,,,,,,0.0,0.0,24000.0,0.0,27435.0,28300.0,864.8148148148149,1.0,212204.0,21.0,0.0,2.0,1.0,3.0,9145.0,2.52,0.74,0.74,2.52,37074.32432432433,12358.108108108108,38243.24324324325,1168.6686686686687
28006,2009.0,212204064.0,3600.0,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,3600.0,6000.0,2400.0,0.0,212204.0,21.0,0.0,1.0,3.0,4.0,900.0,2.52,0.74,0.74,2.52,4864.864864864865,1216.2162162162163,8108.108108108108,3243.2432432432433
28007,2009.0,212204065.0,,,400.0,0.0,,,0.0,2370.0,,,,,,,0.0,0.0,,0.0,2770.0,2900.0,130.0,0.0,212204.0,21.0,0.0,2.0,4.0,6.0,461.6666666666667,2.52,0.74,0.74,2.52,3743.2432432432433,623.8738738738739,3918.918918918919,175.67567567567568
28008,2009.0,212204066.0,16800.0,0.0,2776.0,1.0,,,0.0,8300.0,,,4400.0,0.0,,,0.0,0.0,,0.0,32276.0,34187.0,1911.1111111111113,1.0,212204.0,21.0,0.0,2.0,0.0,2.0,16138.0,2.52,0.74,0.74,2.52,43616.21621621622,21808.10810810811,46198.64864864865,2582.5825825825827
28009,2009.0,212204068.0,57600.0,0.0,,,,,,,,,,,,,,,,,57600.0,60000.0,2400.0,0.0,212204.0,21.0,0.0,2.0,2.0,4.0,14400.0,2.52,0.74,0.74,2.52,77837.83783783784,19459.45945945946,81081.08108108108,3243.2432432432433
28010,2009.0,212204081.0,27600.0,0.0,,,,,,,,,,,,,0.0,0.0,48000.0,0.0,75600.0,78000.0,2400.0,0.0,212204.0,21.0,0.0,2.0,1.0,3.0,25200.0,2.52,0.74,0.74,2.52,102162.16216216216,34054.05405405405,105405.4054054054,3243.2432432432433
28011,2009.0,212204121.0,,,2400.0,0.0,,,,,,0.0,,,,,0.0,0.0,,0.0,2400.0,3000.0,600.0,0.0,212204.0,21.0,0.0,1.0,2.0,3.0,800.0,2.52,0.74,0.74,2.52,3243.2432432432433,1081.081081081081,4054.054054054054,810.8108108108108
28012,2009.0,212302001.0,,,1180.0,0.0,,,0.0,3600.0,-1514.1666666666665,1.0,,,,,0.0,0.0,,0.0,3265.8333333333335,8680.0,5414.166666666666,1.0,212302.0,21.0,0.0,3.0,0.0,3.0,1088.611111111111,2.52,0.74,0.74,2.52,4413.288288288289,1471.096096096096,11729.72972972973,7316.4414414414405
28013,2009.0,212302003.0,,,6500.0,0.0,,,0.0,2380.0,-420.0,0.0,,,,,0.0,0.0,,0.0,8460.0,13100.0,4640.0,0.0,212302.0,21.0,0.0,2.0,2.0,4.0,2115.0,2.52,0.74,0.74,2.52,11432.432432432433,2858.1081081081084,17702.702702702703,6270.27027027027
28014,2009.0,212302004.0,,,,,,,,,,,750.0,0.0,,,,0.0,,,750.0,750.0,0.0,0.0,212302.0,21.0,0.0,1.0,0.0,1.0,750.0,2.52,0.74,0.74,2.52,1013.5135135135135,1013.5135135135135,1013.5135135135135,0.0
28015,2009.0,212302006.0,,,8300.0,0.0,,,0.0,2350.0,-1948.333333333333,1.0,,,,,0.0,0.0,,0.0,8701.666666666668,12020.0,3318.333333333333,1.0,212302.0,21.0,0.0,3.0,1.0,4.0,2175.416666666667,2.52,0.74,0.74,2.52,11759.00900900901,2939.7522522522527,16243.243243243243,4484.234234234234
28016,2009.0,212302007.0,,,39700.0,0.0,,,0.0,3580.0,-300.0,0.0,10500.0,0.0,,,0.0,0.0,500.0,0.0,53980.0,55900.0,1920.0,0.0,212302.0,21.0,0.0,2.0,1.0,3.0,17993.333333333332,2.52,0.74,0.74,2.52,72945.94594594595,24315.315315315314,75540.54054054055,2594.5945945945946
28017,2009.0,212302008.0,,,5600.0,0.0,,,0.0,2390.0,,,300.0,0.0,,,0.0,0.0,,0.0,8290.0,10900.0,2610.0,0.0,212302.0,21.0,0.0,2.0,0.0,2.0,4145.0,2.52,0.74,0.74,2.52,11202.702702702703,5601.351351351352,14729.72972972973,3527.027027027027
28018,2009.0,212302009.0,,,7000.0,0.0,,,0.0,11990.0,1800.0,0.0,3700.0,0.0,,,0.0,0.0,,0.0,24490.0,30500.0,6010.0,0.0,212302.0,21.0,0.0,1.0,1.0,2.0,12245.0,2.52,0.74,0.74,2.52,33094.59459459459,16547.297297297297,41216.21621621622,8121.621621621622
28019,2009.0,212302010.0,42000.0,0.0,2700.0,0.0,,,0.0,11850.0,12945.833333333334,1.0,2900.0,0.0,,,0.0,0.0,,0.0,72395.83333333333,98150.0,25754.166666666664,1.0,212302.0,21.0,0.0,3.0,2.0,5.0,14479.166666666666,2.52,0.74,0.74,2.52,97832.2072072072,19566.441441441442,132635.13513513515,34802.92792792792
28020,2009.0,212302011.0,,,11200.0,0.0,0.0,0.0,,,-2584.1666666666665,1.0,,,120.0,0.0,0.0,0.0,18000.0,0.0,26735.833333333336,35320.0,8584.166666666666,1.0,212302.0,21.0,0.0,5.0,0.0,5.0,5347.166666666667,2.52,0.74,0.74,2.52,36129.50450450451,7225.900900900901,47729.729729729734,11600.225225225224
28021,2009.0,212302012.0,,,13500.0,0.0,,,0.0,11900.0,,,1160.0,0.0,,,0.0,0.0,1160.0,0.0,27720.0,30320.0,2600.0,0.0,212302.0,21.0,0.0,2.0,2.0,4.0,6930.0,2.52,0.74,0.74,2.52,37459.45945945946,9364.864864864865,40972.97297297297,3513.5135135135138
28022,2009.0,212302013.0,0.0,0.0,5900.0,0.0,,,0.0,2390.0,,,,,,,0.0,0.0,200.0,0.0,8490.0,9800.0,1310.0,0.0,212302.0,21.0,0.0,2.0,0.0,2.0,4245.0,2.52,0.74,0.74,2.52,11472.972972972973,5736.486486486487,13243.243243243243,1770.2702702702702
28023,2009.0,212302014.0,,,,0.0,,,0.0,11900.0,-80.0,0.0,1200.0,0.0,,,,0.0,,,13020.0,13420.0,400.0,0.0,212302.0,21.0,0.0,2.0,0.0,2.0,6510.0,2.52,0.74,0.74,2.52,17594.594594594593,8797.297297297297,18135.135135135137,540.5405405405405
28024,2009.0,212302015.0,,,5500.0,0.0,,,0.0,1780.0,,,1200.0,0.0,,,0.0,0.0,20400.0,0.0,28880.0,33000.0,4120.0,0.0,212302.0,21.0,0.0,2.0,3.0,5.0,5776.0,2.52,0.74,0.74,2.52,39027.02702702703,7805.405405405406,44594.59459459459,5567.5675675675675
28025,2009.0,212302016.0,6000.0,0.0,600.0,0.0,,,0.0,1800.0,600.0,0.0,,,,,0.0,0.0,,0.0,9000.0,22600.0,13600.0,0.0,212302.0,21.0,0.0,3.0,2.0,5.0,1800.0,2.52,0.74,0.74,2.52,12162.162162162162,2432.4324324324325,30540.54054054054,18378.37837837838
28026,2009.0,212302017.0,42000.0,0.0,8000.0,0.0,,,0.0,3570.0,55461.66666666667,1.0,100.0,0.0,120.0,0.0,0.0,0.0,,0.0,109251.66666666667,131950.0,22698.333333333332,1.0,212302.0,21.0,0.0,5.0,0.0,5.0,21850.333333333336,2.52,0.74,0.74,2.52,147637.3873873874,29527.47747747748,178310.8108108108,30673.42342342342
28027,2009.0,212302018.0,,,5000.0,0.0,,,0.0,3550.0,-1650.0,0.0,4000.0,0.0,,,0.0,0.0,2000.0,0.0,12900.0,18100.0,5200.0,0.0,212302.0,21.0,0.0,2.0,0.0,2.0,6450.0,2.52,0.74,0.74,2.52,17432.432432432433,8716.216216216217,24459.45945945946,7027.0270270270275
28028,2009.0,212302020.0,,,10000.0,0.0,,,0.0,2350.0,6615.833333333334,1.0,1000.0,0.0,,,0.0,0.0,5000.0,0.0,24965.833333333336,35700.0,10734.166666666666,1.0,212302.0,21.0,0.0,2.0,1.0,3.0,8321.944444444445,2.52,0.74,0.74,2.52,33737.61261261262,11245.870870870873,48243.24324324325,14505.63063063063
28029,2009.0,212302061.0,,,6600.0,0.0,,,0.0,2400.0,500.0,0.0,,,,,0.0,0.0,,0.0,9500.0,14000.0,4500.0,0.0,212302.0,21.0,0.0,2.0,2.0,4.0,2375.0,2.52,0.74,0.74,2.52,12837.837837837838,3209.4594594594596,18918.91891891892,6081.081081081081
28030,2009.0,212302081.0,,,5350.0,0.0,,,0.0,2330.0,,,,,,,0.0,0.0,,0.0,7680.0,11250.0,3570.0,0.0,212302.0,21.0,0.0,2.0,1.0,3.0,2560.0,2.52,0.74,0.74,2.52,10378.378378378378,3459.4594594594596,15202.702702702703,4824.324324324324
28031,2009.0,212302121.0,,,17000.0,0.0,,,0.0,14390.0,,,,,,,0.0,0.0,,0.0,31390.0,34400.0,3010.0,0.0,212302.0,21.0,0.0,2.0,2.0,4.0,7847.5,2.52,0.74,0.74,2.52,42418.91891891892,10604.72972972973,46486.48648648649,4067.5675675675675
28032,2009.0,212302122.0,12000.0,0.0,3900.0,0.0,,,0.0,2385.0,-400.0,0.0,,,,,0.0,0.0,,0.0,17885.0,21450.0,3565.0,0.0,212302.0,21.0,0.0,2.0,1.0,3.0,5961.666666666667,2.52,0.74,0.74,2.52,24168.91891891892,8056.306306306306,28986.486486486487,4817.5675675675675
28033,2009.0,212302123.0,,,16000.0,0.0,,,0.0,23900.0,-275.0,0.0,,,,,0.0,0.0,,0.0,39625.0,45200.0,5575.0,0.0,212302.0,21.0,0.0,5.0,0.0,5.0,7925.0,2.52,0.74,0.74,2.52,53547.2972972973,10709.45945945946,61081.08108108108,7533.783783783784
28034,2009.0,212303001.0,6000.0,0.0,9000.0,0.0,,,0.0,1190.0,-156.0,0.0,400.0,0.0,,,0.0,0.0,,0.0,16434.0,19060.0,2626.0,0.0,212303.0,21.0,0.0,2.0,0.0,2.0,8217.0,2.52,0.74,0.74,2.52,22208.10810810811,11104.054054054055,25756.756756756757,3548.6486486486488
28035,2009.0,212303003.0,,,14000.0,0.0,,,0.0,11880.0,,,10450.0,0.0,230.0,1.0,0.0,0.0,,0.0,36560.0,39180.0,2620.0,1.0,212303.0,21.0,0.0,4.0,0.0,4.0,9140.0,2.52,0.74,0.74,2.52,49405.40540540541,12351.351351351352,52945.94594594595,3540.5405405405404
28036,2009.0,212303005.0,,,,0.0,,,0.0,3580.0,,,6160.0,0.0,70.0,0.0,0.0,0.0,7270.0,0.0,17080.0,17100.0,20.0,0.0,212303.0,21.0,0.0,3.0,0.0,3.0,5693.333333333333,2.52,0.74,0.74,2.52,23081.08108108108,7693.693693693694,23108.10810810811,27.027027027027028
